page,code,name,req,score,语数之和,语数最高,外语,物理,再选最高,再选次高,志愿号,备注,row
34,F89207,苏州科技大学第07组,地,577,208,113,111,87,89,82,3,,F89207 | 苏州科技大学第07组 | 地 | 577 | 208 | 113 | 111 | 87 | 89 | 82 | 3
34,F89302,常熟理工学院第02组,化,531,207,115,101,65,79,79,7,,F89302 | 常熟理工学院第02组 | 化 | 531 | 207 | 115 | 101 | 65 | 79 | 79 | 7
34,F89403,金陵科技学院第03组,不限,511,182,101,124,51,73,71,12,少数民族预科班,F89403 | 金陵科技学院第03组 | 不限 | 511 | 182 | 101 | 124 | 51 | 73 | 71 | 12 | 少数民族预科班
34,F89404,金陵科技学院第04组,化,537,194,101,107,61,90,85,6,】,F89404 | 金陵科技学院第04组 | 化 | 537 | 194 | 101 | 107 | 61 | 90 | 85 | 6 | 】
34,F89501,淮阴工学院第01组,不限,514,195,101,99,70,76,74,B26,,F89501 | 淮阴工学院第01组 | 不限 | 514 | 195 | 101 | 99 | 70 | 76 | 74 | B26
34,F89502,淮阴工学院第02组,化,516,215,109,96,78,65,S62,7,,F89502 | 淮阴工学院第02组 | 化 | 516 | 215 | 109 | 96 | 78 | 65 | S62 | 7
34,F89701,常州工学院第01组,化,528,201,103,97,74,83,Z73,7,,F89701 | 常州工学院第01组 | 化 | 528 | 201 | 103 | 97 | 74 | 83 | Z73 | 7
34,F89803,扬州大学第03组,化,589,213,121,室128,81,S88,79,2,,F89803 | 扬州大学第03组 | 化 | 589 | 213 | 121 | 室128 | 81 | S88 | 79 | 2
34,F89804,扬州大学第04组,化,582,213,公124,127,86,B78,78,2,,F89804 | 扬州大学第04组 | 化 | 582 | 213 | 公124 | 127 | 86 | B78 | 78 | 2
34,F89805,扬州大学第05组,化,593,215,116,123,H88,86,81,4,国家专项计划,F89805 | 扬州大学第05组 | 化 | 593 | 215 | 116 | 123 | H88 | 86 | 81 | 4 | 国家专项计划
34,F89806,扬州大学第06组,化,570,办222,122,【119,72,85,72,1,国家专项计划,F89806 | 扬州大学第06组 | 化 | 570 | 办222 | 122 | 【119 | 72 | 85 | 72 | 1 | 国家专项计划
34,F89903,南京工程学院第03组,化,557,215,】111,122,59,90,71,3,,F89903 | 南京工程学院第03组 | 化 | 557 | 215 | 】111 | 122 | 59 | 90 | 71 | 3
34,F90002,南京审计大学第02组,招不限,594,办224,120,123,71,93,83,6,,F90002 | 南京审计大学第02组 | 招不限 | 594 | 办224 | 120 | 123 | 71 | 93 | 83 | 6
34,F90003,南京审计大学第03组,厅化,592,203,103,134,79,89,87,2,,F90003 | 南京审计大学第03组 | 厅化 | 592 | 203 | 103 | 134 | 79 | 89 | 87 | 2
34,F90203,教江苏理工学院第03组,化,520,210,112,106,51,85,68,6,,F90203 | 教江苏理工学院第03组 | 化 | 520 | 210 | 112 | 106 | 51 | 85 | 68 | 6
34,F90304,江苏海洋大学第04组,北化,505,185,110,114,53,74,69,2,少数民族预科班,F90304 | 江苏海洋大学第04组 | 北化 | 505 | 185 | 110 | 114 | 53 | 74 | 69 | 2 | 少数民族预科班
34,F90305,省湖江苏海洋大学第05组,化,532,179,94,127,61,91,74,3,,F90305 | 省湖江苏海洋大学第05组 | 化 | 532 | 179 | 94 | 127 | 61 | 91 | 74 | 3
34,F90306,江苏海洋大学第06组,化,527,197,108,102,70,80,78,5,,F90306 | 江苏海洋大学第06组 | 化 | 527 | 197 | 108 | 102 | 70 | 80 | 78 | 5
34,F90502,北【南京特殊教育师范学院第02组,化,506,198,115,103,50,88,67,14,,F90502 | 北【南京特殊教育师范学院第02组 | 化 | 506 | 198 | 115 | 103 | 50 | 88 | 67 | 14
34,F93601,湖号三江学院第01组,不限,482,186,114,117,40,71,68,31,,F93601 | 湖号三江学院第01组 | 不限 | 482 | 186 | 114 | 117 | 40 | 71 | 68 | 31
34,F93602,三江学院第02组,化,479,173,87,83,69,80,74,21,,F93602 | 三江学院第02组 | 化 | 479 | 173 | 87 | 83 | 69 | 80 | 74 | 21
34,F93802,众东南大学成贤学院第02组,化,489,195,114,93,54,75,72,12,,F93802 | 众东南大学成贤学院第02组 | 化 | 489 | 195 | 114 | 93 | 54 | 75 | 72 | 12
34,F93902,无锡太湖学院第02组,不限,476,200,110,49,72,82,73,1,,F93902 | 无锡太湖学院第02组 | 不限 | 476 | 200 | 110 | 49 | 72 | 82 | 73 | 1
34,F93903,公无锡太湖学院第03组,化,474,199,108,103,42,69,61,4,,F93903 | 公无锡太湖学院第03组 | 化 | 474 | 199 | 108 | 103 | 42 | 69 | 61 | 4
34,F94303,信南京航空航天大学金城学院第03组,不限,492,175,89,85,64,84,84,12,,F94303 | 信南京航空航天大学金城学院第03组 | 不限 | 492 | 175 | 89 | 85 | 64 | 84 | 84 | 12
34,F94304,南京航空航天大学金城学院第04组,化,479,196,100,68,60,78,77,29,,F94304 | 南京航空航天大学金城学院第04组 | 化 | 479 | 196 | 100 | 68 | 60 | 78 | 77 | 29
34,F94501,微南京理工大学泰州科技学院第01组,化,485,181,111,102,53,76,73,18,,F94501 | 微南京理工大学泰州科技学院第01组 | 化 | 485 | 181 | 111 | 102 | 53 | 76 | 73 | 18
34,F94701,南京工业大学浦江学院第01组,化,466,193,108,54,68,79,72,4,,F94701 | 南京工业大学浦江学院第01组 | 化 | 466 | 193 | 108 | 54 | 68 | 79 | 72 | 4
34,F94901,南京医科大学康达学院第01组,化,475,191,109,59,65,84,76,22,,F94901 | 南京医科大学康达学院第01组 | 化 | 475 | 191 | 109 | 59 | 65 | 84 | 76 | 22
34,F94902,南京医科大学康达学院第02组,化,504,204,116,116,49,74,61,4,,F94902 | 南京医科大学康达学院第02组 | 化 | 504 | 204 | 116 | 116 | 49 | 74 | 61 | 4
34,F95102,无锡学院第02组,不限,542,196,99,109,61,86,80,23,,F95102 | 无锡学院第02组 | 不限 | 542 | 196 | 99 | 109 | 61 | 86 | 80 | 23
34,F95103,无锡学院第03组,化,538,202,105,112,72,78,74,9,,F95103 | 无锡学院第03组 | 化 | 538 | 202 | 105 | 112 | 72 | 78 | 74 | 9
34,F95602,扬州大学广陵学院第02组,化,476,189,102,100,49,74,64,7,,F95602 | 扬州大学广陵学院第02组 | 化 | 476 | 189 | 102 | 100 | 49 | 74 | 64 | 7
34,F95801,南京邮电大学通达学院第01组,化,487,160,85,109,65,88,65,1,,F95801 | 南京邮电大学通达学院第01组 | 化 | 487 | 160 | 85 | 109 | 65 | 88 | 65 | 1
34,F96002,江苏科技大学苏州理工学院第02组,不限,493,192,109,87,60,81,73,33,,F96002 | 江苏科技大学苏州理工学院第02组 | 不限 | 493 | 192 | 109 | 87 | 60 | 81 | 73 | 33
34,F96003,江苏科技大学苏州理工学院第03组,化,491,217,109,83,55,76,60,5,,F96003 | 江苏科技大学苏州理工学院第03组 | 化 | 491 | 217 | 109 | 83 | 55 | 76 | 60 | 5
34,F96102,常州大学怀德学院第02组,化,473,191,103,54,80,77,71,6,,F96102 | 常州大学怀德学院第02组 | 化 | 473 | 191 | 103 | 54 | 80 | 77 | 71 | 6
35,F96201,南通大学杏林学院第01组,化,464,194,107,53,69,78,70,10,,F96201 | 南通大学杏林学院第01组 | 化 | 464 | 194 | 107 | 53 | 69 | 78 | 70 | 10
35,F96302,南京审计大学金审学院第02组,不限,494,186,95,118,52,71,67,5,,F96302 | 南京审计大学金审学院第02组 | 不限 | 494 | 186 | 95 | 118 | 52 | 71 | 67 | 5
35,F96303,南京审计大学金审学院第03组,化,487,189,102,79,58,85,76,3,,F96303 | 南京审计大学金审学院第03组 | 化 | 487 | 189 | 102 | 79 | 58 | 85 | 76 | 3
35,F96602,西交利物浦大学第02组,不限,583,227,122,127,74,79,76,22,,F96602 | 西交利物浦大学第02组 | 不限 | 583 | 227 | 122 | 127 | 74 | 79 | 76 | 22
35,F96603,西交利物浦大学第03组,化,586,224,113,115,83,89,75,3,,F96603 | 西交利物浦大学第03组 | 化 | 586 | 224 | 113 | 115 | 83 | 89 | 75 | 3
35,H00102,杭州电子科技大学第02组,不限,577,228,115,124,74,78,73,18,,H00102 | 杭州电子科技大学第02组 | 不限 | 577 | 228 | 115 | 124 | 74 | 78 | 73 | 18
35,H00103,杭州电子科技大学第03组,化,602,220,112,119,82,94,87,8,,H00103 | 杭州电子科技大学第03组 | 化 | 602 | 220 | 112 | 119 | 82 | 94 | 87 | 8
35,H00104,杭州电子科技大学第04组,化,606,225,113,127,78,88,88,5,,H00104 | 杭州电子科技大学第04组 | 化 | 606 | 225 | 113 | 127 | 78 | 88 | 88 | 5
35,H00201,浙江工业大学第01组,不限,590,223,117,107,79,93,88,4,,H00201 | 浙江工业大学第01组 | 不限 | 590 | 223 | 117 | 107 | 79 | 93 | 88 | 4
35,H00202,浙江工业大学第02组,不限,582,218,115,120,68,89,87,1,】,H00202 | 浙江工业大学第02组 | 不限 | 582 | 218 | 115 | 120 | 68 | 89 | 87 | 1 | 】
35,H00203,浙江工业大学第03组,不限,570,216,118,108,61,89,86,B2,国家专项计划,H00203 | 浙江工业大学第03组 | 不限 | 570 | 216 | 118 | 108 | 61 | 89 | 86 | B2 | 国家专项计划
35,H00204,浙江工业大学第04组,不限,567,201,112,135,65,88,S68,31,国家专项计划,H00204 | 浙江工业大学第04组 | 不限 | 567 | 201 | 112 | 135 | 65 | 88 | S68 | 31 | 国家专项计划
35,H00205,浙江工业大学第05组,化,591,222,114,119,82,91,Z77,5,,H00205 | 浙江工业大学第05组 | 化 | 591 | 222 | 114 | 119 | 82 | 91 | Z77 | 5
35,H00206,浙江工业大学第06组,化,602,224,112,室113,85,S93,87,3,,H00206 | 浙江工业大学第06组 | 化 | 602 | 224 | 112 | 室113 | 85 | S93 | 87 | 3
35,H00207,浙江工业大学第07组,化,509,202,公110,129,42,B68,68,7,,H00207 | 浙江工业大学第07组 | 化 | 509 | 202 | 公110 | 129 | 42 | B68 | 68 | 7
35,H00208,浙江工业大学第08组,化,573,207,107,111,H81,84,80,1,国家专项计划,H00208 | 浙江工业大学第08组 | 化 | 573 | 207 | 107 | 111 | H81 | 84 | 80 | 1 | 国家专项计划
35,H00302,浙江理工大学第02组,不限,576,办213,108,【128,74,91,70,4,,H00302 | 浙江理工大学第02组 | 不限 | 576 | 办213 | 108 | 【128 | 74 | 91 | 70 | 4
35,H00304,浙江理工大学第04组,化,571,206,】112,97,85,93,90,8,国家专项计划,H00304 | 浙江理工大学第04组 | 化 | 571 | 206 | 】112 | 97 | 85 | 93 | 90 | 8 | 国家专项计划
35,H00401,浙江海洋大学第01组,招化,534,办209,105,123,49,78,75,14,,H00401 | 浙江海洋大学第01组 | 招化 | 534 | 办209 | 105 | 123 | 49 | 78 | 75 | 14
35,H00402,浙江海洋大学第02组,厅化,533,199,104,106,76,77,75,6,,H00402 | 浙江海洋大学第02组 | 厅化 | 533 | 199 | 104 | 106 | 76 | 77 | 75 | 6
35,H00504,教浙江农林大学第04组,化,546,205,120,117,55,87,72,4,国家专项计划,H00504 | 教浙江农林大学第04组 | 化 | 546 | 205 | 120 | 117 | 55 | 87 | 72 | 4 | 国家专项计划
35,H00601,温州医科大学第01组,北化,597,234,128,125,66,87,85,8,,H00601 | 温州医科大学第01组 | 北化 | 597 | 234 | 128 | 125 | 66 | 87 | 85 | 8
35,H00602,省湖温州医科大学第02组,化,572,213,114,124,65,87,83,8,,H00602 | 省湖温州医科大学第02组 | 化 | 572 | 213 | 114 | 124 | 65 | 87 | 83 | 8
35,H00703,浙江中医药大学第03组,化,585,226,121,101,74,88,86,2,,H00703 | 浙江中医药大学第03组 | 化 | 585 | 226 | 121 | 101 | 74 | 88 | 86 | 2
35,H00704,北【浙江中医药大学第04组,化,598,220,115,119,83,88,88,2,,H00704 | 北【浙江中医药大学第04组 | 化 | 598 | 220 | 115 | 119 | 83 | 88 | 88 | 2
35,H00705,湖号浙江中医药大学第05组,化,575,219,124,120,74,87,75,1,,H00705 | 湖号浙江中医药大学第05组 | 化 | 575 | 219 | 124 | 120 | 74 | 87 | 75 | 1
35,H00706,浙江中医药大学第06组,化,574,209,113,126,72,84,83,4,,H00706 | 浙江中医药大学第06组 | 化 | 574 | 209 | 113 | 126 | 72 | 84 | 83 | 4
35,H00707,众浙江中医药大学第07组,化,580,229,128,135,55,81,80,2,,H00707 | 众浙江中医药大学第07组 | 化 | 580 | 229 | 128 | 135 | 55 | 81 | 80 | 2
35,H00708,浙江中医药大学第08组,化,580,221,117,116,72,92,79,6,,H00708 | 浙江中医药大学第08组 | 化 | 580 | 221 | 117 | 116 | 72 | 92 | 79 | 6
35,H00803,公浙江师范大学第03组,不限,581,223,119,122,80,80,76,22,,H00803 | 公浙江师范大学第03组 | 不限 | 581 | 223 | 119 | 122 | 80 | 80 | 76 | 22
35,H00804,信浙江师范大学第04组,不限,554,215,113,114,74,82,69,9,,H00804 | 信浙江师范大学第04组 | 不限 | 554 | 215 | 113 | 114 | 74 | 82 | 69 | 9
35,H00805,浙江师范大学第05组,化,586,210,107,124,77,89,86,2,,H00805 | 浙江师范大学第05组 | 化 | 586 | 210 | 107 | 124 | 77 | 89 | 86 | 2
35,H00902,微杭州师范大学第02组,不限,575,220,114,115,71,91,78,2,,H00902 | 微杭州师范大学第02组 | 不限 | 575 | 220 | 114 | 115 | 71 | 91 | 78 | 2
35,H00903,杭州师范大学第03组,化,573,196,111,114,74,91,88,24,,H00903 | 杭州师范大学第03组 | 化 | 573 | 196 | 111 | 114 | 74 | 91 | 88 | 24
35,H01003,湖州师范学院第03组,不限,512,177,99,115,58,78,74,5,少数民族预科班,H01003 | 湖州师范学院第03组 | 不限 | 512 | 177 | 99 | 115 | 58 | 78 | 74 | 5 | 少数民族预科班
35,H01004,湖州师范学院第04组,不限,518,217,109,124,38,76,63,5,,H01004 | 湖州师范学院第04组 | 不限 | 518 | 217 | 109 | 124 | 38 | 76 | 63 | 5
35,H01005,湖州师范学院第05组,化,508,197,108,100,61,80,70,3,护理类,H01005 | 湖州师范学院第05组 | 化 | 508 | 197 | 108 | 100 | 61 | 80 | 70 | 3 | 护理类
35,H01006,湖州师范学院第06组,化,521,198,112,114,56,80,73,4,,H01006 | 湖州师范学院第06组 | 化 | 521 | 198 | 112 | 114 | 56 | 80 | 73 | 4
35,H01102,绍兴文理学院第02组,化,511,198,105,99,67,74,73,7,,H01102 | 绍兴文理学院第02组 | 化 | 511 | 198 | 105 | 99 | 67 | 74 | 73 | 7
35,H01202,台州学院第02组,不限,517,179,103,136,45,88,69,1,,H01202 | 台州学院第02组 | 不限 | 517 | 179 | 103 | 136 | 45 | 88 | 69 | 1
35,H01203,台州学院第03组,化,517,200,108,92,70,79,76,6,,H01203 | 台州学院第03组 | 化 | 517 | 200 | 108 | 92 | 70 | 79 | 76 | 6
35,H01303,温州大学第03组,不限,566,213,120,104,80,87,82,1,,H01303 | 温州大学第03组 | 不限 | 566 | 213 | 120 | 104 | 80 | 87 | 82 | 1
35,H01304,温州大学第04组,化,551,211,107,105,75,83,77,1,,H01304 | 温州大学第04组 | 化 | 551 | 211 | 107 | 105 | 75 | 83 | 77 | 1
36,H01305,温州大学第05组,化,541,200,100,103,73,86,79,7,,H01305 | 温州大学第05组 | 化 | 541 | 200 | 100 | 103 | 73 | 86 | 79 | 7
36,H01403,丽水学院第03组,不限,489,184,101,95,42,81,77,15,少数民族预科班,H01403 | 丽水学院第03组 | 不限 | 489 | 184 | 101 | 95 | 42 | 81 | 77 | 15 | 少数民族预科班
36,H01404,丽水学院第04组,化,521,213,114,91,62,84,71,5,,H01404 | 丽水学院第04组 | 化 | 521 | 213 | 114 | 91 | 62 | 84 | 71 | 5
36,H01405,丽水学院第05组,化,509,192,106,100,69,75,73,3,,H01405 | 丽水学院第05组 | 化 | 509 | 192 | 106 | 100 | 69 | 75 | 73 | 3
36,H01406,丽水学院第06组,化,508,186,97,99,68,81,74,11,,H01406 | 丽水学院第06组 | 化 | 508 | 186 | 97 | 99 | 68 | 81 | 74 | 11
36,H01407,丽水学院第07组,化,488,179,97,85,66,85,73,11,护理类,H01407 | 丽水学院第07组 | 化 | 488 | 179 | 97 | 85 | 66 | 85 | 73 | 11 | 护理类
36,H01502,浙江工商大学第02组,不限,581,214,111,120,71,91,85,2,,H01502 | 浙江工商大学第02组 | 不限 | 581 | 214 | 111 | 120 | 71 | 91 | 85 | 2
36,H01503,浙江工商大学第03组,不限,584,210,122,130,78,87,79,12,,H01503 | 浙江工商大学第03组 | 不限 | 584 | 210 | 122 | 130 | 78 | 87 | 79 | 12
36,H01504,浙江工商大学第04组,不限,559,207,112,117,72,83,80,7,国家专项计划,H01504 | 浙江工商大学第04组 | 不限 | 559 | 207 | 112 | 117 | 72 | 83 | 80 | 7 | 国家专项计划
36,H01505,浙江工商大学第05组,不限,572,206,107,130,69,89,78,3,】国家专项计划,H01505 | 浙江工商大学第05组 | 不限 | 572 | 206 | 107 | 130 | 69 | 89 | 78 | 3 | 】国家专项计划
36,H01506,浙江工商大学第06组,化,581,219,113,116,69,88,79,B4,,H01506 | 浙江工商大学第06组 | 化 | 581 | 219 | 113 | 116 | 69 | 88 | 79 | B4
36,H01507,浙江工商大学第07组,化,558,207,107,100,74,86,S81,7,国家专项计划,H01507 | 浙江工商大学第07组 | 化 | 558 | 207 | 107 | 100 | 74 | 86 | S81 | 7 | 国家专项计划
36,H01602,嘉兴大学第02组,不限,521,206,108,90,59,79,Z77,7,少数民族预科班,H01602 | 嘉兴大学第02组 | 不限 | 521 | 206 | 108 | 90 | 59 | 79 | Z77 | 7 | 少数民族预科班
36,H01603,嘉兴大学第03组,化,538,208,113,室116,71,S79,64,10,,H01603 | 嘉兴大学第03组 | 化 | 538 | 208 | 113 | 室116 | 71 | S79 | 64 | 10
36,H01801,中国计量大学第01组,不限,587,218,公116,124,78,B86,81,4,,H01801 | 中国计量大学第01组 | 不限 | 587 | 218 | 公116 | 124 | 78 | B86 | 81 | 4
36,H01802,中国计量大学第02组,化,586,213,108,124,H89,82,78,1,,H01802 | 中国计量大学第02组 | 化 | 586 | 213 | 108 | 124 | H89 | 82 | 78 | 1
36,H01902,浙江万里学院第02组,化,503,办201,105,【86,73,75,68,10,,H01902 | 浙江万里学院第02组 | 化 | 503 | 办201 | 105 | 【86 | 73 | 75 | 68 | 10
36,H02002,浙江科技大学第02组,不限,547,215,】111,99,66,88,79,2,,H02002 | 浙江科技大学第02组 | 不限 | 547 | 215 | 】111 | 99 | 66 | 88 | 79 | 2
36,H02003,浙江科技大学第03组,招不限,525,办213,109,122,60,71,59,8,,H02003 | 浙江科技大学第03组 | 招不限 | 525 | 办213 | 109 | 122 | 60 | 71 | 59 | 8
36,H02004,浙江科技大学第04组,厅化,520,193,102,105,66,88,58,2,少数民族预科班,H02004 | 浙江科技大学第04组 | 厅化 | 520 | 193 | 102 | 105 | 66 | 88 | 58 | 2 | 少数民族预科班
36,H02101,教宁波工程学院第01组,不限,534,199,105,100,80,78,77,6,,H02101 | 教宁波工程学院第01组 | 不限 | 534 | 199 | 105 | 100 | 80 | 78 | 77 | 6
36,H02102,宁波工程学院第02组,北不限,524,208,111,92,63,89,72,12,,H02102 | 宁波工程学院第02组 | 北不限 | 524 | 208 | 111 | 92 | 63 | 89 | 72 | 12
36,H02103,省湖宁波工程学院第03组,化,526,207,109,94,76,75,74,16,,H02103 | 省湖宁波工程学院第03组 | 化 | 526 | 207 | 109 | 94 | 76 | 75 | 74 | 16
36,H02104,宁波工程学院第04组,化,508,189,100,114,67,74,64,7,,H02104 | 宁波工程学院第04组 | 化 | 508 | 189 | 100 | 114 | 67 | 74 | 64 | 7
36,H02202,北【浙江水利水电学院第02组,化,534,200,105,101,64,88,81,4,,H02202 | 北【浙江水利水电学院第02组 | 化 | 534 | 200 | 105 | 101 | 64 | 88 | 81 | 4
36,H02303,湖号浙江财经大学第03组,不限,582,216,114,127,78,84,77,7,,H02303 | 湖号浙江财经大学第03组 | 不限 | 582 | 216 | 114 | 127 | 78 | 84 | 77 | 7
36,H02304,浙江财经大学第04组,不限,573,218,111,114,86,84,71,10,,H02304 | 浙江财经大学第04组 | 不限 | 573 | 218 | 111 | 114 | 86 | 84 | 71 | 10
36,H02305,众浙江财经大学第05组,不限,590,229,116,122,73,89,67,3,,H02305 | 众浙江财经大学第05组 | 不限 | 590 | 229 | 116 | 122 | 73 | 89 | 67 | 3
36,H02306,浙江财经大学第06组,化,596,217,111,116,90,90,83,17,,H02306 | 浙江财经大学第06组 | 化 | 596 | 217 | 111 | 116 | 90 | 90 | 83 | 17
36,H02401,公衢州学院第01组,化,506,191,112,90,62,88,75,10,,H02401 | 公衢州学院第01组 | 化 | 506 | 191 | 112 | 90 | 62 | 88 | 75 | 10
36,H02502,信宁波大学第02组,化,587,238,123,87,84,90,88,24,,H02502 | 信宁波大学第02组 | 化 | 587 | 238 | 123 | 87 | 84 | 90 | 88 | 24
36,H02503,宁波大学第03组,化,569,207,106,117,84,85,76,5,国家专项计划,H02503 | 宁波大学第03组 | 化 | 569 | 207 | 106 | 117 | 84 | 85 | 76 | 5 | 国家专项计划
36,H02504,微宁波大学第04组,地,565,213,107,105,86,86,75,1,,H02504 | 微宁波大学第04组 | 地 | 565 | 213 | 107 | 105 | 86 | 86 | 75 | 1
36,H02604,浙江传媒学院第04组,不限,525,196,104,127,47,82,73,16,,H02604 | 浙江传媒学院第04组 | 不限 | 525 | 196 | 104 | 127 | 47 | 82 | 73 | 16
36,H02605,浙江传媒学院第05组,不限,548,223,118,102,62,89,72,8,,H02605 | 浙江传媒学院第05组 | 不限 | 548 | 223 | 118 | 102 | 62 | 89 | 72 | 8
36,H02606,浙江传媒学院第06组,不限,550,209,111,105,71,89,76,5,,H02606 | 浙江传媒学院第06组 | 不限 | 550 | 209 | 111 | 105 | 71 | 89 | 76 | 5
36,H02607,浙江传媒学院第07组,化,554,220,110,115,67,85,67,4,,H02607 | 浙江传媒学院第07组 | 化 | 554 | 220 | 110 | 115 | 67 | 85 | 67 | 4
36,H02608,浙江传媒学院第08组,化,486,195,121,109,48,67,67,3,,H02608 | 浙江传媒学院第08组 | 化 | 486 | 195 | 121 | 109 | 48 | 67 | 67 | 3
36,H03002,浙大城市学院第02组,不限,542,187,115,117,60,90,88,5,,H03002 | 浙大城市学院第02组 | 不限 | 542 | 187 | 115 | 117 | 60 | 90 | 88 | 5
36,H03003,浙大城市学院第03组,化,547,199,103,115,71,85,77,4,,H03003 | 浙大城市学院第03组 | 化 | 547 | 199 | 103 | 115 | 71 | 85 | 77 | 4
36,H03101,浙大宁波理工学院第01组,化,532,212,117,93,60,84,83,19,,H03101 | 浙大宁波理工学院第01组 | 化 | 532 | 212 | 117 | 93 | 60 | 84 | 83 | 19
36,H06102,浙江树人学院第02组,不限,480,191,108,84,59,85,61,11,,H06102 | 浙江树人学院第02组 | 不限 | 480 | 191 | 108 | 84 | 59 | 85 | 61 | 11
36,H06203,浙江越秀外国语学院第03组,不限,447,166,98,95,37,80,69,20,,H06203 | 浙江越秀外国语学院第03组 | 不限 | 447 | 166 | 98 | 95 | 37 | 80 | 69 | 20
37,H06204,浙江越秀外国语学院第04组,不限,455,187,99,61,63,76,68,3,,H06204 | 浙江越秀外国语学院第04组 | 不限 | 455 | 187 | 99 | 61 | 63 | 76 | 68 | 3
37,H06205,浙江越秀外国语学院第05组,不限,445,194,115,68,32,78,73,27,,H06205 | 浙江越秀外国语学院第05组 | 不限 | 445 | 194 | 115 | 68 | 32 | 78 | 73 | 27
37,H06206,浙江越秀外国语学院第06组,不限,437,,,,,,,,,H06206 | 浙江越秀外国语学院第06组 | 不限 | 437
37,H06302,宁波财经学院第02组,不限,473,193,103,102,47,73,58,4,,H06302 | 宁波财经学院第02组 | 不限 | 473 | 193 | 103 | 102 | 47 | 73 | 58 | 4
37,H06502,浙江工业大学之江学院第02组,化,499,195,111,102,56,75,71,3,,H06502 | 浙江工业大学之江学院第02组 | 化 | 499 | 195 | 111 | 102 | 56 | 75 | 71 | 3
37,H06801,杭州电子科技大学信息工程学院第01组,化,530,196,107,123,66,74,71,13,,H06801 | 杭州电子科技大学信息工程学院第01组 | 化 | 530 | 196 | 107 | 123 | 66 | 74 | 71 | 13
37,H07101,浙江农林大学暨阳学院第01组,化,477,186,112,78,65,83,65,1,,H07101 | 浙江农林大学暨阳学院第01组 | 化 | 477 | 186 | 112 | 78 | 65 | 83 | 65 | 1
37,H07501,湖州学院第01组,化,521,214,123,98,55,79,75,1,,H07501 | 湖州学院第01组 | 化 | 521 | 214 | 123 | 98 | 55 | 79 | 75 | 1
37,H07701,温州理工学院第01组,不限,523,191,100,103,63,83,83,1,,H07701 | 温州理工学院第01组 | 不限 | 523 | 191 | 100 | 103 | 63 | 83 | 83 | 1
37,H07702,温州理工学院第02组,化,528,190,99,124,56,80,78,1,】,H07702 | 温州理工学院第02组 | 化 | 528 | 190 | 99 | 124 | 56 | 80 | 78 | 1 | 】
37,H07902,嘉兴南湖学院第02组,不限,532,196,101,119,73,77,67,B1,,H07902 | 嘉兴南湖学院第02组 | 不限 | 532 | 196 | 101 | 119 | 73 | 77 | 67 | B1
37,H07903,嘉兴南湖学院第03组,化,531,207,108,66,80,90,S88,2,,H07903 | 嘉兴南湖学院第03组 | 化 | 531 | 207 | 108 | 66 | 80 | 90 | S88 | 2
37,H08402,上海财经大学浙江学院第02组,不限,491,190,105,89,58,86,Z68,17,,H08402 | 上海财经大学浙江学院第02组 | 不限 | 491 | 190 | 105 | 89 | 58 | 86 | Z68 | 17
37,H08503,宁波诺丁汉大学第03组,不限,582,211,112,室134,77,S83,77,5,,H08503 | 宁波诺丁汉大学第03组 | 不限 | 582 | 211 | 112 | 室134 | 77 | S83 | 77 | 5
37,H08504,宁波诺丁汉大学第04组,化,582,215,公114,115,77,B89,86,6,,H08504 | 宁波诺丁汉大学第04组 | 化 | 582 | 215 | 公114 | 115 | 77 | B89 | 86 | 6
37,H08602,温州肯恩大学第02组,不限,554,200,103,124,H71,83,76,18,,H08602 | 温州肯恩大学第02组 | 不限 | 554 | 200 | 103 | 124 | H71 | 83 | 76 | 18
37,H08603,温州肯恩大学第03组,化,554,办199,109,【125,72,81,77,5,,H08603 | 温州肯恩大学第03组 | 化 | 554 | 办199 | 109 | 【125 | 72 | 81 | 77 | 5
37,H11603,安徽大学第03组,化,607,228,】117,132,79,85,83,7,,H11603 | 安徽大学第03组 | 化 | 607 | 228 | 】117 | 132 | 79 | 85 | 83 | 7
37,H11604,安徽大学第04组,招化,589,办227,123,129,60,88,85,3,,H11604 | 安徽大学第04组 | 招化 | 589 | 办227 | 123 | 129 | 60 | 88 | 85 | 3
37,H11702,安徽工业大学第02组,厅不限,559,210,108,108,84,81,66,7,,H11702 | 安徽工业大学第02组 | 厅不限 | 559 | 210 | 108 | 108 | 84 | 81 | 66 | 7
37,H11802,教安徽理工大学第02组,不限,540,207,109,114,64,83,72,4,,H11802 | 教安徽理工大学第02组 | 不限 | 540 | 207 | 109 | 114 | 64 | 83 | 72 | 4
37,H11803,安徽理工大学第03组,北化,540,213,113,96,69,85,77,11,,H11803 | 安徽理工大学第03组 | 北化 | 540 | 213 | 113 | 96 | 69 | 85 | 77 | 11
37,H11901,省湖安徽工程大学第01组,不限,536,204,112,108,65,86,73,6,,H11901 | 省湖安徽工程大学第01组 | 不限 | 536 | 204 | 112 | 108 | 65 | 86 | 73 | 6
37,H11902,安徽工程大学第02组,化,525,195,109,106,63,82,79,1,,H11902 | 安徽工程大学第02组 | 化 | 525 | 195 | 109 | 106 | 63 | 82 | 79 | 1
37,H12002,北【安徽农业大学第02组,不限,565,220,112,97,74,87,87,3,,H12002 | 北【安徽农业大学第02组 | 不限 | 565 | 220 | 112 | 97 | 74 | 87 | 87 | 3
