院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
H385,江西软件职业技术大学,H38502,02,,民办-教育部备注民办,默认不进主方案-民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,0,4,0,0,0,0,12,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,2,-29,-34,163,left,1.04 软件工程技术（办学地点：南昌校区）[M-90d596b3c6584d47]；2.05 云计算技术（办学地点：南昌校区）[M-a73d35341da2ba1e]；3.06 億息安全与管理（办学地点：南昌校[M-d64a66e6b17bbb9e]；4.07 现代通信工程（办学地点：南昌校区）[M-1d84d4340ed168d8]；5.08 智能控制技术（办学地点：南昌校区）[M-619dc6bc9aa554c2]；6.09 虚拟现实技术（办学地点：南昌校区）[M-8c52473b1c8b9a6b]；7.10 区块链技术（办学地点：井冈山校区）[M-043197a8fae705e1]；8.11 导航工程技术（办学地点：井冈山校[M-1bbd661bc34f7a2e]；9.12 具身智能工程技术（办学地点：井冈山校区）[M-6622670fed6858dc]；10.13 物联网工程技术（办学地点：井冈山校[M-276f54138cd96b11]；11.14 大数据工程技术（办学地点：并冈山校[M-494f3be91781634f]；12.15 人工智能工程技术（办学地点：并冈山校区）H415山东科技大学（公办）（山东）[M-1c78629d1709a31e],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-0190cb3ecbda1dc0,STABLEGROUP-ece8b034f59a5668
H497,青岛城市学院,H49705,05,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,0,3,0,4,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,2,-39,-61,170,right,1.14 计算机科学与技术[M-bda9a91b6feb9b18]；2.15 软件工程（AI 应用与智能工程）[M-5e3058aa6624b457]；3.16 网络工程（智能运维）[M-10f9a04256162cc9]；4.18 人工智能（字树创新班）H499 山东石油化工学院（公办）（山东）[M-1e8f89c7f295e235],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-cb80242c4ddc8980,STABLEGROUP-c18631156f1fdcda
H832,广东白云学院,H83203,03,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,0,3,0,8,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,1,-42,-42,192,left,1.08 计算机科学与技术（办学地点：西校[M-b4bd4c1d51762793]；2.09 软件工程（办学地点：西校区）[M-3d6d1ee2e5317c8a]；3.10 数据科学与大数据技术（办学地点：西校区）[M-1e9cdc0869656051]；4.11 智能科学与技术（办学地点：西校区）[M-cffe58e047e2f25b]；5.12 电气工程及其自动化（办学地点：西校[M-5e729d7d7399997a]；6.13 机械设计制造及其自动化（办学地点：西校区）[M-fc93ed623014edcf]；7.14 机器人工程（办学地点：西校区）[M-9bc844c70cd22b11]；8.15 智能制造工程（办学地点：西校区）H836广州城市理工学院（民办）（广东）[M-1b8d8899ef9a1330],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-7c49cef63eed7c31,STABLEGROUP-fc51534ad517dca4
C230,湖北工程学院新技术学院,C23003,03,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,0,4,0,9,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,3,-27,-45,90,left,1.15 机械设计制造及其自动化[M-8ac0a866db8347bc]；2.16 机械电子工程[M-8389d28d340030a5]；3.17 智能制造工程[M-9d8ddc41ebfaaa58]；4.18 电子信息工程[M-e0cdfa34e7f006ab]；5.19 人工智能[M-14c8884e239bd71d]；6.20 自动化[M-2b356b33d26953a5]；7.21 计算机科学与技术[M-288e985c9e44b7c6]；8.22 智能科学与技术[M-4bfffdfb0371b6b6]；9.23 数据科学与大数据技术C231 湖北经济学院法商学院（独立）（湖北）[M-37c34529125806ac],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-c5b793969c6e9c69,STABLEGROUP-ed9dc599564759b4
H276,福建师范大学协和学院,H27603,03,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,1,3,0,0,4,0,4,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,1,-29,-29,151,left,1.07 计算机科学与技术[M-364a1ff0f048d100]；2.08 网络工程[M-97355607bd263c21]；3.09 数字媒体技术[M-fd6de8c0a384c897]；4.10 智能科学与技术H277 福州外语外贸学院（民办）（福建）[M-09dddfac568b2739],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-84ea6b21a11f816e,STABLEGROUP-2eb0e09b4d14ac5a
C237,湖北师范大学文理学院,C23702,02,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,0,0,4,0,5,1,11,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,3,-26,-44,91,left,1.12 学前教育（师范类）[M-ea0f429d9ca8916c]；2.13 小学教育（师范类）[M-345fe7351099063c]；3.14 汉语言文学（师范类）[M-57f68c8dc72fcfba]；4.15 英语（师范类；外语语种：英语）[M-20c7d1136050807e]；5.16 经济学GZ[M-ea5d1618ce1a2387]；6.A0 KAO院校代号[M-19fdb48bc8f8ebaa]；7.17 互联网金融[M-5a9e0624eac5ef4c]；8.18 商务英语（外语语种：英语）[M-327451efab22bf02]；9.19 財务管理[M-b4221fbb38e4e28d]；10.20 物流管理[M-1e6c0c070d99d695]；11.21 电子商务[M-a67e6e9a40c3bf43],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-77ddd34906b33844,STABLEGROUP-1aea0928b8ca7608
T563,湖南软件职业技术大学,T56301,01,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,0,5,0,5,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,1,-51,-51,238,right,1.01 软件工程技术[M-13f33746453e6de0]；2.02 人工智能工程技术[M-8f8f01f1eb31dfbc]；3.03 机器人技术[M-b077d2346d84eae8]；4.04 信息安全与管理[M-9bb794279aab9e99]；5.05 大数据与会计T591广东轻工职业技术大学（公办）（广东）[M-085a375f59013fce],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-94f51d15bb77e6be,STABLEGROUP-ec56a46af394511f
C232,湖北恩施学院,C23205,05,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,0,6,0,11,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,2,-43,-68,90,right,1.13 经济与金融[M-c1d861c5ef79b63b]；2.14 法学[M-00564d4382e7272f]；3.15 工程造价[M-bca43ca8377e84df]；4.16 财务管理[M-a0dd732d3b2dcbdb]；5.17 会计学（数智财税）C2320G 湖北恩施学院第06组[M-5303f1e5a6947922]；6.18 电气工程及其自动化[M-3c390d266c638290]；7.19 通信工程[M-28bf8b5e4443efd8]；8.20 人工智能[M-baf12bc83c6ff7fb]；9.21 软件工程（智能软件开发）[M-c3b636c7ddf90048]；10.22 数据科学与大数据技术（大数据工程）[M-7e0092fb03e3b185]；11.23 计算机科学与技术（中软国际订单班）[M-18b1e2d5d15cc4e9],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-1bc87b2ec7ce8489,STABLEGROUP-e0285209ab7ce481
C217,武汉工商学院,C21705,05,武汉,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,0,8,0,8,V0-默认不进主方案风险,false,R2-P1页列集中核,H1-历史最高线低于等位分20分以上,3,-38,-51,87,left,1.30 计算机科学与技术（AI 智能系统开发）[M-24155e604258b6dd]；2.31 电子信息工程（AI 嵌入式系统开发）[M-22ede1b4641e539a]；3.32 通信工程（华为 ICT 实验班）[M-56bdb8f03e8d0ebd]；4.33 物联网工程（智能物联网实验班）[M-94c26df23e9e3c5f]；5.34 软件工程（AI 软件开发）[M-498e46f7a980dfba]；6.35 机械电子工程（AI 低碳机电系统）[M-72d16d77b13358a1]；7.36 机器人工程（AI 绿电智能运维）[M-39d5fe62a549f8c2]；8.37 人工智能（科大讯飞实验班）[M-50e97bccaa2ed33a],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-a696259d46fbdb40,STABLEGROUP-ecb1cef06cd5ebf3
C218,荆州学院,C21804,04,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,0,11,0,11,V0-默认不进主方案风险,false,R2-P1页列集中核,H1-历史最高线低于等位分20分以上,2,-52,-68,87,right,1.32 机械设计制造及其自动化[M-f413ebcea4d1d325]；2.33 自动化[M-d20abef8aedede65]；3.34 机器人工程[M-04ac5e18a819bb20]；4.35 智能制造工程[M-8d3d7fe81195130f]；5.36 智能建造[M-b9e311632555ec63]；6.37 电子信息工程[M-116612d072401a88]；7.38 计算机科学与技术[M-5b5c2ac8a00a6a2d]；8.39 物联网工程[M-cb862c99062b672e]；9.40 软件工程虹1数学与应用数学[M-2771029c33927f20]；10.42 人工智能[M-176ceca62acd16de]；11.43 数字经济[M-c3d4234a42c8bcfc],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-668adcd60bfddc70,STABLEGROUP-5f98c156cacb347e
C233,湖北工业大学工程技术学院,C23303,03,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在高收费/超预算专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,0,11,0,18,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,2,-32,-33,90,right,1.16 机械设计制造及其自动化[M-2704860685df1057]；2.17 机械电子工程[M-bf4b5bd7277351d7]；3.18 智能制造工程（FANUC智能制造班）[M-05601301e9ce77e5]；4.19 新能源汽车工程（吉利新能源班）[M-54f96e01ae67b81a]；5.20 新能源汽车工程（智能网联汽车班）[M-cb4ebf23d0276941]；6.21 机器人工程（FANUC智能制造班）[M-e51d258840e00e55]；7.22 电气工程及其自动化[M-b42fc8ab5d1694fc]；8.23 电子信息工程（ICT创新班）[M-aafd27fe32af2394]；9.24 通信工程（低空智联网方向）[M-33e51b1f2eb9d495]；10.25 物联网工程（低空智能方向）[M-a727757f2f521769]；11.26 计算机科学与技术（中软合作班）[M-3a69fa982c1de67e]；12.27 软件工程（中软合作班）[M-1fe677c0e73ae827]；13.28 高分子材料与工程（功能新材料）[M-6cab9c52dbea0d97]；14.29 生物工程（生物食品与健康工程方向）[M-fef3fc82b9d7ae67]；15.30 土木工程（数智工程方向）[M-c372063f4a20dabf]；16.31 工程管理[M-1536443f634e7ad9]；17.32 智能建造[M-e84b14ed32d42249]；18.33 大数据管理与应用（泰迪大数据班）业组及专业代号C235湖北商贸学院（民办）（湖北）[M-ff1f257e0f955a4a],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-f9268024b96dfe9a,STABLEGROUP-500965627d1452d5
C235,湖北商贸学院,C23503,03,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,1,1,1,0,10,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,2,-60,-68,91,left,1.26 计算机科学与技术（就读校区：大一在感宁校区就读，大二起在武汉校区就[M-602af4972bf19d37]；2.27 计算机科学与技术（中软信创班；办学地点：武汉校区）[M-9f165f0de65bd458]；3.28 电子信息工程（智能系统开发与应用；就读校区：大一在咸宁校区就读，大二起在武汉校区就读）[M-65d9a0929f18e939]；4.29 数据科学与大数据技术（中软信创班；办学地点：武汉校区）[M-bdc6e7d8fcd485a1]；5.30 电气工程及其自动化（就读校区：大一在感宁校区就读，大二起在武汉校区[M-154edb9395d296e4]；6.31 机械设计制造及其自动化（就读校区：本二在感宁校区就读，大二起在武汉校区就读）[M-98e9198b22f8aaa0]；7.32 机器人工程（就读校区：大一在成宁校区就读，大二起在武汉校区就读）[M-af5cd47a0da67451]；8.33 新熊源流车工程（就读校区：本二在感宁校区就读，大二起在武汉校区就读，[M-817385a701752a96]；9.34 康复工程（办学地点：咸宁校区）[M-f355e55ff5a07d6f]；10.35 软件工程（就读校区：大一在咸宁校区就读，大二起在武汉校区就读）C237 溯北师范大学文理学院（独立）（湖北）[M-59dcb450388bed67],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-80424bb3591c3942,STABLEGROUP-a414e6b155ece3fd
H365,江西科技学院,H36502,02,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,4,1,3,0,1,7,0,10,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,3,-41,-47,160,right,1.08 计算机科学与技术[M-4ed76b1e794065a2]；2.09 电子与计算机工程[M-31ba82673244adba]；3.10 机械设计制造及其自动化[M-a47637c89299ae43]；4.11 新能源汽车工程[M-ecd84f2fbc3da06c]；5.12 智能制造工程[M-c50a10c81dcbc929]；6.13 药学（不招色盲、色弱、单色识别不全的考生）[M-b8eea30fd9e75a2a]；7.14 数字媒体技术[M-7477cd6dba45b337]；8.15 机器人工程[M-2653d4462d81a925]；9.16 智能科学与技术[M-b54a348255ff4e4b]；10.17 飞行器运维工程H366 江西工程学院（民办）（江西）[M-53abe00b33086964],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-eb48d030082e59a6,STABLEGROUP-45baef7a7701bad2
C203,文华学院,C20306,06,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,1,18,0,21,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,1,-39,-39,82,right,1.31 机械设计制造及其自动化（办学地点：湖北武汉）[M-ca737e100e32292b]；2.32 电气工程及其自动化（办学地点：湖北武汉）[M-c2e78e58d9a0e84a]；3.33 智能制造工程（办学地点：湖北武汉）[M-f0ee570de683df5b]；4.34 智能制造工程（3D 打印及三维数字设计特色班；办学地点：湖北武汉）[M-630c10f7f6a1b897]；5.35 智能电网信息工程（办学地点：湖北武[M-8ff9b5107e9a875e]；6.36 增材制造工程（办学地点：湖北武汉）[M-0e1be4708c6a60e6]；7.37 新能源科学与工程（办学地点：湖北武[M-68106a06704abd26]；8.38 计算机科学与技术（办学地点：湖北武[M-0a01876a4d2a7577]；9.39 电子信息工程（办学地点：湖北武汉）[M-71297c9ebf450aa4]；10.40 软件工程（办学地点：湖北武汉）专业代号[M-55e8723ad86450de]；11.41 通信工程（办学地点：湖北武汉）[M-09561753bdfd3db0]；12.42 光电信息科学与工程（办学地点：湖北武汉）[M-2ce461ef6522f4be]；13.43 物联网工程（办学地点：湖北武汉）[M-bc8b11100ea05a61]；14.44 入工智能（办学地点：湖北武汉）[M-6acdb200134db74d]；15.45 环境工程（办学地点：湖北武汉）[M-e1186fe0d04de4fa]；16.46 土木工程（办学地点：湖北武汉）[M-1c38974b21dede26]；17.47 给排水科学与工程（办学地点：湖北武汉）[M-c09d45c6b80b6d58]；18.48 智能飞行器技术（办学地点：湖北武[M-e6e15a91744f67ea]；19.49 数据科学与大数据技术（办学地点：湖北武汉）[M-4de3645f2a01ca4f]；20.50 机器人工程（办学地点：湖北武汉）[M-e773510c94e9b254]；21.51 护理学（女生身高达158cm，无色觉异常：办学地点：湖北武汉）C205 武昌首义学院（民办）（湖北）[M-a702583c53068807],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-a978a56ec4c31fb3,STABLEGROUP-105f9d6985b32756
C211,武汉华夏理工学院,C21103,03,武汉,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,3,10,0,14,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,3,-44,-52,85,right,1.35 机械设计制造及其自动化（大一就读梧桐湖校区，大二开始就读主校区；办学地点：光谷校区）[M-242c8b19d711f417]；2.36 机械电子工程（大一就读梧桐湖校区天三并始就读主校区；苏孥地点：光谷[M-54c95259645d63a0]；3.37 车辆工程（大一就读梧桐湖校区，太三始就读主校区；办学地点：光谷校[M-21f1a48fd4ab3189]；4.38 智能制造工程（大一就读梧桐湖校区太三开始就读主校区；办学地点：光谷校区）[M-9a2fdfd0c43d9f51]；5.39 计算机科学与技术（华为精英班：太就读梧桐湖校区，大二开始就读主权区：办学地点：光谷校区）[M-c906681e1540a276]；6.40 软件工程（华为精英班：大一就读梧桐湖校区，杰二开始就读主校区；办学地点：光谷校区）[M-93b40d1055d5375c]；7.41 电子信息工程（华为精英班：大一就读梧桐湖校区，杰二开始就读主校区；办学地点：光谷校区）[M-a349a399c5a2b887]；8.42 自动化（华为精英班；大一就读梧桐湖校区，大三开始就读主校区；办学地点：光谷校区）[M-ec3de460763f3731]；9.43 数据科学与大数据技术（华为精英班：K◎GA院校玲业组及专业代号大一就读梧桐湖校区，太三开始就读主校区；办学地点：光谷校区）[M-5f0d4cd8669388b1]；10.44 人工智能（华为精英班；大一就读梧桐湖校区，大二开始就读主校区；办学地点：光谷校区）[M-570b6a49843ebb53]；11.45 生物制药（大一就读梧桐湖校区，太二开始就读主校区；办学地点：光谷校[M-825c1c18956d962b]；12.46 制药工程（大一就读梧桐湖校区，太二开始就读主校区；办学地点：光谷校[M-bf4945ae01845461]；13.47 医学检验技术（大一就读梧桐湖校区大二开始就读主校区；办学地点：光谷校区）[M-e96b0354c59ddd34]；14.48 士木工程（大一就读梧桐湖校区，大二开始就读主校区；办学地点：光谷校C212 武汉城市学院（民办）（湖北）[M-40b3db89e9af9c50],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-e4210a3605fc9edb,STABLEGROUP-f4c989a12319185d
C223,武汉文理学院,C22306,06,武汉,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,4,1,3,0,5,3,0,16,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,3,-41,-62,88,right,1.32 数字媒体技术[M-2d24aa4396077230]；2.33 电子信息工程[M-3a5e25e41cbad6b8]；3.34 计算机科学与技术[M-fb65703017b3b2ab]；4.35 数据科学与大数据技术[M-b09fa8ec118e071f]；5.3G 致件工程[M-d57f591c477df4b2]；6.37 人工智能[M-9e7ecb886cae9e0a]；7.38 机械设计制造及其自动化（智能制造）[M-63e9844199e27133]；8.39 机械电子工程（无损检测）[M-61164ac2c7625693]；9.40 机器人工程[M-23b8aec45c617566]；10.41 新能源汽车工程[M-ea9e272c26dba33d]；11.42 智能测控工程[M-f579d80197d24c44]；12.43 药学[M-91bf4b80c9a946ad]；13.44 医学影像技术[M-c9823d1e526b055c]；14.45 口腔医学技术[M-97f13bbe48a6f27a]；15.46 医学检验技术[M-aa76aa3246d06220]；16.47 康复治疗学[M-bb03f2883691ffe8],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-34c08b6712b53f7a,STABLEGROUP-28c2718ce23c2b55
H950,桂林学院,H95003,03,,民办-教育部备注民办,默认不进主方案-民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,4,1,3,0,9,5,0,17,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,2,-50,-63,199,right,1.12 计算机科学与技术（不招单色识别不全者）[M-f86bcc0e0b92ff91]；2.13 软件工程[M-1b904e07f63df44f]；3.14 数据科学与大数据技术[M-07080f30ac9b3e3c]；4.15 电子信息工程[M-c4ef9160f5719745]；5.16 智能测控工程[M-aa0d559165cebb3f]；6.17 医学信息工程[M-8c2d3591eba81439]；7.18 数字媒体技术H952广西中医药大学赛恩斯新医药学院（羽立）（广西）[M-f4a939f7acfaabb9]；8.01 组[M-485a285727a54758]；9.01 中医学（不招色盲、色弱考生；学制：五年）[M-123a1e221547c741]；10.02 针灸推奪学（不招色盲、色弱考生；学制：五年）[M-983f22d5bc29a6df]；11.02 组[M-5db93a3f4207c643]；12.03 药学（不招色盲、色弱考生）[M-156755135dc6d73c]；13.04 医学检验技术（不招色盲、色弱考生）[M-0917b37b6c63bb11]；14.05 医学影像技术（不招色盲、色弱考生）[M-51a317199e92f754]；15.06 康复治疗学（不招色盲、色弱考生）[M-f1dc66770507b3eb]；16.03 组[M-f3955e229ab494bc]；17.07 护理学（不招色盲、色弱考生）H953 桂林信息科技学院（民办）（广西）[M-4c17f7d3363df30f],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-cd5bf76599bd60a2,STABLEGROUP-163a61926e92f51f
H370,南昌职业大学,H37002,02,,民办-教育部备注民办,默认不进主方案-民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,0,8,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,3,-20,-57,161,left,1.04 智能建造工程（办学地点：凤凰校区）[M-b15c4c28400522d1]；2.05 机械设计制造及自动化（办学地点：凤凰校区）[M-e31c9b513999e000]；3.06 材料成型及控制工程（办学地点：凤凰校区）[M-d9d41d1c5efef5c7]；4.07 电气工程及自动化（办学地点：凤凰校[M-44f56cd8719afdf0]；5.08 机器人技术（办学地点：香樟校区）[M-e006f5313113da73]；6.09 网络工程技术（办学地点：凤凰校区）[M-2682904732593e45]；7.10 软件工程技术（办学地点：凤凰校区）[M-4c0112c90cfb624e]；8.11 人工智能工程技术（办学地点：香樟校H371 南昌工学院（民办）（江西）[M-19df08d1166c52cf],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-660a13605efaee26,STABLEGROUP-e8be45e657bdcb4a
K533,西安工商学院,K53303,03,西安,民办-教育部备注民办,默认不进主方案-民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,1,2,0,0,0,0,5,V0-默认不进主方案风险,false,R1-P0整组先核,H1-历史最高线低于等位分20分以上,3,-53,-65,227,right,1.14 电子与计算机工程[M-0b549599d81c30e4]；2.15 软件工程[M-f0bb8c7e237eb669]；3.16 电气工程与智能控制[M-c2b5b3c716f388f0]；4.17 数字媒体技术[M-6dbb39605dcc8d6a]；5.19 电子信息科学与技术K534延安大学西安创新学院（独立）（陕西）[M-080cf054388b6cff],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先核家庭底线风险，不把该组放入主方案。,G-b8ba4c737ffcf6db,STABLEGROUP-ef27f3439c1b2bf1
