执行顺序,页码版面键,来源页码,版面列,任务来源类型,第一闭环纳入原因,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,字段名,OCR专业计划数候选,最佳官网计划数,OCR学费候选,最佳官网学费,OCR再选科目候选,最佳官网选科,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,是否裁图OCR与高校辅证冲突,是否机器高校冲突,人工核验泳道,人工核验方式,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,当前闭环状态,下一步,专业行ID,稳定基座第一闭环明细任务ID
9,056-left,56,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A195,兰州大学,A19511,2,36,计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-928c8c7935f8e9d2,FIRSTDETAIL-ea384950294b8432
9,056-left,56,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A195,兰州大学,A19511,3,37,计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）,,,1,5800,,,物理和化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-6f60d88ce3a3687e,FIRSTDETAIL-94e95b76bf217529
9,056-left,56,left,P0人工字段任务,EXEC-01-冲突异常立即核页,A195,兰州大学,A19511,3,37,计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,true,true,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-6f60d88ce3a3687e,FIRSTDETAIL-bbb56cc44278edb4
9,056-left,56,left,自动官网辅证任务,官网源未稳定匹配专业名，第一批确认专业归属,A195,兰州大学,A19511,4,38,暨柔障惠科学与技术（办学地点：甘肃,,,,5800,,,,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-24f76d15351fc6e7,FIRSTDETAIL-7b0367a699848980
9,056-left,56,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A195,兰州大学,A19511,5,39,通信工程（办学地点：甘肃兰州）,,,2,2,,,物理和化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-0331ffd1db7621d2,FIRSTDETAIL-9b82a945c23a2501
9,056-left,56,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A195,兰州大学,A19511,5,39,通信工程（办学地点：甘肃兰州）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-0331ffd1db7621d2,FIRSTDETAIL-4eefd8f052c8caa8
9,056-left,56,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A195,兰州大学,A19511,6,40,入工智能（办学地点：甘肃兰州）,,,3,5800,,,物理和化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-ece9de1329c27d10,FIRSTDETAIL-e5c797c090e5d43d
9,056-left,56,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A195,兰州大学,A19511,6,40,入工智能（办学地点：甘肃兰州）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-ece9de1329c27d10,FIRSTDETAIL-10021805233b3fcd
9,056-left,56,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A195,兰州大学,A19511,7,41,数据科学与大数据技术（办学地点：甘肃兰州）,,,3,5800,,,物理和化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-f7d6787fb6918e72,FIRSTDETAIL-f7da998b19762486
9,056-left,56,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A195,兰州大学,A19511,7,41,数据科学与大数据技术（办学地点：甘肃兰州）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-f7d6787fb6918e72,FIRSTDETAIL-ff27b52817e165bb
9,056-left,56,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,A195,兰州大学,A19511,8,42,数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号,,,3,5800,,,物理和化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-3ef576112ee9a076,FIRSTDETAIL-27b2b164f7a898c0
9,056-left,56,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,A195,兰州大学,A19511,8,42,数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M2-裁图OCR未稳定补读人工看图,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-3ef576112ee9a076,FIRSTDETAIL-e6fbb1e8eb1cf347
10,070-left,70,left,P0人工字段任务,EXEC-01-冲突异常立即核页,C108,江汉大学,C10819,8,A8,英语（数智语言应用：要求高考外语单科成绩不得低于110分（满分150分）；外语语种：英语；面向武汉）,专业计划数,,,,,,,partial_source,has_partial_source_needs_followup,,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-33fd60126319d2e3,FIRSTDETAIL-9eac4f6af5d6cae4
10,070-left,70,left,自动官网辅证任务,官网源未稳定匹配专业名，第一批确认专业归属,C108,江汉大学,C10811,8,GA,及专业代号,,,,,,U,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-6f45e0358062a335,FIRSTDETAIL-29fccc884dede6ea
11,023-left,23,left,P0人工字段任务,EXEC-01-冲突异常立即核页,A075,大连海事大学,A07507,3,29,船舶与海洋工程（中外合作办学）（外五食作学校为英国思克莱德大学，非英语语种考生慎报）A079 吉林大学（公办）（吉林）,专业计划数,,,,,,,,,,,,false,false,M5-多值或双人复核常规核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-d00c26dbacdf01ae,FIRSTDETAIL-c5ac679ddb002982
12,040-right,40,right,P0人工字段任务,EXEC-01-冲突异常立即核页,A145,中国地质大学（武汉）,A14505,3,12,地质学类（背英班：食地质学、地球物理学、地球信息科学与技术，海洋科学、地理科学、资源勘查工程、水文与水资源工程、地质工程专业）14506 中国地质大学（武汉）第06组,专业计划数,,,,,,,,,,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-bd5236570ff0b18a,FIRSTDETAIL-f4f81445f1154c09
13,043-left,43,left,P0人工字段任务,EXEC-01-冲突异常立即核页,A151,华中师范大学,A15125,1,63,教育技术学（民族班；智能教育实验A153 中南财经政法大学（公办）（湖北）,专业计划数,,,,,,,,,,,,false,false,M5-多值或双人复核常规核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-a3b3fb4cce94a6b1,FIRSTDETAIL-1c8bc4f8c1ddedbe
14,053-right,53,right,P0人工字段任务,EXEC-01-冲突异常立即核页,A185,西北工业大学,A18503,2,23,高分子材料与工程（中外合作办学）（办学地点：长安校区）,学费,,,,,,,,,,,,false,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-0948630e9c96d719,FIRSTDETAIL-06bdcbfe6216116c
15,093-left,93,left,P0人工字段任务,EXEC-01-冲突异常立即核页,F008,北京农学院,F00804,2,FP,009首都医科大学（公办）（北京）,学费,,,,,,,,,,,,false,false,M2-裁图OCR未稳定补读人工看图,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-5f2c58c2cd393f06,FIRSTDETAIL-8fc637e34e459ece
16,141-left,141,left,P0人工字段任务,EXEC-01-冲突异常立即核页,H023,浙江财经大学,H02305,2,H0,24 衢州学院（公办）（浙江）,学费,,,,,,,,,,,,false,false,M2-裁图OCR未稳定补读人工看图,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-ab056be9f534d089,FIRSTDETAIL-7c954b0742d262ad
17,205-left,205,left,P0人工字段任务,EXEC-01-冲突异常立即核页,K073,长江师范学院,K07307,1,15,智能制造工程（中外合作办学）（与美国山南道大学合作，采用”4+0^培养模式，达到条件可获双学位）,学费,,,,,,,,,,,,false,false,M2-裁图OCR未稳定补读人工看图,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-84dad3cc819e468e,FIRSTDETAIL-5c92e1c3b94132ae
18,235-right,235,right,P0人工字段任务,EXEC-01-冲突异常立即核页,K753,喀什大学,K75309,1,G,A院校代号,专业计划数,,,,,,,partial_source,has_partial_source_needs_followup,,,,false,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-d7bad17c82051950,FIRSTDETAIL-3a235d2d79010832
19,226-left,226,left,自动官网辅证任务,官网源未稳定匹配专业名，第一批确认专业归属,K485,西安财经大学,K48504,1,15,金融学（中外合作办学）（仅招收有此志愿考生：办学地点：长安校区）K486 西安邮电大学（公办）（陕西）,,,,6,,不限,,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网计划源待补强,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-fa76362af83034d1,FIRSTDETAIL-890f406b7b9b56e5
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,1,08,计算机科学与技术（办学地点：长安校,,,1,6480,,,18418；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-b23da168ecf3a69d,FIRSTDETAIL-eb9ea199817a9465
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,1,08,计算机科学与技术（办学地点：长安校,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,true,false,M0-冲突优先双人核页,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-b23da168ecf3a69d,FIRSTDETAIL-c33e439309ee3511
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,2,09,通信工程（办学地点：长安校区）,,,2,6480,,,18418；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-b26306df48aeae35,FIRSTDETAIL-23e2812045bd9473
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,2,09,通信工程（办学地点：长安校区）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-b26306df48aeae35,FIRSTDETAIL-65d09d5c33f190b6
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,3,10,电信工程及管理（办学地点：长安校,,,1,6000,,,20901；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-59f2fe4937c929af,FIRSTDETAIL-a0ac8bdfbadc9df6
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,3,10,电信工程及管理（办学地点：长安校,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M2-裁图OCR未稳定补读人工看图,双人复核,true,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-59f2fe4937c929af,FIRSTDETAIL-e3f2baf339214a72
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,4,11,集成电路设计与集成系统（办学地点：长安校区）,,,3,6480,,,/；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-697f5f955ecc00c8,FIRSTDETAIL-0be9752f6cd20305
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,4,11,集成电路设计与集成系统（办学地点：长安校区）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-697f5f955ecc00c8,FIRSTDETAIL-4e84b7d69fa1307d
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,5,12,微电子科学与工程（办学地点：长安校,,,2,6480,,,/；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-c3ff06ecc81ab136,FIRSTDETAIL-d5c9c69ee717f2f3
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,5,12,微电子科学与工程（办学地点：长安校,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-c3ff06ecc81ab136,FIRSTDETAIL-fb5351ca095fd3ed
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,6,13,电子信息工程（办学地点：长安校区）,,,4,6480,,,17921；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-c1f8f0fd7414b38f,FIRSTDETAIL-1b96b10668597560
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,6,13,电子信息工程（办学地点：长安校区）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-c1f8f0fd7414b38f,FIRSTDETAIL-0c2c7f71cddb2ffe
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,7,14,电子科学与技术（办学地点：长安校,,,4,4,,,18888；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-b55b42a0731954d9,FIRSTDETAIL-118893a6fd1a625c
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,7,14,电子科学与技术（办学地点：长安校,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-b55b42a0731954d9,FIRSTDETAIL-d9c74451cbf525d6
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,8,15,电磁场与无线技术（办学地点：长安校,,,2,6480,,,/；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-da1f5a87edef49c2,FIRSTDETAIL-38e50924bb176727
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,8,15,电磁场与无线技术（办学地点：长安校,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-da1f5a87edef49c2,FIRSTDETAIL-dc40f34e14e25f2f
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,9,16,软件工程（办学地点：长安校区）,,,3,6480,,,18888；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-896f6185282057cc,FIRSTDETAIL-39187a6d7560b6e7
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,9,16,软件工程（办学地点：长安校区）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M3-多源一致快速三方核验,三方线索优先核验,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-896f6185282057cc,FIRSTDETAIL-d5d208cd0ff1bb9a
19,226-left,226,left,自动官网辅证任务,OCR计划数缺口但官网有补缺线索，第一批回页核,K486,西安邮电大学,K48603,10,17,网络工程（办学地点：长安校区）,,,2,2,,,/；物理+化学,fill_candidate,has_reusable_2026_hubei_plan_source,matched,ocr_plan_missing_official_available,,,,,,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,线索待核，不可写回字段事实,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。,M-ba5cee9e156ea062,FIRSTDETAIL-71edd57df6132e94
19,226-left,226,left,P0人工字段任务,EXEC-03-高校辅证线索三方核验,K486,西安邮电大学,K48603,10,17,网络工程（办学地点：长安校区）,专业计划数,,,,,,,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,false,false,M6-常规人工核页,单人初核加抽检,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,线索待核，不可写回字段事实,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。,M-ba5cee9e156ea062,FIRSTDETAIL-82a0f5989c55884d
