院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,是否进入机器初筛观察池,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,不得进入原因,下一步,专业组出现ID,稳定基座专业组筛选ID
K256,贵州大学,K25610,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,5,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,126,88,214,right,1.23 计算机科学与技术（不招在显示器上单色识别不全者[M-06dd64fbedbe95ae]；2.24 电子科学与技术[M-a01e28a4b5a4cf75]；3.25 通信工程[M-d636b20fe1e97dd8]；4.26 机械设计制造及其自动化[M-f003704d77f30198]；5.27 测控技术与仪器[M-e6a67ab449d2ffdc],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-994e0caac66a3a56,STABLEGROUP-3e83a56b9d1a4f13
K260,贵州师范大学,K26001,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,1,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,44,44,215,right,1.01 人工智能K261遵义师范学院（公办）（贵州）[M-757e48321788a763],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-22488ab37404103b,STABLEGROUP-8ac7965254243e0b
K346,昆明理工大学,K34608,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,8,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,75,75,218,left,1.19 能源与动力工程（办学地点：莲华校[M-6cc5673ebc5cd220]；2.20 机器人工程（办学地点：呈贡校区）[M-13f4dd375627692f]；3.21 物联网工程（办学地点：呈贡校区）[M-c347f8615e6193ae]；4.22 水利水电工程（办学地点：呈贡校区）[M-04dfa90141f62b9e]；5.23 车辆工程（办学地点：星贡校区）[M-3b1a72291ca4df71]；6.24 信息与计算科学（办学地点：呈贡校[M-65b6b8991e5e5823]；7.25 飞行器控制与信息工程（办学地点：呈資亮院校专业组及专业代号贡校区）[M-6f0b8a8e58c7eb40]；8.26 飞行器运维工程（办学地点：呈贡校[M-90908bf793955b22],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-a99ce4f34bb35f5b,STABLEGROUP-6284fc206c75f3b3
K350,大理大学,K35007,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,2,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,38,19,219,left,1.13 建筑学（学制：五年）[M-e4c8095aa9da4880]；2.14 小学教育（师范类）[M-a4f114be237a9d59],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-3f4e923f1972e363,STABLEGROUP-d82b760d8202c5e2
K352,云南师范大学,K35207,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,0,1,0,0,1,1,V1-偏好专业优先线索,true,R3-P2官网后人工确认,H5-历史最高线高于等位分30分以上,1,65,65,220,left,1.13 数学与应用数学（师范类：要求考生数学单科成绩达到100分及以上；办学地点：呈贡主校区）[M-8c02910c184bb5ab],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,G-3ab575f46467f4da,STABLEGROUP-fb33b31741cf609d
K438,西藏大学,K43805,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,0,1,0,0,0,2,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,63,55,222,left,1.13 地理科学（师范类：办学地点：纳金校[M-2a20521199c5aa7d]；2.14 地理信息科学（办学地点：纳金校区）K439 西藏民族大学（公办）（西藏）[M-9aee8a05aca810c3],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-94da6176660a676b,STABLEGROUP-b6cfa0b40e180883
K466,西安科技大学,K46603,03,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,14,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,73,52,223,right,1.05 微电子科学与工程[M-a932394a26d33a9a]；2.0G 测控技术与仪器[M-9b04538f0b5e2257]；3.07 遥感科学与技术[M-231462077e2a0a76]；4.08 材料科学与工程[M-d8449ca4e165af43]；5.09 无机非金属材料工程[M-d75ba644829ec667]；6.10 应用化学三智能建造[M-0f965b4a5d98c741]；7.12 智能采矿工程[M-131144aa1be1965f]；8.13 通信工程（普英人才培养计划）[M-03f1ed7d673db008]；9.14 计算机科学与技术（普英人才培养计[M-efbf2a7ec9dc1381]；10.15 化学工程与工艺（普英人才培养计划）[M-69ca6e3769eac1c3]；11.16 安全工程（卓越班）[M-7875dc394adb458b]；12.17 机械设计制造及其自动化（卓越班）[M-5cbebd47e8b8112a]；13.18 地质工程（卓越班）[M-207a3122461e98bc]；14.19 测绘工程（卓越班）K467西安石油大学（公办）（陕西）[M-5c7ce12ec514d8b5],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-1c5981e631f8cff2,STABLEGROUP-d81945badc016f85
K467,西安石油大学,K46702,02,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,67,48,223,right,1.07 大数据管理与应用（办学地点：鄂邑校[M-1c783cf919c94cbd],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-471355313d9cb9b7,STABLEGROUP-0b21348d9917d8b0
K468,陕西科技大学,K46803,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,3,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,72,62,224,left,1.04 过程装备与控制工程（办学地点：未央大学园区）[M-71fb3554663a081b]；2.05 机器人工程（办学地点：未央大学园[M-4fabce857417ed71]；3.06 智能科学与技术（办学地点：未央大学园区）[M-cd8a70739e28859e],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-8efd69f9a335f337,STABLEGROUP-3f56002d6ebf9978
K469,西安工程大学,K46902,02,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,66,45,224,right,1.02 计算机科学与技术[M-feedcf7220f3c1cb],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-b79838e7d1b2975d,STABLEGROUP-b987e34b1e967f28
K476,西安外国语大学,K47606,06,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,73,73,225,right,1.23 人工智能（办学地点：长安校区）K477西北政法大学（公办）（陕西）[M-9dac894aa7ed9b51],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-8755324bbe87567b,STABLEGROUP-4137122c1b173ae2
K486,西安邮电大学,K48602,02,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,3,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,111,82,226,left,1.05 数字经济（办学地点：雁塔校区）[M-301dd1d837cfffb0]；2.06 大数据管理与应用（办学地点：雁塔校[M-747c5d06e51e3ab4]；3.07 邮政管理（办学地点：雁塔校区）[M-b7c685305f7dea93],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-3bccaa36fae30061,STABLEGROUP-2e3bfdd3af3dc0f4
K571,兰州理工大学,K57101,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,4,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,52,51,228,left,1.01 大数据管理与应用（办学地点：彭家坪校区）[M-5ac6e3b6947a0748]；2.02 建筑学（办学地点：兰工坪校区；学制：[M-4cb5b2b389fef3f9]；3.03 城乡规划（办学地点：兰工坪校区；学制：五年）[M-ac2250a135910d18]；4.04 数字经济（办学地点：彭家坪校区）[M-12edc72c1f006821],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-c963e0a82f067ccc,STABLEGROUP-1905080c432cc182
K571,兰州理工大学,K57103,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,48,29,228,left,1.31 软件工程（一、学年，三、四年级学费14000元/学年；办学地点：彭家坪校区）K572兰州交通大学（公办）（甘肃）[M-9142fbbe8a759d25],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-cca2772a307ce395,STABLEGROUP-2913184d692d1b48
K650,青海大学,K65004,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,6,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,97,83,230,right,1.14 应用化学（拔尖创新人才班）[M-7a3eab2ec96bc139]；2.15 机械设计制造及其自动化（创新人才实验班）院校专业组及专业代号[M-92dc291722eade12]；3.16 新能源材料与器件（计算材料创新班）[M-73c02a0a7cc76186]；4.17 计算机科学与技术（绿色算力创新班）[M-58590081b6789119]；5.18 水利水电工程（数字水利创新班）[M-144109cfb70fcd11]；6.19 测绘工程（智能测绘创新班）[M-d987557c5a9b0de4],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-dbfccf2b205237a5,STABLEGROUP-cd2a2013de7f487c
K692,宁夏大学,K69208,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,1,106,106,231,right,1.08 计算机科学与技术（中卫校区；在中卫[M-4905a90e1e384f0a],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-25d5691dd3de2967,STABLEGROUP-9829a5501bd67561
K692,宁夏大学,K69209,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R3-P2官网后人工确认,H5-历史最高线高于等位分30分以上,1,95,95,231,right,1.09 软件工程（中卫校区；在中卫校区就[M-8e72dd90b8c890bb],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,G-7f8082634f9d6b05,STABLEGROUP-b59096e89432cffe
K747,新疆大学,K74704,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,9,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,87,72,232,right,1.37 食品科学与工程（喀什校区）[M-2d149e05253ee955]；2.38 智慧农业（喀什校区）[M-355802dee0dd60da]；3.39 智薏交通（喀什校区）[M-55b26bc07cdf62cf]；4.40 纺织工程（喀什校区）[M-69a0670016e1d49b]；5.41 智能制造工程（喀什校区）[M-891ad1142ea07070]；6.42 治金工程（喀什校区）[M-bde88f0a7ade02fb]；7.43 储能科学与工程（喀什校区）[M-0b8b4035caa5d06d]；8.44 资源环境大数据工程（喀什校区）[M-78121fc89012af15]；9.45 机械设计制造及其自动化（喀什校区）[M-a1b1b81470301ad4],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-7fbef37bb1cecdda,STABLEGROUP-8e8bf55dd9ac95ea
K750,石河子大学,K75004,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,76,69,233,right,1.46 软件工程（NIIT 班；只招收有专业志ZGA◎A。院校专业组及专业代号愿考生，详见招生章程）K751 新疆医科大学（公办）（新疆）[M-20977b86c9fb01ef],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-2dadbbe6608ac056,STABLEGROUP-4c0d04e36e98080c
M703,南京工业职业技术大学,M70302,02,,非民办线索-教育部名单未备注民办,单独讨论-职业本科名称线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,1,0,1,0,0,0,0,5,V1-偏好专业优先线索,true,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,47,27,238,left,1.04 机械设计制造及自动化[M-208abcf4d00e43a3]；2.05 现代通信工程[M-759f8a4cdc3afe73]；3.06 电子信息工程技术[M-b7a0828895024349]；4.07 新能源汽车工程技术[M-194fdf7121b5502e]；5.08 人工智能工程技术M920 安徽职业技术大学（公办）（安徽）[M-89861072737dd5da],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-6051da0e38222292,STABLEGROUP-b41bb0873a73c678
K153,成都信息工程大学,K15306,06,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,7,1,6,0,0,0,0,22,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,209,right,1.13 大气科学（办学地点：航空港校区）[M-eb78e1c31fae9e22]；2.14 应用气象学（办学地点：航空港校区）[M-4d07d36dc438349c]；3.15 电子信息工程（办学地点：航空港校[M-8281eec06d651680]；4.16 通信工程（办学地点：航空港校区）[M-38fceae625805a27]；5.17 集成电路设计与集成系统（办学地点：航空港校区）[M-9bc8176e8a744551]；6.18 测绘工程（办学地点：航空港校区）[M-64c9412f5ae649f9]；7.19 逻感科学与技术（办学地点：航空港校[M-912162e2ec586cf5]；8.20 光电信息科学与工程（办学地点：航空港校区）[M-c7159e014f39d9d4]；9.21 包象技术与工程（办学地点：航空港校[M-946c01fc445f6eb2]；10.22 电气工程及其自动化（办学地点：航空港校区）[M-117fada549583ed3]；11.23 自动化（办学地点：航空港校区）[M-1e39bff3f35b543d]；12.24 机器人工程（办学地点：航空港校区）[M-0aea883663b5fb39]；13.25 计算机科学与技术（办学地点：航空港校区）[M-11e163bdfc3a6f22]；14.26 数字媒体技术（办学地点：航空港校[M-86d92f5ab218e665]；15.27 智能科学与技术（办学地点：航空港校[M-58247d316dbd31bb]；16.28 软件工程（办学地点：航空港校区）[M-fb563329ce0a0265]；17.29 信息安全（办学地点：航空港校区）[M-e2879b097d059aee]；18.30 婆产与应用数学（办学地点：航空港校[M-026664ca0517a54d]；19.31 信息与计算科学（办学地点：航空港校区）[M-8aed30091b7482da]；20.32 密码科学与技术（办学地点：航空港校区）[M-1658de39926b83b3]；21.33 人工智能（办学地点：航空港校区）[M-f928884575f48530]；22.34 统计学（办学地点：龙泉校区）[M-9fca06fa12968fc6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-e377a7e078e92213,STABLEGROUP-88d68f8cc025e81d
H228,闽南师范大学,H22807,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,5,0,3,2,0,0,0,8,V1-偏好专业优先线索,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,149,left,1.11 数学与应用数学（师范类；办学地点：[M-57054f89d2f5b83f]；2.12 智慧农业（办学地点：江滨校区）[M-15813a3d09dbc41c]；3.13 物理学（师范类；办学地点：圆山校区）[M-5225a9ee68ed896d]；4.14 电气工程及其自动化（办学地点：圆山[M-07c1291dd18a0add]；5.15 电子信息工程（办学地点：圆山校区）[M-bda5a31c723aa8b8]；6.16 人工智能（办学地点：圆山校区）[M-5f6343ed3bec9803]；7.17 软件工程（一、二年学费5040元/生•学年，三、四年学费 13360元/生•学年；办学地点：圆山校区）[M-9169ed1720a00ee6]；8.18 数据科学与大数据技术（办学地点：圆[M-5f916ef1e8c0894e],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-f89fb379db82f5fa,STABLEGROUP-3fa065827e09df0e
K580,兰州财经大学,K58007,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,5,0,5,0,0,0,0,7,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,230,left,1.33 统计学（办学地点：和平校区）[M-8cd9655a8ce92c81]；2.34 数据科学与大数据技术（办学地点：和[M-4924c4ade460408a]；3.35 计算机科学与技术（办学地点：和平校[M-ebb64248afe2e328]；4.36 电子信息工程（办学地点：和平校区）[M-4751becf51c0ae49]；5.37 人工智能（办学地点：和平校区）[M-976007857b4ff8b6]；6.38 智能科学与技术（办学地点：和平校[M-d3d3b218d29f5367]；7.39 软件工程（办学地点：和平校区）[M-b37423e1a008f2ed],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-d587cf9e61026b1f,STABLEGROUP-e8ac5188fc644f35
C108,江汉大学,C10820,20,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,1,3,0,0,0,0,11,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,70,left,1.A9 数字媒体技术（面向武汉）[M-b1b11d1758e31fc0]；2.AA 柔性电子学（面向武汉）[M-6e01e1645d19ebfd]；3.AB 电子信息工程（面向武汉）[M-e99202b2e2728622]；4.AC 人工智能（面向武汉）[M-cc636083a3433325]；5.AD 数据科学与大数据技术（面向武汉）[M-916f5239ec5a0593]；6.AE 计算机科学与技术（智能与软件实验班；面向武汉）[M-f9c56d652fbb33cd]；7.AF 智能制造工程（智慧能源装备；面向武[M-30ddedf35876cad1]；8.AG 自动化（面向武汉）[M-97356b83d76caabd]；9.AH ［ 机械设计制造及其自动化（面向武汉）[M-d5bfdfacbf80256f]；10.AJ 新能源汽车工程（面向武汉）[M-0892ad4e5c518719]；11.AK 材料成型及控制工程（模具数字设计：面向武汉）C109 武汉工程大学（公办）（湖北）[M-ec0d83fb4e950a93],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-facec610841ca140,STABLEGROUP-48a19d0999cedab8
C109,武汉工程大学,C10902,02,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,4,0,4,0,0,0,0,13,V1-偏好专业优先线索,true,R1-P0整组先核,H0-无同代码历史线索,0,,,70,right,1.16 工程管理[M-bb3dc615adab128d]；2.17 建筑学（学制：五年）[M-1f6b7956fdeea6f7]；3.18 城乡规划[M-b8a1785b6880f796]；4.19 供应链管理[M-cedeca0a2ec2fcc7]；5.20 会计学（含大数据会计、智能财务方[M-c6ab31c6e6b6a6d0]；6.21 会计学（ACCA 国际注册会计师方向：（除基础学费外，另外单独收取课程培训费1.2万元/年，只录取填报本专业志愿的考生））[M-0eb68372b02f9465]；7.22 信息管理与信息系统（商务智能决策方向）[M-e137d0a778ecfe77]；8.23 大数据管理与应用[M-86938968ce880f21]；9.24 法学类（含法学、法学（数字纪检方向）专业）[M-20d61e68d34afa60]；10.25 知识产权（辅修大数据专业）[M-b4bb0200f7d602c3]；11.26 经济学（大数据金融方向）[M-28c641eee946c462]；12.27 经济学（CFA 国际特许金融分析师方向：《除基础学费外，另外单独收取课程培训费1万元/年，只录取填报本专亚志愿考生））[M-74a229f3a4929751]；13.28 数字经济[M-1c54912f2470014f],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按P0优先核PDF原页结构、字段缺口和官网冲突。,G-3bbe25633ad91f75,STABLEGROUP-61c0d89468d949e1
C151,汉江师范学院,C15111,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,0,4,0,0,2,4,V1-偏好专业优先线索,true,R2-P1页列集中核,H0-无同代码历史线索,0,,,81,left,1.43 数学与应用数学（师范类；办学地点：校本部）[M-07137df9092f06ac]；2.44 物理学（师范类：办学地点：校本部）[M-d8b6a7918a730cac]；3.45 化学（师范类：办学地点：校本部；不招色盲、色弱考生，详见院校章程）[M-f70f154eb6b04c9f]；4.46 生物科学（师范类：办学地点：校本部；不招色盲、色弱考生，详见院校章程）[M-0a1f1b9b13688b32],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,专业组筛选视图未完成完整组内专业、PDF原页、湖北官方计划、学校官网/章程、家庭接受度和调剂范围闭环。,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,G-16b64bd49e6c2304,STABLEGROUP-60cae043e00bbde3
