Round4家庭说明ID,来源Round4重点55组,来源Round4暂缓65组,来源Round4优先120组,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,家庭阅读排序,入选状态,是否进入40到60重点核验,为什么入选,为什么暂缓,暂缓主因,同梯度入选线,距同梯度入选线分差,高分暂缓标记,梯度配额标签,梯度内排序,压缩综合分,院校专业组,院校代码,院校名称,院校专业组代码,专业组号,城市,城市来源,城市口径提醒,省份,冲稳保,历史稳定性等级,与515关系,同代码命中年份数,等位分差摘要,专业匹配等级,专业方向命中摘要,完整组内专业数,接受专业数,勉强调剂专业数,待核后判断专业数,不能接受提示专业数,完整组内专业接受度摘要,调剂接受风险等级,调剂风险说明,费用限制风险,高收费或超预算专业数,公办民办机器线索,家庭底线属性动作,结构字段阻断等级,字段缺口专业行数,结构或归属未闭环专业行数,PDF原页待核专业行数,湖北官方系统待核专业行数,官网辅证命中专业行数,第一闭环明细任务数,第一闭环双人复核任务数,高校侧刷新任务数,主要阻断原因,家庭最小决策动作,核验最小动作,下一步核验动作,来源页码,版面列,第四轮候选ID,专业组出现ID,公开安全策略
R4FAMILYEXPLAIN-2ad8c6a5d4bd9546,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓37,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线76.00，本组50.50，差值-25.50；工商旅游管理3；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P1-专业匹配弱于当前优先方向,76.00,-25.50,false,稳冲观察配额18,31,50.50,F596 吉林工商学院 F59602 02,F596,吉林工商学院,F59602,02,长春市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,吉林省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；485-481=+4；500-497=+3；486-494=-8；历史最高等位分差=4。,3,485-481=+4；500-497=+3；486-494=-8,P4-专业匹配弱,未明显命中当前优先方向,4,0,4,0,0,接受0；勉强调剂4；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口4行,4,0,4,4,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,122,left,R4GROUP-1982dd887ceb13fc,G-a812aa03d42b9503,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-4fc1078c62066a3f,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓38,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线76.00，本组49.50，差值-26.50；工商旅游管理2；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P1-专业匹配弱于当前优先方向,76.00,-26.50,false,稳冲观察配额18,32,49.50,H907 广西科技师范学院 H90702 02,H907,广西科技师范学院,H90702,02,来宾市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,广西壮族自治区,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；498-497=+1；482-494=-12；历史最高等位分差=1。,2,498-497=+1；482-494=-12,P4-专业匹配弱,未明显命中当前优先方向,2,0,2,0,0,接受0；勉强调剂2；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口2行,2,0,2,2,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,197,right,R4GROUP-22d446621c4acbc9,G-a36c3be27dc8ad52,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-a1fab311996827c5,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓39,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线76.00，本组48.62，差值-27.38；师范1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,76.00,-27.38,false,稳冲观察配额18,33,48.62,F197 沧州师范学院 F19702 02,F197,沧州师范学院,F19702,02,沧州市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,河北省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；482-481=+1；487-497=-10；479-494=-15；历史最高等位分差=1。,3,482-481=+1；487-497=-10；479-494=-15,P2-命中电子信息/网络或师范,师范1,1,1,0,0,0,接受1；勉强调剂0；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口1行,1,0,1,1,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,102,left,R4GROUP-1e26ea31091a9e57,G-186d0fe2c08110d6,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-0b24c5140b8e8927,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓40,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线76.00，本组47.00，差值-29.00；工商旅游管理3；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P1-专业匹配弱于当前优先方向,76.00,-29.00,false,稳冲观察配额18,34,47.00,H330 新余学院 H33003 03,H330,新余学院,H33003,03,新余市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,江西省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；482-481=+1；486-497=-11；482-494=-12；历史最高等位分差=1。,3,482-481=+1；486-497=-11；482-494=-12,P4-专业匹配弱,未明显命中当前优先方向,6,0,6,0,0,接受0；勉强调剂6；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口4行,4,0,6,6,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,160,left,R4GROUP-a3460ffa6a7e8024,G-855e080504f7d6a7,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-c595b669699d2ee5,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓41,暂缓保留,false,,P0-存在不能接受专业提示，先暂缓；组内有1个不能接受提示；同梯度入选线74.50，本组116.75，差值42.25；计算机/软件/AI3；计算机类3；电子信息/网络1；师范2；机械自动化3；环境1；农业不含动物2；T0-有1条不能接受提示，服从调剂高风险；V1-中高核验成本，需集中核字段,P0-存在不能接受专业提示，先暂缓,74.50,42.25,true,稳妥观察配额24,,116.75,K577 陇东学院 K57703 03,K577,陇东学院,K57703,03,庆阳市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,甘肃省,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；477-481=-4；495-497=-2；历史最高等位分差=-2。,2,477-481=-4；495-497=-2,P1-命中计算机/软件/AI,计算机/软件/AI3；计算机类3；电子信息/网络1；师范2；机械自动化3；环境1；农业不含动物2,18,5,12,0,1,接受5；勉强调剂12；待核0；不能1,T0-有1条不能接受提示，服从调剂高风险,存在不能接受专业提示，默认不适合无条件服从调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口17行,17,0,18,18,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,229,right,R4GROUP-a8c5c4a43adfc8e5,G-0387b85c737381ef,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-bf84ec4b0788f689,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓42,暂缓保留,false,,P0-存在不能接受专业提示，先暂缓；组内有3个不能接受提示；同梯度入选线74.50，本组112.75，差值38.25；数字媒体技术1；计算机/软件/AI6；计算机类6；电子信息/网络2；机械自动化1；T0-有3条不能接受提示，服从调剂高风险；V1-中高核验成本，需集中核字段,P0-存在不能接受专业提示，先暂缓,74.50,38.25,true,稳妥观察配额24,,112.75,K782 新疆科技学院 K78206 06,K782,新疆科技学院,K78206,06,巴音郭楞蒙古自治州,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,新疆维吾尔自治区,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；468-481=-13；491-497=-6；408-494=-86；历史最高等位分差=-6。,3,468-481=-13；491-497=-6；408-494=-86,P0-命中数字媒体技术,数字媒体技术1；计算机/软件/AI6；计算机类6；电子信息/网络2；机械自动化1,18,7,8,0,3,接受7；勉强调剂8；待核0；不能3,T0-有3条不能接受提示，服从调剂高风险,存在不能接受专业提示，默认不适合无条件服从调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口17行,17,0,18,18,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,237,left,R4GROUP-56c7bf6fa0e7e857,G-ea10f4bfbea155bc,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-e4949e6cc86258c2,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓43,暂缓保留,false,,P3-核验成本高，先留给更高收益组；同梯度入选线74.50，本组73.62，差值-0.88；电子信息/网络2；机械自动化1；环境1；T4-暂未见硬阻断，仍需人工接受度判断；V0-高核验成本，先核页和组边界,P3-核验成本高，先留给更高收益组,74.50,-0.88,false,稳妥观察配额24,25,73.62,H574 河南工程学院 H57404 04,H574,河南工程学院,H57404,04,郑州市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,河南省,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；480-481=-1；488-497=-9；491-494=-3；历史最高等位分差=-1。,3,480-481=-1；488-497=-9；491-494=-3,P2-命中电子信息/网络或师范,电子信息/网络2；机械自动化1；环境1,11,0,11,0,0,接受0；勉强调剂11；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环9行,11,9,11,11,0,0,0,0,存在结构或专业组归属未闭环专业行。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,176,right,R4GROUP-43ae162de1115599,G-5709d8125378cca1,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-422e27260d3b542d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓44,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线74.50，本组73.38，差值-1.12；计算机/软件/AI1；计算机类1；工商旅游管理1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,74.50,-1.12,false,稳妥观察配额24,26,73.38,K782 新疆科技学院 K78205 05,K782,新疆科技学院,K78205,05,巴音郭楞蒙古自治州,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,新疆维吾尔自治区,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；470-481=-11；490-497=-7；465-494=-29；历史最高等位分差=-7。,3,470-481=-11；490-497=-7；465-494=-29,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,5,1,4,0,0,接受1；勉强调剂4；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口4行,4,0,5,5,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,237,left,R4GROUP-904a9e218f6d3de7,G-1179396e0cacf442,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-91af04be968d3bf9,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓45,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线74.50，本组71.88，差值-2.62；计算机/软件/AI1；计算机类1；T4-暂未见硬阻断，仍需人工接受度判断；V3-相对低核验成本，仍未定稿,P4-同梯度配额外，作为备选保留,74.50,-2.62,false,稳妥观察配额24,27,71.88,H576 南阳理工学院 H57613 13,H576,南阳理工学院,H57613,13,南阳市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,河南省,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；475-494=-19；历史最高等位分差=-19。,1,475-494=-19,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,1,1,0,0,0,接受1；勉强调剂0；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S2-结构线索相对完整但仍未官方闭环,0,0,1,1,0,0,0,0,可进入分层抽检或官网后人工确认，但不能定稿。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,177,left,R4GROUP-f9ed37ce8df60d15,G-f1282fdd04bf7b63,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-f366b7d276efff9a,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓46,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线74.50，本组71.50，差值-3.00；计算机/软件/AI1；计算机类1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,74.50,-3.00,false,稳妥观察配额24,28,71.50,F704 黑龙江工程学院 F70403 03,F704,黑龙江工程学院,F70403,03,哈尔滨市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,黑龙江省,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；481-481=+0；487-497=-10；487-494=-7；历史最高等位分差=0。,3,481-481=+0；487-497=-10；487-494=-7,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,4,1,3,0,0,接受1；勉强调剂3；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口4行,4,0,4,4,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,127,right,R4GROUP-90b343bf122c9241,G-80eeafc2cc95e28c,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-dec792b95edcc32e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓47,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线74.50，本组71.38，差值-3.12；计算机/软件/AI1；计算机类1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,74.50,-3.12,false,稳妥观察配额24,29,71.38,F696 哈尔滨学院 F69604 04,F696,哈尔滨学院,F69604,04,哈尔滨市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,黑龙江省,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；483-497=-14；480-494=-14；历史最高等位分差=-14。,2,483-497=-14；480-494=-14,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,5,1,4,0,0,接受1；勉强调剂4；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口5行,5,0,5,5,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,126,right,R4GROUP-31eeef0d96632d66,G-2ffa51d8da6e79de,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-6f09f9c9e37c24ba,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓48,暂缓保留,false,,P3-核验成本高，先留给更高收益组；同梯度入选线74.50，本组69.50，差值-5.00；师范2；工商旅游管理1；T4-暂未见硬阻断，仍需人工接受度判断；V1-中高核验成本，需集中核字段,P3-核验成本高，先留给更高收益组,74.50,-5.00,false,稳妥观察配额24,30,69.50,F192 廊坊师范学院 F19202 02,F192,廊坊师范学院,F19202,02,廊坊市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,河北省,稳妥观察,H2-稳妥历史线索,515对应等位分：2025=494、2024=497、2023=481；480-481=-1；497-497=+0；480-494=-14；历史最高等位分差=0。,3,480-481=-1；497-497=+0；480-494=-14,P2-命中电子信息/网络或师范,师范2,4,2,2,0,0,接受2；勉强调剂2；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口4行,4,0,4,4,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,101,right,R4GROUP-a81339ee442bfbac,G-e63fb5861f1dcee2,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
