重点核验序号,重点核验状态,压缩结论,入选或暂缓理由,城市偏好提示,核验优先级,建议家庭动作,是否可作为定稿依据,组内硬排除专业数,城市,院校代码,院校名称,院校专业组代码,冲稳保,历史线索分层,同代码命中年份数,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,环境工程科学专业数,农业不含动物相关专业数,工商旅游管理专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,机器核验下一步,人工核验下一步,下一步核验动作,专业组出现ID,第四轮候选ID
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；存在特殊限制待核，先不占用第一核验位,命中已提到的优先城市：武汉市,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,武汉市,C150,武汉商学院,C15003,冲刺观察,H4-历史最高线高于等位分16-30分,3,500,500-494=+6,512,512-497=+15,501,501-481=+20,22,0,1,1,0,0,0,0,0,7,2,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.21 零售业管理（智慧运营方向；大一在马影河校区就读，大二起在后官湖校区就读）[M-4c1c4f4512554f83]；2.22 零售业管理（数智营销方向：大一在马影河校区就读，大二起在后官湖校区就读）[M-e534fc736265c1f3]；3.23 大数据管理与应用（大一在马影河校区就读，大二起在后官湖校区就读）[M-ee113f80b04b7f51]；4.24 数字经济（大一在马影河校区就读，大資高謝亭院校专业组及专业代号二起在后官湖校区就读）[M-51b02b3e486666f8]；5.25 经济与金融（大一在马影河校区就读，大二起在后官湖校区就读）[M-f86b6ae14e4edb59]；6.26 南务经济学（大一在马影河校区就读，大二起在后官湖校区就读）[M-e16a5921623c531f]；7.27 经济统计学（大一在马影河校区就读，大二起在后官湖校区就读）[M-acb482f3064a0583]；8.28 税收学（大一在马影河校区就读，大三起在后官湖校区就读）[M-1501281b42200eee]；9.29 酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-f68c394eeefc5273]；10.30 会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读[M-0f6a13ef21ff0adb]；11.31 旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）[M-a961ae6bda479290]；12.32 商务英语（要求高考英语成绩不低于[M-552d949cc667dec8]；13.90 分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）[M-0e83de1e95002dfd]；14.33 國译（国际传損方向：要求高考英语成绩不低于90分（满分以150分计）：大在当影河校区就读，大二起在后官湖校区就读：外语语种：英语）[M-25748538eda5066c]；15.34 财务管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-e307bfb7c77d59c7]；16.35 审计学（大一在马影河校区就读，大二起在后官湖校区就读）[M-2ce4650e19004f47]；17.36 会计学（大一在马影河校区就读，大二起在后官湖校区就读）[M-ee8edcf5d811b7c5]；18.37 物流管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-13e7d081c377eb5c]；19.38 日语（商务方向：大一在马影河校区就读，大二起在后官湖校区就读）[M-608ab460a72422a3]；20.39 人力资源管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-5def93e8f6b082ed]；21.40 电子商务（大一在马影河校区就读，大三起在后官湖校区就读）[M-f06016c6a1718579]；22.41 供应链管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-d917e2bfc77e9dac],大一在马影河校区；大二起在后官湖校区；大一在马影河校区；组及专业代号二起在后官湖校区；大一在马影河校区；大三起在后官湖校区；大二起在后官湖校区；大一在马漿河校区；大二起在后官湖校区；大在当影河校区；大二起在后官湖校区,80,left,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-43eaec6deac85123,R4GROUP-2148323d1e3394a3
,暂缓,暂缓保留在Round4优先120组备选,稳冲观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；当前专业方向匹配较弱,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P2-稳冲择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,来宾市,H907,广西科技师范学院,H90702,稳冲观察,H3-历史最高线高于等位分15分内,2,482,482-494=-12,498,498-497=+1,,,2,0,0,0,0,0,0,0,0,2,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.03 财务管理（办学地点：柳州校区）[M-16169fecc1bf9d1b]；2.04 物流管理（办学地点：柳州校区）化学[M-dd96c75bbfd84b96],柳州校区,197,right,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-a36c3be27dc8ad52,R4GROUP-22d446621c4acbc9
,暂缓,暂缓保留在Round4优先120组备选,稳冲观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P2-稳冲择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,沧州市,F197,沧州师范学院,F19702,稳冲观察,H3-历史最高线高于等位分15分内,3,479,479-494=-15,487,487-497=-10,482,482-481=+1,1,0,0,0,0,0,1,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.04 物理学（师范类）[M-9ac9c46bc6727f9c],,102,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-186d0fe2c08110d6,R4GROUP-1e26ea31091a9e57
,暂缓,暂缓保留在Round4优先120组备选,组内存在1条当前硬排除或医学护理相关风险，服从调剂前先暂缓；稳妥观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；存在特殊限制待核，先不占用第一核验位,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P1-稳妥主力先核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,1,梧州市,H906,梧州学院,H90603,稳妥观察,H2-历史最高线不高于等位分,3,477,477-494=-17,493,493-497=-4,478,478-481=-3,8,0,1,1,1,2,1,0,0,0,2,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.08 机械设计制造及其自动化[M-acf3bf8b18edaa62]；2.09 材料成型及控制工程[M-8b0d7eb3451b7406]；3.10 机械电子工程[M-b65e8f9e36171a5e]；4.11 食品科学与工程（不招色盲、色弱考[M-8089b9f6e51f312b]；5.12 茶学（农林类：不招色盲、色弱考生）[M-591e91b2abe9951f]；6.13 中药学（不招色盲、色弱考生）[M-c06366ecd2d7bb63]；7.14 计算机科学与技术[M-cf9b7ef847a466af]；8.15 通信工程H907 广西科技师范学院（公办）（广西）[M-1480a0b6edf50e45],,197,right,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-cbfe8c3f3a1ec9f7,R4GROUP-b9ca666dbda3f639
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,长春市,F582,长春工业大学,F58202,冲刺观察,H4-历史最高线高于等位分16-30分,1,518,518-494=+24,,,,,6,0,0,0,0,3,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.08 机械工程（办学地点：南湖校区）[M-977f2a52db463e17]；2.09 机械电子工程（办学地点：南湖校区）[M-1735226d80f5904f]；3.10 车辆工程（办学地点：南湖校区）[M-d7e9fb30eb91abdc]；4.1 工业设计（办学地点：南湖校区）[M-d5a4f4cb0a8abeb5]；5.12 智能制造工程（办学地点：南湖校区）[M-3a858a63f0217108]；6.13 材料成型及控制工程（办学地点：北湖校区）[M-9b4569d4f84db25c],南湖校区；北湖校区,119,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-059b47816c7db51f,R4GROUP-33626aae7c65a509
,暂缓,暂缓保留在Round4优先120组备选,稳冲观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；当前专业方向匹配较弱,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P2-稳冲择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,新余市,H330,新余学院,H33003,稳冲观察,H3-历史最高线高于等位分15分内,3,482,482-494=-12,486,486-497=-11,482,482-481=+1,6,0,0,0,0,0,0,0,0,3,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.09 工程造价[M-fad04fdc1bf46110]；2.10 网络与新媒体[M-f2b6bd7a04dfc629]；3.11 财务管理[M-fc5da8e385828a3e]；4.12 电子商务[M-e16c14b6868b4a6e]；5.13 市场营销（数字营销方向）[M-73010df16184d8c4]；6.14 经济统计学[M-f35bd17693b43538],,160,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-855e080504f7d6a7,R4GROUP-a3460ffa6a7e8024
,暂缓,暂缓保留在Round4优先120组备选,组内存在1条当前硬排除或医学护理相关风险，服从调剂前先暂缓；冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,1,湘西土家族苗族自治州,H658,吉首大学,H65803,冲刺观察,H4-历史最高线高于等位分16-30分,2,523,523-494=+29,506,506-497=+9,,,7,0,2,2,1,1,1,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.07 中药学（办学地点：吉首校区）[M-94de24a91bf8bd35]；2.08 计算机科学与技术（办学地点：吉首校[M-e4465a979033fbef]；3.09 通信工程（办学地点：吉首校区）[M-f230e1c53d4eef89]；4.10 机械设计制造及其自动化（办学地点：吉首校区）[M-77f3b5c9a547350a]；5.1 软件工程（办学地点：吉首校区）[M-0315ca9423bf8e4f]；6.12 食品科学与工程（办学地点：吉首校[M-2bde3b877640c1fd]；7.13 化学（师范类；办学地点：吉首校区）[M-09c521e1cb723021],吉首校区,178,right,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-c8b493dc6a7ab76e,R4GROUP-74851b9f4bbbfa53
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,衡阳市,H681,湖南工学院,H68101,冲刺观察,H4-历史最高线高于等位分16-30分,3,513,513-494=+19,522,522-497=+25,508,508-481=+27,4,0,1,1,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.01 工业工程[M-a317ad79fa85121e]；2.02 金融工程[M-5f4c55ac450b7433]；3.03 大数据管理与应用[M-3a74ea7a929ac554]；4.04 工程造价[M-d1e1f0b9460c5460],,183,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-74028c03c3b32cd5,R4GROUP-1108fe6e0268a9fb
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,呼和浩特市,F386,内蒙古工业大学,F38606,冲刺观察,H4-历史最高线高于等位分16-30分,1,511,511-494=+17,,,,,2,0,0,0,1,1,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.07 患气工程及其自动化（办学地点：金川[M-dcdb905cc9345fdd]；2.08 智能电网信息工程（办学地点：金川校[M-0a5ad4fda0c0abb1],,111,right,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-0d7f158c377d066b,R4GROUP-a4b72ffb35b1d5cc
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组,次级可讨论城市：重庆市,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,重庆市,K073,长江师范学院,K07303,冲刺观察,H4-历史最高线高于等位分16-30分,2,511,511-494=+17,518,518-497=+21,,,4,0,0,0,0,0,1,0,0,1,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.04 日语（师范类）[M-68aeff60f229987b]；2.05 物流工程[M-84e401b1a34b9b5a]；3.06 旅游管理[M-b4d54b5fbfaef814]；4.07 工程造价[M-18c7baeb51ec02f4],,205,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-b1e8a601a5a787a0,R4GROUP-ca04ebeb00a5599d
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,荆门市,C139,荆楚理工学院,C13907,冲刺观察,H4-历史最高线高于等位分16-30分,3,478,478-494=-16,517,517-497=+20,485,485-481=+4,11,0,0,0,1,1,0,0,1,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.29 电气工程及其自动化[M-f6ea69ec9a240524]；2.30 印刷工程[M-7d7fa45a1e8f6cbd]；3.31 新能源材料与器件[M-c49df51c1fc71dbc]；4.32 新能源科学与工程[M-07948591cf730920]；5.33 化学工程与工艺[M-63f7a799f3203a9c]；6.34 复合材料与工程[M-259c3d451be5a06d]；7.35 食品科学与工程[M-f175b60df3551ae0]；8.36 生物工程[M-e65f4cf41d0288ec]；9.37 植物科学与技术[M-36d8b6c3cd4d76c8]；10.38 园艺[M-ee5054a1748ce838]；11.39 光电信息材料与器件[M-b52908cc0f95a6a7],,80,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-4d0d7094ac86c53f,R4GROUP-be43c9c5f4140acc
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,桂林市,H892,桂林电子科技大学,H89205,冲刺观察,H4-历史最高线高于等位分16-30分,1,521,521-494=+27,,,,,3,0,0,0,0,2,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.09 机械设计制造及其自动化（办学地点：花江校区）[M-68c287b3c5a1f14e]；2.10 电子封装技术（办学地点：花江校区）[M-c6330da51fc40838]；3.1 智能制造工程（办学地点：花江校区）[M-43d1b321ed92d10b],花江校区,195,right,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-2ec2cbd9150c7f8f,R4GROUP-6347c44ad6cb8f8d
,暂缓,暂缓保留在Round4优先120组备选,组内存在3条当前硬排除或医学护理相关风险，服从调剂前先暂缓；稳妥观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；存在特殊限制待核，先不占用第一核验位,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P1-稳妥主力先核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,3,吉林市,F584,吉林化工大学,F58402,稳妥观察,H2-历史最高线不高于等位分,2,489,489-494=-5,494,494-497=-3,,,38,0,3,3,2,3,0,2,1,0,15,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.10 化学工程与工艺（不招色盲色弱：办学地点：龙潭校区）[M-97e6b735eae73c61]；2.11 油气储运工程（不招色盲；办学地点：[M-6ce9d18062ace3a1]；3.12 轻化工程（不招色盲色弱；办学地点：[M-2911ffa1dd99ae41]；4.13 盛用化学（不招色盲色弱；办学地点：[M-f1cce8e0b4a7bf2c]；5.14 机械设计制造及其自动化（办学地点：[M-004ea208a0db40df]；6.15 材料成型及控制工程（办学地点：龙潭校区）[M-245326b5465f7ac7]；7.16 过程装备与控制工程（不招色盲色弱；办学地点：龙潭校区）[M-0714a8f223fe2823]；8.17 能源与动力工程（办学地点：龙潭校[M-aa761eb7ecd34647]；9.18 测控技术与仪器（办学地点：龙潭校[M-a6728a65af4f4076]；10.19 电气工程及其自动化（办学地点：龙潭校区）[M-2127250761b6deee]；11.20 自动化（办学地点：龙潭校区）[M-666d77693fddd89f]；12.21 智能装各与系统（办学地点：龙潭校区）[M-beacf21975850a4a]；13.24 袋装/不招色有色弱：办学地点：沈椰[M-5c10afe515b0d7b4]；14.23 化学测量学与技术（不招色盲色弱；办学地点：龙潭校区）資亮謝亭院校专业组及专业代号[M-08022ad828cdcb6d]；15.24 制药工程（不招色盲色弱；办学地点：龙潭校区）[M-6d5931082bc03cbf]；16.25 生物制药（不招色盲色弱；办学地点：龙潭校区）[M-b60ea0b9de2ea276]；17.26 药物制剂（不招色盲色弱；办学地点：龙潭校区）[M-572f699a135fbc31]；18.27 给排水科学与工程（办学地点：龙潭校[M-222f8292522f1ab7]；19.28 环境工程（办学地点：龙潭校区）[M-502e703e3a4661a4]；20.29 环境科学（办学地点：龙潭校区）[M-daf1a17bc8775541]；21.30 安全工程（办学地点：龙潭校区）[M-20e4c7f07d974116]；22.31 数学与应用数学（办学地点：龙潭校[M-16f2acde6c83bd52]；23.32 应用物理学（不招色盲；办学地点：龙潭校区）[M-6138fd122b1de117]；24.33 材料科学与工程（不招色盲色弱；办学地点：龙潭校区）[M-2bf98733e7170b1f]；25.34 材料化学（不招色盲色弱；办学地点：龙潭校区）[M-cce888aeea7363da]；26.35 高分子材料与工程（不招色盲色弱；办学地点：龙潭校区）[M-f9a58a7bb63ac0ae]；27.36 能源化学（不招色盲色弱；办学地点：龙潭校区）[M-675f1c5bcf1db11b]；28.37 生物技术（不招色盲色弱；办学地点：龙潭校区）[M-f1991e668ae4b1a2]；29.38 食品科学与工程（不招色盲色弱；办学地点：龙潭校区）[M-33ddc3b4ed485461]；30.39 生物工程（不招色盲色弱；办学地点：龙潭校区）[M-97260461eeeaab81]；31.40 车辆工程（办学地点：丰满校区）[M-0cc1a6004e240567]；32.41 飞行器制造工程（办学地点：丰满校[M-f1d34bf2f1b6edc4]；33.42 飞行器动力工程（办学地点：丰满校[M-fdfc5a7e4c80a1bc]；34.43 飞行器控制与信息工程（办学地点：丰满校区）[M-46e77e849d2a813b]；35.44 无人驾驶航空器系统工程（办学地点：丰满校区）45（电子信息工程（办学地点：丰满校区）[M-80d4c63495c3c3ea]；36.46 人工智能（办学地点：丰满校区）[M-ca94652ce760ec15]；37.47 计算机科学与技术（办学地点：丰满校[M-c68ca3bc7ad8f085]；38.48 数据科学与大数据技术（办学地点：丰满校区）F585 吉林农业大学（公办）（吉林）[M-d0e59a1154cd46a5],龙潭校区；丰满校区,120,left,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-f0c78c9f5e3ad64c,R4GROUP-633dfd69497b6933
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；当前专业方向匹配较弱,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,兰州市,K580,兰州财经大学,K58005,冲刺观察,H4-历史最高线高于等位分16-30分,2,515,515-494=+21,518,518-497=+21,,,9,0,0,0,0,0,0,0,0,4,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.20 会计学（办学地点：和平校区）[M-247d129de66e653a]；2.21 审计学（办学地点：和平校区）[M-d7827b4862fbf27d]；3.22 工商管理（办学地点：和平校区）[M-90ec5220a95185f7]；4.23 人力资源管理（办学地点：和平校区）[M-8dcc2f048c00052d]；5.24 供应链管理（办学地点：和平校区）[M-89c8c129ad0b57f1]；6.25 经济学（办学地点：和平校区）[M-9843b507789ec071]；7.26 国际经济与贸易（办学地点：和平校[M-95b4a936f4eb4768]；8.27 国际商务（办学地点：和平校区）[M-533a5a3601d0d4b6]；9.28 商务经济学（办学地点：和平校区）[M-e04d77c4cf5d2bcf],和平校区,230,left,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-0f92272b6a653bd7,R4GROUP-629e5851465352ec
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；当前专业方向匹配较弱,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,银川市,A207,北方民族大学,A20706,冲刺观察,H4-历史最高线高于等位分16-30分,2,510,510-494=+16,503,503-497=+6,,,9,0,0,0,0,0,0,0,0,5,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.22 行政管理[M-c2fa51947ec7eb35]；2.23 旅游管理[M-52aa403cdcf0e2c4]；3.24 国际经济与贸易GAZ院校孝业组及麦业代号[M-18baf8c212017b21]；4.25 金融学[M-6defe7d1c188897a]；5.26 税收学[M-42d17c1a7d9dc0b0]；6.27 工商管理[M-fd8262b96c0acb65]；7.28 人力资源管理[M-211235b3e10083c2]；8.29 会计学[M-d07ee6e754e06bce]；9.30 电子商务[M-7baaf1ae604305e7],,57,right,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-962e9bcfe24306a0,R4GROUP-4460b5bd501a5d2c
,暂缓,暂缓保留在Round4优先120组备选,冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选；当前专业方向匹配较弱,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,0,烟台市,H450,山东工商学院,H45003,冲刺观察,H4-历史最高线高于等位分16-30分,3,490,490-494=-4,514,514-497=+17,503,503-481=+22,14,0,0,0,0,0,0,0,0,4,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.25 经济学[M-7d390636e39c8d0b]；2.26 国际经济与贸易[M-bae284bfaf0ca419]；3.27 财政学[M-832e179d1195f1e3]；4.28 投资学[M-eac78c0683785494]；5.29 法学[M-dccf9d5bd5e468b2]；6.30 财务管理[M-d2677d79bc0dba69]；7.31 审计学[M-83380a354435fd4e]；8.32 能源经济[M-cfd45acb5dd00b67]；9.33 保险学[M-2ab7bb73116bb239]；10.34 工商管理[M-60961942f933b609]；11.35 资产评估[M-65a84f1d1b2b7c70]；12.36 行政管理[M-f483a83b416d7161]；13.37 劳动与社会保障[M-0ccd58ca86a1696e]；14.38 电子商务[M-c07fa2e4185179cb],,169,right,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-a6e950b77986b176,R4GROUP-9ddfea865af31a20
,暂缓,暂缓保留在Round4优先120组备选,组内存在3条当前硬排除或医学护理相关风险，服从调剂前先暂缓；冲刺观察本轮名额已优先用于分数/方向/城市综合分更高的组；城市未命中当前优先城市，只保留为备选,非当前优先城市；只作为录取梯度、学校和专业匹配讨论,P3-冲刺择优核,暂不投入人工核验时间；家庭点名喜欢时再拉回,false,3,临沂市,H435,临沂大学,H43504,冲刺观察,H4-历史最高线高于等位分16-30分,2,,,524,524-497=+27,504,504-481=+23,7,0,1,1,0,1,1,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.08 化学（师范类）[M-34b8a4f860eddbd1]；2.09 电气工程及其自动化[M-f09d465f2387b25b]；3.10 数据科学与大数据技术[M-9b456370e7b67624]；4.11 卫生检验与检疫[M-3104efacf782f0ad]；5.12 眼视光学[M-b7178d578202fa6e]；6.13 生物质能源与材料[M-2ecec11830ff86ad]；7.14 食品卫生与营养学[M-baf08c44cccb59a0],,168,left,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,G-f3078ec47aca2055,R4GROUP-a5b7a9b1e031a995
