第一轮候选ID,第一轮层级,建议梯度,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,专业组出现ID
R1GROUP-a0faaa19344a072e,S3-冲刺保留讨论,冲刺观察,H569,洛阳理工学院,H56902,9,15,软件工程（办学地点：开元校区）,计算机类相关,,,2,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-62f1cf06647848ef,G-216ddfce2ef34983
R1GROUP-a0faaa19344a072e,S3-冲刺保留讨论,冲刺观察,H569,洛阳理工学院,H56902,10,16,数据科学与大数据技术（办学地点：开元校区）,计算机类相关,,,4,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-190424112cf7a592,G-216ddfce2ef34983
R1GROUP-a0faaa19344a072e,S3-冲刺保留讨论,冲刺观察,H569,洛阳理工学院,H56902,11,17,智能建造（办学地点：王城校区）,,,,4,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-35fdbcb5d4775d6d,G-216ddfce2ef34983
R1GROUP-a0faaa19344a072e,S3-冲刺保留讨论,冲刺观察,H569,洛阳理工学院,H56902,12,18,新能源科学与工程（办学地点：王城校,,,,5000,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-8524f840be92ba36,G-216ddfce2ef34983
R1GROUP-a0faaa19344a072e,S3-冲刺保留讨论,冲刺观察,H569,洛阳理工学院,H56902,13,19,应用化学（办学地点：王城校区）H570新乡学院（公办）（河南）,,,20,5000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,176,right,M-4e527141f805d494,G-216ddfce2ef34983
R1GROUP-a26af630a287bb29,S1-保底稳妥优先讨论,稳妥观察,K783,新疆政法学院,K78304,1,14,计算机科学与技术,计算机类相关,化学,,4500,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-afc3f5b8721d308a,G-d6fbe6fc85f12021
R1GROUP-a26af630a287bb29,S1-保底稳妥优先讨论,稳妥观察,K783,新疆政法学院,K78304,2,15,网络工程,计算机类相关,,3,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-16fdc2ec93777d02,G-d6fbe6fc85f12021
R1GROUP-a26af630a287bb29,S1-保底稳妥优先讨论,稳妥观察,K783,新疆政法学院,K78304,3,16,智能科学与技术,计算机类相关,,3,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-afa871150bb8147d,G-d6fbe6fc85f12021
R1GROUP-a26af630a287bb29,S1-保底稳妥优先讨论,稳妥观察,K783,新疆政法学院,K78304,4,17,统计学,,,3,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-765fffeb9c720a72,G-d6fbe6fc85f12021
R1GROUP-a26af630a287bb29,S1-保底稳妥优先讨论,稳妥观察,K783,新疆政法学院,K78304,5,18,网络空间安全,,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-38dd5fc4717d4bcd,G-d6fbe6fc85f12021
R1GROUP-a26af630a287bb29,S1-保底稳妥优先讨论,稳妥观察,K783,新疆政法学院,K78304,6,19,数学与应用数学G◎KZAA院校专业组及专业代号K784新疆工业学院（公办）（新疆）,,,2,4500,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,237,left,M-f602cd43b2b8e0f6,G-d6fbe6fc85f12021
R1GROUP-a9618d8c92e393b8,S2-稳冲优先讨论,稳冲观察,K361,玉溪师范学院,K36102,1,03,化学（师范类：色觉异常及单色识别不全考生不予录取）,师范类相关,［化学,,2,1,专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,right,M-4143118d35e1e15c,G-b7df1c5e9bb8e8f2
R1GROUP-a9618d8c92e393b8,S2-稳冲优先讨论,稳冲观察,K361,玉溪师范学院,K36102,2,04,数学与应用数学（师范类）,师范类相关,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,right,M-edd745a965605156,G-b7df1c5e9bb8e8f2
R1GROUP-a9618d8c92e393b8,S2-稳冲优先讨论,稳冲观察,K361,玉溪师范学院,K36102,3,05,电气工程及其自动化K362 楚雄师范学院（公办）（云南）,师范类相关,,22,5000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,right,M-1afc8ddeee6bdb26,G-b7df1c5e9bb8e8f2
R1GROUP-aa986995d121eee8,S4-城市或历史待补观察,历史待补,F469,沈阳化工大学,F46904,1,14,金属材料工程,,化学,2,5200,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,114,left,M-3e509354121b7337,G-f6e80face9e2eb1d
R1GROUP-aa986995d121eee8,S4-城市或历史待补观察,历史待补,F469,沈阳化工大学,F46904,2,15,电气工程及其自动化,,,2,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,114,left,M-045c3b9d001298a1,G-f6e80face9e2eb1d
R1GROUP-aa986995d121eee8,S4-城市或历史待补观察,历史待补,F469,沈阳化工大学,F46904,3,16,电子信息工程,,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,114,left,M-2610ea7c4a73985e,G-f6e80face9e2eb1d
R1GROUP-aa986995d121eee8,S4-城市或历史待补观察,历史待补,F469,沈阳化工大学,F46904,4,17,自动化,,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,114,left,M-fc46b69005067114,G-f6e80face9e2eb1d
R1GROUP-aa986995d121eee8,S4-城市或历史待补观察,历史待补,F469,沈阳化工大学,F46904,5,18,人工智能,计算机类相关,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,114,left,M-5ba1b4edef44d0da,G-f6e80face9e2eb1d
R1GROUP-aa986995d121eee8,S4-城市或历史待补观察,历史待补,F469,沈阳化工大学,F46904,6,19,计算机科学与技术,计算机类相关,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,114,left,M-829cc207b1205eec,G-f6e80face9e2eb1d
R1GROUP-aa986995d121eee8,S4-城市或历史待补观察,历史待补,F469,沈阳化工大学,F46904,7,20,软件工程,计算机类相关,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,114,left,M-f7841f9e8729c559,G-f6e80face9e2eb1d
R1GROUP-aa986995d121eee8,S4-城市或历史待补观察,历史待补,F469,沈阳化工大学,F46904,8,21,数据科学与大数据技术,计算机类相关,,,5200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,114,left,M-985ffcb76ec19caf,G-f6e80face9e2eb1d
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,1,27,财务管理,,不限,26,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-2b2bf7ba5ddbb74e,G-5f77ed0116e2701f
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,2,28,法学,,,25,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-1681fdbb9ffc76a8,G-5f77ed0116e2701f
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,3,29,行政管理,,,10,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-606b2a99236cc4a7,G-5f77ed0116e2701f
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,4,30,应用心理学,,,17,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-0c67733660e44d9c,G-5f77ed0116e2701f
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,5,31,教育学类（师范类；含教育学、小学榮育、特教育专业）,师范类相关,,40,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-adeb04761b818623,G-5f77ed0116e2701f
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,6,32,英语（师范类；外语语种：英语）,师范类相关,,12,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-74ea1eb1dbb79892,G-5f77ed0116e2701f
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,7,33,商务英语（外语语种：英语）,,,15,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-c282296a41b7872f,G-5f77ed0116e2701f
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,8,34,网络与新媒体,,,38,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-6a84a2cbd079de50,G-5f77ed0116e2701f
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,9,35,教育技术学（师范类）,师范类相关,,23,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-83f0e498a0275f39,G-5f77ed0116e2701f
R1GROUP-aaac231291295a35,S3-冲刺保留讨论,冲刺观察,C133,湖北师范大学,C13308,10,36,数字经济,,,60,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,78,left,M-9892a2015162e32b,G-5f77ed0116e2701f
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,1,06,英语（师范类：外语语种：英语；办学地点：泉山校区）,师范类相关,不限,3,5060,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-1d97958004dc7fbb,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,2,07,应用心理学（办学地点：泉山校区）,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-4ec638570922dd68,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,3,08,商务英语（外语语种：英语；办学地点：泉山校区）,,,2,4600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-d17b307baa2eafce,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,4,09,金融工程（办学地点：泉山校区）,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-7bcbe12d2d9f4b05,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,5,10,会计学（办学地点：泉山校区）皿13503 淮南师范学院第 03组,师范类相关,化学,43,5060,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-8a5d62a2b8e9e4e8,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,6,11,储能科学与工程（办学地点：泉山校,,化学,3,4900,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-3569a8bffbb43383,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,7,12,光电信息科学与工程（办学地点：泉山校区）,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-22d1799a36fea70f,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,8,13,集成电路设计与集成系统（办学地点：泉山校区）,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-fcde1cb3eb9f7b5b,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,9,14,计算机科学与技术（办学地点：泉山校,计算机类相关,,3,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-e6f585c7aac4e4ce,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,10,15,网络工程（办学地点：泉山校区）,计算机类相关,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-d5681cb0f5469fc4,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,11,16,物联网工程（办学地点：泉山校区）,计算机类相关,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-bfa1670af4889e08,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,12,17,智能科学与技术（办学地点：泉山校,计算机类相关,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-6c9887b5978c5024,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,13,18,化学工程与工艺（办学地点：泉山校,,,5,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-b3d3e752c9682ea8,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,14,19,生物工程（办学地点：泉山校区）,,,5,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-41ef058ce047c63f,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,15,20,数学与应用数学（师范类；办学地点：泉山校区）,师范类相关,,3,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-b403d38e273bd5e7,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,16,21,物理学（师范类：办学地点：泉山校区）,师范类相关,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-1683c9a745c19163,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,17,22,化学（师范类；办学地点：泉山校区）,师范类相关,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-1d68937ff21b5d6e,G-94a0d9f67cd17d37
R1GROUP-aba2471a470a0049,S2-稳冲优先讨论,稳冲观察,H135,淮南师范学院,H13502,18,23,生物科学（师范类；办学地点：泉山校H137 安徽建筑大学（公办）（安徽）,师范类相关,,3,4900,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-de3ccb0cb3f2da53,G-94a0d9f67cd17d37
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,1,12,统计学（办学地点：雕阳校区）,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,left,M-b38498c92f6fc5e1,G-84fe5006c4ace9c7
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,2,13,化学（师范类：办学地点：雕阳校区）,师范类相关,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,left,M-1dfba48b60612e8a,G-84fe5006c4ace9c7
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,3,14,材料科学与工程（超硬材料：办学地点：睢阳校区）,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,left,M-49ff03c9b3892f09,G-84fe5006c4ace9c7
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,4,15,新能源科学与工程（办学地点：雕阳校,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,left,M-dc542ce1b1e61214,G-84fe5006c4ace9c7
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,5,16,生物科学（师范类；办学地点：唯阳校GKAZA院校代号,师范类相关,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,left,M-35719d6f25b6141d,G-84fe5006c4ace9c7
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,6,17,食品科学与工程（办学地点：睢阳校,,,2,5000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,right,M-5ad4183cf34fff22,G-84fe5006c4ace9c7
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,7,18,动物科学（办学地点：睢阳校区）,,,2,5000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,right,M-fced8ba64e92372d,G-84fe5006c4ace9c7
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,8,19,物联网工程（办学地点：梁园校区）,计算机类相关,,2,5000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,right,M-073b866092ffa437,G-84fe5006c4ace9c7
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,9,20,建筑电气与智能化（办学地点：睢阳校,,,2,5000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,right,M-072567d042c5ecb3,G-84fe5006c4ace9c7
R1GROUP-af70a209ca4abfd3,S1-保底稳妥优先讨论,稳妥观察,H562,商丘师范学院,H56204,10,21,智能建造（办学地点：睢阳校区）H563 河南财经政法大学（公办）（河南）,,,2,5000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,175,right,M-780b4274143b0bde,G-84fe5006c4ace9c7
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,1,31,数学与应用数学（师范类：高考数学单科成绩不低于80分；办学地点：温泉校区）,师范类相关,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-a77a872aa3f113ab,G-7694bcd996e8e798
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,2,32,信息与计算科学（高考数学单科成绩不低于80分：办学地点：温泉校区）,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-f3fbdaf76954f832,G-7694bcd996e8e798
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,3,33,应用统计学（高考数学单科成绩不低于80分；办学地点：温泉校区）,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-aefa52d546c63817,G-7694bcd996e8e798
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,4,34,物理学（师范类；高考数学单科成绩不低芋60分；办学地点：昆仑校区）,师范类相关,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-119c6e6692273409,G-7694bcd996e8e798
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,5,35,电子信息科学与技术（高考数学单科感绩不低于60分；办学地点：昆仑校,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-6d74f6ea94a2887c,G-7694bcd996e8e798
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,6,36,光电信息科学与工程（高考数学单科成绩不低子60分；办学地点：昆仑校,,,,2,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-8d1b82b5f676fa00,G-7694bcd996e8e798
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,7,37,计算机科学与技术（师范类；办学地点：昆仑校区）,计算机类相关；师范类相关,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-09057fdfd946e6c2,G-7694bcd996e8e798
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,8,38,软件工程（办学地点：昆仑校区）,计算机类相关,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-03271fe251d222ae,G-7694bcd996e8e798
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,9,39,数据科学与大数据技术（办学地点：昆仑校区）,计算机类相关,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-0999b17dae4b06d3,G-7694bcd996e8e798
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,K752,新疆师范大学,K75205,10,40,逼感科学与技术（办学地点：温泉校,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,234,right,M-601e8606c47063b1,G-7694bcd996e8e798
