Round4重点核验专业ID,来源Round4重点核验组,来源Round4完整组内专业,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,压缩序号,第四轮候选ID,专业组出现ID,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,家庭接受度初判V2,调剂风险初判V2,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID
R4FOCUSMAJOR-61701ca4bb1e7d39,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,26,R4GROUP-50a8956cdf247800,G-94a0d9f67cd17d37,淮南市,稳冲观察,H135,淮南师范学院,H13502,14,19,生物工程（办学地点：泉山校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内有特殊限制待核，服从调剂前需核完整专业组,,,5,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-41ef058ce047c63f
R4FOCUSMAJOR-525bd4ed7d244929,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,26,R4GROUP-50a8956cdf247800,G-94a0d9f67cd17d37,淮南市,稳冲观察,H135,淮南师范学院,H13502,15,20,数学与应用数学（师范类；办学地点：泉山校区）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,3,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-b403d38e273bd5e7
R4FOCUSMAJOR-98047b5a94606072,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,26,R4GROUP-50a8956cdf247800,G-94a0d9f67cd17d37,淮南市,稳冲观察,H135,淮南师范学院,H13502,16,21,物理学（师范类：办学地点：泉山校区）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-1683c9a745c19163
R4FOCUSMAJOR-ca78dff105594940,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,26,R4GROUP-50a8956cdf247800,G-94a0d9f67cd17d37,淮南市,稳冲观察,H135,淮南师范学院,H13502,17,22,化学（师范类；办学地点：泉山校区）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-1d68937ff21b5d6e
R4FOCUSMAJOR-ce9aa859ef8bd1d0,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,26,R4GROUP-50a8956cdf247800,G-94a0d9f67cd17d37,淮南市,稳冲观察,H135,淮南师范学院,H13502,18,23,生物科学（师范类；办学地点：泉山校H137 安徽建筑大学（公办）（安徽）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内有特殊限制待核，服从调剂前需核完整专业组,,,3,4900,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,146,left,M-de3ccb0cb3f2da53
R4FOCUSMAJOR-b94fb92cd36d2c61,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,1,52,测控技术与仪器,,,调剂接受度待判断,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,【化学,3,4800,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-c9e0909c6b21f184
R4FOCUSMAJOR-a444a6562eb890c4,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,2,53,电气工程及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,5,4800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-3c96529d2ef4a7dd
R4FOCUSMAJOR-2be902b6390a800b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,3,54,自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,5,4800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-00526c8ea30b54ae
R4FOCUSMAJOR-8d2e60210314f28b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,4,55,电子信息工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,5,4800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-53833bb63bdc6982
R4FOCUSMAJOR-3a7b9d0ef402b222,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,5,56,通信工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,4800,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-e3a675a24c514c1e
R4FOCUSMAJOR-9ee2802e645ffd56,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,6,57,机械设计制造及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,4800,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-867dafebe9da50fe
R4FOCUSMAJOR-8fbcde85ab877ac6,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,7,58,机械电子工程,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,3,4800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-2a610e60c65ce502
R4FOCUSMAJOR-84b2b9bc9a6a8c47,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,8,59,工业设计,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,3,4800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-b4c2feb53ec41e79
R4FOCUSMAJOR-f145257368f7045f,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,9,60,计算机科学与技术,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,3,4400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-0b30e7c88a7c801c
R4FOCUSMAJOR-5cd48f43fc24a1ed,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,10,61,软件工程,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,,4400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-cea00d5676d6d75f
R4FOCUSMAJOR-fbe23661a46dbac6,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,11,62,网络工程,计算机类相关,电子信息网络；计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,,4400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-30e771758c9d1983
R4FOCUSMAJOR-333d66a103f19e94,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,27,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,银川市,稳冲观察,A207,北方民族大学,A20711,12,63,智能科学与技术,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,,4400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,58,left,M-84d7918197e27e55
R4FOCUSMAJOR-009df9ba255cca39,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,1,39,统计学,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,化学,,5500,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-8ba195c86a925e83
R4FOCUSMAJOR-d557451638ff9f2a,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,2,40,人工智能,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内专业较多，需逐条确认调剂接受度,,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-90b2fc54c5bc2e5c
R4FOCUSMAJOR-2e052c2bb2612708,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,3,41,数学与应用数学,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,6325,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-9710c4b647b66507
R4FOCUSMAJOR-040cda079cf4607e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,4,42,应用统计学,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,3,6600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-8007c889cbd9a1ae
R4FOCUSMAJOR-10c279363ec03a59,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,5,43,自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,3,6325,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-86ef54f0445df8fe
R4FOCUSMAJOR-dba93eef9aeda937,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,6,44,电气工程及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,2,5500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-7fc32d85e35b149c
R4FOCUSMAJOR-59aa9dd75ebc2468,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,7,45,电子信息工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,2,6600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-c8e830f39a1d46bb
R4FOCUSMAJOR-c4769279e81ca366,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,8,46,通信工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,2,5500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-a8b31c9114605c03
R4FOCUSMAJOR-d9e3212e0c4e9faa,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,9,47,计算机科学与技术,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内专业较多，需逐条确认调剂接受度,,,,6600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-cdfe659d6ddbb7d7
R4FOCUSMAJOR-a90934fd7d96e708,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,10,48,数字媒体技术,数字媒体技术,数字媒体技术,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,组内专业较多，需逐条确认调剂接受度,,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-13b19a3991c8159a
R4FOCUSMAJOR-97489e9a4e772101,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,11,49,安全工程,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-b4b8560bd289f9b5
R4FOCUSMAJOR-c6dae80a1285bc95,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,12,50,应急技术与管理,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-4a71a2765412ac2a
R4FOCUSMAJOR-ec83d9f16d628292,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,28,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,烟台市,稳冲观察,H450,山东工商学院,H45004,13,51,数据计算及应用,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,组内专业较多，需逐条确认调剂接受度,,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,169,right,M-7a3695c82b5953d6
