核验任务序号,页码版面键,执行泳道,院校代码,院校名称,院校专业组代码,专业代号,专业名称短摘,字段范围,任务来源类型,公开冲突桶,候选提示桶,PDFOCR提示,机器坐标提示,高校辅证线索,是否需要双人复核,PDF原页记录状态,湖北官方记录状态,高校辅证记录状态,字段写回状态,人工动作,完成条件,专业行ID,第一闭环任务ID
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,36,计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-928c8c7935f8e9d2,FIRSTDETAIL-ea384950294b8432
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,37,计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-6f60d88ce3a3687e,FIRSTDETAIL-94e95b76bf217529
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,37,计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-6f60d88ce3a3687e,FIRSTDETAIL-bbb56cc44278edb4
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,38,暨柔障惠科学与技术（办学地点：甘肃,学费,自动官网辅证任务,R3-仅PDFOCR候选待人工核页,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-24f76d15351fc6e7,FIRSTDETAIL-7b0367a699848980
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,39,通信工程（办学地点：甘肃兰州）,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-0331ffd1db7621d2,FIRSTDETAIL-9b82a945c23a2501
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,39,通信工程（办学地点：甘肃兰州）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-0331ffd1db7621d2,FIRSTDETAIL-4eefd8f052c8caa8
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,40,入工智能（办学地点：甘肃兰州）,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-ece9de1329c27d10,FIRSTDETAIL-e5c797c090e5d43d
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,40,入工智能（办学地点：甘肃兰州）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-ece9de1329c27d10,FIRSTDETAIL-10021805233b3fcd
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,41,数据科学与大数据技术（办学地点：甘肃兰州）,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-f7d6787fb6918e72,FIRSTDETAIL-f7da998b19762486
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,41,数据科学与大数据技术（办学地点：甘肃兰州）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-f7d6787fb6918e72,FIRSTDETAIL-ff27b52817e165bb
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,42,数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-3ef576112ee9a076,FIRSTDETAIL-27b2b164f7a898c0
9,056-left,E0-冲突异常双人优先核验,A195,兰州大学,A19511,42,数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-3ef576112ee9a076,FIRSTDETAIL-e6fbb1e8eb1cf347
10,070-left,E0-冲突异常双人优先核验,C108,江汉大学,C10819,A8,英语（数智语言应用：要求高考外语单科成绩不得低于110分（满分150分）；外语语种：英语；面向武汉）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-33fd60126319d2e3,FIRSTDETAIL-9eac4f6af5d6cae4
10,070-left,E0-冲突异常双人优先核验,C108,江汉大学,C10811,GA,及专业代号,再选科目,自动官网辅证任务,R3-仅PDFOCR候选待人工核页,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-6f45e0358062a335,FIRSTDETAIL-29fccc884dede6ea
11,023-left,E0-冲突异常双人优先核验,A075,大连海事大学,A07507,29,船舶与海洋工程（中外合作办学）（外五食作学校为英国思克莱德大学，非英语语种考生慎报）A079 吉林大学（公办）（吉林）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-d00c26dbacdf01ae,FIRSTDETAIL-c5ac679ddb002982
12,040-right,E0-冲突异常双人优先核验,A145,中国地质大学（武汉）,A14505,12,地质学类（背英班：食地质学、地球物理学、地球信息科学与技术，海洋科学、地理科学、资源勘查工程、水文与水资源工程、地质工程专业）14506 中国地质大学（武汉）第06组,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-bd5236570ff0b18a,FIRSTDETAIL-f4f81445f1154c09
13,043-left,E0-冲突异常双人优先核验,A151,华中师范大学,A15125,63,教育技术学（民族班；智能教育实验A153 中南财经政法大学（公办）（湖北）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-a3b3fb4cce94a6b1,FIRSTDETAIL-1c8bc4f8c1ddedbe
14,053-right,E0-冲突异常双人优先核验,A185,西北工业大学,A18503,23,高分子材料与工程（中外合作办学）（办学地点：长安校区）,学费,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-0948630e9c96d719,FIRSTDETAIL-06bdcbfe6216116c
15,093-left,E0-冲突异常双人优先核验,F008,北京农学院,F00804,FP,009首都医科大学（公办）（北京）,学费,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-5f2c58c2cd393f06,FIRSTDETAIL-8fc637e34e459ece
16,141-left,E0-冲突异常双人优先核验,H023,浙江财经大学,H02305,H0,24 衢州学院（公办）（浙江）,学费,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-ab056be9f534d089,FIRSTDETAIL-7c954b0742d262ad
17,205-left,E0-冲突异常双人优先核验,K073,长江师范学院,K07307,15,智能制造工程（中外合作办学）（与美国山南道大学合作，采用”4+0^培养模式，达到条件可获双学位）,学费,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-84dad3cc819e468e,FIRSTDETAIL-5c92e1c3b94132ae
18,235-right,E0-冲突异常双人优先核验,K753,喀什大学,K75309,G,A院校代号,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-d7bad17c82051950,FIRSTDETAIL-3a235d2d79010832
19,226-left,E1-计划数补缺或偏大优先核验,K485,西安财经大学,K48504,15,金融学（中外合作办学）（仅招收有此志愿考生：办学地点：长安校区）K486 西安邮电大学（公办）（陕西）,学费；再选科目,自动官网辅证任务,R3-仅PDFOCR候选待人工核页,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-fa76362af83034d1,FIRSTDETAIL-890f406b7b9b56e5
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,08,计算机科学与技术（办学地点：长安校,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-b23da168ecf3a69d,FIRSTDETAIL-eb9ea199817a9465
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,08,计算机科学与技术（办学地点：长安校,专业计划数,P0人工字段任务,R5-无候选需人工看图,H4-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,直接回看PDF原页和页列上下文,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-b23da168ecf3a69d,FIRSTDETAIL-c33e439309ee3511
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,09,通信工程（办学地点：长安校区）,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-b26306df48aeae35,FIRSTDETAIL-23e2812045bd9473
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,09,通信工程（办学地点：长安校区）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-b26306df48aeae35,FIRSTDETAIL-65d09d5c33f190b6
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,10,电信工程及管理（办学地点：长安校,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-59f2fe4937c929af,FIRSTDETAIL-a0ac8bdfbadc9df6
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,10,电信工程及管理（办学地点：长安校,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,true,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-59f2fe4937c929af,FIRSTDETAIL-e3f2baf339214a72
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,11,集成电路设计与集成系统（办学地点：长安校区）,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-697f5f955ecc00c8,FIRSTDETAIL-0be9752f6cd20305
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,11,集成电路设计与集成系统（办学地点：长安校区）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-697f5f955ecc00c8,FIRSTDETAIL-4e84b7d69fa1307d
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,12,微电子科学与工程（办学地点：长安校,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-c3ff06ecc81ab136,FIRSTDETAIL-d5c9c69ee717f2f3
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,12,微电子科学与工程（办学地点：长安校,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-c3ff06ecc81ab136,FIRSTDETAIL-fb5351ca095fd3ed
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,13,电子信息工程（办学地点：长安校区）,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-c1f8f0fd7414b38f,FIRSTDETAIL-1b96b10668597560
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,13,电子信息工程（办学地点：长安校区）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-c1f8f0fd7414b38f,FIRSTDETAIL-0c2c7f71cddb2ffe
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,14,电子科学与技术（办学地点：长安校,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-b55b42a0731954d9,FIRSTDETAIL-118893a6fd1a625c
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,14,电子科学与技术（办学地点：长安校,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-b55b42a0731954d9,FIRSTDETAIL-d9c74451cbf525d6
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,15,电磁场与无线技术（办学地点：长安校,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-da1f5a87edef49c2,FIRSTDETAIL-38e50924bb176727
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,15,电磁场与无线技术（办学地点：长安校,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-da1f5a87edef49c2,FIRSTDETAIL-dc40f34e14e25f2f
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,16,软件工程（办学地点：长安校区）,专业计划数；学费；再选科目,自动官网辅证任务,R2-高校有线索但PDFOCR缺候选,H2-已有PDFOCR候选,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按PDFOCR候选回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-896f6185282057cc,FIRSTDETAIL-39187a6d7560b6e7
19,226-left,E1-计划数补缺或偏大优先核验,K486,西安邮电大学,K48603,16,软件工程（办学地点：长安校区）,专业计划数,P0人工字段任务,R5-无候选需人工看图,H1-原缺PDFOCR但有机器坐标候选,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M0-机器坐标单一候选可作为人工核页提示,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,blocked_until_required_private_readings_complete,按机器坐标提示回看PDF原页，再核湖北官方侧,完成PDF原页、湖北官方侧和必要高校辅证记录；冲突任务需双人复核；仍需人工判断是否写回。,M-896f6185282057cc,FIRSTDETAIL-d5d208cd0ff1bb9a
