第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-661f149e730bb770,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,A083,哈尔滨工业大学,A08302,3,04,工科试验班（AI 院士特色班；人工智能：院士担任班主任，培养地点第1年校本部，后3年深圳校区，培养方式详见学校招生官网）,计算机类相关,优先了解-命中当前偏好方向,,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,135,135,24,left,M-64d8afa9dc2c0a5c,G-1995731774357360
R2GROUP-661f149e730bb770,专项,S2-农业/环境专项了解,高冲暂缓,字段缺口待核,,false,A083,哈尔滨工业大学,A08302,4,05,具身智能（大湾区班：院士担任班毛任、深度融入创新创业课程，培养地点在深圳校区，培养方式详见学校招生資亮院校专业组及专业代号官网）,,待了解-未命中当前偏好方向,,,,6230,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,135,135,24,left,M-62a0ef10ce34765a,G-1995731774357360
R2GROUP-661f149e730bb770,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,A083,哈尔滨工业大学,A08302,5,06,人工智能（中关村班：与中关村学院深鹰融合培养，培养方式详见学校招生官网）复合材料与工程力学、智能材料与结构、兩得科李驾空置、鄭华技朱了7含永坦班、普文班、小卫星班、智能机器人班、尖端仪器班，院士担任班主任，相关领域内专业任选，一生一策，培养...,计算机类相关,优先了解-命中当前偏好方向,,,,4,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,135,135,24,right,M-58d62dcd21af9211,G-1995731774357360
R2GROUP-661f149e730bb770,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-计算机/数字媒体,机械自动化机器人；电子信息网络；计算机AI软件；计算机类相关,false,A083,哈尔滨工业大学,A08302,6,08,工科试验班（未来技术拔尖班：自动化、人工智能；具身智能、计算机科学与技术、电子信息工程、机器人工程焊接技术与工程、电气工程及其自动化、脑机科学与技术、集成电路设计与集成系统、智能科学与技术、智能制造程：校本部理工专业任选，未来技术学院培养，...,计算机类相关,优先了解-命中当前偏好方向,,,,5500,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,135,135,24,right,M-959a312d03b86a59,G-1995731774357360
R2GROUP-661f149e730bb770,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-计算机/数字媒体,机械自动化机器人；电子信息网络；计算机AI软件；计算机类相关,false,A083,哈尔滨工业大学,A08302,7,09,工科试验班（自主智能：具身智能、智熊装备与系统、自动化、智能视觉工程、机器人工程人王智能、智熊感电子信息程、大数据管理与应用、通信工程；本专业类内任选专业）,计算机类相关,优先了解-命中当前偏好方向,,,,5500,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,135,135,24,right,M-7d5f2563a7ff0dd5,G-1995731774357360
R2GROUP-661f149e730bb770,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,A083,哈尔滨工业大学,A08302,8,10,工科试验班（脑机智能：微电子科学与集成电路设计正程、智能视觉工程、与集成系统、智能科学与技术、仿生科学与工程、精密仪器、脑机科学上技术、智能医学工程、生物信息学、光电信息生物技术、电子封装技术、材料与器件：本专业类内任选专业）,计算机类相关,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,1,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,135,135,24,right,M-8a010563089160d1,G-1995731774357360
R2GROUP-661f149e730bb770,专项,S2-农业/环境专项了解,高冲暂缓,主线偏好-计算机/数字媒体,机械自动化机器人；电子信息网络；计算机AI软件；计算机类相关,false,A083,哈尔滨工业大学,A08302,9,11,工科试验班（未来空天：飞行器设计与工程、自动化、探测制导与控制技术、智熊材料与结构、飞行器制造工程、飞行器动力工程、测控技术与仪器高分子材料与工程、焊接技术与工程、通信工程、智能科学与技术、机器人工程；本专业类内任选专业）,计算机类相关,优先了解-命中当前偏好方向,,,,5500,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,135,135,24,right,M-5e2cf433c5b44034,G-1995731774357360
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,1,15,材料科学与工程（办学地点：青义校,,待了解-未命中当前偏好方向,,,3,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-b64bd9b031e01f45,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,2,16,应用化学（办学地点：青义校区）,,待了解-未命中当前偏好方向,,,4,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-4fc49105125ae88b,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,3,17,辐射防护与核安全（办学地点：青义校,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-f25ba8a57977cc90,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,4,18,核化工与核燃料工程（办学地点：青义校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-7a6a36e852eb1d0c,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,5,19,测绘工程（办学地点：青义校区）,,待了解-未命中当前偏好方向,,,3,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-c45144d226f6dab7,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K152,西南科技大学,K15208,6,20,软件工程（办学地点：青义校区）,计算机类相关,优先了解-命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-1191ca5f16d7fd92,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K152,西南科技大学,K15208,7,21,信息安全（办学地点：青义校区）,计算机类相关,优先了解-命中当前偏好方向,,,3,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-6f45c3cb141ad898,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,8,22,食品科学与工程（办学地点：青义校,,待了解-未命中当前偏好方向,,,3,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-11843ae76d60d47f,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,9,23,数学与应用数学（办学地点：青义校,,待了解-未命中当前偏好方向,,,3,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-294ffa043907e062,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,10,24,应用物理学（办学地点：青义校区）,,待了解-未命中当前偏好方向,,,3,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-bcc129709ce80a8c,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,主线偏好-工科信息制造,电子信息网络,false,K152,西南科技大学,K15208,11,25,光电信息科学与工程（办学地点：青义校区）,,待了解-未命中当前偏好方向,,,3,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-dc81796769a233bb,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,12,26,土木工程（办学地点：青义校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-0afb2b46c1955133,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,主线偏好-工科信息制造,机械自动化机器人,false,K152,西南科技大学,K15208,13,27,电气工程及其自动化（办学地点：青义校区）,,待了解-未命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-2e4944de364ad96f,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,专项了解-医技护理康复,医技护理康复,false,K152,西南科技大学,K15208,14,28,医学影像技术（办学地点：青义校区）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,2,6960,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-817c85307e887cb1,G-5664b48e93bace95
R2GROUP-6afdc9b2cc366d47,专项,S1-医技/康复专项了解,历史待补,字段缺口待核,,false,K152,西南科技大学,K15208,15,29,生物医学工程（办学地点：青义校区）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,3,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,209,left,M-baa92fc58d301ed8,G-5664b48e93bace95
R2GROUP-6d1e32cdb25da4ac,专项,S1-医技/康复专项了解,历史待补,专项了解-医技护理康复,医技护理康复,false,H330,新余学院,H33007,1,29,康复治疗学,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,4350,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,160,right,M-cdfbd723f6f0f32a,G-a66c4b108b72583d
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,H574,河南工程学院,H57404,1,07,数学与应用数学（办学地点：龙湖校,,待了解-未命中当前偏好方向,,化学,,5000,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,176,right,M-e71f3f83a3f2a4fc,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,H574,河南工程学院,H57404,2,08,信息与计算科学（办学地点：龙湖校杂引及趣业代号区）,,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,176,right,M-bacafe1c3f85ed49,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,H574,河南工程学院,H57404,3,09,应用物理学（办学地点：龙湖校区）,,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,177,left,M-14cab87041855971,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,主线偏好-工科信息制造,机械自动化机器人；电子信息网络,false,H574,河南工程学院,H57404,4,10,电气工程及其自动化（办学地点：龙湖校区）二1电子科学与技术（办学地点：龙湖校,,待了解-未命中当前偏好方向,,,2,5000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,177,left,M-9e12ef21fd87f195,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,H574,河南工程学院,H57404,5,12,通信工程（办学地点：龙湖校区）,,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,177,left,M-939ddb910753e9d6,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,H574,河南工程学院,H57404,6,13,土木工程（办学地点：龙湖校区）,,待了解-未命中当前偏好方向,,,1,5000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,177,left,M-f057f08b9a2940e7,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,H574,河南工程学院,H57404,7,14,化学工程与工艺（办学地点：桐柏路校,,待了解-未命中当前偏好方向,,,1,5000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,177,left,M-cac985a9290b4e11,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,H574,河南工程学院,H57404,8,15,资源勘查工程（办学地点：龙湖校区）,,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,177,left,M-474aebf882cd5b79,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,可了解-环境,环境工程科学,false,H574,河南工程学院,H57404,9,16,环境工程（办学地点：龙湖校区）,,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,177,left,M-c55bb3cb1b4dd626,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,H574,河南工程学院,H57404,10,17,安全工程（办学地点：龙湖校区）,,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,177,left,M-c7b4f37909099801,G-5709d8125378cca1
R2GROUP-72fbc7ec170832d0,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,H574,河南工程学院,H57404,11,18,智能车辆工程（办学地点：龙湖校区）,,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,177,left,M-dec7cacbd9f319ee,G-5709d8125378cca1
R2GROUP-7310c1946ded8d38,专项,S1-医技/康复专项了解,冲刺观察,专项了解-医技护理康复,医技护理康复,false,K351,云南中医药大学,K35107,1,09,康复治疗学（色盲色弱不录；办学地,,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,,1,5500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,25,25,219,right,M-b396ea022e40ec5b,G-33d08e7fbab07702
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K465,西安建筑科技大学,K46504,1,04,计算机科学与技术（办学地点：草堂校,计算机类相关,优先了解-命中当前偏好方向,,,3,6480,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-dd8ef508d85596c0,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,电子信息网络,false,K465,西安建筑科技大学,K46504,2,05,通信工程（办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,,6480,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-5980eb4523d13424,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K465,西安建筑科技大学,K46504,3,06,人工智能（办学地点：草堂校区）,计算机类相关,优先了解-命中当前偏好方向,,,,6480,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-ff7d32b888e386ac,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,K465,西安建筑科技大学,K46504,4,07,自动化（办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,,6480,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-4ad4d695b088006c,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,K465,西安建筑科技大学,K46504,5,08,机器人工程（办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,3,6480,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-8faa0cf6417b2e42,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,K465,西安建筑科技大学,K46504,6,09,电气工程及其自动化（办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,3,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-88ecd908104be17b,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,机械自动化机器人,false,K465,西安建筑科技大学,K46504,7,10,机械设计制造及其自动化（办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,,6480,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-4f407f15b3f204f6,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,主线偏好-工科信息制造,电子信息网络,false,K465,西安建筑科技大学,K46504,8,11,光电信息科学与工程（办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,4,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-a785b35533c30a89,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,字段缺口待核,,false,K465,西安建筑科技大学,K46504,9,12,新能源材料与器件（办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,4,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-b07fc24aaa3c52a3,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,字段缺口待核,,false,K465,西安建筑科技大学,K46504,10,13,纳米材料与技术（先进能源与器件；办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,,6000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-3b50420a0684c9ef,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,字段缺口待核,,false,K465,西安建筑科技大学,K46504,11,14,智慧交通（车路协同与智能决策；办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,3,6000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-92103756d9f5caec,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,字段缺口待核,,false,K465,西安建筑科技大学,K46504,12,15,给排水科学与工程（卓越班，韧性城市智慧水务；办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,5,6480,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-4aa5a311c6ae57dd,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,可了解-环境,环境工程科学,false,K465,西安建筑科技大学,K46504,13,16,环境工程（卓越班，低碳与数字环境：办学地点：草堂校区）,,待了解-未命中当前偏好方向,,,,6480,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-5021d2917125e1b3,G-d97080b0408d9ba6
R2GROUP-74242f9c09d42900,点名观察,C3-用户点名学校观察池,高冲暂缓,字段缺口待核,,false,K465,西安建筑科技大学,K46504,14,17,安全工程（风险顶测与灾害防治：办学A◎KA◎Z院校及专业代号地点：草堂校区）,,待了解-未命中当前偏好方向,,,,6000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H5-历史最高线高于等位分30分以上,63,30,223,left,M-f5cb51a43073b479,G-d97080b0408d9ba6
R2GROUP-752cc97ae29373f2,专项,S2-农业/环境专项了解,稳冲观察,可了解-环境,环境工程科学,false,H322,赣南师范大学,H32208,1,23,环境科学（办学地点：蓉江校区）,,待了解-未命中当前偏好方向,,,,4940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,11,11,158,right,M-42f1256ef98b4882,G-0c8b6406b5f4ab3b
R2GROUP-752cc97ae29373f2,专项,S2-农业/环境专项了解,稳冲观察,字段缺口待核,,false,H322,赣南师范大学,H32208,2,24,能源与环境系统工程（办学地点：蓉江校区）,,待了解-未命中当前偏好方向,,,,4940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,11,11,158,right,M-decc02fd3928e7c7,G-0c8b6406b5f4ab3b
