家庭专业决策明细ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,家庭讨论排序,院校代码,院校名称,院校专业组代码,城市,冲稳保,专业组内专业序号,专业代号,专业名称及备注,机器家庭接受度建议,家庭最终接受度待填,家庭最终接受度可填值,是否建议放入6专业讨论,建议6专业理由,调剂风险提示,服从调剂影响,组内调剂判断状态,家庭要回答的问题,专业偏好方向,专业角色判断,专业风险类型,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,第四轮候选ID,家庭备注待填,公开填写边界,公开安全策略
P55-FAM-MAJOR-0901384be36eb773,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,25,A197,西北民族大学,A19717,兰州市,稳冲观察,1,22,电子信息工程（办学地点：榆中校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,57,left,M-4f5e24dc8a0f4a78,R4GROUP-ed60447ea5876e2c,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-fac3c37bb6ad7b85,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,25,A197,西北民族大学,A19717,兰州市,稳冲观察,2,23,电气工程及其自动化（办学地点：榆中校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,57,left,M-fb3e1dc846ad6da1,R4GROUP-ed60447ea5876e2c,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-5cca53ffbb8b2deb,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,25,A197,西北民族大学,A19717,兰州市,稳冲观察,3,24,自动化（办学地点：榆中校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,57,left,M-05eedfbacafd1529,R4GROUP-ed60447ea5876e2c,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-4352dd035d021955,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,25,A197,西北民族大学,A19717,兰州市,稳冲观察,4,25,人工智能（办学地点：榆中校区）,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,57,left,M-f370e04f41c46e10,R4GROUP-ed60447ea5876e2c,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-068051e21e86b65b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,25,A197,西北民族大学,A19717,兰州市,稳冲观察,5,26,通信工程（办学地点：榆中校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,57,left,M-80902f0d520e0c02,R4GROUP-ed60447ea5876e2c,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-33a5998717aafa1e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,1,08,土木工程（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,调剂接受度待判断,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-f34b21de2cc968c3,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-33ed3b39dbd5c8a5,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,2,09,工程力学（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-32d00ac3d83978a0,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-b332fe999a9ab234,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,3,10,机械工程（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-60f656ef0d4092fd,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-9eba2c1884897f7c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,4,1,城市地下空间工程（办学地点：净月校,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-fe4e0dae3daf6265,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-087d9595670ed8d3,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,5,12,给排水科学与工程（办学地点：净月校,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-460936e59330df43,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-b094b582e5b1fa43,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,6,13,建筑环境与能源应用工程（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-9b02989029a6c4b5,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-67b6c271db229d57,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,7,14,环境工程（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,可了解-环境,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-1a249820eb21546c,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-99b15f639036bb31,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,8,15,环境科学（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,可了解-环境,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-8deefc2de69e8ab1,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-c8f085178c63dc9e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,9,16,高分子材料与工程（办学地点：净月校,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-b998213e3ac0be75,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-e41e6ff0b03f7bc5,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,10,17,道路桥梁与渡河工程（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-725c916a349b4f28,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-6df8388813ac0377,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,11,18,电气工程及其自动化（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-0ddb16c9a581b24f,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-0819b3a28ce57b64,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,12,19,自动化（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-78b994496d8f1619,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-763dae9ac92cea6f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,13,20,计算机科学与技术（办学地点：净月校,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,组内专业较多，需逐条确认调剂接受度,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-ab6dbf173ff63796,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-22534ee1be9f549b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,14,21,建筑电气与智能化（办学地点：净月校,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-b4ae23ef80dbcd14,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-43a75df319ba5a55,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,15,22,地理空间信息工程（办学地点：净月校,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-1f9485734fcb633c,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-2ecb25f45ea8e425,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,16,23,地质工程（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-300adac4c2e34df1,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-b26eebd54f8d5f96,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,17,24,地理信息科学（办学地点：净月校区）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-2fd639d2b4c67241,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-8c63b15945a313c1,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,18,25,安全工程（办学地点：净月校区）G◎◎ZXA院校专业组及专业代号,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,119,right,M-42250b01830484d1,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-cc4cce75820c200a,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,26,F583,吉林建筑大学,F58303,长春市,稳冲观察,19,26,逼感科学与技术（办学地点：净月校,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,组内专业较多，需逐条确认调剂接受度,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,120,left,M-90e9e94d5fb865f9,R4GROUP-d938cb211802d8b2,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
