第一闭环人工核验任务ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,人工核验包序号,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,任务结果桶,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,是否需要双人复核,是否需要人工直接看图,完成证据要求,当前阻断原因,下一步核验动作,公开人工记录栏,公开填写边界,公开安全策略
FCMV-TASK-d46f8650a8eecc53,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-22bc0ea3bfe8651a,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-a83566d233468121,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-30849873ee67dc9a,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-23e2812045bd9473,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b26306df48aeae35,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-b81d4692b9e00974,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-38e50924bb176727,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-da1f5a87edef49c2,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-c87300c910c8b64b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-39187a6d7560b6e7,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-896f6185282057cc,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-1af63c4369aa51bb,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-71edd57df6132e94,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-ba5cee9e156ea062,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-167412df599962a0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-81c8c77e8830e077,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-4a6209dd341f05a5,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-2fd4dd6f30357122,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-844eebd62e0ea14a,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-eb18c68df6af2f4d,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-f3580ce6f059233c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-88c7883b4b4503f6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-de96b2c78977c1f5,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-9d23fac7652f635e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-88d1b347fbb30275,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-9807e5b6e5757591,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-7f39022d90c94b81,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-890f406b7b9b56e5,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-fa76362af83034d1,G-052b32c1ecd65258,K485,自动官网辅证任务,学费；再选科目,E1-计划数补缺或偏大优先核验,N4-PDFOCR候选人工确认,R4-PDFOCR候选人工确认,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-1e8484d4ca074f6b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-a0ac8bdfbadc9df6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-59f2fe4937c929af,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-fcb2c7b7a51323a9,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-be264c75f53789f6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b54865ae837a800d,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-037c3c59812fdbb5,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-c45ce9a5ad638ec1,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-216cedcbd6540689,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-8c3c069736f7c121,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-d5c9c69ee717f2f3,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-c3ff06ecc81ab136,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-d9852d46970c85db,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-eb9ea199817a9465,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b23da168ecf3a69d,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-064fad156bb8f84b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-fec7ce08455236f6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-3875a60b6b22b3fa,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-3c81fd68afdfc48d,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-4be2297b222daff5,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-eb18c68df6af2f4d,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-TASK-d9a8a4e4c2293bed,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环明细任务人工核验项,逐专业招生明细×第一闭环任务,false,false,false,false,false,false,false,false,33,FIRSTDETAIL-7bedb10cacefefe5,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-de96b2c78977c1f5,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,N3-无稳定候选人工看图,R3-无稳定候选需人工看图,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验；无可比候选，需人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；具体核验内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
