W0B0高校源桥接ID,来源W0B0执行预填公开审计,来源高校源进度看板,来源高校源最新对齐账本,来源高校源结构化接入候选账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,桥接序号,W0B0执行预填明细公开审计ID,W0B0最小人工复核明细ID,第一闭环事实范围缺口公开账本ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,院校代码,事实域,事实类型,事实粒度,字段名,最小复核类型,复核优先级,核验动作层级,候选提示综合桶,PDFOCR与高校辅证关系桶,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,高校源桥接桶,高校源可作double_check提示,高校源仍需补源或解析,高校源进度任务数,高校源最新对齐任务数,结构化接入候选数,最新高校侧证据层级集合,最新证据来源族集合,来源类型桶集合,建议来源形态集合,来源留存状态集合,下一批推进优先级集合,下一批推进动作集合,仍需补源或解析原因集合,next20结构化湖北物理行数合计,live结构化输出记录数合计,C4C6综合结构化官网证据行数合计,C4C6可生成候选diff明细数合计,C4C6计划数一致候选数合计,C4C6官网可补OCR计划数候选数合计,C4C6计划数冲突候选数合计,结构化接入候选来源类型集合,结构化适配器状态集合,候选diff优先级集合,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,下一步桥接动作,公开安全策略
W0B0SCHOOL-07e846d760986f76,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,39,W0B0EXEITEM-63543f17c2c32045,W0B0MANITEM-0ae2aaa3f74c8985,FIRSTSCOPE-49c68bfa70be3bbe,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,H945,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,80,0,80,60,0,32,28,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-935e89f78ac5ed90,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,40,W0B0EXEITEM-7a690e3ec4446429,W0B0MANITEM-2a9b462297a44a7a,FIRSTSCOPE-8aaded492b996a3f,FIRSTDETAIL-393dba8354b77b5e,199-left,199,left,H945,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,80,0,80,60,0,32,28,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-10aad63cedcbd164,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,41,W0B0EXEITEM-d6dabf4767a338a6,W0B0MANITEM-e56d3ecb8c74de80,FIRSTSCOPE-bca01ea43e0a6dc0,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,H945,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,80,0,80,60,0,32,28,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-265d04db379e17be,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,42,W0B0EXEITEM-81d86eae49fec9e8,W0B0MANITEM-069110461e5cec83,FIRSTSCOPE-fba377634987d37a,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,H945,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,80,0,80,60,0,32,28,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-0fec09971aadcddd,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,43,W0B0EXEITEM-abe912e323b80577,W0B0MANITEM-c08721feddc4095d,FIRSTSCOPE-a5ff732e2aa5fe22,FIRSTDETAIL-393dba8354b77b5e,199-left,199,left,H945,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,80,0,80,60,0,32,28,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-7ddc7ed9eb70f222,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,44,W0B0EXEITEM-481bd35df69ef12d,W0B0MANITEM-653f76359bfb36f8,FIRSTSCOPE-1ced7154f176f51e,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,H945,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,80,0,80,60,0,32,28,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-577f8b6dadf58cca,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,45,W0B0EXEITEM-7556ca5d9fb724d5,W0B0MANITEM-2ca40703b9b184e2,FIRSTSCOPE-dd75500b48f35225,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,H945,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,80,0,80,60,0,32,28,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-64d9f836857979da,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,46,W0B0EXEITEM-2c640170816da13d,W0B0MANITEM-89e7cd9bf40aa996,FIRSTSCOPE-98915f6bb403cb70,FIRSTDETAIL-b0445279f2648fcb,199-left,199,left,H945,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数,M2-核专业名归属,P2,N4-PDFOCR候选人工确认,H2-已有PDFOCR候选,R3-仅PDFOCR候选待人工核页,true,false,false,false,false,false,B5-专业名归属先核PDF原页和湖北官方侧，归属稳定后回接高校源,false,false,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,80,0,80,60,0,32,28,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-84e068f7daaa0cb2,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,47,W0B0EXEITEM-ba5520ed14aaf826,W0B0MANITEM-110f332f071aac6f,FIRSTSCOPE-7246aa9f78bc2beb,,209-right,209,right,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,N0-先双人核PDF原页冲突×2；N3-无稳定候选人工看图×4；N4-PDFOCR候选人工确认×3；N5-多源一致仍待湖北官方侧×4,,,true,false,true,false,true,true,B4-专业组边界或页列事实无单校高校源桥接,false,false,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,先核PDF页列边界或字段记录，再核湖北官方侧；高校源仅作后续补充。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-d35f811f06ed3241,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,48,W0B0EXEITEM-a598198d44f65b5a,W0B0MANITEM-1633af738cf3bf1e,FIRSTSCOPE-506e3102ec1b2df3,FIRSTDETAIL-1c3252c859c2d2ea,209-right,209,right,K153,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,5,5,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,190,30,10,20,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-1d124c9db061eb1c,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,49,W0B0EXEITEM-139237a78958bda3,W0B0MANITEM-5fb49395e3be9dac,FIRSTSCOPE-8fe77cda62670b4f,FIRSTDETAIL-ac9be6f84b5cb492,209-right,209,right,K153,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,5,5,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,190,30,10,20,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-2cb21636467d1dde,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,50,W0B0EXEITEM-0445e603ece3a935,W0B0MANITEM-f1d1050bf9837fd1,FIRSTSCOPE-95edeee345346a72,FIRSTDETAIL-1c3252c859c2d2ea,209-right,209,right,K153,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,5,5,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,190,30,10,20,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-daeebfef0f9f748e,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,51,W0B0EXEITEM-b55e47d0645bb493,W0B0MANITEM-7f77961e3d6efd2e,FIRSTSCOPE-8c72fcf8d418015e,FIRSTDETAIL-ac9be6f84b5cb492,209-right,209,right,K153,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,5,5,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,190,30,10,20,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0SCHOOL-560abd160d370e94,data/working/issue19-stable-foundation-first-closure-w0-b0-execution-prefill-items-public-audit.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_bridge,W0/B0核心事实×高校源桥接状态,事实范围缺口×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,52,W0B0EXEITEM-54544d6ac25d0b78,W0B0MANITEM-14363f2ff62d8629,FIRSTSCOPE-a39e2f6c74c50800,FIRSTDETAIL-1c3252c859c2d2ea,209-right,209,right,K153,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,true,false,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,false,5,5,0,L3-已有湖北物理结构化或候选diff线索,c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,HTML/招生系统入口；公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,0,0,190,30,10,20,0,,,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,把已有高校侧结构化或diff线索接到本事实项；仍需回看PDF原页并核湖北官方侧。,not_final；school_source_bridge_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
