第一闭环事实核验包明细ID,第一闭环事实核验包ID,来源第一闭环事实范围缺口账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,包内事实序号,核验包序号,核验波次,核验泳道,第一闭环事实范围缺口公开账本ID,事实域,事实类型,事实粒度,事实闭环状态,稳定基座第一闭环明细任务ID,第一闭环字段事实公开账本ID,第一闭环下一步动作ID,第一闭环证据状态公开账本ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,页列主阻断,事实缺口桶,是否需要人工看图,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,事实对象集合SHA256,公开安全策略
FIRSTFACTITEM-46911c2701ecdab7,FIRSTFACTPKT-a7ae9436ed0571b0,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,4,14,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-58f22979f148946c,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,F0-待原页与湖北官方侧闭环,,,,,FIRSTPAGE-6f905e62249f58a5,135,right,135-right,,,,,,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图×2；N4-PDFOCR候选人工确认×1,B1-缺PDFOCR候选需人工看图,G2-专业组边界待闭环,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,df668d979fff7157036b5502a14e60c4bf0f6600a9b9e82b3721d68ee3133321,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-231d0c684a6bd408,FIRSTFACTPKT-a7ae9436ed0571b0,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,5,14,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-7b503df4cbb603e4,字段事实,字段事实-待人工判定字段,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-f0ab24cd4aa33cf2,FIRSTFACT-0cfc3759d96b4a58,FIRSTNEXT-170e687e63cb4eb6,FIRSTEVID-a025ca0bbe46025b,FIRSTPAGE-6f905e62249f58a5,135,right,135-right,M-2d83c1ada1a7794e,G-158e8a85ddd262f3,F902,自动官网辅证任务,待人工判定字段,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,7dc6a30aff36bba3821c91c41dab78f1411765ca1c51a4895cc0b38a3a2d65b5,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-25586eb7b99ec2f5,FIRSTFACTPKT-a7ae9436ed0571b0,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,6,14,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-a65f58633ba9f9d7,字段事实,字段事实-待人工判定字段,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-758c1ed1f2245500,FIRSTFACT-03a0dcd79a1e2ebb,FIRSTNEXT-0a668f6430d25c55,FIRSTEVID-12ac178e1c641cb3,FIRSTPAGE-6f905e62249f58a5,135,right,135-right,M-2a039956ee3b5d43,G-158e8a85ddd262f3,F902,自动官网辅证任务,待人工判定字段,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,a218859b660e200abc83570263e82440645726adda0c39d6b252adb50cb1a54a,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-061ad1ac7c8c7d73,FIRSTFACTPKT-a7ae9436ed0571b0,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,7,14,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-2ab6a7b7c9043366,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-73ecd006bdde9bf8,FIRSTFACT-00b73cf28260066a,FIRSTNEXT-ab4e66132fa50d8f,FIRSTEVID-bacdf44dfa6b959e,FIRSTPAGE-6f905e62249f58a5,135,right,135-right,M-333b9b0165c63dc9,G-158e8a85ddd262f3,F902,自动官网辅证任务,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,13a3346e43bd9b83335347ea24492d6f74aed0d47aaa6839060a410387e795f7,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-967788e3ce24ab64,FIRSTFACTPKT-a7ae9436ed0571b0,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,8,14,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-820fa0124a736d70,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-73ecd006bdde9bf8,FIRSTFACT-955197e6c093355c,FIRSTNEXT-ab4e66132fa50d8f,FIRSTEVID-bacdf44dfa6b959e,FIRSTPAGE-6f905e62249f58a5,135,right,135-right,M-333b9b0165c63dc9,G-158e8a85ddd262f3,F902,自动官网辅证任务,学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B1-缺PDFOCR候选需人工看图,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,c50cddb66d3a77b7f6276dfcdf01e2041b34bf33e1aea4a04ab3381f369cfe99,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-eead10763fdc5139,FIRSTFACTPKT-0d067d3da73b948b,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,1,15,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-4a37f8cdf7b11cf9,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-334b6b14805ef4c1,,FIRSTNEXT-c6103d243b1ae92a,FIRSTEVID-60920f9ba734f19e,FIRSTPAGE-9a59e69a09baeb3c,235,left,235-left,M-db9c6ee12ab2db32,G-773111c0b1e7a465,K753,自动官网辅证任务,专业计划数；学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G1-专业名归属待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,b6f1c0eca57d2450907e2f098d6ea8be79f93e3ade5c4acc26f18c708dc0a291,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-4bd13875f55fac90,FIRSTFACTPKT-0d067d3da73b948b,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,2,15,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-b67baeab9b2de767,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-66663382808b8ba2,,FIRSTNEXT-e381a017fcc8db5a,FIRSTEVID-f32cb9dea9f8fa1c,FIRSTPAGE-9a59e69a09baeb3c,235,left,235-left,M-595730f0e99ec09a,G-773111c0b1e7a465,K753,自动官网辅证任务,专业计划数；学费；再选科目,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G1-专业名归属待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,44071748516ab2fdcc3850062148f1638664a4174d85cf3439880ea7e27ee0b9,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-f52bb1d71a53f5ca,FIRSTFACTPKT-0d067d3da73b948b,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,3,15,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-440104c061aa1766,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,F0-待原页与湖北官方侧闭环,,,,,FIRSTPAGE-9a59e69a09baeb3c,235,left,235-left,,,,,,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认×2,B3-仅PDFOCR候选待人工确认,G2-专业组边界待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,f9484b9a705608b74da8ad2324936145c8492e4be12f7bea5c563d0972170b54,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-702b22740cda43b9,FIRSTFACTPKT-0d067d3da73b948b,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,4,15,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-40b987ce57185954,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-66663382808b8ba2,FIRSTFACT-c45c64b9d5ae85e8,FIRSTNEXT-e381a017fcc8db5a,FIRSTEVID-f32cb9dea9f8fa1c,FIRSTPAGE-9a59e69a09baeb3c,235,left,235-left,M-595730f0e99ec09a,G-773111c0b1e7a465,K753,自动官网辅证任务,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,d9fa54c02a14bea366fcb40a856f12ae0ec733d0660e94531ebba776d24f3a19,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-4dd23ef217f00362,FIRSTFACTPKT-0d067d3da73b948b,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,5,15,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-61a41c875a8cebe9,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-334b6b14805ef4c1,FIRSTFACT-3804245a2af881ab,FIRSTNEXT-c6103d243b1ae92a,FIRSTEVID-60920f9ba734f19e,FIRSTPAGE-9a59e69a09baeb3c,235,left,235-left,M-db9c6ee12ab2db32,G-773111c0b1e7a465,K753,自动官网辅证任务,专业计划数,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,50d56424132df1513d8ce6fd394618258598cc101c4afdc1c7c5c6bc90330dc2,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-769637400a36dfc2,FIRSTFACTPKT-0d067d3da73b948b,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,6,15,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-3c5cef97031d895f,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-66663382808b8ba2,FIRSTFACT-d5bd5e2c6e89f6dd,FIRSTNEXT-e381a017fcc8db5a,FIRSTEVID-f32cb9dea9f8fa1c,FIRSTPAGE-9a59e69a09baeb3c,235,left,235-left,M-595730f0e99ec09a,G-773111c0b1e7a465,K753,自动官网辅证任务,再选科目,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,1ad08da6d351c2c5c6154250a2d4003a88b291a4c12eb1b4793edf2c5d050698,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-6f9ab62f65dc25a9,FIRSTFACTPKT-0d067d3da73b948b,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,7,15,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-98011585f22523c6,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-66663382808b8ba2,FIRSTFACT-2fa9db80c900438f,FIRSTNEXT-e381a017fcc8db5a,FIRSTEVID-f32cb9dea9f8fa1c,FIRSTPAGE-9a59e69a09baeb3c,235,left,235-left,M-595730f0e99ec09a,G-773111c0b1e7a465,K753,自动官网辅证任务,学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,bd0025844aae6f4b2a11e1e6a59b2e7e63c0bd0ced13f178954684dba1bf2ff4,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-55c13aead285fc33,FIRSTFACTPKT-0d067d3da73b948b,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,8,15,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-99fedf920f25654a,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-334b6b14805ef4c1,FIRSTFACT-9c1738b617499683,FIRSTNEXT-c6103d243b1ae92a,FIRSTEVID-60920f9ba734f19e,FIRSTPAGE-9a59e69a09baeb3c,235,left,235-left,M-db9c6ee12ab2db32,G-773111c0b1e7a465,K753,自动官网辅证任务,学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,ab85a51ca3bbe6551d1b40dd19326faaf901727c357742953060c6574600ac9e,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-0b3380653eb4bae0,FIRSTFACTPKT-3e4fa67af4108dd6,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,1,16,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-8ffa1355034c726a,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-1e9409107b74d4f5,,FIRSTNEXT-67d56e625057ad75,FIRSTEVID-8eb230d613fba1b0,FIRSTPAGE-71c8a1c59d84716c,36,right,036-right,M-4d38d93ca32f7ba3,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,学费；再选科目,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G1-专业名归属待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,dfe39e51f8b45840cd9ce305d9ff61305097d2cd8eb78086336903429413e448,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-be01d1a45ee59ef5,FIRSTFACTPKT-3e4fa67af4108dd6,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,2,16,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-7f3c376135929fa2,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,F0-待原页与湖北官方侧闭环,,,,,FIRSTPAGE-71c8a1c59d84716c,36,right,036-right,,,,,,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认×1,B3-仅PDFOCR候选待人工确认,G2-专业组边界待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,4018c45ca252b9a16eebbf507b2d78b9fd7eea760a35f400fea9fd2bf037d0bd,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-7f882c85553f3ad2,FIRSTFACTPKT-3e4fa67af4108dd6,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,3,16,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-c39c8c9bce457904,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-1e9409107b74d4f5,FIRSTFACT-5839caa00a3a6313,FIRSTNEXT-67d56e625057ad75,FIRSTEVID-8eb230d613fba1b0,FIRSTPAGE-71c8a1c59d84716c,36,right,036-right,M-4d38d93ca32f7ba3,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,再选科目,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,6accffcb0451948e70158ad9da1ee54ca6b18817a9ceeae92c7164d6b31ed7c0,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-87a2433dea8707c7,FIRSTFACTPKT-3e4fa67af4108dd6,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,4,16,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-6e3562b89b2a7a12,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-1e9409107b74d4f5,FIRSTFACT-407a895fed4a6371,FIRSTNEXT-67d56e625057ad75,FIRSTEVID-8eb230d613fba1b0,FIRSTPAGE-71c8a1c59d84716c,36,right,036-right,M-4d38d93ca32f7ba3,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G0-关键字段待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,c8354bfa53865d6c587f3a887d6a034de5d87266be3d877f52bbcc6a45659ef3,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-86156348fe4d81bc,FIRSTFACTPKT-60bd8ba7aaacbcda,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,1,17,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-75142b4b27ed54b9,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-5d809871adac9548,,FIRSTNEXT-887a922345e3ecaa,FIRSTEVID-a6738feb6fec3af5,FIRSTPAGE-45d30b827811919c,57,left,057-left,M-89b74b497cad2e7f,G-3e1e79ed3becc5d0,A197,自动官网辅证任务,专业计划数；学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G1-专业名归属待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,c1239523f43778711631ae4a03c1b4b778f9d803cc86b44b865e74c7002fb58a,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
FIRSTFACTITEM-29f9b9414b1efba2,FIRSTFACTPKT-60bd8ba7aaacbcda,data/working/issue19-stable-foundation-first-closure-fact-scope-gap-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_verification_packets_items,第一闭环页列事实核验包明细,核验包×事实范围,false,false,false,false,false,false,false,false,2,17,W1-专业名归属优先,先核专业行归属和专业组边界，再进入字段事实判断。,FIRSTSCOPE-efecfeb3847daa22,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,F0-待原页与湖北官方侧闭环,,,,,FIRSTPAGE-45d30b827811919c,57,left,057-left,,,,,,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认×1,B3-仅PDFOCR候选待人工确认,G2-专业组边界待闭环,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,4a481004f83482422530e197e7474d48778e371e0a74dd4dde2cc16e1dcbeda0,公开层只保存事实范围ID、页列、状态桶和SHA；不保存字段明细值、识别正文或私有材料。
