来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,专业组出现ID,来源页码,私有页图证据编号,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,专业计划数是否纯数字,学费OCR候选,学费OCR数字候选,学费是否纯数字,专业偏好方向,专业风险类型,专业字段完整性标记,专业行结构异常数,专业行高严重结构异常数,逐专业复核优先级,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,PDF专业代号确认值,PDF专业名称确认值,PDF计划数确认值,PDF学费确认值,PDF选科确认值,湖北官方系统确认值,高校官网章程确认值,家庭接受度人工结论,调剂影响人工结论,私有证据编号,字段核验状态,是否阻断组升级,可进入最终专业列表,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-fb4933f2326e53b8,V3-2f92e3d2707f3a59,B1-数字媒体技术优先核页,同校偏好专业补充组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,208,page-208,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,53,数字媒体技术（不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取；宜宾校区就读）,化学,2,是,6240,6240,是,数字媒体技术,体检或色觉限制,,0,0,P0-逐专业必须核页,暂缓判断-特殊限制待核,体检/语种/专项等特殊限制待核,调剂影响待核,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-0667cb4ae57af262,V3-2f92e3d2707f3a59,B1-数字媒体技术优先核页,同校偏好专业补充组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,208,page-208,candidate_v2_review_seed,candidate_v2_major_review_seed,,2,54,智能科学与技术（宜宾校区）,化学,4,是,6240,6240,是,计算机类相关,,,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-013d544cc4a563b1,V3-2f92e3d2707f3a59,B1-数字媒体技术优先核页,同校偏好专业补充组,K151,成都理工大学,K15114,G-c0ac61e747e0bdfb,208,page-208,candidate_v2_review_seed,candidate_v2_major_review_seed,,3,55,电子信息工程（宜宾校区）,化学,2,是,6240,6240,是,,,,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-884375afd8c2dbcd,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-eb78e1c31fae9e22,1,13,大气科学（办学地点：航空港校区）,,,否,6240,6240,是,,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-fd1b78a3fb42c743,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-4d07d36dc438349c,2,14,应用气象学（办学地点：航空港校区）,,,否,6240,6240,是,,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-e80c18c32dc472ea,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-8281eec06d651680,3,15,电子信息工程（办学地点：航空港校,,,否,6240,6240,是,,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-66abc0477aec8bf4,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-38fceae625805a27,4,16,通信工程（办学地点：航空港校区）,,2,是,6240,6240,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-8cd0e8282fc03f59,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-9bc8176e8a744551,5,17,集成电路设计与集成系统（办学地点：航空港校区）,,2,是,6240,6240,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-68a437ac2f170511,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-64c9412f5ae649f9,6,18,测绘工程（办学地点：航空港校区）,,2,是,6240,6240,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-27339af551bd55f8,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-912162e2ec586cf5,7,19,逻感科学与技术（办学地点：航空港校,,2,是,6240,6240,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-4e147d711878888e,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-c7159e014f39d9d4,8,20,光电信息科学与工程（办学地点：航空港校区）,,2,是,6240,6240,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-b855b33c25ce7438,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-946c01fc445f6eb2,9,21,包象技术与工程（办学地点：航空港校,,2,是,6240,6240,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-62f13f4772ba83ec,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-117fada549583ed3,10,22,电气工程及其自动化（办学地点：航空港校区）,,2,是,6240,6240,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-d44244213e10f4e3,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-1e39bff3f35b543d,11,23,自动化（办学地点：航空港校区）,,2,是,6240,6240,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-e39577d446640e4b,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-0aea883663b5fb39,12,24,机器人工程（办学地点：航空港校区）,,2,是,6240,6240,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-152f4d33b6b5568b,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-11e163bdfc3a6f22,13,25,计算机科学与技术（办学地点：航空港校区）,,2,是,6240,6240,是,计算机类相关,,missing_subject_candidate;low_ocr_confidence,1,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-2d380e5bfa769141,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-86d92f5ab218e665,14,26,数字媒体技术（办学地点：航空港校,,2,是,6240,6240,是,数字媒体技术,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-3c5caa6707d9b7cc,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-58247d316dbd31bb,15,27,智能科学与技术（办学地点：航空港校,,2,是,6240,6240,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-0093901a70fc374c,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-fb563329ce0a0265,16,28,软件工程（办学地点：航空港校区）,,2,是,6240,6240,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-e3011212dcc2e95a,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-e2879b097d059aee,17,29,信息安全（办学地点：航空港校区）,,2,是,6240,6240,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-0739db7a4d5b6d01,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-026664ca0517a54d,18,30,婆产与应用数学（办学地点：航空港校,,,否,6240,6240,是,,,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,1,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-643f51743c6a432d,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-8aed30091b7482da,19,31,信息与计算科学（办学地点：航空港校区）,,,否,6240,6240,是,,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-9f25d5ea48156b0a,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-1658de39926b83b3,20,32,密码科学与技术（办学地点：航空港校区）,,2,是,6240,6240,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-fa8e094516bebd60,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-f928884575f48530,21,33,人工智能（办学地点：航空港校区）,,2,是,6240,6240,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-a58668fe7993acd9,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,G-e377a7e078e92213,209,page-209,family_fit_full_ocr,family_fit_major_detail,M-9fca06fa12968fc6,22,34,统计学（办学地点：龙泉校区）,「化学,2,是,6240,6240,是,,,,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-e106607472961390,V3-f3897fa02f699ac9,B1-数字媒体技术优先核页,同校偏好专业补充组,K179,成都师范学院,K17905,G-24ad0a9ce0e108f8,212,page-212,candidate_v2_review_seed,candidate_v2_major_review_seed,,1,05,数字媒体技术院校专业组及专业代号,「化学,2,是,5200,5200,是,数字媒体技术,,,1,1,P0-逐专业必须核页,优先了解-命中当前偏好方向,专业行存在高严重结构异常,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-36f90d85bac9c65d,V3-bb0f1d5ad7be3085,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,G-cef0e378cb02322e,217,page-217,family_fit_full_ocr,family_fit_major_detail,M-44d9a3159b2b4d65,1,42,光电信息科学与工程（办学地点：呈贡校区）,生,3,是,5000,5000,是,,,,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-29db2384b8539141,V3-bb0f1d5ad7be3085,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,G-cef0e378cb02322e,217,page-217,family_fit_full_ocr,family_fit_major_detail,M-2fd147b273be23f6,2,43,生物育种科学（办学地点：呈贡校区）,,,否,5000,5000,是,,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-7fef36693677f4d6,V3-bb0f1d5ad7be3085,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,G-cef0e378cb02322e,217,page-217,family_fit_full_ocr,family_fit_major_detail,M-d054c18f5c96e955,3,44,电子信息工程（办学地点：呈贡校区）,,,否,5600,5600,是,,,missing_subject_candidate;missing_plan_count_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-f8f304306c64561e,V3-bb0f1d5ad7be3085,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,G-cef0e378cb02322e,217,page-217,family_fit_full_ocr,family_fit_major_detail,M-5e72b5475449d498,4,45,通信工程（办学地点：呈贡校区）,,1,是,5600,5600,是,,,missing_subject_candidate,0,0,P0-逐专业必须核页,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-1602a096e5c7eefe,V3-bb0f1d5ad7be3085,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,G-cef0e378cb02322e,217,page-217,family_fit_full_ocr,family_fit_major_detail,M-b7139c922dbc3c6a,5,46,计算机科学与技术（办学地点：呈贡校,,1,是,5600,5600,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_review_pack,false,pending_b0_b1_major_review,MPK-a125040cc167afa3,V3-bb0f1d5ad7be3085,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,G-cef0e378cb02322e,217,page-217,family_fit_full_ocr,family_fit_major_detail,M-1b5380ed786e7ba9,6,47,物联网工程（办学地点：呈贡校区）GKZAA完校专业组及专业代号,,2,是,5000,5000,是,计算机类相关,,missing_subject_candidate,0,0,P0-逐专业必须核页,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,,,,,,,,,,,pending,是,false,逐专业回看第19期原PDF，并与湖北官方系统、省招办计划、高校章程交叉核验；再由家庭确认接受度。
