高校官网辅证机会ID,来源高校侧辅证刷新公开账本,来源B0B1官方源缺口优先表,来源C4C6高校源刷新执行包,来源C4C6结构化候选diff公开账本,来源C4C6高校官网补源尝试账本,来源高校官网补源种子表,来源湖北官方公开入口活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行建议序号,机会优先级,机会类型,自动收益分,院校代码,院校名称OCR,官网辅证自动动作,高校侧刷新批次,高校侧刷新任务类型,闭环优先级,官网证据强度,官网来源状态,来源文件类型集合,公开来源文件数量,公开来源URL数量,涉及招生明细数,涉及专业组数,涉及PDF页数,计划数冲突行数,官网补缺候选行数,强辅证抽检行数,部分来源待结构化行数,继续补源行数,仅章程规则行数,官网未匹配行数,字段辅证行数,B0B1缺口优先级,B0B1缺口类型,B0B1逐专业核验任务数,C4C6执行包数量,C4C6执行泳道集合,C4C6执行优先级集合,C4C6需补结构化明细数,C4C6需继续补源明细数,C4C6结构化diff优先级集合,C4C6综合结构化官网证据行数,C4C6专业名匹配明细数,C4C6未匹配明细数,C4C6无结构化官网源明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,C4C6可生成候选diff明细数,最新自动探针状态,最新自动探针摘要,候选官网URL数量,候选官网URL集合SHA256,种子官网URL数量,种子官网URL集合SHA256,本地公开来源文件集合SHA256,来源质量判断,自动化下一步,人工最小核验动作,保真边界,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源刷新状态,字段事实写回状态,公开安全策略,下一步
SCHOOLOPP-9c287ddf44cf71ba,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,38,P0-立即处理,O1-官网补缺候选回页核验,29,H001,杭州电子科技大学,C1-官网补缺候选但禁止自动写回,S0-PDF原页与湖北官方优先闭环,官网补缺候选回页核验,01-P0补缺先核,fill_candidate,has_reusable_2026_hubei_plan_source,XLS/XLSX,1,1,1,1,1,0,1,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,49a27a0db6f55284970daee361d741f98a49e9d7a07c8178a35d71324bd61e13,e6dbabb8d3fc65602ae309f34091180ea343e3afb87ff26dae119a7102972408,Q6-来源质量待补充,先回第19期PDF原页补计划数缺口，高校源只作候选读数线索。,用高校源定位缺口字段，再回PDF原页和湖北官方侧确认；确认前不得写回。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页补计划数缺口，高校源只作候选读数线索。
SCHOOLOPP-55e33bcd5d2fadc4,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,39,P0-立即处理,O2-官网专业名未匹配先补规则,19,A195,兰州大学,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_reusable_2026_hubei_plan_source,未留存来源文件,0,1,1,1,1,0,0,0,0,0,0,1,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,496f2d279b3532bf62b47b5aa2dba9ac62260ca92420c2da9586411471ba1ca8,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-16818a13b8397787,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,40,P0-立即处理,O2-官网专业名未匹配先补规则,19,A197,西北民族大学,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_reusable_2026_hubei_plan_source,未留存来源文件,0,1,1,1,1,0,0,0,0,0,0,1,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,868d347a6c0793850ae8665451557b9c013a200c34b9ed84867fa5d2f7900f69,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-dc0c6fc5d0730f7f,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,41,P0-立即处理,O2-官网专业名未匹配先补规则,19,F099,天津外国语大学,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_reusable_2026_hubei_plan_source,未留存来源文件,0,1,1,1,1,0,0,0,0,0,0,1,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,31bd6aa343f0679c426bcca7a22cfd0d8db4a23adc2ba870d4f5a88ee759682a,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-0c7ebd0bf1929381,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,42,P0-立即处理,O2-官网专业名未匹配先补规则,19,H450,山东工商学院,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_partial_source_needs_followup,部分来源待结构化,0,1,1,1,1,0,0,0,0,0,0,1,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,55cf82bd0d9890ceccd4634f950b25ea6c07f0ceaab55da717f22ebc68f5d4e2,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-c994d3106149cb0d,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,43,P0-立即处理,O2-官网专业名未匹配先补规则,19,H945,南宁学院,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_partial_source_needs_followup,部分来源待结构化,0,1,1,1,1,0,0,0,0,0,0,1,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,13fa381f1f1201b99245ee03f2e9e7a784aa307ee4dac4b0f41553f4bbbfc39d,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-18801967bf4607c0,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,44,P0-立即处理,O2-官网专业名未匹配先补规则,19,K485,西安财经大学,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_partial_source_needs_followup,部分来源待结构化,0,1,1,1,1,0,0,0,0,0,0,1,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,a0276e995a56ebd1644c80a9a8e0c0704cd5736a86ec560081d4884d7f0fc39b,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-e101ddb185599592,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,45,P1-高收益自动补源,O5-已有来源补结构化,1400,A195,兰州大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,未留存来源文件,0,1,46,9,1,0,0,0,46,0,0,0,0,,,0,1,X2-C4有入口但未留存结果,02-P1抓取,46,0,D3-已有结构化源但计划数未闭合,56,40,4,0,0,42,0,42,,,0,,1,496f2d279b3532bf62b47b5aa2dba9ac62260ca92420c2da9586411471ba1ca8,60dcdaffe29748301ec86672513494434738e64a8907ea1a02c05ca85eb82164,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-2950a5f283207459,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,46,P1-高收益自动补源,O4-有入口但缺结构化源,1325,K151,成都理工大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,部分来源待结构化,0,1,50,11,2,0,0,0,50,0,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,4,1,X3-C4已有部分来源待结构化,03-P1结构化,50,0,D5-有入口但仍缺结构化计划源,0,0,0,50,0,0,0,0,http_412_precondition_failed,2026-06-28 zsdata.cdut.edu.cn 入口和 lqxx/getList API 探针均返回 HTTP 412 Precondition Failed。,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,e0037dea805ec7e9ee6ddd710aef452fe2184076d871056071d0a5fc4bd9bc43,Q3-已有自动探针边界记录,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,最终候选前核第19期原页/官方系统；高校源不可得时不得用旧数据补计划数。；先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-de89006b806a9306,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,47,P1-高收益自动补源,O4-有入口但缺结构化源,935,K345,云南大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,部分来源待结构化,0,1,35,8,2,0,0,0,35,0,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,11,1,X3-C4已有部分来源待结构化,03-P1结构化,35,0,D5-有入口但仍缺结构化计划源,0,0,0,35,0,0,0,0,entry_200_api_403_forbidden,2026-06-28 入口页 http/https 均 200，f/ajax_zsjh 探针均 403；既有留存入口 HTML 和禁止访问 JSON 存在。,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,e589520c41468654fe31661865a6d891adc5664d1b5cff511504bcb7fb153ee5,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,若进入最终候选，100% 回第19期原页/官方系统核专业组边界和计划数。；先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-162bef88bdfb46c8,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,48,P1-高收益自动补源,O4-有入口但缺结构化源,753,A022,北京林业大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,部分来源待结构化,0,1,28,10,1,0,0,0,28,0,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,8,1,X3-C4已有部分来源待结构化,03-P1结构化,28,0,D5-有入口但仍缺结构化计划源,0,0,0,28,0,0,0,0,entry_timeout_api_timeout_previous_forbidden,2026-06-28 http/https 入口和 f/ajax_zsjh 探针均超时；既有留存入口 HTML 存在，既有 API 探针返回 state=0/msg=禁止访问。,1,289917563a763f48e939771fb463f5eb6d2d12b2390ee374354100fa6770f0d0,1,289917563a763f48e939771fb463f5eb6d2d12b2390ee374354100fa6770f0d0,493523fea3757d68ac857a18c4038036b061e8518af4d173c798b8da05ac35f6,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,若进入最终候选，100% 回第19期原页/官方系统核专业组和逐专业计划；高校官网只作辅助。；先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-36bb5e8fb8a02fd0,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,49,P1-高收益自动补源,O4-有入口但缺结构化源,389,H439,山东财经大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,部分来源待结构化,0,1,14,2,1,0,0,0,14,0,0,0,0,P1-已有线索待结构化,有官网线索但尚未结构化到逐专业证据,5,1,X3-C4已有部分来源待结构化,03-P1结构化,14,0,D5-有入口但仍缺结构化计划源,0,0,0,14,0,0,0,0,tls_handshake_failure_entry_and_api,2026-06-28 http/https 入口和 f/ajax_zsjh 探针均出现 SSL/TLS handshake failure；既有留存入口 HTML 存在。,1,6fc4b21a2064a183ff6249925e8ef5553797bfcf29752410d5aad781dc7db42c,1,6fc4b21a2064a183ff6249925e8ef5553797bfcf29752410d5aad781dc7db42c,9e4b001b79a7ab0f2cf9a12dad26d985942c9f2ddd9a1bdd32fad094dcc762cd,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,若进入最终候选，100% 回第19期原页/官方系统核逐专业字段。；先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
SCHOOLOPP-912174462f844f4b,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,50,P1-高收益自动补源,O5-已有来源补结构化,384,F099,天津外国语大学,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,未留存来源文件,0,1,12,4,1,0,0,0,12,0,0,0,0,,,0,1,X2-C4有入口但未留存结果,02-P1抓取,12,0,D3-已有结构化源但计划数未闭合,14,12,0,0,0,12,0,12,,,0,,1,31bd6aa343f0679c426bcca7a22cfd0d8db4a23adc2ba870d4f5a88ee759682a,d669198581f20b0d3a55c445ce38b1102682c5c48a537a94e3c6c8eaf44b00de,Q2-有入口或本地种子可复跑,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,复跑已有入口或转录已留存来源，抽取湖北物理普通本科逐专业结构化行。
