第一闭环事实范围缺口公开账本ID,来源第一闭环字段事实公开账本,来源第一闭环下一步动作矩阵,来源第一闭环页列下一步动作汇总,来源第一闭环证据状态账本,来源第一闭环页列证据汇总,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,事实序号,事实域,事实类型,事实粒度,事实闭环状态,稳定基座第一闭环明细任务ID,第一闭环字段事实公开账本ID,第一闭环下一步动作ID,第一闭环页列下一步动作ID,第一闭环证据状态公开账本ID,第一闭环页列证据状态汇总ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,页列主阻断,事实缺口桶,PDF原页记录状态,湖北官方侧记录状态,高校辅证记录状态,双人复核状态,三方一致性状态,人工最小核验动作,完成条件,涉及任务数,涉及专业行数,涉及院校代码数,事实对象集合SHA256,页列任务集合SHA256,专业行集合SHA256,院校代码集合SHA256,是否字段事实,是否专业名归属事实,是否专业组边界事实,是否需要人工看图,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTSCOPE-67b88a2c15e4dec9,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,376,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-c0a2392a807864d8,,FIRSTNEXT-c3123e2ede8b12d7,,FIRSTEVID-11d8f26641cd5f03,,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-a961ae6bda479290,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_three_way_closure,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,b88a46e754c490ea65b46a2add8c626472a2705c09e745080f7911e7b89d0a75,b88cbc7c0a8041651b2c71ecf0b990d6ceb80c02fba7fc3493d51bedfbcef6e6,7054f44d7a0171e604377e7c5d0960aa4d2f9756d0d94d6db6b01bc6a4f59174,f0d53abbf1e2b5c36b121aa62c77df50c17b517fac52f5ece98d6f497d46ef4e,false,true,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-c167983f153b8f74,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,377,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-cd888bce9d393364,,FIRSTNEXT-2291e7384388190c,,FIRSTEVID-e18ae23fda8df136,,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-ee8edcf5d811b7c5,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_three_way_closure,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,931aa7ee41fdc42e24a8d9775f2e55e39f712beb08765d5131adf084163b6d63,b88cbc7c0a8041651b2c71ecf0b990d6ceb80c02fba7fc3493d51bedfbcef6e6,7054f44d7a0171e604377e7c5d0960aa4d2f9756d0d94d6db6b01bc6a4f59174,f0d53abbf1e2b5c36b121aa62c77df50c17b517fac52f5ece98d6f497d46ef4e,false,true,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-d63b03c7e1141217,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,378,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-de77fb66cba08767,,FIRSTNEXT-ccd5368e5a642e15,,FIRSTEVID-13199aba1d3a10f2,,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-13e7d081c377eb5c,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_three_way_closure,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,2b4461621c96c1d6ff613cfed03857cb2217a59aae928a77ab3bb61f6a007475,b88cbc7c0a8041651b2c71ecf0b990d6ceb80c02fba7fc3493d51bedfbcef6e6,7054f44d7a0171e604377e7c5d0960aa4d2f9756d0d94d6db6b01bc6a4f59174,f0d53abbf1e2b5c36b121aa62c77df50c17b517fac52f5ece98d6f497d46ef4e,false,true,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-17f6a907ed511ab6,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,379,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-deb2ed30ccd3ce6f,,FIRSTNEXT-960f1c8a5befc8a4,,FIRSTEVID-8059b1aa1a8fc1fa,,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-f86b6ae14e4edb59,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_three_way_closure,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,1457bb49860e8c7f52cc4a188612b0d7bd64496d357df0df5f9cf88879bd8d2a,b88cbc7c0a8041651b2c71ecf0b990d6ceb80c02fba7fc3493d51bedfbcef6e6,7054f44d7a0171e604377e7c5d0960aa4d2f9756d0d94d6db6b01bc6a4f59174,f0d53abbf1e2b5c36b121aa62c77df50c17b517fac52f5ece98d6f497d46ef4e,false,true,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-ed14848c1da42149,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,380,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-dfce72ebf9d9b7b4,,FIRSTNEXT-d571e16d92b56ae6,,FIRSTEVID-1d0b03ef4bd739ec,,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-552d949cc667dec8,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_three_way_closure,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,b876a64a9499fe45d094d1a3accb504a34fab4123d6cd416db0fceacc331910a,b88cbc7c0a8041651b2c71ecf0b990d6ceb80c02fba7fc3493d51bedfbcef6e6,7054f44d7a0171e604377e7c5d0960aa4d2f9756d0d94d6db6b01bc6a4f59174,f0d53abbf1e2b5c36b121aa62c77df50c17b517fac52f5ece98d6f497d46ef4e,false,true,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-e0c2e5503c27eb99,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,381,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-ebc96c1f44ce2d9a,,FIRSTNEXT-a0dd3789eb549c74,,FIRSTEVID-e52cd0152447c550,,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-e16a5921623c531f,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_three_way_closure,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,ff018dad45dd630ee2b945bb480c815bb3776693393dfcac049b83528dcdb87c,b88cbc7c0a8041651b2c71ecf0b990d6ceb80c02fba7fc3493d51bedfbcef6e6,7054f44d7a0171e604377e7c5d0960aa4d2f9756d0d94d6db6b01bc6a4f59174,f0d53abbf1e2b5c36b121aa62c77df50c17b517fac52f5ece98d6f497d46ef4e,false,true,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-f10524e947f9fa7b,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,382,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-fcb9481c7c03fe42,,FIRSTNEXT-f1d7d679a8c0ad79,,FIRSTEVID-b2089b0fd8aab65d,,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-608ab460a72422a3,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,B1-缺PDFOCR候选需人工看图,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_three_way_closure,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,c98c4fa5e851c4956da21d8f2f7991807d2d8c1a266f373a85ba0e97c1fe9560,b88cbc7c0a8041651b2c71ecf0b990d6ceb80c02fba7fc3493d51bedfbcef6e6,7054f44d7a0171e604377e7c5d0960aa4d2f9756d0d94d6db6b01bc6a4f59174,f0d53abbf1e2b5c36b121aa62c77df50c17b517fac52f5ece98d6f497d46ef4e,false,true,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-f27c23fe67234f61,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,383,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-0179bfd42b7b1ca7,,FIRSTNEXT-741af958da48a1e2,,FIRSTEVID-1fe26f18946c7e8d,,FIRSTPAGE-4c8c5f6279a32c04,70,right,070-right,M-ec0d83fb4e950a93,G-facec610841ca140,C108,自动官网辅证任务,学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_three_way_closure,按PDFOCR候选逐项人工确认，不能自动写回。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,3726e400cf76290bdd07c9109aea7f71e11b7fd14ed354585a27e9487e21bdad,361dcd0eb0b9fc64704c2d780a825a4aba93be9dd4e0fbc62b78a125e3f87532,9653fb20d443d3dc5850f68be12e4c28255e05f9a047aa015f7be43d95393641,9fd3efd1c6e4aa5c82c747354bfb07a3881316e296fa575535ef53faf586d1e9,false,true,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-aaecec65b4081673,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,384,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-41a7cf56d34c7bb6,,FIRSTNEXT-1fed206402586403,,FIRSTEVID-bf5c1a569a4dfda5,,FIRSTPAGE-4c8c5f6279a32c04,70,right,070-right,M-6e01e1645d19ebfd,G-facec610841ca140,C108,自动官网辅证任务,专业计划数；学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_three_way_closure,按PDFOCR候选逐项人工确认，不能自动写回。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,6b07a14a5ee3475516cc0bbecf8b4968db24f255d9fb6e3270591d9d2305ac14,361dcd0eb0b9fc64704c2d780a825a4aba93be9dd4e0fbc62b78a125e3f87532,9653fb20d443d3dc5850f68be12e4c28255e05f9a047aa015f7be43d95393641,9fd3efd1c6e4aa5c82c747354bfb07a3881316e296fa575535ef53faf586d1e9,false,true,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-6efcad15cd524fb5,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,385,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-4643d67c0c0e950d,,FIRSTNEXT-e35053a1ae25be44,,FIRSTEVID-c2bdd6a96f13a2c3,,FIRSTPAGE-4c8c5f6279a32c04,70,right,070-right,M-f9c56d652fbb33cd,G-facec610841ca140,C108,自动官网辅证任务,专业计划数；学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_three_way_closure,按PDFOCR候选逐项人工确认，不能自动写回。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,2bd6e120c7c73a1b416c1c530fa04f03a15614eb1bbb7795394d8b893fac533f,361dcd0eb0b9fc64704c2d780a825a4aba93be9dd4e0fbc62b78a125e3f87532,9653fb20d443d3dc5850f68be12e4c28255e05f9a047aa015f7be43d95393641,9fd3efd1c6e4aa5c82c747354bfb07a3881316e296fa575535ef53faf586d1e9,false,true,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-c82931ca8d903182,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,386,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-71febc53a57d7ba0,,FIRSTNEXT-69d80f7923485946,,FIRSTEVID-c74a0d3b5bf17c09,,FIRSTPAGE-4c8c5f6279a32c04,70,right,070-right,M-d5bfdfacbf80256f,G-facec610841ca140,C108,自动官网辅证任务,专业计划数；学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_three_way_closure,按PDFOCR候选逐项人工确认，不能自动写回。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,418b4fd273761e90f2b68764c3fb318ab64cb1a9acbeb5dea0d94865267b8872,361dcd0eb0b9fc64704c2d780a825a4aba93be9dd4e0fbc62b78a125e3f87532,9653fb20d443d3dc5850f68be12e4c28255e05f9a047aa015f7be43d95393641,9fd3efd1c6e4aa5c82c747354bfb07a3881316e296fa575535ef53faf586d1e9,false,true,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-f826d82159d02f68,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×专业名归属,false,false,false,false,false,false,false,false,387,专业名归属,专业名归属事实,第一闭环任务×专业名归属,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-8b5219caa414373a,,FIRSTNEXT-e52240e7e0e45e7c,,FIRSTEVID-85b72b8d74982be7,,FIRSTPAGE-4c8c5f6279a32c04,70,right,070-right,M-916f5239ec5a0593,G-facec610841ca140,C108,自动官网辅证任务,专业计划数；学费,E2-官网未匹配专业名归属核验,N4-PDFOCR候选人工确认,B3-仅PDFOCR候选待人工确认,G1-专业名归属待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_three_way_closure,按PDFOCR候选逐项人工确认，不能自动写回。,回看PDF原页确认专业行归属，并用湖北官方侧计划记录复核；高校侧来源只能辅助定位。,1,1,1,8b499349049802dcde44ec19881cbfb4009cffad76e293868b27135e0e0fb117,361dcd0eb0b9fc64704c2d780a825a4aba93be9dd4e0fbc62b78a125e3f87532,9653fb20d443d3dc5850f68be12e4c28255e05f9a047aa015f7be43d95393641,9fd3efd1c6e4aa5c82c747354bfb07a3881316e296fa575535ef53faf586d1e9,false,true,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
