页列底座Overlay公开账本ID,来源页列底座字段线索公开审计,来源私有字段线索模板,来源私有人工复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座字段线索公开审计ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内字段任务数,Overlay字段记录数,Overlay字段记录缺失数,私有字段线索模板CSV_SHA256,私有Overlay批次证据编号,私有OverlayCSV_SHA256,私有Overlay页列记录数,私有Overlay批次记录数,PDF原页记录已填字段数,PDF原页状态完成字段数,湖北官方记录已填字段数,湖北官方状态完成字段数,高校辅证记录已填字段数,高校辅证状态完成字段数,字段最终记录已填字段数,三方一致性可评估字段数,首轮复核已填字段数,次轮复核已填字段数,复查结论已填字段数,字段事实写回复查可进入字段数,Overlay进度桶,字段事实写回状态,Overlay合并策略,公开安全策略,下一步
PSOVERLAYPROG-5dc6256714749e5a,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,8,383,PSFOUNDATIONBATCHROW-bcc2d9cfe27178e4,PSFIELDCLUE-5dc6256714749e5a,227,left,227-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,111,111,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,111,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-7b1c37358b3beb4a,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,9,384,PSFOUNDATIONBATCHROW-ba9367dc6497a3a5,PSFIELDCLUE-7b1c37358b3beb4a,45,left,045-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,63,63,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,63,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-f9d961ce1bc09244,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,10,385,PSFOUNDATIONBATCHROW-53e075e9b1a51c31,PSFIELDCLUE-f9d961ce1bc09244,178,left,178-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,123,123,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,123,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-f6f20bb4d876d6e8,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,11,386,PSFOUNDATIONBATCHROW-a8ffd6aa2c6f4f85,PSFIELDCLUE-f6f20bb4d876d6e8,30,right,030-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,63,63,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,63,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-49c4b23044b0810c,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,12,387,PSFOUNDATIONBATCHROW-825a7aa78cc2e41a,PSFIELDCLUE-49c4b23044b0810c,159,left,159-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,111,111,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,111,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-c465a1042c727efb,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,13,388,PSFOUNDATIONBATCHROW-4e352c44757fc965,PSFIELDCLUE-c465a1042c727efb,47,left,047-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,66,66,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,66,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-4221b1d7a2ab5f2b,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,14,389,PSFOUNDATIONBATCHROW-564209ed56839b28,PSFIELDCLUE-4221b1d7a2ab5f2b,106,right,106-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,156,156,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,156,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-3e34f0f588ed426a,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,15,390,PSFOUNDATIONBATCHROW-bce3b6b870168b09,PSFIELDCLUE-3e34f0f588ed426a,85,left,085-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,102,102,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,102,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-8ac8c2580d463342,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,16,391,PSFOUNDATIONBATCHROW-2d10cf0ed066380d,PSFIELDCLUE-8ac8c2580d463342,97,right,097-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,105,105,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,105,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-c55007b1a26f1084,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,17,392,PSFOUNDATIONBATCHROW-4998e3a73dbd6c7e,PSFIELDCLUE-c55007b1a26f1084,230,right,230-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,108,108,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,108,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-cf4890ccb356a8d4,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,18,393,PSFOUNDATIONBATCHROW-af221129335b0112,PSFIELDCLUE-cf4890ccb356a8d4,138,right,138-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,57,57,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,57,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-d0df854ac3e5bd5d,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,19,394,PSFOUNDATIONBATCHROW-54c3d787011b09db,PSFIELDCLUE-d0df854ac3e5bd5d,12,right,012-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,39,39,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,39,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-9303e4a015f488d6,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,20,395,PSFOUNDATIONBATCHROW-d04a4a455c47a25a,PSFIELDCLUE-9303e4a015f488d6,27,right,027-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,48,48,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,48,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-18c49c738c3664b7,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,21,396,PSFOUNDATIONBATCHROW-f69408430371737c,PSFIELDCLUE-18c49c738c3664b7,232,left,232-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,72,72,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,72,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-adadc3944aaa1316,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,22,397,PSFOUNDATIONBATCHROW-bcb0db9fe47f3267,PSFIELDCLUE-adadc3944aaa1316,169,left,169-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,99,99,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,99,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-06f75b6b47ee658b,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,23,398,PSFOUNDATIONBATCHROW-5b5a3394c3317ce3,PSFIELDCLUE-06f75b6b47ee658b,193,left,193-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,63,63,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,63,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-86c34158501413d7,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,24,399,PSFOUNDATIONBATCHROW-5256ab89bbfffa3d,PSFIELDCLUE-86c34158501413d7,14,left,014-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,54,54,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,54,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-379e71783d896f1f,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,25,400,PSFOUNDATIONBATCHROW-5923360a01a0e709,PSFIELDCLUE-379e71783d896f1f,103,left,103-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,105,105,0,4fda7ae05b24a5526a3a54a1c047f1a08ab562c414d9b955671e0480e028c45a,ps-human-review-overlay-batch-16-csv,71f5b4b7dd9eeac7def92b05421c61f824bb47f12bfd16bac44b614686b4ef7e,105,2181,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
