来源期号,来源PDF_SHA256,数据阶段,最终可用,复核状态,复核任务ID,复核对象类型,字段类别,字段名称,关联类型,关联原候选,院校代码,院校名称,2026院校专业组代码,专业组出现ID,专业行ID,组内序号,专业代号,专业名称及备注,来源页码,页图文件名,证据来源,OCR原值,OCR风险提示,原PDF人工确认值,湖北官方系统确认值,高校官网/章程确认值,家庭确认值,私有证据编号,核验责任阶段,字段核验状态,是否阻断候选升级,复核优先级,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-efccb6beac23f9d4,专业字段,专业明细,备注/限制,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-f68c394eeefc5273,9,29,酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-d273f8a8ce112776,专业字段,专业明细,学费,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-f68c394eeefc5273,9,29,酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,5200,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-7648f4f23149a645,专业字段,专业明细,计划数,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-f68c394eeefc5273,9,29,酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,20,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-978093c7e1f7d079,专业字段,专业明细,调剂影响,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-f68c394eeefc5273,9,29,酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,待判断,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-3e16acf0b768d529,专业字段,专业明细,专业代号,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0f6a13ef21ff0adb,10,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,80,page-080.png,full_ocr_draft;exact_full_major_match,30,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-0b2c677d05e61906,专业字段,专业明细,专业名称,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0f6a13ef21ff0adb,10,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,80,page-080.png,full_ocr_draft;exact_full_major_match,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-5b6af76b18356b33,专业字段,专业明细,专业接受度,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0f6a13ef21ff0adb,10,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,80,page-080.png,full_ocr_draft;exact_full_major_match,字段异常待核验,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-b359bf98dcb5de88,专业字段,专业明细,再选科目,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0f6a13ef21ff0adb,10,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,80,page-080.png,full_ocr_draft;exact_full_major_match,,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-c0405d2fa1698376,专业字段,专业明细,备注/限制,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0f6a13ef21ff0adb,10,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,80,page-080.png,full_ocr_draft;exact_full_major_match,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-ee74216f8e2f79a8,专业字段,专业明细,学费,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0f6a13ef21ff0adb,10,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,80,page-080.png,full_ocr_draft;exact_full_major_match,4000,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-a63012962db40f38,专业字段,专业明细,计划数,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0f6a13ef21ff0adb,10,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,80,page-080.png,full_ocr_draft;exact_full_major_match,12,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-89f5f8c41bf0048e,专业字段,专业明细,调剂影响,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0f6a13ef21ff0adb,10,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,80,page-080.png,full_ocr_draft;exact_full_major_match,待判断,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-6957bb52aab45f87,专业字段,专业明细,专业代号,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-a961ae6bda479290,11,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,31,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-37f40986ac294dd9,专业字段,专业明细,专业名称,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-a961ae6bda479290,11,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-6677a7a1faaea08e,专业字段,专业明细,专业接受度,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-a961ae6bda479290,11,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,待了解,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-3eaa05fa3506e7af,专业字段,专业明细,再选科目,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-a961ae6bda479290,11,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-605c9087841e5f33,专业字段,专业明细,备注/限制,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-a961ae6bda479290,11,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-6a815ba8cdff5676,专业字段,专业明细,学费,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-a961ae6bda479290,11,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,4000,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-bc12f589ff95c4d6,专业字段,专业明细,计划数,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-a961ae6bda479290,11,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,14,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-1df11f22ec630719,专业字段,专业明细,调剂影响,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-a961ae6bda479290,11,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,80,page-080.png,full_ocr_draft;exact_full_major_match,待判断,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-404b8bc341404e6e,专业字段,专业明细,专业代号,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-552d949cc667dec8,12,32,商务英语（要求高考英语成绩不低于,80,page-080.png,full_ocr_draft;exact_full_major_match,32,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-f04fa9bafe7dea81,专业字段,专业明细,专业名称,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-552d949cc667dec8,12,32,商务英语（要求高考英语成绩不低于,80,page-080.png,full_ocr_draft;exact_full_major_match,商务英语（要求高考英语成绩不低于,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-b839409dfb3a9bc9,专业字段,专业明细,专业接受度,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-552d949cc667dec8,12,32,商务英语（要求高考英语成绩不低于,80,page-080.png,full_ocr_draft;exact_full_major_match,待了解,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-086f90f055b49c28,专业字段,专业明细,再选科目,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-552d949cc667dec8,12,32,商务英语（要求高考英语成绩不低于,80,page-080.png,full_ocr_draft;exact_full_major_match,,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-965c9541fc63e118,专业字段,专业明细,备注/限制,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-552d949cc667dec8,12,32,商务英语（要求高考英语成绩不低于,80,page-080.png,full_ocr_draft;exact_full_major_match,商务英语（要求高考英语成绩不低于,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-d605b1b1e50ccdab,专业字段,专业明细,学费,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-552d949cc667dec8,12,32,商务英语（要求高考英语成绩不低于,80,page-080.png,full_ocr_draft;exact_full_major_match,5200,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核学费是否为正常学费且不超过家庭上限,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-53459ac0c22a90af,专业字段,专业明细,计划数,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-552d949cc667dec8,12,32,商务英语（要求高考英语成绩不低于,80,page-080.png,full_ocr_draft;exact_full_major_match,21,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核招生计划数是否准确,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-8c09d63685fc7a17,专业字段,专业明细,调剂影响,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-552d949cc667dec8,12,32,商务英语（要求高考英语成绩不低于,80,page-080.png,full_ocr_draft;exact_full_major_match,待判断,字段完整性标记:missing_subject_candidate；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,判断该专业是否会影响本组服从调剂,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-0be62d14d494babe,专业字段,专业明细,专业代号,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0e83de1e95002dfd,13,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,80,page-080.png,full_ocr_draft;exact_full_major_match,90,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；风险类型:语种或单科限制；风险说明:语种或单科限制；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核专业代号是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-ceceb57b42c54dbe,专业字段,专业明细,专业名称,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0e83de1e95002dfd,13,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,80,page-080.png,full_ocr_draft;exact_full_major_match,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；风险类型:语种或单科限制；风险说明:语种或单科限制；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核专业名称和方向备注是否准确,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-32f5c951f9264c84,专业字段,专业明细,专业接受度,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0e83de1e95002dfd,13,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,80,page-080.png,full_ocr_draft;exact_full_major_match,限制风险待核验,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；风险类型:语种或单科限制；风险说明:语种或单科限制；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,由家庭确认可接受、勉强接受或不能接受,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-a098ba95750d2454,专业字段,专业明细,再选科目,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0e83de1e95002dfd,13,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,80,page-080.png,full_ocr_draft;exact_full_major_match,,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；风险类型:语种或单科限制；风险说明:语种或单科限制；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核再选科目是否匹配化学、地理组合,pending,是,P0-字段必须优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_evidence_ledger,false,pending_manual_field_review,FR-a6916449a74f7163,专业字段,专业明细,备注/限制,历史候选,武汉商学院 C15003 第03组,C150,武汉商学院,C15003,G-43eaec6deac85123,M-0e83de1e95002dfd,13,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,80,page-080.png,full_ocr_draft;exact_full_major_match,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,字段完整性标记:missing_subject_candidate;low_ocr_confidence；结构异常规则ID:low_ocr_confidence；结构异常类型:OCR置信度低；风险类型:语种或单科限制；风险说明:语种或单科限制；页80：专业组11；专业明细77；结构异常17；候选命中33；P0-优先核页,,,,,,核校区、语种、单科、体检、合作办学、专项等备注,pending,是,P1-字段高优先核,逐字段核 PDF 原页；补湖北官方系统和高校章程值；再由家庭确认专业接受度。
