页级闭环索引ID,来源逐专业闭环批次表,来源期号,来源PDF_SHA256,数据阶段,索引粒度,最终可用,可进入下一阶段,PDF页码,页级执行总序,页面专业明细数,涉及院校数,涉及专业组数,C0_P0主批次专业明细数,C1字段缺口主批次专业明细数,C2官网辅证主批次专业明细数,C3常规三方主批次专业明细数,C4低风险抽检主批次专业明细数,含官网辅证任务专业明细数,B0B1官网差异专业明细数,有高校官网来源线索专业明细数,偏好专业明细数,数字媒体技术专业明细数,计算机类相关专业明细数,师范类相关专业明细数,字段缺口字段Top,首个专业行ID,首个院校代码,首个院校名称OCR,首要核验动作,下一步
CLOSEPAGE-92cfceb39d57d914,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,42,262,63,3,12,15,43,0,5,0,0,0,0,13,0,6,7,再选科目；专业计划数；学费,M-7298e92589824fb8,A151,华中师范大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-fe2ef495a1152561,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,46,264,48,4,14,30,18,0,0,0,0,0,0,9,0,9,0,再选科目；专业计划数；学费,M-dd7c35d1e2f41daf,A165,华南理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-64e095fe763fc624,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,48,271,48,2,14,14,34,0,0,0,0,0,0,7,0,7,0,专业计划数；再选科目；学费,M-95cdd44a3e5b8cbf,A171,西南交通大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-b3c0730cf3f50613,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,147,272,52,11,13,15,33,0,4,0,0,0,0,8,1,7,0,再选科目；专业计划数,M-51b67239a56bad50,T216,福州大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-b7eb6c689c037217,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,51,278,40,2,7,20,20,0,0,0,0,0,0,11,0,11,0,再选科目；专业计划数；学费,M-20268aac88849346,A177,西南大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-c5b76da3e608d34e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,53,283,36,3,13,16,19,0,1,0,0,0,0,6,0,6,0,再选科目；学费；专业计划数,M-dcf7127463acfbe2,A187,西安电子科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-e1822db470e60d09,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,50,285,49,3,13,13,36,0,0,0,0,0,0,7,0,6,1,专业计划数；再选科目；学费,M-9ac8df6ed8ea27e3,A177,西南大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-a9334987ece78b6f,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,52,286,62,3,7,32,30,0,0,0,0,0,0,11,0,11,0,专业计划数；再选科目,M-a233b888b2cac3b1,A181,西南民族大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-80e28a51cbc26fa4,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,54,288,46,2,10,26,20,0,0,0,0,0,0,11,0,11,0,专业计划数；再选科目,M-1977b80b9f6509aa,A189,长安大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-2e01e17467891f7c,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,49,291,49,3,6,22,27,0,0,0,0,0,0,6,0,6,0,再选科目；学费；专业计划数,M-29a8a53e4357ef56,A175,中国民用航空飞行学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-5d23e965603269f7,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,236,296,85,5,11,54,27,0,2,2,0,0,0,9,1,7,1,再选科目；专业计划数,M-0ae549c5cc552c9e,K779,新疆理工学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-8effee409c625e1a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,55,299,55,3,23,19,31,0,4,1,0,0,0,4,0,3,1,再选科目；专业计划数；学费,M-069bc0ba207b907b,A191,西北农林科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-af3e133428b9e25c,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,40,302,55,3,10,30,25,0,0,0,0,0,0,11,0,11,0,再选科目；专业计划数；学费,M-32656100e914fb20,A141,武汉大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-5a5b0f9b7d3f8fc8,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,59,310,55,3,14,4,47,0,4,0,0,0,0,11,0,11,0,再选科目；专业计划数；学费,M-64d92f83280a7e11,A211,中国石油大学（北京）,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-e6c3dd630428fd54,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,60,312,41,8,16,17,19,0,5,0,0,0,0,7,0,7,0,再选科目；专业计划数；学费,M-8bdf5ead699c5b1b,A309,中国人民大学（苏州校区）,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-6c1e671f9af5b46d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,61,315,37,4,10,6,30,0,1,0,0,0,0,11,0,9,5,再选科目；专业计划数；学费,M-a264db275ee00622,A313,北京交通大学（威海校区）,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-511a418e72591eb7,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,62,316,35,6,14,20,14,0,1,0,0,0,0,8,0,8,0,再选科目；专业计划数；学费,M-b38d3260263d7d6f,A337,复且大学医学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-c66c65175fecc310,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,64,322,35,6,11,14,18,0,3,0,0,0,0,9,0,9,0,再选科目；专业计划数；学费,M-7ee2abe7a850afd4,C101,湖北警官学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-2a459380709e2fe4,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,65,324,45,1,8,8,30,0,6,1,0,0,0,5,0,5,0,再选科目；专业计划数；学费,M-0015a837bc6e2e24,C102,武汉科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-4d89d294cd4ca9f2,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,67,325,47,2,12,16,27,0,2,2,0,0,0,8,0,3,5,再选科目；专业计划数；学费,M-82f1d5f8ced5ec62,C103,湖北大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-b4c96d80854dd27e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,68,326,61,2,16,16,36,0,5,4,0,0,0,10,0,5,5,再选科目；专业计划数,M-9e79f0d440e3a08d,C105,长江大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-c097638f92de80ba,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,72,333,70,3,18,50,17,0,2,1,0,0,0,16,0,9,7,再选科目；专业计划数；学费,M-32394582b6710a60,C116,湖北科技学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-a17554a0d2b15a66,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,63,335,45,5,11,9,32,0,3,1,0,0,0,9,0,9,0,再选科目；专业计划数；学费,M-544589a5558dcfe6,A349,合肥工业大学（宜城校区）,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-1f1362ea41d1bc65,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,74,337,81,3,17,81,0,0,0,0,26,26,26,9,0,8,1,再选科目；专业计划数,M-8a9c705440f7afe4,C126,湖北文理学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-450ddec8dd206c2e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,75,340,88,3,19,63,24,0,1,0,0,0,0,14,0,13,1,再选科目；专业计划数；学费,M-80e5e29500906fcd,C128,湖北经济学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-fd93751649ac3ea8,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,163,341,78,8,10,27,48,0,2,1,0,0,0,10,1,7,2,再选科目；专业计划数；学费,M-2b76bce4f777b78a,H881,江西师范大学科学技术学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-b74f5ee9461495ba,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,79,357,78,2,21,78,0,0,0,0,0,0,0,20,0,12,8,再选科目,M-dfdfc78e5369f9fa,C137,湖北,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-76546f9a641ede2b,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,82,374,92,3,13,38,47,0,7,0,0,0,0,19,0,17,2,再选科目；专业计划数；学费,M-6e86874b499bbb5a,C202,武汉晴川学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-1352246e33277e9d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,85,384,60,3,8,8,46,0,6,0,0,0,0,13,0,12,1,再选科目；学费；专业计划数,M-74ffd40490e89a0a,C210,武汉工程科技学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-7d7116e23efef729,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,83,402,60,3,6,12,44,0,4,0,0,0,0,11,0,10,1,再选科目；学费；专业计划数,M-03cbffd8d4780e0e,C205,武昌首义学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-08a35293e09f5084,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,93,405,46,10,15,25,21,0,0,0,0,0,0,9,0,8,1,再选科目；专业计划数；学费,M-29e6bc3f2ca27d4d,F013,北京物资学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-2d0c8af807ef45ac,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,90,409,95,5,16,42,48,0,5,0,0,0,0,18,0,18,0,再选科目；专业计划数；学费,M-14c8884e239bd71d,C230,湖北工程学院新技术学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-215bb47da8fac334,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,94,411,70,9,18,24,44,0,1,1,0,0,0,11,0,11,0,专业计划数；再选科目；学费,M-ceca429dce05aaad,F091,天津科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-8e63fd3e77796b10,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,95,416,68,5,18,47,18,0,2,1,0,0,0,8,0,8,0,再选科目；专业计划数；学费,M-c0e94e6064b6f78d,F093,天津理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-752ae7bdbb96bf25,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,195,417,54,4,23,20,32,0,1,1,0,0,0,11,1,10,0,再选科目；专业计划数；学费,M-f8cfcde4d726099b,H892,桂林电子科技大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-31bd9b9f5f7b338e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,98,430,78,5,13,27,51,0,0,0,0,0,0,12,0,12,0,专业计划数；再选科目,M-63fd898f52052b36,F176,河北大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-934385f53d1bd0c1,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,103,448,58,7,15,7,42,0,8,1,0,0,0,10,0,9,1,再选科目；专业计划数；学费,M-83ec988d877c0c17,F201,唐山学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-78a8efcbaaa1a9a3,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,104,449,68,11,26,26,42,0,0,0,0,0,0,8,0,8,0,专业计划数；再选科目；学费,M-5a39c72f0406bb41,F241,河北科技学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-e114c448f4ab8554,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,105,453,48,5,11,11,32,0,3,2,0,0,0,6,0,5,1,再选科目；专业计划数；学费,M-553ec8edd2242dfe,F255,河北地质大学华信学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-6216f8a75fd5bb3d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,111,466,56,5,28,7,36,0,4,9,0,0,0,6,0,6,0,再选科目；专业计划数,M-9c8943ab67087c26,F384,内蒙古大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-601ca99d55f00a2e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,112,467,44,10,28,21,11,0,4,8,0,0,0,12,0,4,8,再选科目；专业计划数；学费,M-22b24befea658e9a,F461,辽宁大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-d0e2dbb0bac1917d,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,117,469,65,12,20,32,30,0,2,1,0,0,0,8,0,7,1,再选科目；专业计划数；学费,M-0a7b755fc8906e2d,F492,大连大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-683e725c03a87baa,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,116,474,48,10,22,21,23,0,2,2,0,0,0,9,0,1,8,再选科目；专业计划数,M-cf0c0b828f33cb24,F481,沈阳医学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-05a8ea5382b9fd88,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,122,475,63,7,23,19,42,0,0,2,0,0,0,9,0,9,0,专业计划数；再选科目；学费,M-830ed1c293ce9823,F596,吉林工商学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-114d4eefde1dae39,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,126,480,68,9,32,35,27,0,3,3,0,0,0,19,0,7,13,专业计划数；再选科目,M-b3a6e7a64dcb0659,F698,绥化学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-008451a05e1e7aa3,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,127,481,64,12,21,20,33,0,10,1,0,0,0,10,0,10,0,再选科目；专业计划数；学费,M-30564299ba06a6d7,F741,哈尔滨石油学院,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-632667547e7cd3e0,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,31,489,55,3,7,6,45,0,4,0,0,0,0,9,0,9,0,再选科目；专业计划数；学费,M-02776f09454793d3,A115,中国矿业大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
CLOSEPAGE-f38cfe2e2facbcc7,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_page_index,PDF页码,false,false,124,493,58,4,16,20,35,0,2,1,0,0,0,8,0,8,0,再选科目；专业计划数；学费,M-da3a10b5dbff2637,F684,哈尔滨理工大学,回看PDF原页并同步补湖北官方系统/高校官网证据,按页批量回看PDF原页，完成页内逐专业字段和组边界核验；页级索引不得替代逐专业明细。
