高校源AdapterD0D1逐项准出门禁ID,来源D0D1逐项证据路由公开账本,来源D0D1逐项证据路由摘要,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否可进入私有写回评审,执行序号,来源页码,版面列,页码版面键SHA16,高校源AdapterD0D1逐项证据路由ID,高校源AdapterD0D1人工核验项ID,高校源AdapterD0D1页列核验包ID,高校源AdapterD0D1页列进度公开账本ID,高校源AdapterD0D1页列PDF视觉核验审计ID,人工核验优先级,冲突核验桶,准出门禁状态,准出动作组,PDF原页证据缺口,湖北官方侧证据缺口,高校辅证验证缺口,冲突处理缺口,双人复核缺口,三方闭环缺口,字段写回缺口,必要缺口数,缺口组合桶,PDF视觉素材状态,私有页图证据编号,私有页图SHA256,私有栏图证据编号,私有栏图SHA256,私有审阅HTML证据编号,私有审阅HTML_SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,私有页列HTML证据编号,私有页列HTML_SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网结构化源状态,字段事实写回状态,公开安全策略,下一步
SSITEMGATE-3486f34723fe2c20,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,123,96,right,3177bfc9d7ae8ecf,SSITEMROUTE-38c426e425da236d,SSREVIEWITEM-f9f5fe4f1ccc07ef,SSPAGE-e4ca47f365bd1065,SSPAGEPROG-27781dfad166b546,SSPAGEVIS-6ca00ceb80c63eb5,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-096,9018005425e6c32672316c5a46908b04de1658cf2732dcd68be62448f5a88be4,local_d0_d1_page_side_visual_crop_013,c3f9f1a0ae084532966b9c8c4332b20873d273ef649cb705a9599d886ef28b75,local_d0_d1_page_side_visual_html_013,93614c696932950ff6e95941108d990f61527df65800a91a06491dbbee33e278,local_school_source_adapter_d0_d1_page_side_csv_013_not_public,42bf8b2b43646fe2768c943928b65560b2c19f31076aff5a078b9d89b6d718b1,local_school_source_adapter_d0_d1_page_side_html_013_not_public,c64e55df6c68c977bc5e6b3f19af79c4351fb9819441341dd2aa9bcd1f045603,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-18008ad636668d63,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,124,96,right,3177bfc9d7ae8ecf,SSITEMROUTE-ed6b72bc0d6e7c4f,SSREVIEWITEM-7ad657514113273f,SSPAGE-e4ca47f365bd1065,SSPAGEPROG-27781dfad166b546,SSPAGEVIS-6ca00ceb80c63eb5,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-096,9018005425e6c32672316c5a46908b04de1658cf2732dcd68be62448f5a88be4,local_d0_d1_page_side_visual_crop_013,c3f9f1a0ae084532966b9c8c4332b20873d273ef649cb705a9599d886ef28b75,local_d0_d1_page_side_visual_html_013,93614c696932950ff6e95941108d990f61527df65800a91a06491dbbee33e278,local_school_source_adapter_d0_d1_page_side_csv_013_not_public,42bf8b2b43646fe2768c943928b65560b2c19f31076aff5a078b9d89b6d718b1,local_school_source_adapter_d0_d1_page_side_html_013_not_public,c64e55df6c68c977bc5e6b3f19af79c4351fb9819441341dd2aa9bcd1f045603,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-a9896b6174457777,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,125,109,left,68eecacd0899c7e8,SSITEMROUTE-290b4db264163093,SSREVIEWITEM-8265e855adeacbf2,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-d4aac16b2f38b4d1,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,126,109,left,68eecacd0899c7e8,SSITEMROUTE-5b9a2c54713f3b7c,SSREVIEWITEM-ea29af74638ef133,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-5beb71a18b8a407f,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,127,109,left,68eecacd0899c7e8,SSITEMROUTE-085c01e5361d17ea,SSREVIEWITEM-eb370dbb8462b048,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-dd93a2f27a5e34fe,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,128,109,left,68eecacd0899c7e8,SSITEMROUTE-fc498a304d4f712a,SSREVIEWITEM-165fbf7cddcab9ab,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-5dfc8225003acff6,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,129,109,left,68eecacd0899c7e8,SSITEMROUTE-ef6de5b3c32b7d71,SSREVIEWITEM-bb50c4d15fab29a6,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-97f27a9a0da5a68b,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,130,109,left,68eecacd0899c7e8,SSITEMROUTE-e111a235a8186aa1,SSREVIEWITEM-bf18d3e4ed0e5b53,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-6ae5a718ab11c690,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,131,109,left,68eecacd0899c7e8,SSITEMROUTE-058e807d11f49100,SSREVIEWITEM-3ac5172167781a49,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-48d5ccd9b40799d6,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,132,109,left,68eecacd0899c7e8,SSITEMROUTE-f3362fb55f081eec,SSREVIEWITEM-63161b15c488a69c,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-41f50d92f914f12c,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,133,109,left,68eecacd0899c7e8,SSITEMROUTE-35396c09a17e7e98,SSREVIEWITEM-72b44e96f99eb21a,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-681d9315751dcd89,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,134,109,left,68eecacd0899c7e8,SSITEMROUTE-fe2214232898d602,SSREVIEWITEM-c19e2952ec5892a3,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-9cc4ce95c9865d46,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,135,109,left,68eecacd0899c7e8,SSITEMROUTE-027576d8452b71fe,SSREVIEWITEM-4bbabb669df4fbba,SSPAGE-970c25215ee230f8,SSPAGEPROG-90e17d62cf0cca39,SSPAGEVIS-31251e1b6011b6cd,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-109,533edd540e60b82207ab620eebfe0228378dafe8f0faa4eb9d8e9a32c656f5ed,local_d0_d1_page_side_visual_crop_014,3dad452e7e66433d4d02a5e8ce2d560ba8b490118a9229184fa64bed87dac6aa,local_d0_d1_page_side_visual_html_014,de49fdb388d0738d04176a636f8354778b165650391827198e6e8fb17d9f8a35,local_school_source_adapter_d0_d1_page_side_csv_014_not_public,43b6a0bacc181e665f9a0433b0ec2576b9c85764886f6137f8b3cbda754eb551,local_school_source_adapter_d0_d1_page_side_html_014_not_public,ca8e925e79ba5adb3c750aecca8084c552d5961a94c36b06035478e439255958,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
