官方不可得抽样Overlay公开账本ID,来源官方不可得抽样执行明细,来源私有抽样复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,来源官方不可得抽样执行明细ID,专业行ID,专业组出现ID,来源页码,版面列,页码版面键,执行类别,执行优先级,风险等级,官网辅证自动动作,是否100%人工核验,是否抽样核验,是否低风险样本,是否需要双人复核,抽样策略,样本序号,样本最低明细数,私有Overlay证据编号,私有OverlayCSV_SHA256,私有Overlay记录SHA256,私有Overlay记录是否存在,私有Overlay记录缺失数,PDF原页已填字段数,湖北官方侧已填字段数,高校辅证已填字段数,三方一致性可评估,抽检失败状态,升级状态,首轮复核状态,次轮复核状态,字段事实写回状态,Overlay进度桶,公开安全策略,下一步
SAMPLINGOVERLAYPROG-605275b763992f38,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-d1cfb5e67538de5f,M-89b74b497cad2e7f,G-3e1e79ed3becc5d0,57,left,057-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,7da74a741e447fb37cbec80771c74848c90715417debde7b0a09994fed5282b6,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-727a8eb00985801b,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-5c7ae5f3f3e7da99,M-6f45e0358062a335,G-06d6761ecafe9d62,70,left,070-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,1,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,eade149f8607b474919a16f659f0a052716c5c04558a0fcf0fceabefff849f7d,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-52cd65f0d4af01df,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-24f60a4ac9f40d6c,M-b1b11d1758e31fc0,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,2,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,e3ab04fb56d2b187b2e8d2beb37fe81c1ad3b625bc17ed61cf96ed04e8de7c84,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-15ca6884599887d5,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-5be4fd11e83833f1,M-6e01e1645d19ebfd,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,3,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,86793cfe2a99e54115a3286778b1903a6952ee62b43acd3a9b7b35de01d480dc,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-7895ad9d05c7805e,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-2ef1da2194a2a238,M-e99202b2e2728622,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,4,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,e830031c8d7ed05a2a6d3fa018c7def5363fb96cb0529e8f73598247f6e1df6e,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-b4ddcf10e121d624,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-5900463b6d9cbb7a,M-cc636083a3433325,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,5,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,16379d6aec50651bc07d4e08b46b6084027421b59627be232e9966f3068520c9,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-bf5d867e33ad06f7,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-6dc7f2de6931334f,M-916f5239ec5a0593,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,6,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,67d2e59c5144fd1e3f0e7432428c61db8bba10f12bee6ec1d0651c1767a0ccb3,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-cf917e5e46f9d621,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-b109913dba80a16f,M-f9c56d652fbb33cd,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,7,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,0cc9c6512b1ac0fcc4b2e522812950234251333be4241db79250376285ef2ce1,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-0f34a8f16996baa7,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-effd30de344245df,M-30ddedf35876cad1,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,8,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,86fddb84f5852cb361ebc1819c8da7099a8ae95488daf89dac98cadd7b3c0e4b,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-771fb15bd6dda38c,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-c71059d6f6437ff3,M-97356b83d76caabd,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,9,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,ba8e73c425953e2178cf2e0e86b1416eab06ce2c66726ce52bc34c54a00b4c67,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-3ee2c8fa6aac778b,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-796505ae891eca3b,M-d5bfdfacbf80256f,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,10,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,13dcc8a39744211d658fa9fffa36ebc242d6bb4358655378115809ee6e7b7437,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-1863170a43d2fa59,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-ce9c1fd487a93c15,M-0892ad4e5c518719,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,11,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,2c69f62427219e4f4c3c9004e44e3d9afc330652c3679a3abe04b4242dc18a9a,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-734a184ee0290606,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-0f3d5f1e00044508,M-ec0d83fb4e950a93,G-facec610841ca140,70,right,070-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,12,12,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,1fc156f70375fc7e312e38a980f674e6aca5b4abbf13e7b7147c148d3c10bbe9,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-d1734dbfcde22ed1,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-ebb45f4793644469,M-0e83de1e95002dfd,G-43eaec6deac85123,80,right,080-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,1,2,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,7f19b07b3a2c588828a3133a3f96dbd461b34142b528ecb44a9d5b16fb3b97ae,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-43f78958b5d7be76,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-268e69eed450dcbf,M-41b02b5d8de0b251,G-c17bbc8198fca6e9,81,left,081-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,2,2,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,825b6966cd320b541959ed3d6f4c323b5a68b4a54bc909e971eb536f27aa27ae,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-0480636120392836,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-d4c13241987ed148,M-ba76e18b079d513f,G-954865af1940403b,96,right,096-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,b56d2991f0e56ed649e9115fed2916a9bc4e428404f7536694ebab7ce5e68ebf,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-dd333d6ecb9360c1,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-b517a5d5211835ad,M-2a039956ee3b5d43,G-158e8a85ddd262f3,135,right,135-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,1,3,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,0bd69a4f49774ccc86eadf6ddc133ff513922d3aa65b897592cee902cb8cccea,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-4d9e1ec2c16ffbe0,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-7871ade3aa9383e6,M-2d83c1ada1a7794e,G-158e8a85ddd262f3,135,right,135-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,2,3,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,f7c8b7525a37611094aab91fd0efc64a9956e7beb5ee3ddae4b3f3939ad45ef9,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-fcfc4757e70ee147,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-71129e57b89b1911,M-333b9b0165c63dc9,G-158e8a85ddd262f3,135,right,135-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,3,3,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,1a1c16b9edd45fb7476357a86866b2f8ac3dd9b98e8b625aa1abffd360f479be,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-0c8b8743e8ecaf6b,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-9d3fcf6c2c0d4659,M-b0e700912fffe743,G-69a8112ee16cf2ba,169,right,169-right,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,81f908997d8c318f3242ddd670f5dba75e9d3c918260c0ca76e81bf29c55228f,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
SAMPLINGOVERLAYPROG-1837bbfe749b26d8,data/working/issue19-official-unavailable-sampling-execution-detail.csv,local_sampling_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_review_overlay_public_ledger,逐专业招生明细,官方不可得抽样执行明细×人工复核Overlay进度,false,false,false,false,false,false,false,SAMPLINGEXEC-b108286e17457fbe,M-0e8881b7e05a4ea3,G-37268c0379be16ef,199,left,199-left,H0-高风险100%人工核验,00-高风险逐专业核验,R3-high,C7-官网源未匹配专业需人工确认专业名,true,false,false,true,100%人工核验,1,1,issue19-official-unavailable-sampling-review-overlay-csv,8e2087d21e8f33ba27a773f9bc660077d8498b02c5396407c5f975b4538b91b4,8967d9f3d66b601395b7f4d77f7a8db2f8ee834bf8a23be2fe7d5be1d07d7bbb,true,0,0,0,0,false,not_evaluated,not_evaluated,pending,pending,blocked_until_private_overlay_pdf_hubei_review_closed,R0-Overlay已生成未填写,公开表只保存抽样复核进度、门禁状态、证据编号和SHA；不公开学校专业明细、字段读数、人员字段或备注正文。,在本地抽样复核Overlay录入PDF原页、湖北官方侧和必要高校辅证；抽检失败时按同页列、同校或同组升级边界扩大人工核验。
