事实动作包ID,来源事实证据通道工作台,来源准出执行叠加表,来源高校官网辅证进度看板,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,事实动作包序号,来源执行顺序,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,第一闭环页列优先级,事实核验动作组,动作组排序,包执行优先级,页列事实总数,动作包事实数,动作包字段事实数,动作包专业名归属事实数,动作包专业组边界事实数,专业计划数字段事实数,学费字段事实数,再选科目字段事实数,待人工判定字段事实数,涉及任务数,涉及字段状态数,涉及专业行数,涉及专业组出现数,涉及院校代码数,PDF原页通道状态分布,OCR提示通道状态分布,机器坐标通道状态分布,高校官网辅证通道状态分布,湖北官方侧通道状态分布,冲突处理通道状态分布,双人复核通道状态分布,三方闭环通道状态分布,专业名归属通道状态分布,专业组边界通道状态分布,仍需PDF原页事实数,仍需湖北官方侧事实数,仍需高校辅证事实数,仍需冲突处理事实数,仍需双人复核事实数,仍需三方闭环事实数,仍需专业名归属事实数,仍需专业组边界事实数,同校高校源任务去重数,同校高校源最高证据层级分布,同校高校源下一批优先级分布,同校高校源留存状态分布,同校高校源候选diff去重数,同校高校源冲突候选去重数,同校高校源补缺候选去重数,事实集合SHA16,任务集合SHA16,字段状态集合SHA16,院校代码集合SHA16,包级完成证据要求,包级主阻断原因,包级下一步最小核验动作,公开安全策略
FCFACTPACK-8f741edef82a5657,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,43,24,137-left,137,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A6-高校辅证提示回接,6,024-06,5,3,3,0,0,1,1,1,0,1,3,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×3,O2-高校有线索但PDFOCR缺候选×3,M0-无机器坐标提示×3,S1-有高校辅证线索或自动官网任务，待私有辅证记录×3,pending_hubei_official_review×3,C1-高校补缺线索，PDF原页缺候选需人工看图×3,not_required_or_task_level_pending×3,pending_private_three_way_field_confirmation×3,not_applicable×3,not_applicable×3,3,3,3,0,0,3,0,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,24,3,4,c96278d78272fcb7,d179c62534e95ca5,0497ae10c7af5fa7,573261a7e560eca8,PDF原页；湖北官方侧；高校官网辅证；三方闭环×3,常规事实仍缺PDF原页与湖北官方侧闭环×3,先把高校官网辅证接入私有核验材料，再回 PDF 原页和湖北官方侧闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-1f56fb3a7857fd96,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,44,25,014-left,14,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,025-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,c7ee78aec3144f57,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-1f472a32d4428e81,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,45,25,014-left,14,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,025-03,2,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,d53a00eb3e3b6bd5,7e850f28b678a878,97a08fcdfd8ac2e5,1f064950c2205f57,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-dff426f5608f6351,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,46,26,032-right,32,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,026-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,5ff1a6a0dff6a5a5,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-c895447a85bd63b5,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,47,26,032-right,32,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,026-03,2,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,4bf8f8cae95d5915,9e605a53a1548ab0,26aa65f1bf3465bf,c2b4dc8516cfc3e8,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-6c89b8c4128ed0a6,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,48,27,033-right,33,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,027-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,d369b873bc830f09,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-117cb3fdbccb5be3,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,49,27,033-right,33,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,027-03,2,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,0f30aa756dc64c48,6495b02e5c41ed42,82fc9ddbf572349e,f4d03d1f4f7f755d,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-b6f43758f0566044,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,50,28,102-left,102,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,028-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,d122170d7e30e265,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-6503afec9e8c0223,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,51,28,102-left,102,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,028-03,2,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,057986f113e52e78,8ae05f0f2e1cac11,e94ce83ae1d72201,761de3869be98128,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-47c39410ff17cbdc,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,52,29,228-left,228,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,029-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,7a148cc79f700d3a,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-6163617d402902c5,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,53,29,228-left,228,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,029-03,2,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,40b016477649fab0,f77477d05abdd5e2,cd26c9cf7af464af,bc2b80485378e010,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-2f9be8de06b74cd0,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,54,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,030-01,38,18,0,18,0,0,0,0,0,18,0,18,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×1；P3-无稳定OCR提示，需人工看PDF原页×17,O3-仅PDFOCR候选待人工核页×1；O5-无公开OCR候选提示×17,M0-无机器坐标提示×18,S1-有高校辅证线索或自动官网任务，待私有辅证记录×18,pending_hubei_official_review×18,C3-仅PDFOCR候选，需人工核页×1；C4-无可比候选，需人工看图或随页列闭环×17,blocked_pending_double_review×17；not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×18,pending_pdf_hubei_closure×18,not_applicable×18,18,18,0,0,17,18,18,0,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,14dae306a4331298,b88cbc7c0a804165,,f0d53abbf1e2b5c3,PDF原页；湖北官方侧；三方闭环；专业名归属×1；PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属×17,结构事实仍缺PDF原页与湖北官方侧闭环×18,先核专业名、备注和限定词归属，确认属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-58b7c3aec847fb7b,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,55,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A2-专业组边界事实随页先核,2,030-02,38,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,89d4f2cac9ee8945,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-b0af06a21d10e892,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,56,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A3-双人复核事实先核,3,030-03,38,17,17,0,0,0,0,17,0,17,17,17,1,1,P3-无稳定OCR提示，需人工看PDF原页×17,O5-无公开OCR候选提示×17,M0-无机器坐标提示×17,S1-有高校辅证线索或自动官网任务，待私有辅证记录×17,pending_hubei_official_review×17,C4-无可比候选，需人工看图或随页列闭环×17,blocked_pending_double_review×17,pending_private_three_way_field_confirmation×17,not_applicable×17,not_applicable×17,17,17,0,0,17,17,0,0,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,3bd8dda486a5564e,aece0c66e0351c7d,feaff6401b6ecc44,f0d53abbf1e2b5c3,PDF原页；湖北官方侧；双人复核；三方闭环×17,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×17,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-290d848fc281a9e8,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,57,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A7-常规PDF湖北官方闭环,7,030-07,38,2,2,0,0,1,1,0,0,1,2,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×2,O3-仅PDFOCR候选待人工核页×2,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,pending_hubei_official_review×2,C3-仅PDFOCR候选，需人工核页×2,not_required_or_task_level_pending×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,2,2,0,0,0,2,0,0,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,b6dc1183a71618ef,c483a6c5b0698363,d4d867eb815f82f2,f0d53abbf1e2b5c3,PDF原页；湖北官方侧；三方闭环×2,常规事实仍缺PDF原页与湖北官方侧闭环×2,按常规 PDF 原页和湖北官方侧闭环；完成前不得写回字段事实或进入推荐。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-6089304d5de738ce,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,58,31,070-right,70,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,1,031-01,31,11,0,11,0,0,0,0,0,11,0,11,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×11,O3-仅PDFOCR候选待人工核页×11,M0-无机器坐标提示×11,S1-有高校辅证线索或自动官网任务，待私有辅证记录×11,pending_hubei_official_review×11,C3-仅PDFOCR候选，需人工核页×11,not_required_or_task_level_pending×11,pending_private_three_way_field_confirmation×11,pending_pdf_hubei_closure×11,not_applicable×11,11,11,0,0,0,11,11,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,123,3,0,9a2e412fdbddff91,361dcd0eb0b9fc64,,9fd3efd1c6e4aa5c,PDF原页；湖北官方侧；三方闭环；专业名归属×11,结构事实仍缺PDF原页与湖北官方侧闭环×11,先核专业名、备注和限定词归属，确认属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
