第一闭环核验结果ID,来源第一闭环下一步动作矩阵,来源第一闭环页列下一步汇总,来源第一闭环证据状态账本,来源字段事实核验任务,来源高校源E0人工回页队列,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,结果序号,第一闭环下一步动作ID,第一闭环证据状态公开账本ID,第一闭环页列下一步动作ID,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,第一闭环页列优先级,核验动作层级,任务结果桶,核验结果状态,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,专业行字段任务数,专业行P0字段任务数,专业行P1字段任务数,专业行P3字段任务数,专业行字段状态分布,专业行字段缺口类型分布,页列任务数,页列双人复核任务数,页列人工看图任务数,页列高校辅证线索任务数,页列核验动作层级分布,同校E0人工回页提示状态,同校E0人工回页任务数,同校E0人工回页风险桶分布,同校E0人工回页队列集合SHA16,完成证据要求,当前阻断原因,下一步核验动作,公开安全策略
FIRSTRESULT-f696938f950442f9,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,181,FIRSTNEXT-e1a850df09c2db5a,FIRSTEVID-e728840862edb7e7,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-71edd57df6132e94,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-ba5cee9e156ea062,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-e8def774a01c211b,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,182,FIRSTNEXT-a722604613e00801,FIRSTEVID-2396216865ee6fc4,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-81c8c77e8830e077,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-4a6209dd341f05a5,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-38fde58fe5ea8d4d,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,183,FIRSTNEXT-526e49ae84d32831,FIRSTEVID-7e472ecbd8d9f150,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-844eebd62e0ea14a,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-eb18c68df6af2f4d,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-9a4a1e795b165b06,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,184,FIRSTNEXT-6b52810dd05c6a8a,FIRSTEVID-735c312c090e421c,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-88c7883b4b4503f6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-de96b2c78977c1f5,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-33fcff00b51152e7,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,185,FIRSTNEXT-690655644be92ec3,FIRSTEVID-fcf24875bdafa8b5,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-88d1b347fbb30275,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-9807e5b6e5757591,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-821d6b2aedee4ffb,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,186,FIRSTNEXT-9b344847cb21f38a,FIRSTEVID-3d5ee1539f8027d2,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-890f406b7b9b56e5,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-fa76362af83034d1,G-052b32c1ecd65258,K485,自动官网辅证任务,学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N4-PDFOCR候选人工确认,R4-PDFOCR候选人工确认,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,false,false,false,false,3,1,0,2,K0-字段缺口无候选需原页重读×1；K2-OCR候选存在但三方核验未闭环×2,专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M2-专业名归属或匹配规则先核×1,9bf7c6f89049759b,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,按PDFOCR候选逐项人工确认，不能自动写回。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-7447a3886dda8504,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,187,FIRSTNEXT-d22ae2c4dc9cd330,FIRSTEVID-22d6a5ddc49d551a,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-a0ac8bdfbadc9df6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-59f2fe4937c929af,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-f36dbe2872d0bce0,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,188,FIRSTNEXT-b460ea548e3faae5,FIRSTEVID-dc761e5c9dba3727,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-be264c75f53789f6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b54865ae837a800d,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-420275dc74b97a64,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,189,FIRSTNEXT-fd8c32f51862672d,FIRSTEVID-eeac575a3c13c405,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-c45ce9a5ad638ec1,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-216cedcbd6540689,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-e80215d7402f7d0f,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,190,FIRSTNEXT-d41c779ae8903c99,FIRSTEVID-2aa0b3e076965680,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-d5c9c69ee717f2f3,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-c3ff06ecc81ab136,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
FIRSTRESULT-3f1841da5949fc58,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_verification_result_board,第一闭环高风险明细任务,逐任务×PDF/OCR/高校官网/湖北官方/冲突状态,false,false,false,false,false,false,false,false,191,FIRSTNEXT-093918a58adfed48,FIRSTEVID-cd2d9e1aae5f05bb,FIRSTNEXTPAGE-31c602d7daf5c772,FIRSTDETAIL-eb9ea199817a9465,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b23da168ecf3a69d,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,pending_pdf_hubei_school_closure,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,3,1,1,1,K0-字段缺口无候选需原页重读×1；K1-字段缺口有候选待PDF原页和官方核验×1；K2-OCR候选存在但三方核验未闭环×1,再选科目；专业计划数×3,39,1,6,19,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×18；N2-机器坐标辅助核PDF原页×13；N3-无稳定候选人工看图×6；N4-PDFOCR候选人工确认×1,H1-同校存在E0人工回页队列,1,M1-OCR补缺线索先核×1,6ff749c6e7801e92,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,PDF原页未完成逐项核页；湖北官方系统或省招办计划未闭环；高校官网辅证仍待私有记录或回页核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,公开结果表只保存状态、计数、ID和SHA；不保存学校专业文本、字段读数、OCR正文、截图路径、人工记录、登录态或个人身份信息。
