高校源进度看板ID,来源高校官网辅证自动执行批次,来源高校源最新对齐账本,来源C4C6高校源刷新执行包,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,看板序号,高校官网辅证自动执行批次ID,高校源最新对齐ID,高校官网辅证状态快照ID,院校代码,院校名称公开,自动执行泳道,原官网来源状态,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,最新高校侧证据层级,相对原自动账本推进状态,最新证据来源族,最新公开证据集合SHA16,来源类型桶,建议来源形态,来源留存状态,涉及招生明细数,涉及专业组数,原涉及PDF页数,next20结构化湖北物理行数合计,next20结构化计划数合计,live补源记录数,live结构化输出记录数,C4C6复用包数,C4C6结构化diff包数,C4C6补源尝试记录数,C4C6综合结构化官网证据行数,C4C6可生成候选diff明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,需补结构化明细数,需继续补源明细数,计划数冲突行数,官网补缺候选行数,官网未匹配行数,下一批推进优先级,下一批推进动作,所需源类型,人工最小核验动作,仍需补源或解析原因,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SOURCESPROGRESS-d6eacbb794715e48,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,39,SCHOOLSRCEXEC-45f01373056962e7,SOURCESYNC-67aa7d720c0ea925,SCHOOLSRCSTATUS-ee0fccc1482d2f1b,K153,成都信息工程大学,A5-章程规则核验,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,c4c6_reuse；c4c6_diff,b83a3fb30ad54207,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,13,1,1,0,0,0,0,1,1,0,38,6,2,4,0,9,0,0,0,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,HTML/招生系统入口,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-f41c82729b70aaaf,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,40,SCHOOLSRCEXEC-47777aea9c0297d1,SOURCESYNC-7aea4b5b32ff4e50,SCHOOLSRCSTATUS-0f4102eb6a1d8ed5,F099,天津外国语大学,A3-补结构化或解析公开来源,has_reusable_2026_hubei_plan_source,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,c4c6_reuse；c4c6_diff,12dd7663c4d171b1,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,12,4,1,0,0,0,0,1,1,0,14,12,0,12,0,12,0,0,0,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-e363d3f01f7f0b3f,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,41,SCHOOLSRCEXEC-a7155a27626f3618,SOURCESYNC-9b750700e0d79983,SCHOOLSRCSTATUS-07408924360569a2,A033,中国传媒大学,A3-补结构化或解析公开来源,has_reusable_2026_hubei_plan_source,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,next20；c4c6_reuse；c4c6_diff,b0830e7ae227d08b,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,10,6,2,14,34,0,0,1,1,0,14,5,3,2,0,10,0,0,0,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,API/JSON,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-49a0f0a3510a11f4,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,42,SCHOOLSRCEXEC-30d4a29db400241f,SOURCESYNC-7c5f1b00048d4063,SCHOOLSRCSTATUS-a9ab8663a8e1a0c2,K153,成都信息工程大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,c4c6_reuse；c4c6_diff,b83a3fb30ad54207,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,9,5,2,0,0,0,0,1,1,0,38,6,2,4,0,9,0,0,0,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-eb7405df1eb38526,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,43,SCHOOLSRCEXEC-91b15bf4b9b7bcd4,SOURCESYNC-c0aa0f15265b5815,SCHOOLSRCSTATUS-35ff2fd853b7d16d,A033,中国传媒大学,A1-官网补缺线索回页核验,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,next20；c4c6_reuse；c4c6_diff,b0830e7ae227d08b,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,8,2,1,14,34,0,0,1,1,0,14,5,3,2,0,10,0,0,8,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,API/JSON,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-c16a994751abf151,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,44,SCHOOLSRCEXEC-005c21dcd52c25b2,SOURCESYNC-d1cbe7186c8e3c2c,SCHOOLSRCSTATUS-6a05d3a33939cc26,F305,忻州师范学院,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,c4c6_reuse；c4c6_diff,5850f74ee5007c42,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,8,3,1,0,0,0,0,1,1,0,15,7,0,7,0,8,0,0,0,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-50494ef3ca583ae0,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,45,SCHOOLSRCEXEC-3854fd9e116fc4f7,SOURCESYNC-690d6b57b148f392,SCHOOLSRCSTATUS-fcd92caf5ce8b68a,A195,兰州大学,A1-官网补缺线索回页核验,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,c4c6_reuse；c4c6_diff,a6f868f919d65205,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,7,1,1,0,0,0,0,1,1,0,56,42,0,42,0,46,0,0,7,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,API/JSON,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-83dae4259deb5783,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,46,SCHOOLSRCEXEC-3ba82b2c2fe6f4a5,SOURCESYNC-141f1b1382c952b9,SCHOOLSRCSTATUS-37e2021cb0eb061e,K485,西安财经大学,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,c4c6_reuse；c4c6_diff,f66fcae1d343787f,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,6,2,1,0,0,0,0,1,1,0,8,6,0,6,0,6,0,0,0,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-1c9d114cf2a7bc27,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,47,SCHOOLSRCEXEC-15cc6f40b75766d0,SOURCESYNC-362c56444247c5c3,SCHOOLSRCSTATUS-7ab571ca3147964c,K486,西安邮电大学,A3-补结构化或解析公开来源,has_reusable_2026_hubei_plan_source,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,next20；c4c6_reuse；c4c6_diff,0ce51b79e2541f0f,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,6,4,1,25,49,0,0,1,1,0,25,5,0,5,0,6,0,0,0,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,API/JSON,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-dc6b3607a1d79bb4,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,48,SCHOOLSRCEXEC-1e2931668ea34426,SOURCESYNC-b9aa1bc541ff54ba,SCHOOLSRCSTATUS-9b1347b7b6c3fc44,F305,忻州师范学院,A1-官网补缺线索回页核验,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,c4c6_reuse；c4c6_diff,5850f74ee5007c42,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,4,1,1,0,0,0,0,1,1,0,15,7,0,7,0,8,0,0,4,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-9457c6656f1ec47f,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,49,SCHOOLSRCEXEC-b4497f4a74fa5a68,SOURCESYNC-331f7b078fb5f167,SCHOOLSRCSTATUS-2ce011159cf7d5a9,K153,成都信息工程大学,A1-官网补缺线索回页核验,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,c4c6_reuse；c4c6_diff,b83a3fb30ad54207,F0-已有结构化或候选diff线索,HTML/招生系统入口,R0-已有公开来源文件或URL留存,4,1,1,0,0,0,0,1,1,0,38,6,2,4,0,9,0,0,4,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,HTML/招生系统入口,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-a8aad4db4c81e2e7,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,50,SCHOOLSRCEXEC-670120d84403ae8a,SOURCESYNC-aa73d62ea9b3f5ce,SCHOOLSRCSTATUS-7c25c0cc84c894a6,A135,山东大学,A2-专业名匹配规则或人工确认,has_reusable_2026_hubei_plan_source,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,c4c6_reuse；c4c6_diff,56a73fe94c5eb95a,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,3,1,2,0,0,0,0,1,1,0,24,10,3,7,0,13,0,0,0,3,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-81a3b3545440df84,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,51,SCHOOLSRCEXEC-0990b3480ddf7d99,SOURCESYNC-2f3cda9bc36febfe,SCHOOLSRCSTATUS-f4b3137ff1340149,K153,成都信息工程大学,A2-专业名匹配规则或人工确认,has_partial_source_needs_followup,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,c4c6_reuse；c4c6_diff,b83a3fb30ad54207,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,3,1,1,0,0,0,0,1,1,0,38,6,2,4,0,9,0,0,0,3,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
SOURCESPROGRESS-63ca6782005c72b0,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_progress_board,高校×高校侧辅证自动执行任务,80个高校侧辅证任务×最新证据层级×下一批动作,false,false,false,false,false,false,false,false,52,SCHOOLSRCEXEC-7a2ed766eabeefc4,SOURCESYNC-1bca0c3b51e44ce2,SCHOOLSRCSTATUS-28927fa79ac43a73,K488,西安医学院,A3-补结构化或解析公开来源,has_partial_source_needs_followup,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,c4c6_reuse；c4c6_diff,997b449745693858,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,3,2,1,0,0,0,0,1,1,0,5,3,0,3,0,3,0,0,0,0,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,公开来源待判定,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开看板只保存任务状态、计数、来源类型、ID和SHA；高校官网仅作辅证，不替代湖北官方计划，不保存字段读数、OCR正文、私有路径或登录态。
