来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,官方逐专业校验任务ID,官方交叉校验任务ID,专业核验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,来源页码,专业明细来源,专业行来源,专业行ID,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,专业字段完整性标记,机器专业接受度初判,机器阻断或待核原因,调剂影响初判,官网来源状态,官网URL,本地留存路径,可核字段,官网来源局限,官方源缺口,PDF字段核验状态,湖北官方系统字段核验状态,高校官网/章程字段核验状态,家庭接受度人工结论状态,调剂影响人工结论状态,字段核验状态,是否阻断组升级,可进入最终专业列表,可进入下一阶段,高校官网计划检索式,招生章程检索式,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-d723a402655e1754,OCQ-eda7c4eeab56768e,MPK-0bf87bdedd6201d8,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-45f1ec8a7509a178,2,42,光电信息科学与工程,,30,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-acd2bacda180f955,OCQ-eda7c4eeab56768e,MPK-526e7110ff48da98,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-ef103d2243811cbd,3,43,集成电路设计与集成系统,,33,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-9790547a8ae3d59e,OCQ-eda7c4eeab56768e,MPK-324aae2b70432ff4,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-db5a957c8b09eec6,4,44,化学（非师范）,,31,4000,师范类相关,,missing_subject_candidate;low_ocr_confidence,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-0fa400123da06ec1,OCQ-eda7c4eeab56768e,MPK-3b41f4a4f0248771,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-c219be84777b0826,5,45,应用化学,,34,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-d6641ed442d1254b,OCQ-eda7c4eeab56768e,MPK-3d07cad71b8d319c,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-750651ccb4be770c,6,46,化学工程与工艺,,38,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-4f7087ea24958de3,OCQ-eda7c4eeab56768e,MPK-c3327591ff5babe9,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-3638cfaf7984e537,7,47,环境工程資富計李院校及专业代号,,59,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-d195230cb092748d,OCQ-eda7c4eeab56768e,MPK-1b654bf6479dc5a2,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-c2a5931ce553aa87,8,48,食品科学与工程,耍求,24,4000,,,,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-6c8d4fecb6c227df,OCQ-eda7c4eeab56768e,MPK-76c6f9a6b3dbaaac,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-459d7b6e15772db9,9,49,电气工程及其自动化,,43,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-555ecd40bb70702d,OCQ-eda7c4eeab56768e,MPK-4edebbadf885624b,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-3812b835e36089ea,10,50,自动化,,20,53,,,missing_subject_candidate,待了解-未命中当前偏好方向,专业行存在高严重结构异常,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-02c8544d8e085245,OCQ-eda7c4eeab56768e,MPK-bae9dda35f08e1d0,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-84cbf4fe12f920bf,11,51,计算机科学与技术,,20,5200,计算机类相关,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-8904883099a2173a,OCQ-eda7c4eeab56768e,MPK-e4ffb2ee48ae9480,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-8ae852c05e1e85e1,12,52,通信工程,,33,4000,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-0c59190cffbb475e,OCQ-eda7c4eeab56768e,MPK-6772e9cb16b5cd35,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-15177b26212882d0,13,53,数字媒体技术,,22,4000,数字媒体技术,,missing_subject_candidate,优先了解-命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,主动填报优先专业候选,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-34b1e47f8662f089,OCQ-eda7c4eeab56768e,MPK-1e352fe0744ca1ab,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-d8285f258f4d719a,14,54,材料科学与工程,,102,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-c9bc955dc493b49d,OCQ-eda7c4eeab56768e,MPK-5eba0ad75a7e27b2,V3-d7bb78828fdbb602,B1-数字媒体技术优先核页,家庭筛选扩展,C133,湖北师范大学,C13310,78,family_fit_full_ocr,family_fit_major_detail,M-7af1afa7f74d695c,15,55,材料化学,,43,5200,,,missing_subject_candidate,待了解-未命中当前偏好方向,未触发自动阻断；仍需原PDF和官方来源核验,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,湖北师范大学 2026 湖北 招生计划 本科 专业组 招生网,湖北师范大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-e9c534691ac4507f,OCQ-3dcc84bb547cc0e2,MPK-88686b3bbf279a85,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-1112a39d322975b6,1,03,数学与应用数学（菁英班）,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-90c0dc68c39e7adc,OCQ-3dcc84bb547cc0e2,MPK-86a17e47e1b72799,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-157706fba6a2a9fc,2,04,信息与计算科学,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-6dc03859e4a1352c,OCQ-3dcc84bb547cc0e2,MPK-48e1f8d93311c004,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-a2a9f230ffc49c99,3,05,统计学,,,4600,,,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-ff5444275a4c959d,OCQ-3dcc84bb547cc0e2,MPK-5c6e696b8a9cc2a2,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-78d1eed55955291b,4,06,机械设计制造及其自动化（创新实验,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-bf1945dde798d84f,OCQ-3dcc84bb547cc0e2,MPK-400c4945c5bdedb3,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-353643789d20a150,5,07,机械电子工程（智能制造与新能源汽,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-8cf63d9fe89e72ac,OCQ-3dcc84bb547cc0e2,MPK-ff4f1d049aa4055a,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-3191b7241c05595a,6,08,新能源科学与工程,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_major_official_crosscheck,OMQ-c070bb87886e86bc,OCQ-3dcc84bb547cc0e2,MPK-fdfdbef3b1b83e98,V3-7d3c7abea96a8c1f,B1-数字媒体技术优先核页,家庭筛选扩展,F002,北方工业大学,F00202,92,family_fit_full_ocr,family_fit_major_detail,M-78da82305eddc24c,7,09,电气工程及其自动化,,,4600,,,missing_subject_candidate;missing_plan_count_candidate,待了解-未命中当前偏好方向,计划数字段非纯数字或缺失,可作为调剂接受度待家庭判断专业,charter_or_rules_only_no_plan,https://bkzs.ncut.edu.cn/zs/ptbk/zsjh.htm,data/external/issue19-b0-b1-official-sources/ncut-zsjh-column-old-plan.html,招生计划栏目入口；旧版分省计划表结构,页面元信息和检索结果显示为旧版/2022京外计划，不能核2026湖北物理类字段,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_plan_or_charter_review,pending_family_acceptance_review,pending_transfer_decision,pending,是,false,false,北方工业大学 2026 湖北 招生计划 本科 专业组 招生网,北方工业大学 2026 普通本科 招生章程,逐专业比对PDF原页、湖北官方系统或省招办计划、高校官网/章程和家庭接受度；专业字段未全部确认前不得进入最终专业列表。
