高校源最新对齐ID,来源高校官网辅证自动执行批次,来源高校官网辅证状态快照,来源next20官网源探测账本,来源live补源账本,来源C4C6复用审计账本,来源C4C6结构化候选diff账本,来源C4C6补源尝试账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,原自动执行批次ID,高校官网辅证状态快照ID,执行批次序号,院校代码,院校名称公开,原自动执行泳道,原官网辅证自动动作,原官网来源状态,原最新自动探针状态,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,原涉及招生明细数,原涉及专业组数,next20任务数,next20结构化湖北物理行数合计,next20结构化计划数合计,next20官网源类型集合,next20当前自动判断集合,live补源记录数,live结构化输出记录数,live湖北物理计划状态桶,C4C6复用包数,C4C6已有标准化官网证据行数,C4C6复用可生成候选diff明细数,C4C6结构化diff包数,C4C6综合结构化官网证据行数,C4C6可生成候选diff明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,C4C6补源尝试记录数,C4C6最新自动探针状态集合,最新证据来源族,最新公开证据集合SHA16,最新高校侧证据层级,相对原自动账本推进状态,最新自动建议动作,人工最小核验动作,仍需补源或解析原因,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SOURCESYNC-be770ae628d518cf,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-398e15dc17be549c,SCHOOLSRCSTATUS-a44a76571aaaeb29,38,H001,杭州电子科技大学,A1-官网补缺线索回页核验,C1-官网补缺候选但禁止自动写回,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,1,1,1,21,57,official_xlsx_physics_rows,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,21,8,1,21,8,6,1,1,0,,next20；c4c6_reuse；c4c6_diff,3b6ffcff8682db0f,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-c92e8a884ffc0fe4,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-a2a22aeb4c64f38b,SCHOOLSRCSTATUS-09e7a53583123570,39,A195,兰州大学,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,1,1,0,0,0,,,0,0,,1,56,42,1,56,42,0,42,0,0,,c4c6_reuse；c4c6_diff,a6f868f919d65205,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-b363fb028f13a27c,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-f223de3e66da350e,SCHOOLSRCSTATUS-a3c75cf23752ea2f,40,A197,西北民族大学,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,1,1,1,30,95,official_zsdata_json,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,30,26,1,30,26,19,3,4,0,,next20；c4c6_reuse；c4c6_diff,2a20103ebd03463d,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-72b13fb073d7bab9,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-72a6d8264d4aef81,SCHOOLSRCSTATUS-90afd6c4c46a5dcf,41,F099,天津外国语大学,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_reusable_2026_hubei_plan_source,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,1,1,0,0,0,,,0,0,,1,14,12,1,14,12,0,12,0,0,,c4c6_reuse；c4c6_diff,12dd7663c4d171b1,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-8d72d905b51701f8,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-5dc039cd4bad021d,SCHOOLSRCSTATUS-208b8f82c0e15a6e,42,H450,山东工商学院,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_partial_source_needs_followup,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,1,1,2,48,122,official_pdf_extracted,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,24,8,1,24,8,5,1,2,0,,next20；c4c6_reuse；c4c6_diff,880daf4540a572fb,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-87ac7672b3966cae,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-21e3314624217acb,SCHOOLSRCSTATUS-6bf7065414c2a549,43,H945,南宁学院,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_partial_source_needs_followup,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,1,1,1,20,0,official_static_html_table,已有结构化高校侧辅证，可进入候选diff和核页优先级判断,0,0,,1,20,14,1,20,15,0,8,7,0,,next20；c4c6_reuse；c4c6_diff,b35ee20eafbd4930,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-84f06f3ba2555923,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-10cd4730394343d2,SCHOOLSRCSTATUS-a66dcc2c5bca48f9,44,K485,西安财经大学,A2-专业名匹配规则或人工确认,C7-官网源未匹配专业需人工确认专业名,has_partial_source_needs_followup,no_live_probe_record,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,1,1,0,0,0,,,0,0,,1,8,6,1,8,6,0,6,0,0,,c4c6_reuse；c4c6_diff,f66fcae1d343787f,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-755145526bb8e1b9,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-5a30040c91c4a46e,SCHOOLSRCSTATUS-3e584e5e14163457,45,A195,兰州大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_reusable_2026_hubei_plan_source,no_live_probe_record,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,46,9,0,0,0,,,0,0,,1,56,42,1,56,42,0,42,0,0,,c4c6_reuse；c4c6_diff,a6f868f919d65205,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-7ef258092b3bb672,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-04524233dea81b41,SCHOOLSRCSTATUS-79d4e69480313398,46,K151,成都理工大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_partial_source_needs_followup,http_412_precondition_failed,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,50,11,0,0,0,,,0,0,,2,0,0,2,0,0,0,0,0,1,http_412_precondition_failed,c4c6_reuse；c4c6_diff；c4c6_attempt,dbc2a757ab0d2a1d,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,http_412_precondition_failed,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-b3a2513018631ae4,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-6af80b9ea22fe3f5,SCHOOLSRCSTATUS-08826474952dfe89,47,K345,云南大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_partial_source_needs_followup,entry_200_api_403_forbidden,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,35,8,0,0,0,,,0,0,,2,0,0,2,0,0,0,0,0,1,entry_200_api_403_forbidden,c4c6_reuse；c4c6_diff；c4c6_attempt,277c47bb75834fc6,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,entry_200_api_403_forbidden,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-f72e746ab92dab4b,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-4395dc4ff0374cfe,SCHOOLSRCSTATUS-e4d44c1c612b6b7f,48,A022,北京林业大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_partial_source_needs_followup,entry_timeout_api_timeout_previous_forbidden,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,28,10,0,0,0,,,0,0,,2,0,0,2,0,0,0,0,0,1,entry_timeout_api_timeout_previous_forbidden,c4c6_reuse；c4c6_diff；c4c6_attempt,aecd638ca1dc5beb,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,entry_timeout_api_timeout_previous_forbidden,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-04cdd250bf46fd54,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-17a16d51d2783fa3,SCHOOLSRCSTATUS-a3a41fc1b4f74399,49,H439,山东财经大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_partial_source_needs_followup,tls_handshake_failure_entry_and_api,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,14,2,0,0,0,,,0,0,,2,0,0,2,0,0,0,0,0,1,tls_handshake_failure_entry_and_api,c4c6_reuse；c4c6_diff；c4c6_attempt,af3d27b510eca556,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,tls_handshake_failure_entry_and_api,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-7aea4b5b32ff4e50,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-47777aea9c0297d1,SCHOOLSRCSTATUS-0f4102eb6a1d8ed5,50,F099,天津外国语大学,A3-补结构化或解析公开来源,C4-已有部分来源需补结构化或补湖北行,has_reusable_2026_hubei_plan_source,no_live_probe_record,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,12,4,0,0,0,,,0,0,,1,14,12,1,14,12,0,12,0,0,,c4c6_reuse；c4c6_diff,12dd7663c4d171b1,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
SOURCESYNC-9bf40076c882a17d,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-next20-official-probe-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,data/working/issue19-c4-c6-retained-source-reuse-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_latest_reconciliation_public_ledger,高校×高校侧辅证自动执行任务×最新公开证据对齐,公开任务级状态；不保存逐专业字段记录、人工字段记录或私有材料,false,false,false,false,false,false,false,false,SCHOOLSRCEXEC-c0afa9acbfabf5b6,SCHOOLSRCSTATUS-15c60e808d0bd8ff,51,K345,云南大学,A3-补结构化或解析公开来源,C6-继续搜索高校官网2026湖北计划源,has_partial_source_needs_followup,entry_200_api_403_forbidden,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,11,1,0,0,0,,,0,0,,2,0,0,2,0,0,0,0,0,1,entry_200_api_403_forbidden,c4c6_reuse；c4c6_diff；c4c6_attempt,277c47bb75834fc6,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,entry_200_api_403_forbidden,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开任务状态、计数和证据层级，不保存逐专业官网字段记录、人工字段记录、识别正文、登录态、截图或私有路径。
