页列底座核验批次行ID,来源页列底座综合风险登记表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批次容量上限,批内页列序号,页列全局风险总序,来源页码,版面列,页码版面键,页列底座综合风险登记ID,综合风险优先级桶,综合风险优先级数值,页列首要核验动作,批次执行线,批次页列数,批次专业行数,批次字段任务数,批次Z0页列数,批次Z1页列数,批次Z2页列数,批次Z3页列数,批次结构R0专业行数,批次源证据X1专业行数,批次源证据X2专业行数,批次官方查询键碰撞行数,批次字段Q0任务数,包内专业行数,包内字段任务数,字段Q0无候选阻断任务数,字段Q1有候选待人工核验任务数,字段Q2待三方闭环任务数,结构R0专业行数,结构R1专业行数,结构R2专业行数,结构R3专业行数,结构风险事件数,版面风险事件数,专业代号风险事件数,官方查询键碰撞行数,教育部未匹配校名专业行数,官网辅证线索行数,官网计划数冲突行数,决策G0结构或归属未闭环行数,决策G1家庭底线风险待确认行数,决策G2字段缺口未闭环行数,源证据X1专业窗口P0行数,源证据X2起始行P0_QC行数,源证据X3优先复核行数,源证据X4低风险抽检行数,专业行ID集合SHA256,字段任务集合SHA256,风险登记ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,结构和官方消歧状态,高校官网或招生章程辅证状态,字段事实写回状态,批次完成状态,公开安全策略,下一步
PSFOUNDATIONBATCHROW-9476aa03f373678a,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,10,360,111,left,111-left,PSFOUNDATIONRISK-da059c274f4a51cc,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,29,87,36,18,33,0,2,6,21,0,0,0,0,0,0,0,2,0,16,0,9,18,2,63fda2ca26384f3523f111cf457c157b47440413c682fc2229dad5bab50ab971,c93d7651536620af507e92b44d5cf06f40f0eddf4f42e7d2a3876c3ec0d5ee2c,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-1305e021af2c5473,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,11,361,14,right,014-right,PSFOUNDATIONRISK-f0ee7115d7f9eed6,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,15,45,30,15,0,0,15,0,0,10,3,3,0,0,0,0,15,0,0,0,9,6,0,ad81c18e7beb7deeca3e06c3c9465b621ca6633a57e7957f6e9977db47c15bb9,d520aa1b6b13ec1f1424feeed3eb01792279aa3f895febf08c8727225c6f3bd1,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-95546a2982892b41,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,12,362,72,left,072-left,PSFOUNDATIONRISK-28e721f871b6821a,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,42,126,30,66,30,0,3,4,35,4,5,0,0,0,0,0,3,17,19,0,9,31,2,7b2ae4f04fe5a87d49c25b12e53b1cc0f0ab3a259a15f3b8f4c87e90d3475a7e,a5783f17e7f18cd7a3a0c12db14eb0e973fc173899b66e20645c02cdad0b13bc,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-d12338debe288748,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,13,363,55,left,055-left,PSFOUNDATIONRISK-c3c78c8c84fc9dd2,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,28,84,27,48,9,0,18,0,10,6,9,0,0,0,0,0,18,2,5,0,9,18,1,5dd44a0c386e718651edaf3a667d2c1ed441ed3d55f822659d880191d5084850,7a22bf5f1a264f11d31d0b3eb86dc7b5ccb990f4e0e64c34faa6b697ee955945,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-87661f454641ef6e,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,14,364,79,right,079-right,PSFOUNDATIONRISK-944b9c8c6aa5c43a,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,41,123,21,78,24,0,2,7,32,1,4,5,0,0,0,0,2,3,29,0,9,30,2,9951a7ca5dbd48ef03d9b76199e83b081099c54d6af39ce5b2572759d5d88063,f2813e3ce3d61bf27837a5948992867f2c9a43cfb5de0054d1a891f504024e48,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-1253bb15bf2ffd22,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,15,365,206,right,206-right,PSFOUNDATIONRISK-ec1bb78aa9c847a7,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,13,39,21,18,0,0,7,2,4,0,2,0,0,0,0,0,7,5,1,0,9,4,0,483f1d4a4d50ad24bd4e69eca542684984f8897164a93348753d08b222db2de1,e1cbeaecabb502fd0dfea997a935ab0d8b74b23a570b1f1ee08721a444d750c6,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-2ea2f626a0966e73,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,16,366,39,left,039-left,PSFOUNDATIONRISK-070694f8ab052f08,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,19,57,12,42,3,0,6,5,8,8,8,0,0,0,0,0,6,6,6,0,9,10,0,3a2e80ad9c6f86e5d7cd1f8f825d4b816fa402ff2ea184114717f96d60ea1eaf,8bcf90cdf8aecbc521b382647c964f7af64a3f39b501e40d427b1331c63dfd80,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-33a91f70d2d78415,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,17,367,99,left,099-left,PSFOUNDATIONRISK-641095c95ef12033,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,21,63,9,42,12,0,5,3,13,0,0,2,0,0,0,0,5,2,10,0,9,11,1,12e3f933a24935cf8744fdb7c3c1e3c6ed5ee93349e2c27004c773ec1b1db7e3,e0f92d7574cab476ff01a7bbed367e73e5f54ffddc508614324bc343607e23ea,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-bee1190b64823ca2,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,18,368,53,left,053-left,PSFOUNDATIONRISK-45ff8594df36b338,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,15,45,9,36,0,0,7,1,7,0,1,0,0,0,0,0,7,2,6,0,9,5,1,5b007eb8f33976d486359e03b1a04134182e72ef7784ec752d6fddbb40254755,04e0048953256423084e2f610b213afc5dd89c12c36de291508e91468f7c2b29,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-399069bd08341f9c,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,19,369,70,left,070-left,PSFOUNDATIONRISK-b59d3fc440c09eb3,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,36,108,3,84,21,0,1,4,31,1,4,1,0,0,36,0,1,4,25,0,9,26,1,5aa24ef772eff043841cbfec1594829c3efaf594c32d622ace3887a3e6f427bf,28a3da389f8ecd139cc0e395832a42001e413a13039ea476451e78ab3504b300,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-a87f96aace1bb515,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,20,370,35,left,035-left,PSFOUNDATIONRISK-23729110efbb9fcf,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,24,72,3,63,6,0,3,2,19,0,1,2,0,0,0,0,3,0,19,0,9,12,3,5a0cad9e5594c3ae521ea327df2c994b9cf0359aef7848dab9d5c1597592528e,b641568a58a4f83434ed57be84012628e081c2366185a7c6115e5278c692eafa,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-4519f5ef0c492784,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,21,371,203,right,203-right,PSFOUNDATIONRISK-0928327c2ce4f47d,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,30,90,90,0,0,0,27,1,2,54,1,0,0,0,0,0,27,3,0,0,8,22,0,64e876d701e3bfb011ee85ef9a9ebaf832ec584d113ab36945eaa3c36a052767,59bd3ee051a1914958c1672e7f92a13a0e8118631ccafc577d851b895d6b673b,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-8e97917e9b8c031d,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,22,372,33,right,033-right,PSFOUNDATIONRISK-8b1380ba1ec6befb,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,26,78,72,3,3,0,2,11,13,9,0,1,0,0,0,0,2,4,20,0,8,18,0,4e18b4d48365ba9f4ccbbac9fdff8798d1aa1b635cdbf15723cd94b37ca7f9e0,6ad23d884747f067581e0cd98d1170fb1a6abf3ec64e1716bef21e371db8e829,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-c2ec75b1a17cf361,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,23,373,100,right,100-right,PSFOUNDATIONRISK-30650ecce2277548,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,22,66,54,12,0,0,8,2,12,2,0,0,0,0,0,0,8,1,13,0,8,11,3,85054ccaa9a519ec2219541954d793310bc60baeb71b33d78dc0a8a9024cb757,8d59ae2d6070759182d585487678a72e850d14b5f6ced5f24fb5b2dc8cac502c,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-3de8dc8b89482ec2,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,24,374,42,right,042-right,PSFOUNDATIONRISK-11d20ed44ab3d2bc,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,25,75,51,18,6,0,14,0,11,12,3,0,0,0,0,0,14,1,9,0,8,16,1,507c7e15ba84746f4a1ef489539955464b84699f4c3a6222426d49eb28af6682,7b5accbfb4a527c0dc6665763e6076d0e2b4e4671fed8241a7828a0febdf2b98,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-4a52b690559b5823,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,25,375,41,left,041-left,PSFOUNDATIONRISK-4e4086d3f8a7fb8e,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,687,2061,25,0,0,0,0,0,220,0,975,29,87,42,18,27,0,12,0,17,11,14,2,0,0,0,0,12,6,7,0,8,16,5,342d778db81e46a39c7a2bc9726340376ffbf64a6ee59d4b8edbc80c1081cc17,68a3908954efea612020f120a892a67a502de678e99d65c9201822a1e81a763b,982b641fea8eab373f9762f1c5fda121fdd2fb4d942640d82cd73291ce3a12ab,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第15批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-23caa02c88ac0d61,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,25,1,376,70,right,070-right,PSFOUNDATIONRISK-abfc12e4a92be2bf,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,727,2181,25,0,0,0,0,0,185,0,681,31,93,36,54,3,0,21,1,9,11,0,0,0,0,11,0,21,0,10,0,8,22,1,f66aea88651acc5143185d266a8cc20f9fb043eb5e30c3204ec5e77c35f8e0ef,3da0b070347fecd7dbf8dff377b7f3b25cf4ccf15daaa4c7284ed9fd6e189eb9,e95deb32e717f2a585ffcf9cfa6a13dace53fc0ae4b166589b42c1f2245f00bf,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第16批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-52928e4662ca8ede,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,25,2,377,90,left,090-left,PSFOUNDATIONRISK-3cfb697e87816a7c,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,727,2181,25,0,0,0,0,0,185,0,681,48,144,36,93,15,0,16,4,28,2,4,1,0,0,0,0,16,23,8,0,8,32,8,407f5470ed2c43f147de03a15d7b32b6122be1c028c97932e866db14bd1cb60d,29c404041e515c1f74457ec5a5901007093e98c759b7015e27c7d82b3f4c2813,e95deb32e717f2a585ffcf9cfa6a13dace53fc0ae4b166589b42c1f2245f00bf,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第16批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
