高校侧辅证刷新公开账本ID,来源稳定基座自动交叉核验工作台,来源高校官网补源种子表,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行顺序,高校侧刷新批次,高校侧刷新任务类型,高校侧刷新优先级,院校代码,院校名称OCR,官网辅证自动动作,闭环优先级,官网证据强度,官网来源状态,官网证据匹配状态集合,计划数核验状态集合,差异字段集合,来源文件类型集合,公开来源文件数量,公开来源文件集合SHA256,公开来源URL数量,公开来源URL集合SHA256,涉及招生明细数,涉及专业组数,涉及PDF页数,涉及页列数,专业行ID集合SHA256,专业组ID集合SHA256,页列集合SHA256,计划数冲突行数,官网补缺候选行数,强辅证抽检行数,部分来源待结构化行数,继续补源行数,仅章程规则行数,官网未匹配行数,字段辅证行数,疑似学费读作计划数行数,需要PDF原页100%核验行数,建议抽检行数,建议补结构化行数,建议继续补源行数,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源刷新状态,高校官网或招生章程辅证状态,字段事实写回状态,公开安全策略,下一步
SCHOOLREFRESH-cc23b5f044f2b56b,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,43,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,K345,云南大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,7977890edad3fe9f776a3fdc020102f0a9d28a67c25ad16041935f800192c66d,35,8,2,3,39c75dbc55b1c03f97e5422cf0eb647616d5372c5e1289cf31ae6a939d97fb63,0f1386ad9e913957b897d564fd3576c3522b83c04b3ee202c349493fe4ea201b,e5956f33a92848a6a36e579c76e128863c0996c854bddf268f77b36d34028fbe,0,0,0,35,0,0,0,0,0,0,0,35,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-64e029988f599939,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,44,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,K465,西安建筑科技大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,0cd65763e5e4e2e0622af016cf733d18aab8476d7bb0a1f5e70b80ca1a5c9c61,18,3,1,2,2558e5e4fadd6933700a7e123e53d6239ef11cc3ff386097eff26172c62ba7a4,ea674cb4944c844cb61ff439dd5ee09388756c4202e81ea0fe6a150d56a875b8,3ff3aa4f1e6a9ca5e595a5496bce9d10ed1934c70e9a611b8f75583488cec211,0,0,0,18,0,0,0,0,0,0,0,18,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-d381226df23a1543,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,45,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,K485,西安财经大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,a0276e995a56ebd1644c80a9a8e0c0704cd5736a86ec560081d4884d7f0fc39b,6,2,1,1,7cd6fd473258b8969f665803d11c8c913338a0268a43998e460ec09e371cc979,996114e80b10e660a30ec8992df0ba21773cb6557dcb076f7a6775edea458745,c94403f774fa6a232d83b08791c2c52e74d288ea7075f67c94f009886294eb9e,0,0,0,6,0,0,0,0,0,0,0,6,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-cc1e5840b849f800,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,46,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,K486,西安邮电大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_reusable_2026_hubei_plan_source,,pending_original_pdf_and_hubei_official_review,,未留存来源文件,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,b0c968b677052aa6f78f79bcd0b0d05bf0b4499def836218420ece4ecf2c50e7,6,4,1,1,2c91a63a650d837c560c5785426dea519f083de0db5f61770701eb184c810dd4,d80c60a3d006ab1a2253f9ea757bc6afa1de67d62effcc50bf09f477a5925bc8,c94403f774fa6a232d83b08791c2c52e74d288ea7075f67c94f009886294eb9e,0,0,0,6,0,0,0,0,0,0,0,6,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-ac9b4296809abf93,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,47,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,K488,西安医学院,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,2945da9c6713567b1523fa25f39ddcf95ff50475ead8bbb66ea7e9734a440e15,3,2,1,1,e05b2144c1b385da228d87bbed15f36fdf3dbffe5ca252064550347c8ff9ac76,2b23f11cd90282fb6f7fa0f27828e9c830617e6d1ad34de74044028fb07e9484,b66aa8e599a5a9987827dd3652b2cdf7faa6f041376884c64e2b4c74c6c75925,0,0,0,3,0,0,0,0,0,0,0,3,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-702f7a623570f934,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,48,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,03-P1补结构化,K753,喀什大学,C4-已有部分来源需补结构化或补湖北行,05-P1补结构化,partial_source,has_partial_source_needs_followup,,pending_original_pdf_and_hubei_official_review,官网计划源待补强,部分来源待结构化,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,562d34e39aeff1826d0657cf1c58baf959cb985c78eb98b7e6c93a9b73c65c8a,17,5,1,2,a2f8b5aeb261c80f9407fd5e4fe7fd47eedc5405fe2021314787cbf6cd7abb10,2f1a52a4c54a438237c71e03b0630a4345bab0d5c8d8de445e82a02985fb4df1,fdc46186583928eb76f72283dfeac912ad63f08eea25a545d44a074badaec6de,0,0,0,17,0,0,0,0,0,0,0,17,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SCHOOLREFRESH-e59ed6f2ed9f3857,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,49,S2-高校官网来源结构化刷新,字段辅证补结构化,04-P1字段辅证,C150,武汉商学院,C3-字段辅证补充结构化后核原页,04-P1字段辅证,field_support,has_reusable_2026_hubei_plan_source,matched；possible_match,official_plan_missing,,HTML,2,d52e7222307246ec1b53cde9958bec968d340ad372cc9e380c2af88beea06a84,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,19,2,2,3,7412f74f88432b3fd022858fc6bfc373fe769d28245df4cfcd34cbd20bc38c87,6e92a66d18ffa9305fc9ca516a32aaf45feabfb42148feb948349546ef6901a6,f5113ce3cce2ec9c7615712fc2af60b9fdb6a97112cdbe0a632ce45bb4aa2f05,0,0,0,0,0,0,0,19,0,0,0,19,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,复跑或补结构化现有高校来源文件，只输出diff和任务桶；字段事实仍回PDF原页和湖北官方侧。
SCHOOLREFRESH-c3f6793c172441bb,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,50,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,A135,山东大学,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,matched,match,,API/JSON,1,46cafa9dfacd815760545db85ef86334c99d32a05ff0db8a2c0626920061eeb7,1,ec446d1e25e8d11a1ea4068de59ecfbf0cf104218f7dafbb3d6fe63f1461890c,2,1,1,1,387595b8c896e580ab67b85238f6404c9c05b06d965ab44e2c50bce4c7ecb8de,36888bacee037d662a8afb97ff04f18a8d1bd4365861d6e85baec2bc2a646b3e,c628e67174cd79569db2015c4f8d59f3bae4d01ca4f1655f4fd066fa23cadadf,0,0,2,0,0,0,0,0,0,0,2,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SCHOOLREFRESH-f0dfc2c8c8c4dc05,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,51,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,A197,西北民族大学,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,matched,match,,API/JSON,1,bd9091d4997e004c236cc9760952bfe732a5700dc1388e7bf60c6cddec3d0dae,1,868d347a6c0793850ae8665451557b9c013a200c34b9ed84867fa5d2f7900f69,3,1,1,1,32ed53a2545bd4907c8ce502d16f56fd267f2b8f406ad62d9a571818ee6fb90f,7b2adf32bf8a1f4d02df358104322c9052394df752a3dd3e05fb4a2822eb89e2,c58319e0edfd9c9f39336fd382d01bc4efd22c61389957372bf108ec841b12c4,0,0,3,0,0,0,0,0,0,0,3,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SCHOOLREFRESH-ac78f020c96be75e,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,52,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,C108,江汉大学,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_partial_source_needs_followup,matched,match,,API/JSON,1,81c22ba950875a836f3c705f9554157ba505ba3f0a1afb04e8ef18103b5a66a2,1,64007f21740966e877fb893e51748445f79e9d88ce56f97bc6479134346dbd49,7,1,1,1,57807fdc71d3688daef8520357801ce765328ffcac2c30b360afbb70aa4c8759,44f08d810cf270f5b8a7180a23476b0efda12e3747eaff791e5e80765c4a8ae7,6db85f1f3ba622698e0aca041decab81f5b022e1c1f4887617631c4db6446c65,0,0,7,0,0,0,0,0,0,0,7,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SCHOOLREFRESH-535f671e2c6594d4,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,53,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,C150,武汉商学院,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,matched,match,,HTML,2,d52e7222307246ec1b53cde9958bec968d340ad372cc9e380c2af88beea06a84,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,14,4,1,2,9e2f98a049cb00130ae36344bcd01a7826187d12731a0747095a364465f06d5d,22ff10bdf0c69b6004945d29276abee1127be60e6335452eda82df187c784bb2,fc84fb1a1874785d7cbcde86444455ab59b03d89f6dc03bd641aa7c1b396aa80,0,0,14,0,0,0,0,0,0,0,14,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SCHOOLREFRESH-ae3464b388afaa97,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,54,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,F902,江苏理工学院,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_partial_source_needs_followup,matched,match,,结构化CSV,1,3e448f69d091900add2540015393d0ce7f9adc8847891e4fac18274c45b490a3,1,945ec322c9f2e61190c95082372cb3f25c6464926d139072c9ece6c7c423c1a0,2,1,1,1,2a6a349019da3e2fb0cade9b625bbb6688a65f2e2b3fbc19730d99fe94cba73b,b3936094e49ae8211844a5e77c5d7654c723fdeca0b31122a5e2f998b064fe71,2c0ef58e5ced1bec17c1977e125044d8d3ef1dd29c9398cd0da19600a9202cb7,0,0,2,0,0,0,0,0,0,0,2,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SCHOOLREFRESH-b1921dd6085e6f9e,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,55,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,H001,杭州电子科技大学,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_partial_source_needs_followup,matched,match,,XLS/XLSX,1,115be3ddc3385e261f7847d0eee357bcb99d5866b1ef3989c68db08e5ead740b,1,49a27a0db6f55284970daee361d741f98a49e9d7a07c8178a35d71324bd61e13,9,1,1,1,7e83b23d1af0d3683b29f014db41ac805ce75df7914011fbce79926f6429355f,282ef437cc4bdec5587a34611e5f9efa14d713542b58ad1b1ddc15b3042cd929,47af8e2abac6677c0c83829c72882db143fba3767e189800c69749963c97135d,0,0,9,0,0,0,0,0,0,0,9,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SCHOOLREFRESH-bce6bc1c1c26b0bd,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,56,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,H450,山东工商学院,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_partial_source_needs_followup,matched,match,,结构化CSV,1,70cbe8126ed5235cf1705105f47975e4aba8c6d70930694b9ce12815aa0f45d9,1,55cf82bd0d9890ceccd4634f950b25ea6c07f0ceaab55da717f22ebc68f5d4e2,4,1,1,1,6fe814a6fc4faa097ef19122bf9974b4dc3110293549dd40e18f4e8ce97e29f7,994cb1e224fd08460d99033cbfbcc52b97241c359231fec94b256392af079c32,5171189c2419c78ac300c9443db947b08eedd65209c30b72ba811d194e7d1e1a,0,0,4,0,0,0,0,0,0,0,4,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SCHOOLREFRESH-dc4b5af0b3f13fc4,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,57,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,H945,南宁学院,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_partial_source_needs_followup,matched,match,,HTML,1,5c147b58e3ed18d52e8964072a104fe375dfe1492a17000a20016a6495166228,1,13fa381f1f1201b99245ee03f2e9e7a784aa307ee4dac4b0f41553f4bbbfc39d,1,1,1,1,4f22b3e2f4fcdbf18b6bdc8e2f1f76a0591374b0d988a5cd82d333929efb77ee,7451989ead73becb1cd051cf51edf8272c6c63c52daed8b7f76f87a3a707d859,5c5d15c2ce656a21ea66e70ac4d155fba494753ffe1605c57f06a49a734c0e31,0,0,1,0,0,0,0,0,0,0,1,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SCHOOLREFRESH-ee88a1db8ec65a42,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,58,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,K153,成都信息工程大学,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_partial_source_needs_followup,matched,match,,HTML,1,cefbdb9f2a6114393d1bc19e5cde97f4c1458123cb45e4266ab4a468c29293ba,1,c9aef6168133f7deb5c8a911eb763ec8a55ae6599e81da1d130fa831bfca8e8b,13,1,1,1,4507693cfd13b4a2c2e405b257b11466efed22c2c86a5a88e73626dbfbd80375,d04f58f44470df0f58d3e9735bc982bdf79f24c9405e58df8f3a2b08cff48306,b9342d6daf8972381964186b256a3e566ded9bdbcb655d781e7cd6cd134a3258,0,0,13,0,0,0,0,0,0,0,13,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SCHOOLREFRESH-8cb4015db6ddcf35,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_school_source_refresh_public_ledger,高校×高校侧辅证动作,高校×来源刷新任务,false,false,false,false,false,false,false,false,59,S3-强辅证分层抽检,强辅证分层抽检,05-P1抽检,K753,喀什大学,C2-强辅证抽检并等待湖北官方闭环,03-P1强辅证抽检,strong_support,has_partial_source_needs_followup,matched,match,,XLS/XLSX,1,8797c45bc12fd5929236876338e560eb8efb31cf90226ff27c58e0c0e332c0f2,1,562d34e39aeff1826d0657cf1c58baf959cb985c78eb98b7e6c93a9b73c65c8a,6,1,1,1,30f522ca60bc83a452c34d622af9b066df52a1549e73283b7143bcf7c02297c6,5ef34618f5d3341cd199f6d3c7e987ebcc67cd81ca42d37ed7a7c1c9c830c953,f2aba0dda2c1cc448d228f2b8c2f33f937c260ad539a089d0ca83801466ab3b5,0,0,6,0,0,0,0,0,0,0,6,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,pending_school_evidence_refresh_or_review,blocked_until_pdf_hubei_official_review,公开表只保存学校级动作、计数、集合SHA和公开来源相对路径数量；不保存人工字段记录、登录态、截图路径或最终结论。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
