结构风险事件ID,来源结构保真登记表,来源单一逐专业招生明细总工作台,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,结构风险类型,结构风险等级,风险来源表,风险来源字段,风险证据摘要,必须人工核PDF原页,必须湖北官方系统或省招办计划核验,机器能否自动修复,公开安全策略,不得进入原因,下一步
STRUCTEVENT-8cc89f4b38e7dbe7,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-e68b7917097268a0,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,3,03,网络与新媒体,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-16dea87fbf6e3eec,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-e68b7917097268a0,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,3,03,网络与新媒体,组内专业代号重复,R0-结构边界阻断优先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业代号OCR,同一专业组出现重复专业代号，需核 PDF 原页确认是否串行、漏列或 OCR 切分错误,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-38deea546a82c1e0,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-e68b7917097268a0,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,3,03,网络与新媒体,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-d7bc75293b19bf96,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-8649c2ddbbc0d492,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,4,04,財务管理F74503 黑龙江工程学院昆仑旅游学院第 03化学,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-5861d7c8ebdb433e,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-8649c2ddbbc0d492,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,4,04,財务管理F74503 黑龙江工程学院昆仑旅游学院第 03化学,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-6d79a7418372db1e,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-6a12791e3eb55b3c,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,5,05,计算机科学与技术,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-bf2b6f3766234a5d,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-6a12791e3eb55b3c,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,5,05,计算机科学与技术,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-77abda73a0bfed28,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-584c19eff1139cdc,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,6,06,数字媒体技术F747 哈尔滨华德学院（民办）（黑龙江）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-822e967c7a8ca83b,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-584c19eff1139cdc,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,6,06,数字媒体技术F747 哈尔滨华德学院（民办）（黑龙江）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-79f2d037b04e4053,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-af9a5e10a7d23ef1,G-5eed877d90ef7a7c,F778,上海理工大学,F77804,128,left,1,08,机械设计制造及其自动化（中外合作办学）（中英合作；办学地点：徐汇校,2026规范化专业组代码重复,R0-结构边界阻断优先核,data/working/issue19-full-major-detail-quality-workbench.csv,规范化专业组代码是否重复,同一规范化院校专业组代码在第 19 期结构化结果中重复出现，需核原页确认是否串校、跨页或 OCR 切组错误。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-8dc9f5fbb921fd8a,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-a5e81d76e7385476,G-c494127e15a22a12,F785,上海师范大学,F78504,129,left,4,10,汔车服务工程（中外合作办学）（中德食作.建议无色盲：办学地点：奉贤校,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-6c6d97f9fba4f2fa,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-ee423274e2c145ad,G-c494127e15a22a12,F785,上海师范大学,F78504,129,left,5,11,杰工程（中外合作办学）（中英合作：建议近视不高于 800度；办学地点：奉,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-504057973437d006,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-54a53860c373cf60,G-77fd8016210886fc,F791,上海大学,F79103,129,right,3,06,电子信息类（未来技术学院：机械电子上樓：人工智能：机器人工程：由未来技术学院实施“未来智能无入系统领“.按类招生，原则上第一学年肉进行专业分流.不招色盲考生；办学地点：宝山校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-f7f325908e8096db,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-54a53860c373cf60,G-77fd8016210886fc,F791,上海大学,F79103,129,right,3,06,电子信息类（未来技术学院：机械电子上樓：人工智能：机器人工程：由未来技术学院实施“未来智能无入系统领“.按类招生，原则上第一学年肉进行专业分流.不招色盲考生；办学地点：宝山校区）,原页缺少组标题上下文,R2-原页上下文补证,data/working/issue19-major-line-pdf-evidence-anchors.csv,证据锚点状态,专业行原页窗口存在，但缺少专业组标题上下文，需核专业组边界和调剂范围。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-7cc55679458f4392,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-91211d481a99c155,G-e68b7be352c85c7d,F791,上海大学,F79104,129,right,1,07,團际经济与贸易（中外合作办学）（中澳合作：办学地点：嘉定校区）,2026规范化专业组代码重复,R0-结构边界阻断优先核,data/working/issue19-full-major-detail-quality-workbench.csv,规范化专业组代码是否重复,同一规范化院校专业组代码在第 19 期结构化结果中重复出现，需核原页确认是否串校、跨页或 OCR 切组错误。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-667f253c06d1e893,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-5413dddf0eec03a3,G-e68b7be352c85c7d,F791,上海大学,F79104,129,right,2,08,工商管理（中外合作办学）（中澳合作：办学地点：嘉定校区）,2026规范化专业组代码重复,R0-结构边界阻断优先核,data/working/issue19-full-major-detail-quality-workbench.csv,规范化专业组代码是否重复,同一规范化院校专业组代码在第 19 期结构化结果中重复出现，需核原页确认是否串校、跨页或 OCR 切组错误。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-2924428a39f84f06,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-dc73d277ae256b95,G-e68b7be352c85c7d,F791,上海大学,F79104,129,right,3,09,信息管理与信息系统（中外合作办学）（中澳合作：办学地点：嘉定校区）,2026规范化专业组代码重复,R0-结构边界阻断优先核,data/working/issue19-full-major-detail-quality-workbench.csv,规范化专业组代码是否重复,同一规范化院校专业组代码在第 19 期结构化结果中重复出现，需核原页确认是否串校、跨页或 OCR 切组错误。,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-8b5120e13f49d184,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-36132abc9bb5afee,G-08482f255f9db953,F794,上海立信会计金融学院,F79402,130,left,15,28,金融科技（办学地点：上川路校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-61c1641e8b75ddf2,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-2eadf421ef630e5b,G-68789e252ba7cf78,F829,上海杉达学院,F82902,130,right,2,04,数据科学与大数据技术（办学地点：金海校区）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-0879482d6ae954e7,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-4e2a6b66ba252962,G-68789e252ba7cf78,F829,上海杉达学院,F82902,130,right,3,05,建筑电气与智能化（办学地点：金海校,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-c83c3506b7af4f87,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-640fd3ade5b4949f,G-68789e252ba7cf78,F829,上海杉达学院,F82902,130,right,4,06,电气工程与智能控制（办学地点：金海校区）P830 上海立达学院（民办）（上海）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-05364039010789a7,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-fec6c13e8421ca0c,G-c85b2ec089082fc5,F831,上海建桥学院,F83104,130,right,1,18,计算机科学与技术（双语班：外语与国际教育学院.入学后专业教学外语语种为日语.中日学分互认）,组内专业代号重复,R0-结构边界阻断优先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业代号OCR,同一专业组出现重复专业代号，需核 PDF 原页确认是否串行、漏列或 OCR 切分错误,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-25fe4b70a0ea1b44,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-68652ea58c5a508f,G-c85b2ec089082fc5,F831,上海建桥学院,F83104,130,right,2,19,网络工程（双语班：外语与国际教育学院.入学后专业教学外语语种为日语中日学分互认）F835上海外国语大学贤达经济人文学院（独立）（上海）F83502 上海外国语大学贤达经济人文学院第 不限,组内专业代号重复,R0-结构边界阻断优先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业代号OCR,同一专业组出现重复专业代号，需核 PDF 原页确认是否串行、漏列或 OCR 切分错误,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-724ebf59220bf8f2,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-9294964336101ccf,G-c85b2ec089082fc5,F831,上海建桥学院,F83104,130,right,10,18,金融科技（办学地点：崇明校区）,组内专业代号重复,R0-结构边界阻断优先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业代号OCR,同一专业组出现重复专业代号，需核 PDF 原页确认是否串行、漏列或 OCR 切分错误,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-99d011e85ac39561,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-b509d8c40b957b7e,G-c85b2ec089082fc5,F831,上海建桥学院,F83104,130,right,11,19,法学（双语班：办学地点： 明校区）,组内专业代号重复,R0-结构边界阻断优先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业代号OCR,同一专业组出现重复专业代号，需核 PDF 原页确认是否串行、漏列或 OCR 切分错误,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-74ac9505a460a75f,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-916f7044f60480e0,G-ba21c61b2f00edcb,P868,苏州大学,P86808,131,left,3,15,智能测控工程,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-52d2342191e3a427,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-a3f349abd485d07c,G-ba21c61b2f00edcb,P868,苏州大学,P86808,131,left,4,16,新能源材料与器件,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
STRUCTEVENT-f9c85aef807ebfef,data/working/issue19-admission-detail-structural-fidelity-register.csv,data/working/issue19-admission-detail-master-workbench.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_structural_risk_major_line_ledger,逐专业招生明细×结构风险事件,false,false,M-6a5d42653fd3ab1e,G-ba21c61b2f00edcb,P868,苏州大学,P86808,131,left,5,17,化学（不招色盲、单色识别不全者）,唯一组码回退归属,R1-归属或结构异常先核,data/working/issue19-full-admission-plan-major-ocr-draft.csv,专业组标题行号/专业组标题OCR原文,专业明细未精确匹配专业组标题行，仅因同组码唯一而回退归属，需核原页组边界,true,true,false,公开表只保留风险类型、证据摘要和哈希/编号；不保存私有 OCR 原文、图片路径或登录态,结构风险未闭环；确认前不得进入最终志愿排序,回看 PDF 原页的院校专业组边界、专业代号和专业窗口，再用湖北官方系统或省招办计划核验。
