稳定基座第一闭环明细任务ID,来源稳定基座自动官网辅证交叉核验工作台,来源稳定基座最小人工闭环工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,第一闭环批次,第一闭环纳入原因,任务来源类型,来源自动交叉核验任务ID,来源最小人工闭环任务ID,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,专业组内专业序号,专业代号OCR,专业名称及备注短摘,字段名,官网辅证自动动作,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,OCR专业计划数候选,最佳官网计划数,OCR学费候选,最佳官网学费,OCR再选科目候选,最佳官网选科,人工升级原因,P0字段即时复核任务ID,P0即时字段确认公开账本ID,执行批次,人工核验泳道,人工核验方式,页列执行进度桶,裁图证据编号,裁图文件SHA256,裁图bbox归一化,是否需要双人复核,是否有高校字段线索,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTDETAIL-fa92585c6f8f40aa,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,P0人工字段任务,,STABLEMANUAL-cac6350acde52d1d,false,false,false,false,false,false,false,false,M-0eb0b28d721dd807,G-40e8e2649ba8d3a6,H857,北师香港浸会大学,H85703,194,left,194-left,3,15,环境科学（中外合作办学）（英文教学非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-8f91246341d39563,P0FCONF-cac6350acde52d1d,EXEC-02-计划数偏大重点核页,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-619d6804a7d49f0c,5e7501bc890bed4eb0b14d00d3ecd2ba7f433678a01ec619882561b8043121b9,x=0.043000-0.552000;y_bottom_origin=0.398139-0.622209,true,false,true,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-15f16e7e9cbea148,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-7d7445076dfe0dd0,false,false,false,false,false,false,false,false,M-26d2edeaf4b862a5,G-a0f68bc50be1b3be,H857,北师香港浸会大学,H85702,194,left,194-left,5,11,应用心理学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-93509207bb2f1258,P0FCONF-7d7445076dfe0dd0,EXEC-01-冲突异常立即核页,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-4bc8857002d14825,8304b920addc9b5357d013fdd256a8a927d7a1d0fe7f9722879878de00414977,x=0.043000-0.552000;y_bottom_origin=0.147857-0.690020,true,false,true,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-201082e10e934fd6,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-77fa25ce9d205048,false,false,false,false,false,false,false,false,M-41f9a26d1cfcd633,G-40e8e2649ba8d3a6,H857,北师香港浸会大学,H85703,194,left,194-left,2,14,食品科学与工程（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-09e3be62e32e6a12,P0FCONF-77fa25ce9d205048,EXEC-01-冲突异常立即核页,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-748e343e066c9899,6d9057eb49bb85379bc9bf59c65e1c17dbe60b56884447b6aa5455ab55bc10e2,x=0.043000-0.552000;y_bottom_origin=0.428644-0.622209,true,false,true,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-39dc41c06356c551,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-974f8cca6584b6cc,false,false,false,false,false,false,false,false,M-50cab57f432b5cdc,G-a0f68bc50be1b3be,H857,北师香港浸会大学,H85702,194,left,194-left,4,10,经济学（中外合作办学）《培养应用经迹学、商业分析方向，原则上在第一学年第二学期开始前完成专业确认，英文教学，非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-bc7d35594450138b,P0FCONF-974f8cca6584b6cc,EXEC-01-冲突异常立即核页,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-b8fdb82e8745caae,d8bb8a031d305725367d190ac678923630dfe10e7b381a9e18f86213d4a51f76,x=0.043000-0.552000;y_bottom_origin=0.147857-0.743898,true,false,true,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-7ac045a60665505d,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-3f924f2211790cce,false,false,false,false,false,false,false,false,M-8842bf5399054ddc,G-a0f68bc50be1b3be,H857,北师香港浸会大学,H85702,194,left,194-left,3,09,参计学（中外合作办学）（英教学，韭英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-f892df3333e9279e,P0FCONF-3f924f2211790cce,EXEC-01-冲突异常立即核页,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-1a9ffeeaba2a2343,321d80f7478110c9495ea151221ba440cf34de223cdb2fd4ec86c0949f23d863,x=0.043000-0.552000;y_bottom_origin=0.147857-0.775735,true,false,true,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-a27c8398f1cd4fda,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-94ee364aa3b0790d,false,false,false,false,false,false,false,false,M-8a3c24bfbc59571d,G-40e8e2649ba8d3a6,H857,北师香港浸会大学,H85703,194,left,194-left,5,17,数学与应用数学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：广东省珠海市）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-e14f97158c30f818,P0FCONF-94ee364aa3b0790d,EXEC-01-冲突异常立即核页,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-be18b6cf009bb041,313120648d3895f3160a317c17c0861ccb4ade3b98d20f05324427cefdd33737,x=0.043000-0.552000;y_bottom_origin=0.331279-0.622209,true,false,true,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-a9bba347a300c262,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-7eb8b4ca9bbf7ea8,false,false,false,false,false,false,false,false,M-eb2bc5f19a360334,G-40e8e2649ba8d3a6,H857,北师香港浸会大学,H85703,194,left,194-left,4,16,统计学（中外合作办学）（英文教学.非英语语种考生不宜报考；办学地点：厂东省珠海市）,专业计划数,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-24494c00cfd0c37e,P0FCONF-7eb8b4ca9bbf7ea8,EXEC-01-冲突异常立即核页,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-251356739f32c814,ea541dc531a5ae54da6cf7703e4fb60d8ff8ba34e41c27ade3cb325cdf870e5e,x=0.043000-0.552000;y_bottom_origin=0.360051-0.622209,true,false,true,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-f035ffd6c61f373e,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-e99e8a7d0573bb32,false,false,false,false,false,false,false,false,M-68b3c87f68237d40,G-37268c0379be16ef,H945,南宁学院,H94505,199,left,199-left,2,23,数据科学与大数据技术,学费,C2-强辅证抽检并等待湖北官方闭环,strong_support,has_partial_source_needs_followup,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验；双人复核,P0IMMEDIATE-1f87ada540a33dac,P0FCONF-e99e8a7d0573bb32,EXEC-03-高校辅证线索三方核验,M2-裁图OCR未稳定补读人工看图,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-c4cc1f1b7b1e80d6,01a206123fdf82b71e7a799d34cf4dd3c71a3d4ddc0606051d976a2345301594,x=0.043000-0.552000;y_bottom_origin=0.641829-0.754477,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-5c92e1c3b94132ae,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,P0人工字段任务,,STABLEMANUAL-2d876bfede6a19ee,false,false,false,false,false,false,false,false,M-84dad3cc819e468e,G-7792cf2f55d5fa02,K073,长江师范学院,K07307,205,left,205-left,1,15,智能制造工程（中外合作办学）（与美国山南道大学合作，采用”4+0^培养模式，达到条件可获双学位）,学费,,,,,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,P0IMMEDIATE-5f391c0ca16f6762,P0FCONF-2d876bfede6a19ee,EXEC-01-冲突异常立即核页,M2-裁图OCR未稳定补读人工看图,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-03e6e1b629e42aae,85011a4bbb23794ce79a5f6d25b65dde63d889c358927ccdcbb0c1e56fbc9048,x=0.043000-0.699366;y_bottom_origin=0.414128-0.542267,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-d82fb416df4cb6df,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-dc40ddb640ba45c0,false,false,false,false,false,false,false,false,M-4d07d36dc438349c,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,2,14,应用气象学（办学地点：航空港校区）,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验,P0IMMEDIATE-28e642f2819f52d9,P0FCONF-dc40ddb640ba45c0,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-a3eb9ba3b072a8df,7120dba36ac0da77f5a711d99bd0fa6101c48379f1bbe5f069f85e46b64d4294,x=0.448000-0.957000;y_bottom_origin=0.574012-0.689065,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-80f6e32678d47edc,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-ae67c2e77d14d71c,false,false,false,false,false,false,false,false,M-8281eec06d651680,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,3,15,电子信息工程（办学地点：航空港校,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验,P0IMMEDIATE-0caaa60ff57f1c9b,P0FCONF-ae67c2e77d14d71c,EXEC-03-高校辅证线索三方核验,M4-高校补缺线索核PDF,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-aaf29034d7bbd139,2ccc71906e61c375df17b3fd1c98bf899fbaa01d1211c50da4e92f02fb3f3ddb,x=0.448000-0.957000;y_bottom_origin=0.560463-0.689065,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-d130070db0608685,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-17c408046de6e57c,false,false,false,false,false,false,false,false,M-8aed30091b7482da,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,19,31,信息与计算科学（办学地点：航空港校区）,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验；双人复核,P0IMMEDIATE-0b0b13fcc4613d15,P0FCONF-17c408046de6e57c,EXEC-03-高校辅证线索三方核验,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-28c08cb2cfb9ca76,5c6ee81473526d148cc6097672662b31284a8d32daff9fee0665ec6a0f9a9baf,x=0.448000-0.957000;y_bottom_origin=0.250996-0.689065,true,true,false,true,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-a76e59cf1cf0d059,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-2e36ff9986b0766a,false,false,false,false,false,false,false,false,M-eb78e1c31fae9e22,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,1,13,大气科学（办学地点：航空港校区）,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验；双人复核,P0IMMEDIATE-daabc06abfbe1ee8,P0FCONF-2e36ff9986b0766a,EXEC-03-高校辅证线索三方核验,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-ddde33fa4fbc24e1,a208217a10f73cf88c141e12ce2965dffcc19ff19dc0b3a8696e8f314f70d07c,x=0.448000-0.957000;y_bottom_origin=0.589792-0.689065,true,true,false,true,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-b47bcb8a4b82264a,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-6ed3138616fb9fb1,false,false,false,false,false,false,false,false,M-188931cfb2409b2a,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,left,226-left,19,26,邮政工程（办学地点：雁塔校区）,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验；双人复核,P0IMMEDIATE-e4ba658da79395ab,P0FCONF-6ed3138616fb9fb1,EXEC-03-高校辅证线索三方核验,M0-冲突优先双人核页,双人复核,R0-未开始PDF和湖北官方核验,P0CROP-3928bd038983c213,e38ae8f3370bb15692387f9d8e6253f46a68bc98e874d064332600638a0f281c,x=0.043000-0.552000;y_bottom_origin=0.127765-0.558256,true,true,false,true,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-9492c8564a765ada,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-00cb040f4df0b5f7,false,false,false,false,false,false,false,false,M-216cedcbd6540689,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,left,226-left,13,20,电气工程及其自动化（办学地点：长安,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验,P0IMMEDIATE-7b3b629211f3f284,P0FCONF-00cb040f4df0b5f7,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-150c34f2957ffde5,9837247e53d7b7098f3231234b327d408502894993942e8b7e742e3a5b101276,x=0.043000-0.552000;y_bottom_origin=0.230628-0.558256,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
FIRSTDETAIL-33259a9f9d763d46,,data/working/issue19-stable-foundation-minimal-manual-closure-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,P0人工字段任务,,STABLEMANUAL-938c329648b72461,false,false,false,false,false,false,false,false,M-3875a60b6b22b3fa,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,left,226-left,16,23,密码科学与技术（办学地点：长安校,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,matched,,,,,,,,,,,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；高校官网或招生章程辅证核验,P0IMMEDIATE-bbf579a7c6fbf33b,P0FCONF-938c329648b72461,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,R0-未开始PDF和湖北官方核验,P0CROP-5922367fb7127a9b,cc0923591dee9fd6dcc1e5edef02ab9d9fd8d8b6457fe733d0e335149d09bf5d,x=0.043000-0.552000;y_bottom_origin=0.181209-0.558256,false,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表保存任务ID、字段名、页列、证据SHA和状态；不保存图片路径、人工读数、OCR原文或登录态。,按页列集中看PDF原页，记录私有人工读数；再用湖北官方系统或省招办计划核验字段。
