来源期号,来源PDF_SHA256,数据阶段,优先方向,综合风险等级,本专业OCR风险等级,本专业风险类型,专业组风险类型,院校代码,院校名称OCR,院校专业组代码,专业组号,来源页码,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,学费OCR数字候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,最终可用,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F204,北华航天工业学院,F20403,03,103,10,人工智能（在固安校区就读）,,2,4900,4900,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F204,北华航天工业学院,F20403,03,103,11,计算机科学与技术（在固安校区就读不招不能准确在显示器上识别红、黄、紫各颜色中任何一种颜色的饭码、子莓薯,,3,5390,5390,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,体检或色觉限制；学费超过当前上限,F208,河北环境工程学院,F20802,02,104,07,软件工程F209河北科技工程职业技术大学（公办）（河,,24,5390,5390,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F209,河北科技工程职业技术大学,F20902,02,104,09,大数据工程技术,化学,,4900,4900,priority_2_computer,missing_plan_count_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F230,三明学院,F23003,03,149,04,物联网工程,,,5040,5040,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F241,河北科技学院,F24101,01,104,01,人工智能（办学地点：唐山校区）F242河北外国语学院（民办）（河北）,,,22000,22000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F242,河北外国语学院,F24203,03,104,12,物联网工程,化学,,|21000,21000,priority_2_computer,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F242,河北外国语学院,F24203,03,104,13,人工智能,,,21000,21000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F242,河北外国语学院,F24203,03,104,14,软件工程F244 华北理工大学轻工学院（独立）（河北）,,,21000,21000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F244,华北理工大学轻工学院,F24402,02,104,04,计算机科学与技术（办学地点：滨海校F248 河北医科大学临床学院（独立）（河北）,,,3,3,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F251,河北工程大学科信学院,F25104,04,104,14,计算机科学与技术,,,10000,10000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F255,河北地质大学华信学院,F25502,02,105,06,管理科学与工程类（信息管理与信息系统；大数据管理与应用；工程管理；,,2,19000,19000,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F255,河北地质大学华信学院,F25503,03,105,07,针算机类（计算机科学与技术：软件工猩：物联网工程：数据科学与大数据技术：办学地点：小安舍校区）F258 保定理工学院（民办）（河北）,化学,8,21000.,21000,priority_2_computer,tuition_not_plain_number,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,医学/护理等排除方向；学费超过当前上限,F258,保定理工学院,F25803,03,105,12,计算机科学与技术,,3,22000,22000,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,医学/护理等排除方向；学费超过当前上限,医学/护理等排除方向；学费超过当前上限,F258,保定理工学院,F25803,03,105,13,人工智能F260 北京中医药大学东方学院（独立）（河,,2,22000,22000,priority_2_computer;rejected_medical,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F273,厦门大学嘉庚学院,F27306,06,150,22,计算机科学与技术（办学地点：厦门大学漳州校区）,化学,,23000,23000,priority_2_computer,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F273,厦门大学嘉庚学院,F27306,06,150,23,软件工程（办学地点：厦门大学漳州校,,2,23000,23000,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F292,山西大学,F29204,04,105,24,计算机科学与技术（先进计算；办学地点：坞城校区）,,,5520,5520,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F292,山西大学,F29205,05,106,35,智能科学与技术（办学地点：大同校,,8,5520,5520,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F293,太原科技大学,F29303,03,106,21,计算机科学与技术（办学地点：南校区）,,4,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F293,太原科技大学,F29303,03,106,22,智能科学与技术（办学地点：南校区）,,4,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F294,中北大学,F29411,11,107,63,计算机科学与技术,要求,6,5500,5500,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F294,中北大学,F29411,11,107,64,物联网工程,,2,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F295,太原理工大学,F29506,06,107,13,数据科学与大数据技术（办学地点：明向校区）,,2,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F295,太原理工大学,F29506,06,107,14,物联网工程（办学地点：明向校区）,,2,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F295,太原理工大学,F29507,07,107,22,人工智能（办学地点：明向校区）,,6,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F295,太原理工大学,F29512,12,107,50,软件工程（办学地点：明向校区）,化学,10,16000,16000,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,F296,山西农业大学,F29604,04,107,28,网络工程,,1,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,F296,山西农业大学,F29604,04,107,29,物联网工程,,1,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,F296,山西农业大学,F29604,04,107,35,数据科学与大数据技术,,,5500,5500,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,F296,山西农业大学,F29604,04,107,36,智能科学与技术,,1,5500,5500,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,限制风险,体检或色觉限制,体检或色觉限制；学费超过当前上限,F299,山西师范大学,F29903,03,108,14,计算机科学与技术（不招单色识别不全者）,,,5100,5100,priority_2_computer;body_or_exam_limit,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,体检或色觉限制；学费超过当前上限,F299,山西师范大学,F29903,03,108,18,人工智能,,,5520,5520,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F303,长治学院,F30309,09,109,13,网络工程（办学地点：北校区）F304运城学院（公办）（山西）,,10,5280,5280,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F305,忻州师范学院,F30508,08,109,17,数据科学与大数据技术,,,4800,4800,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向；学费超过当前上限,F306,山西财经大学,F30604,04,109,22,计算机科学与技术（办学地点：迎泽校,［化学,,5000,5000,priority_2_computer,missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,医学/护理等排除方向,医学/护理等排除方向；学费超过当前上限,F306,山西财经大学,F30604,04,109,23,数据科学与大数据技术（办学地点：迎洋校区）F307山西中医药大学（公办）（山西）Z,,,5000,5000,priority_2_computer;rejected_medical,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F308,吕梁学院,F30805,05,109,10,人工智能卫计算机科学与技术,,2,4800,4800,priority_2_computer,missing_subject_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F308,吕梁学院,F30805,05,109,12,软件工程,,3,5280,5280,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F311,太原工业学院,F31102,02,110,09,物联网工程,,,5280,5280,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F311,太原工业学院,F31102,02,110,14,计算机科学与技术,,2,5280,5280,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F311,太原工业学院,F31102,02,110,15,软件工程,,2,5280,5280,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F313,山西工程技术学院,F31303,03,110,09,计算机科学与技术,,,5280,5280,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F313,山西工程技术学院,F31303,03,110,10,数据科学与大数据技术,,,5280,5280,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F313,山西工程技术学院,F31303,03,110,11,物联网工程,,,5280,5280,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F313,山西工程技术学院,F31303,03,110,12,智能科学与技术,,,5280,5280,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,医学/护理等排除方向；学费超过当前上限,F315,山西工程科技职业大学,F31502,02,110,03,软件工程技术（办学地点：文华校区）,,,4800,4800,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,医学/护理等排除方向,医学/护理等排除方向；学费超过当前上限,F315,山西工程科技职业大学,F31502,02,110,04,大数据工程技术（办学地点：文华校区）F316 山西医药学院（公办）（山西）,,,4800,4800,priority_2_computer;rejected_medical,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F328,江西水利电力大学,F32803,03,160,13,数据科学与大数据技术（办学地点：瑶湖校区）,,2,4790,4790,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F346,山西工学院,F34601,01,110,08,人工智能,,,5280,5280,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F348,山西电子科技学院,F34801,01,110,02,网络工程,,,5280,5280,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F348,山西电子科技学院,F34801,01,110,03,智能科学与技术,,,5280,5280,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F350,山西科技学院,F35002,02,110,10,智能科学与技术F354 运城职业技术大学（民办）（山西）,,12,2,2,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,医学/护理等排除方向；学费超过当前上限,F354,运城职业技术大学,F35402,02,110,08,物联网工程技术,,,16000,16000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,硬风险,学费超过当前上限,学费超过当前上限,F378,景德镇艺术职业大学,F37803,03,162,04,计算机应用工程H379 江西农业大学南昌商学院（独立）（江,,,19000,19000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F384,内蒙古大学,F38405,05,111,10,软件工程（不能准确在显示器上识别绿、蓝、紫各颜色中任何种颜色的数码、字母者不子录取；办学地点：赛罕校区）F385 内蒙古科技大学（公办）（内蒙）,,,9000,9000,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F385,内蒙古科技大学,F38510,10,111,14,金工程（入校一年后，根据分流方案，分为人工智能班、稀土特色班、卓越工程师班）,化学,5,4600,4600,priority_2_computer,,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,priority_review_queue_ocr_draft,计算机类相关,硬风险,未触发硬风险,,学费超过当前上限,F386,内蒙古工业大学,F38603,03,111,03,计算机科学与技术（办学地点：金川校,,4,4600,4600,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,false,回看第19期原PDF页；核专业组内全部专业；再判断是否可服从调剂
