第一闭环下一步动作ID,来源第一闭环证据状态账本,来源第一闭环页列证据汇总,来源高校源最新证据对齐账本,来源第一闭环64小包,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,动作矩阵序号,稳定基座第一闭环明细任务ID,第一闭环证据状态公开账本ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,第一闭环页列优先级,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,候选提示综合桶,官网辅证自动动作,官网证据强度,官网来源状态,计划数核验状态,同校高校源任务数,同校高校源最新证据层级集合,同校高校源最高证据层级,同校高校源推进状态集合,同校L3结构化或diff任务数,同校L1入口探针任务数,同校L0无源任务数,同校高校源可用性,同校高校源最新证据SHA16集合,核验动作层级,人工最小核验动作,自动可继续推进动作,页列主阻断,页列建议下一步动作,关联64小包数量,关联64小包类型分布,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTNEXT-874a460b91b33565,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,149,FIRSTDETAIL-b50d8b9170f5d692,FIRSTEVID-fa27398b8468b035,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,2,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,2,0,0,S3-同校已有结构化或diff线索可作核页提示,5850f74ee5007c42,N5-多源一致仍待湖北官方侧,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,2,P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-d7aae497a883ee5a,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,150,FIRSTDETAIL-0343054865ae6f8f,FIRSTEVID-421c64e14e58c60c,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-68e8615d3ab753b9,G-3ed22abc87c8dac2,F305,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,2,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,2,0,0,S3-同校已有结构化或diff线索可作核页提示,5850f74ee5007c42,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,2,P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-73e1714691afe9a9,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,151,FIRSTDETAIL-2038c10c7b1108c6,FIRSTEVID-25f853b1409c7545,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,2,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,2,0,0,S3-同校已有结构化或diff线索可作核页提示,5850f74ee5007c42,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,2,P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-e1ef88b337ebfa15,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,152,FIRSTDETAIL-9fb134ed7e2c215d,FIRSTEVID-8ebc9f77ccc58e68,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-6eb339aae881b3aa,G-3ed22abc87c8dac2,F305,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,false,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,2,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,2,0,0,S3-同校已有结构化或diff线索可作核页提示,5850f74ee5007c42,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,2,P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-6e643a5e34620de6,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,153,FIRSTDETAIL-f0c16ae7f65a6b84,FIRSTEVID-4f34690fb1b460eb,FIRSTPAGE-551d0b213dbd2529,109,left,109-left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,F305,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,false,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,2,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,2,0,0,S3-同校已有结构化或diff线索可作核页提示,5850f74ee5007c42,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,2,P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-f7a751373b95ffa4,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,154,FIRSTDETAIL-b5b65845644b6e4b,FIRSTEVID-d05b614f78dcc27c,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-dc273ca69fa31c06,G-95aa0580598e9983,K488,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,true,true,false,H0-PDFOCR与高校辅证冲突,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,2,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,2,0,0,S3-同校已有结构化或diff线索可作核页提示,997b449745693858,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,2,P0候选冲突×1；P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-9951519fc1c9d981,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,155,FIRSTDETAIL-ef35601f652ae549,FIRSTEVID-e0d025910c813273,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-850aa6e9b4a3be8a,G-d93dfb85c8cb1c20,K488,自动官网辅证任务,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,true,true,false,H0-PDFOCR与高校辅证冲突,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,2,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,2,0,0,S3-同校已有结构化或diff线索可作核页提示,997b449745693858,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,2,P0候选冲突×1；P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-ffe781afdfeda107,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,156,FIRSTDETAIL-873fb0a3fa03869b,FIRSTEVID-687caaf53739da3e,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-dc273ca69fa31c06,G-95aa0580598e9983,K488,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,2,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,2,0,0,S3-同校已有结构化或diff线索可作核页提示,997b449745693858,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,2,P0候选冲突×1；P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-cbd0b3e3e1b23649,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,157,FIRSTDETAIL-fb79b9a18ba8b23b,FIRSTEVID-684f9367c7ceb197,FIRSTPAGE-ed94df7696953cc5,226,right,226-right,M-850aa6e9b4a3be8a,G-d93dfb85c8cb1c20,K488,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,2,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,2,0,0,S3-同校已有结构化或diff线索可作核页提示,997b449745693858,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,2,P0候选冲突×1；P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-7ef007f0ba1c0474,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,158,FIRSTDETAIL-134083d40026d857,FIRSTEVID-359ac75173094902,FIRSTPAGE-38a317f5bf72d0ce,38,right,038-right,M-441e148dafdb4204,G-18a4afd29f398c8c,A141,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-976163a85caa764b,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,159,FIRSTDETAIL-d98431b572fa7397,FIRSTEVID-b0e97731137613a3,FIRSTPAGE-38a317f5bf72d0ce,38,right,038-right,M-6c6bbe1c67c63c2d,G-18a4afd29f398c8c,A141,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-2ed38387e067ff07,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,160,FIRSTDETAIL-0775ff576577408b,FIRSTEVID-12d168f5389140c1,FIRSTPAGE-cfa201a8f79e7d0e,82,right,082-right,M-8609461d123ec08d,G-a0f94f54d9c97a68,C202,P0人工字段任务,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,true,false,false,false,true,H1-原缺PDFOCR但有机器坐标候选,,,,,0,,LX-同校暂无高校源对齐任务,,0,0,0,SNA-同校不在80条高校源任务内,,N2-机器坐标辅助核PDF原页,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,本任务暂无新增自动高校源动作，优先按第一闭环页列核验。,B2-机器坐标候选辅助核页,按机器坐标提示定位字段，但仍以PDF原页人工记录和湖北官方侧为准。,1,P1缺候选或需看图×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
