来源期号,来源PDF_SHA256,来源页码,页面专业组数,页面专业明细数,页面院校数,页面结构异常数,页面高严重结构异常数,页面偏好专业明细数,页面风险专业明细数,页面候选池V1专业明细数,页面复核优先级,页面审计状态,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,205,22,58,6,11,5,9,16,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,206,10,47,4,16,12,11,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,207,16,57,9,15,7,11,11,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,208,11,83,2,19,7,7,17,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,209,11,56,3,8,3,14,8,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,210,16,72,4,14,5,5,6,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,211,16,54,4,7,5,15,29,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,212,27,52,15,20,14,15,12,3,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,213,17,54,10,18,7,14,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,214,24,52,7,13,6,4,21,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,215,22,38,9,24,10,5,26,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,216,26,38,9,19,8,11,20,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,217,16,52,6,17,10,6,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,218,20,65,4,21,13,8,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,219,22,62,5,19,4,8,35,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,220,23,70,8,22,16,17,8,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,221,20,60,11,19,9,14,20,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,222,16,59,5,32,22,10,11,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,223,14,67,5,13,5,9,11,1,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,224,22,63,5,26,14,11,13,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,225,22,66,10,25,12,20,10,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,226,22,58,8,26,21,19,21,6,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,227,24,71,15,89,80,19,8,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,228,9,72,5,43,32,7,9,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,229,18,65,6,21,9,19,21,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,230,20,71,12,32,23,13,7,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,231,22,74,6,19,5,8,21,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,232,11,60,6,10,6,9,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,233,10,76,3,27,11,6,26,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,234,8,56,2,16,10,14,32,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,235,11,62,3,14,3,12,18,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,236,10,85,5,29,14,9,26,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,237,13,86,8,19,7,16,10,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,238,13,60,12,26,13,12,11,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,239,19,59,14,15,12,17,12,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,240,6,29,4,19,14,7,1,0,P0-优先核页,有结构化记录待核页,按页回看第19期原PDF，核对该页专业组边界、专业代号、计划数、学费和选科。
