P0即时页列执行进度公开账本ID,来源P0即时页列核页执行队列,来源P0即时字段确认公开账本,来源私有字段确认工作台,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,P0即时页列核页执行队列ID,P0即时按页核页包ID,页列核页优先级桶,页列核页优先级数值,包内字段任务数,包内专业行数,包内裁图证据数,包内需要双人复核任务数,包内高校辅证核验任务数,PDF原页私有记录已录数,PDF原页私有记录未录数,湖北官方私有记录已录数,湖北官方私有记录未录数,高校辅证应录数,高校辅证已录数,高校辅证未录数,字段确认私有记录已录数,字段确认私有记录未录数,双人复核应完成数,双人复核已完成数,双人复核未完成数,冲突阻断任务数,三方字段一致性可评估数,可进入字段写回复查数,PDF原页私有记录状态分布,湖北官方私有记录状态分布,高校辅证私有记录状态分布,双人复核公开状态分布,字段事实写回评估状态分布,页列执行进度桶,页列执行进度状态,私有字段确认工作台SHA256,字段确认公开账本ID集合SHA256,P0字段即时复核任务ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
P0PAGEPROG-df83ab09839c082f,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,115,114,right,114-right,P0PAGEEXEC-481092fff30ec7c1,P0PAGEPACK-b82c01fbd2a50c46,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,7665a854451e0438b4e7832952442d1dd846f6886111340c27bcfab62986175b,b6366aa119f3612f54f8f29fff5c53569187fe13818d84936eaef701e8fa9656,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-a8dd0fd393a2fb9c,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,116,115,right,115-right,P0PAGEEXEC-2b92f7806a82903e,P0PAGEPACK-b9db0e32868046e6,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,21c19b9f3c609441c742c06da3d9d7ee502589a0e393c78a0ed6768151553924,1eac0c5fcd338cf814a15968dcf43d7c090d8c30a98f787a33182ce748bc4fb5,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-6a3adcc05b51bd9b,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,117,118,right,118-right,P0PAGEEXEC-6ef1fa0c7c73de28,P0PAGEPACK-d5e0f24d8f4214c6,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,20abd25d6eb7a26f0031e3dec6847be4b798954cfdd2aa429bc52f9d9fd57647,52b449729d203f411234bf392e711f3d28cae64b3414049eb876eba773255004,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-5640973a463f5906,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,118,122,right,122-right,P0PAGEEXEC-b2bbf3fd6a1a9428,P0PAGEPACK-b264218019bbc105,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,eacb0934e5554ecf21eb9ede0a4dbf77306035e3243fb96fb3c8cb56934dc3bb,e7291edbb92c75796d38b4cb6d4c226ab8d19422d520b2ecd5f6fbbef13c1c3b,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-404c4f58a68df160,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,119,124,right,124-right,P0PAGEEXEC-d8d8e5be052c9b55,P0PAGEPACK-4964db3c010ca210,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,911afc94577f6b1d011218e43f2b98c71b4d5d6b1011d29f2565664be6f6d495,f1ca271fddc1b0b6c80ade7015416b1a5b0eeea371f255dac50376b79709f3fb,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-74f7b108b3693bac,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,120,132,left,132-left,P0PAGEEXEC-2c3127cb4d9be41a,P0PAGEPACK-93bc28e8000de133,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,7c58395e70e9a00f5158497657400ee078f0626f9b0054e7e9ee4be388890c6a,28d066b50c0b38a56b4cc8f87ea2407844ccd72a20234521e2a2e9c717b51657,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-1d0a8543b6465fbe,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,121,132,right,132-right,P0PAGEEXEC-476b78132e343dc7,P0PAGEPACK-e2d284c45e8e34d4,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,1c2d25b496d663fa4a8792e2d13776c38c4ed298eb03b980cfef2a1590017b69,ffe69429bf9f71f30ebac1c262c0f92fae7b7518611e4967baf3989bfb614357,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-6465ff283e204192,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,122,138,right,138-right,P0PAGEEXEC-fb62305ac177daf1,P0PAGEPACK-3e4102b33891485a,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,45d7aea09023fda6406b4e35e984a5f0d412a7138b86377b51ca00d111ebc1ab,c24b84656a29bc889a99bfebea085082f1b664b8216360cda0b8e1bb8ef89e0c,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-29fd337cde8a51fa,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,123,140,left,140-left,P0PAGEEXEC-e2e8175626856377,P0PAGEPACK-a609bbac0a0df4f0,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,e4f6f2c583fedd2097c4dfec855f55a58c6d5dbc5cde49f0373e8450102b31a8,31ff673229de3bf3618bca91088d45b45cdbc0af0db06deeffc1d3957167f679,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-bc9f5516733ee8aa,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,124,143,left,143-left,P0PAGEEXEC-dbb36041397b0ad0,P0PAGEPACK-36c2bf7915f32b28,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,ca7a8dd79ae2f3521b0ca9163edd99031c8fb4c562f23e0645245ea685c1b8ab,3ce6d5528e4fe3941b3e4597fa66e454caa01e42a80512c1172d8435f905b313,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-124abfcb7eaac9c9,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,125,154,right,154-right,P0PAGEEXEC-d58dfef813c67675,P0PAGEPACK-ec72ada729651226,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,6ebc1f3af38277b00a76394b9c21bd191167715382a70a2b483736cb5a6f7c7f,7ea5c0c6b2ef9fff3b5fddac92dd59438e21ba7ba2025260ecf4c52d25c5ee1e,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-6f145954af441e58,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,126,156,right,156-right,P0PAGEEXEC-f7c4c41308282cc0,P0PAGEPACK-c112925e057dce43,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,f8f9e4139747d66b402f82a456e30d94f5889afc2d952146523b29809be089e1,eff3999cbbd2caf8fcaafeb7456084aceb0cd96e8b44858c87925ca71620b0eb,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-3bba37e02356b9b7,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,127,158,right,158-right,P0PAGEEXEC-70a997d107cd0fa4,P0PAGEPACK-32d8e6d8b720a433,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,127dd798ef99f68246817b4228e7dd18e6597cee8f3ff9ffb9e10dca8c6ff50d,8bab3834fe4850a0d1e8e945fffe54cb39d5cf6e1eb2847cebcf1c1793da7e96,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-ffa87571622ce502,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,128,162,right,162-right,P0PAGEEXEC-b4313ba2f8222b9d,P0PAGEPACK-f873666f2f9a2694,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,ae4f0168484a6f2612c8fd40f67f778fb4db336ca9b743c2cc10f351aec346b2,f3ea545aa4cb873a8619ef1d63f7d0ba40775646fec620061b71594319e95f99,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-89dd179d987f06ea,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,129,166,right,166-right,P0PAGEEXEC-a070ea07968aaba5,P0PAGEPACK-c3ab352b82ad789f,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,ec8fc3b1db87665eed173216a2592c5035e861555b442ed25e4957c49d8fe395,674660d85a0e570c86ce8a651da70001ecc3b39d97b593d35bf28f5e49a7f25a,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-6201987968661f6b,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,130,172,left,172-left,P0PAGEEXEC-17c4268b09953a31,P0PAGEPACK-fe65e7b7c29c2e3d,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,98c0c9a5939bdfb466028e75ced4d36a8c75aaf092079f0de6179401ab44260e,da01a48f272ddd8e057fa01de8df9fe6b659e9548ce457d231f0ebb3925a1d5d,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
P0PAGEPROG-f3abb076490618ef,data/working/issue19-p0-immediate-page-execution-queue.csv,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,private_field_confirmation_workbench_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_page_execution_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×P0即时页列执行进度状态,false,false,false,false,false,false,false,131,172,right,172-right,P0PAGEEXEC-1c7a17ec16d7bb13,P0PAGEPACK-18baa54955e22541,Q3-常规候选人工确认,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,pending_private_pdf_reading:1,pending_private_hubei_reading:1,not_applicable_no_school_field_clue:1,pending_double_review:1,blocked_until_required_private_readings_complete:1,R0-未开始PDF和湖北官方核验,pending_pdf_and_hubei_official_review,8e5eb1856051e7ec4a77e0535cacf8ff451efed93c43486d339c5789f1f4f3a6,88bea3d0e597919bdb289f053c9b265023a59d905fa37a54cc0ba2152953e47d,0953fe48d4a6f0d857ecd398fe13e804b4ea5b6d479fd3111664e57c73194680,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_required_private_readings_complete,只公开页列进度计数、状态、任务集合哈希和证据SHA；不公开候选内容、人工填写内容、OCR行文本、图片路径、院校名、专业名、专业代号或专业组代码。,先补 PDF 原页记录和湖北官方侧记录；如有高校辅证线索再补高校侧记录，完成双人复核后才允许进入字段写回复查。
