官方查询键碰撞ID,来源湖北官方系统逐专业核验包,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,碰撞键,碰撞键内行数,碰撞键内专业组出现ID数,碰撞键内页码数,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,平台查询院校代码,平台查询专业组代码,平台查询专业代号,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR再选科目,OCR专业计划数,OCR学费,平台匹配状态,平台字段核验状态,官方系统证据编号,字段差异集合,消歧要求,不得进入原因,下一步
OFFICIALKEYCOLLISION-7734df0f7c2a9c4f,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H065|H06502|01,2,1,1,M-440b8f49f2cb5ad7,G-07c0835c3f8af7df,H065,浙江工业大学之江学院,H06502,H065,H06502,01,142,3,01,组,,10,27750,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-e286e00a148c41c1,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H065|H06502|01,2,1,1,M-5ca1e3dadde8abeb,G-07c0835c3f8af7df,H065,浙江工业大学之江学院,H06502,H065,H06502,01,142,4,01,计算机类（计算机科学与技术、软件工程、网络工程、物联网工程）,,2,27750,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-2ef4eed0a87dcc5f,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H065|H06502|02,2,1,1,M-c85fe35981d80c89,G-07c0835c3f8af7df,H065,浙江工业大学之江学院,H06502,H065,H06502,02,142,1,02,电子信息工程（含智能电子方向、集成电路方向）H068 杭州电子科技大学信息工程学院（独立）（浙江）,「化学,3,27750,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-0fd6a123d0aa9b96,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H065|H06502|02,2,1,1,M-bc8b3449346a50ac,G-07c0835c3f8af7df,H065,浙江工业大学之江学院,H06502,H065,H06502,02,142,5,02,曳子停息类（电子信息科学与技术、电子信息工程）,,2,27750,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-9cf70b2969ed1b9b,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H173|H17302|02,2,1,1,M-41a53fbfa9c26017,G-f2ed487b4055a017,H173,安徽新华学院,H17302,H173,H17302,02,147,1,02,计算机科学与技术,,3,26000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-8408f8b3159c80cf,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H173|H17302|02,2,1,1,M-ed309a08d758dfe7,G-f2ed487b4055a017,H173,安徽新华学院,H17302,H173,H17302,02,147,4,02,人工智能,,3,4900,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-7292ab0b4a570eda,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H173|H17302|03,2,1,1,M-ac58e0c2da141343,G-f2ed487b4055a017,H173,安徽新华学院,H17302,H173,H17302,03,147,2,03,电气工程及其自动化H177合肥理工学院（公办）（安徹）［17701 合肥理工学院第01组,,4,26000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-9beddba2abc19e9c,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H173|H17302|03,2,1,1,M-501c4cf934fd5d5d,G-f2ed487b4055a017,H173,安徽新华学院,H17302,H173,H17302,03,147,5,03,机器人工程,,3,4900,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-39810f1e3cd12680,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H660|H66003|4,2,1,1,M-4514cc4ad75593df,G-2aca5bdc5beeec87,H660,长沙理工大学,H66003,H660,H66003,4,179,27,4,电气工程与智能控制,,,5900,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-21f519fa8c8309f9,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H660|H66003|4,2,1,1,M-e1f1bcec2c9a110f,G-2aca5bdc5beeec87,H660,长沙理工大学,H66003,H660,H66003,4,179,30,4,智能电网信息工程,,,5900,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-95f88095f0ce662d,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H663|H66306|17,2,1,1,M-0cb46a42e0ab2ccc,G-2803751e9064829c,H663,湖南中医药大学,H66306,H663,H66306,17,180,3,17,生物制药（不招色盲色弱且不招单色识别不全者）,,2,'5900,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-f2a4fc12790ae67e,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H663|H66306|17,2,1,1,M-19d3499ffa6809de,G-2803751e9064829c,H663,湖南中医药大学,H66306,H663,H66306,17,180,6,17,文物与博物馆学（办学地点：湖南长,不限,2,5300,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-12d44a85fe4ccfc5,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H663|H66306|18,2,1,1,M-6d0238067b8c9981,G-2803751e9064829c,H663,湖南中医药大学,H66306,H663,H66306,18,180,4,18,护理学（不招色盲色弱且不招单色识别不全者）H667 湖南师范大学（公办）（湖南）,,3,7500,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-e60c79b7c6cc781e,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H663|H66306|18,2,1,1,M-3cbf78da62ca0b10,G-2803751e9064829c,H663,湖南中医药大学,H66306,H663,H66306,18,180,7,18,法学（办学地点：湖南长沙）,,2,5500,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-f6dfb0d535d8e488,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H674|H67404|04,2,1,1,M-9022c8864a78821c,G-0b666158ddf76a38,H674,湖南科技学院,H67404,H674,H67404,04,182,1,04,信息与计算科学,,2,4500,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-1e9c4b897676043a,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H674|H67404|04,2,1,1,M-9e8ec23626d3114e,G-0b666158ddf76a38,H674,湖南科技学院,H67404,H674,H67404,04,182,7,04,机械设计制造及其自动化,,5,5900,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-b0831136f995434d,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H674|H67404|05,2,1,1,M-9a2f9e79228ae46e,G-0b666158ddf76a38,H674,湖南科技学院,H67404,H674,H67404,05,182,2,05,食品质量与安全,,2,5900,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-48dcf4ba313dd103,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H674|H67404|05,2,1,1,M-7d4d7f1ab8d19c9a,G-0b666158ddf76a38,H674,湖南科技学院,H67404,H674,H67404,05,182,8,05,能源与动力工程H676 湖南工商大学（公办）（湖南）,,5,5900,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-7f873b185ca202cc,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H838|H83803|04,2,1,1,M-4a78427dbec05471,G-10735d8a412e2e98,H838,广州南方学院,H83803,H838,H83803,04,192,1,04,电气工程及其自动化,「化学,,36000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-ae3ece63110ea408,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H838|H83803|04,2,1,1,M-59e059d12cc383d8,G-10735d8a412e2e98,H838,广州南方学院,H83803,H838,H83803,04,192,3,04,会计学「H83903 广东外语外贸大学南国商学院第 03/化学,,,2,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-dda65171663bab8d,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H838|H83803|05,2,1,1,M-7a3425369713a2a4,G-10735d8a412e2e98,H838,广州南方学院,H83803,H838,H83803,05,192,2,05,计算机科学与技术H839广东外语外贸大学南国商学院（独立）（广东）H83902广东外语外贸大学南国商学院第02|不限,,,36000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-0747ead8a69ccb67,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H838|H83803|05,2,1,1,M-3ecdaa097e93ee9e,G-10735d8a412e2e98,H838,广州南方学院,H83803,H838,H83803,05,192,4,05,计算机科学与技术H843广州理工学院（民办）（广东）,,,2,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-0a094c35caf6f1fc,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H859|H85905|19,2,1,1,M-4033e04b7ebc0785,G-a850de0b696ed2c6,H859,深圳北理莫斯科大学,H85905,H859,H85905,19,194,1,19,电子与计算机工程（中外合作办袭淫胁豢島涩鮤奀鑫翥奠專獎蘿译仅注册深圳北理莫斯科大学学籍业达到要求，颁发深圳北理莫斯科本学学历学位证书；3. 数学单科成绩不低于9...,「化学,,50000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-f2c47a9210c8f4e7,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H859|H85905|19,2,1,1,M-ca19311c694754e2,G-a850de0b696ed2c6,H859,深圳北理莫斯科大学,H85905,H859,H85905,19,194,2,19,期資亮訴亭院校专业组及专业代号H860广东以色列理工学院（中外）（广东）,,,,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-e735ad73706b0675,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H881|H88103|04,2,1,1,M-bff956d59f6c7308,G-a6b08868684cdc31,H881,江西师范大学科学技术学院,H88103,H881,H88103,04,163,1,04,数据科学与大数据技术（办学地点：共青城）,,14500,,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-0f0506a41b72f989,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H881|H88103|04,2,1,1,M-f752a0d75fd82e28,G-a6b08868684cdc31,H881,江西师范大学科学技术学院,H88103,H881,H88103,04,163,11,04,组二年在,,3,,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-4bdb18375d887e60,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H950|H95003|01,2,1,1,M-485a285727a54758,G-cd5bf76599bd60a2,H950,桂林学院,H95003,H950,H95003,01,199,8,01,组,,16,15000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-1fd25d1fae4defed,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H950|H95003|01,2,1,1,M-123a1e221547c741,G-cd5bf76599bd60a2,H950,桂林学院,H95003,H950,H95003,01,199,9,01,中医学（不招色盲、色弱考生；学制：五年）,,16,15000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-3fd9116fceb82ea6,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H950|H95003|02,2,1,1,M-983f22d5bc29a6df,G-cd5bf76599bd60a2,H950,桂林学院,H95003,H950,H95003,02,199,10,02,针灸推奪学（不招色盲、色弱考生；学制：五年）,,10,15000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-c2413f5cfcd766bb,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,H950|H95003|02,2,1,1,M-5db93a3f4207c643,G-cd5bf76599bd60a2,H950,桂林学院,H95003,H950,H95003,02,199,11,02,组,,11,15000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
