P0即时复核裁图证据索引ID,来源P0字段即时复核包,来源P0字段即时复核任务ID,来源P0字段三方核验任务ID,来源P0字段三方核验执行包ID,来源专业行原页证据锚点表,来源页级manifest,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,即时复核总序,执行总序,执行批次,即时复核阶段,字段名,专业行ID,专业组出现ID,院校代码,来源页码,版面列,专业行原页证据锚点ID,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,私有窗口证据编号,窗口文本SHA256,窗口坐标摘要,机器候选状态,机器候选置信等级,高校官网辅证覆盖状态,机器候选与高校辅证关系,语义多源优先桶,是否需要双人复核,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图字节数,裁图宽度px,裁图高度px,源页图宽度px,源页图高度px,裁图bbox归一化,裁图bbox像素,裁图坐标来源,裁图生成参数摘要,裁图生成状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,证据索引用途,下一步
P0CROPINDEX-6edca697ab8d6cac,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-5b1d30fcb1fdf29d,P0TRIAGE-dc4d905386fec0d2,P0TRIAGEPACK-1cc21d76c6de6e45,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,232,232,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-c46f30f082e3f7c3,G-dba575f74cf99a6f,H086,143,left,PDFANCHOR-c8f45b389d6ccf62,page-143,7cc4f32327c09bd4001f3b703c0c58b705e22d71351ecfc7a35533326aefeb71,143_page-143,022416f2562982d555bb58e553bb4b0236b4c083b7ccc33ba4cf25a3738055a2,PDFANCHOR-c8f45b389d6ccf62,7b9b3ee24e12b15bd912948d232919a1de4c9f264d3b584b401cc53bede09c64,x=0.072805-0.483940;y=0.297965-0.101607,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-cddc9368750873df,053c8f3271774ce3ecb63c741e3f0513df1469e03f2ecfa39e241cc6aa00d50e,29cef5dd1b9771231d4581568000acc8b1451f3381db7f5299fb9567308a0e0f,756929,848,655,1667,2459,x=0.043000-0.552000;y_bottom_origin=0.066607-0.332965,x=72-920;y=1640-2295,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-933412992cc7bb77,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-ac77a7fc195ed7a5,P0TRIAGE-c21575bc78e2c3d7,P0TRIAGEPACK-a4217242032e7ce3,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,233,233,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-8664a78f7a5cc908,G-51725c4199de907c,H118,144,right,PDFANCHOR-827dbbd99ccd313f,page-144,acc212411a3047246ca973051f8c3693ec98992d3738dee484046324aa26f1e8,144_page-144,42a8c0664b25f93f8764a8ac05967959f3e2673d8ec8d7bb6f98f921bdef402c,PDFANCHOR-827dbbd99ccd313f,f48544ca2ab2ae582d51a78c3990ad4aa2a56594c2170073cd2bc17fafc17264,x=0.552239-0.929638;y=0.786337-0.758706,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-d2e1ef1c3b502353,f80bab47099282b687590ee48c07a9444fe071499637c34f1c546e25f532aad4,717c78139da28ea60f506e0e1b17f51080a58f0da3a7a6d6e9b88454170e89a0,278369,848,242,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.723706-0.822265,x=747-1595;y=435-677,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-6ad542b64384b597,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-2024bcbbaf37600c,P0TRIAGE-ff9c3bd11803f73b,P0TRIAGEPACK-cb739279f9891d5f,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,234,234,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-42f9731fb73136c8,G-9e20eb9995c33460,H120,144,right,PDFANCHOR-3b93aeaac8685c53,page-144,acc212411a3047246ca973051f8c3693ec98992d3738dee484046324aa26f1e8,144_page-144,42a8c0664b25f93f8764a8ac05967959f3e2673d8ec8d7bb6f98f921bdef402c,PDFANCHOR-3b93aeaac8685c53,027074f1c20a0e0ec2384df14296fc379640fddbeb2d1cb122b46b7b9733d9ba,x=0.515991-0.925373;y=0.468023-0.052124,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-3f4fc20bd3323ebc,df8a014fcc604f332c1e5df7ea018d4ba1646f5d59f8f47bffc9519a67c3d166,bc249b0d037613fa03ab89cafa0c26b990ad12a2856a7f6f7ebb4e9de70a189a,1093498,848,1232,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.000000-0.503023,x=747-1595;y=1217-2449,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-41267294e82e3e41,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-e2622d44d45b696a,P0TRIAGE-4461d9f201f82e6b,P0TRIAGEPACK-9475eceee449ca62,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,235,235,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-54b2abc995c6efb9,G-1632fcdb844a5ed6,H313,154,right,PDFANCHOR-a54796d5307e195d,page-154,748b17677b6c3966cf857eed57ec575bf3e1a2d2e9641743532f208e8b501475,154_page-154,4b51cee82bfa0095f77988f2ff3ef06a0644dbcd98ee4a84bdd3b65419edf680,PDFANCHOR-a54796d5307e195d,038fd22a852a23a55ba9fb30df0edea359c551b80204905ccf1a257c79a70757,x=0.520256-0.931770;y=0.639535-0.440369,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-b2ee7f3c62b4efc6,d42076b629200bc6b2703485b40ff383a3bd77750e12fcfa910b1a0b88b2fbd2,1b1772a1c856acd27e6086d61c862b96982e87d4dd5faabe976bab30e5df5c81,813001,848,659,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.405369-0.674535,x=747-1595;y=797-1456,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-863266b6d1e5d172,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-46125b77fbbf6459,P0TRIAGE-cdabb8ab949d064d,P0TRIAGEPACK-9c4a3df69fefe14b,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,236,236,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-c0207c45d5854412,G-ed8c22898969d4a3,H317,156,right,PDFANCHOR-31a45e1a6cafcaba,page-156,eb7c43fe869cd05e12f8b293abef9c3562f47f975e17342b8027f48e6512f96e,156_page-156,992bada187db0a3a76aaf7a03ce1b94ff23f942613272cd3243f41e7028c4e44,PDFANCHOR-31a45e1a6cafcaba,898bb6be90e61936ab861c527db2c14bc3f86024ee090d2b49cb9eda0dcda563,x=0.520256-0.931770;y=0.622041-0.577035,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-6827634cb19330f9,2582f969f5e4b2d6d53b3a332808b222bd8ea6b55a253d872c5bc744fbd0dab1,7cb7e49577d5af8925a15f94ba226d58fe5c691e360a7dd447e346806f72c97c,320680,848,282,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.542035-0.657041,x=747-1595;y=840-1122,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-29ead7b2f4a82af0,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-e1cf0b3308953e03,P0TRIAGE-b1cb8bc6ed075e5b,P0TRIAGEPACK-65c6081cb131c8f8,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,237,237,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-4b86d7d8f4fe45aa,G-250d9c9022061610,H320,158,left,PDFANCHOR-a69a21a4ccecaa73,page-158,a87025f98e89ca119a9759ffc4430498b004f0187ea09a3761bc471601d708d0,158_page-158,a41466aa7b8c9ba01e0629d2464aa171bd0710b196c68db7bfe1ae4f6762d37d,PDFANCHOR-a69a21a4ccecaa73,eb076f3ef0a673aed7110f2654884a89c8c78d82b7c05660a75b8f2693d9cd34,x=0.100213-0.513859;y=0.568314-0.507228,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-5c61b0f99bbdca20,c0ec680658307333e8cb816814fe77fb360f4bbefd15c707c862606f1490ff6c,da62a526aa3f63767b91e1e615ed3c71cb8fd13763db539a970f3df5da4804ca,370427,848,322,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.472228-0.603314,x=72-920;y=971-1293,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-c3b3941d398a6387,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-d5f919cd0317aa90,P0TRIAGE-9f91580eface6b95,P0TRIAGEPACK-b5d4e14d18fae705,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,238,238,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-8e4b67ee72353453,G-834a4bea5026736b,H321,158,left,PDFANCHOR-5420ae7436b3f7b5,page-158,a87025f98e89ca119a9759ffc4430498b004f0187ea09a3761bc471601d708d0,158_page-158,a41466aa7b8c9ba01e0629d2464aa171bd0710b196c68db7bfe1ae4f6762d37d,PDFANCHOR-5420ae7436b3f7b5,38d692adb3d9b0a4171f35fec2e5735cfb707749d854f56100f1ca9fee7c9478,x=0.100213-0.513859;y=0.258721-0.196155,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-b53dc40a7c4e70a1,abb75e1b8b4708e6d7b4edaeb87479e85b6da7ef473004f49622945054703c32,295c9c474882c2198d6bc08681bc397b9cac11398a21130ba329842d03b7ad06,350669,848,324,1667,2449,x=0.043000-0.552000;y_bottom_origin=0.161155-0.293721,x=72-920;y=1730-2054,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-41a7bc1e99fa4cf9,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-b642e2782da624d2,P0TRIAGE-c8352272b9a0e35f,P0TRIAGEPACK-1a9f5244dee16a5b,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,239,239,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-bb5cbccf0a16c180,G-e5025bcc09a3d119,H322,158,right,PDFANCHOR-e58262cf72c7df74,page-158,a87025f98e89ca119a9759ffc4430498b004f0187ea09a3761bc471601d708d0,158_page-158,a41466aa7b8c9ba01e0629d2464aa171bd0710b196c68db7bfe1ae4f6762d37d,PDFANCHOR-e58262cf72c7df74,285c265af340473e73383bf63ab735ff53c845d8f405bd72125945f58f292aef,x=0.524520-0.933902;y=0.433140-0.369024,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-61b8edfb934fbcd1,c6c25c6f96f49e51765d21da85ee8f626eeec29023596d48eea37c60fcfd5996,c9156e247c743dd4996c0b529b48ad82af3352cb40b6dfa3108d7c346d63e696,382469,848,328,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.334024-0.468140,x=747-1595;y=1303-1631,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-2f657ce8ae8a4d1c,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-c823059906ea232a,P0TRIAGE-3cc0fe9f3be0b3eb,P0TRIAGEPACK-3aeb62844c9bf3d0,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,240,240,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-4d161ada82d80038,G-6e5ad92fc6701a61,H330,160,right,PDFANCHOR-c07e40cbea36506b,page-160,ba67d0d92895f27216dee68abeb00ea8ea90e4767d512769809175bd2eb2d50a,160_page-160,8663129170369f8893b8b5247bc04cc0967c6573ca1017bbe98a64d7cc1526ac,PDFANCHOR-c07e40cbea36506b,3a68c6a9fc79807f15ffeb6e512d5b3972a453a8da207ae9976d29ce8aa87e65,x=0.520256-0.929638;y=0.720816-0.681539,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-bbf3ee9c2a40ed9e,2c42be4d2773b995f7a1843f6f2af4f1f7d3c135626c3b7cbf6f9cbb9907bea4,1ba148b255da946834e16c525e033f4d9f2c2fd991b16a9e86266f899e182e0f,272747,848,268,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.646539-0.755816,x=747-1595;y=598-866,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-a2df96e6cf76d6c8,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-eeb8b3b4472c4f95,P0TRIAGE-86d142da4fc49868,P0TRIAGEPACK-e63d28cd787b1874,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,241,241,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-31835c637dd1c1ee,G-355bb1d70c547694,H331,160,right,PDFANCHOR-e4dbafce956cd047,page-160,ba67d0d92895f27216dee68abeb00ea8ea90e4767d512769809175bd2eb2d50a,160_page-160,8663129170369f8893b8b5247bc04cc0967c6573ca1017bbe98a64d7cc1526ac,PDFANCHOR-e4dbafce956cd047,5a39c88c0c41c4a1151201de8ce936dc942c9272d8a4b988c3f3c10e783d27b0,x=0.520256-0.929637;y=0.555233-0.431575,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-770dd0633617a98d,781b940fa1ec650304a6d9bbb6e44e0abe853f3d6f6b39b59eee15d7f52d14cd,f7c3bfb00ea9154df3e2f0e6c414e3afa8ed5ef78eadc36d8a5756b18969cfa2,571433,848,474,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.396575-0.590233,x=747-1595;y=1004-1478,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-1417055cd63d82ac,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-d96595790afc92d4,P0TRIAGE-c87546b28e394d52,P0TRIAGEPACK-51d27ea84174dce9,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,242,242,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-53abe00b33086964,G-eb48d030082e59a6,H365,160,right,PDFANCHOR-ee878b5b3109458d,page-160,ba67d0d92895f27216dee68abeb00ea8ea90e4767d512769809175bd2eb2d50a,160_page-160,8663129170369f8893b8b5247bc04cc0967c6573ca1017bbe98a64d7cc1526ac,PDFANCHOR-ee878b5b3109458d,5ba8b0c1618715c373a1f5d5cacd74f0ac18359c5fb3949a6f0503043b373835,x=0.520256-0.931770;y=0.287755-0.120503,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-42d95f6eb209ae39,2b52d6a8c3b60d7232cdbf32f7566054d64a2b64528c82bc70f88ecc6afccf41,900152ccfcb7e3f8ba445250396ad6b6bfc503aeac1df50e1045d302a6a7c52c,631439,848,581,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.085503-0.322755,x=747-1595;y=1659-2240,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
P0CROPINDEX-944986124925676b,data/working/issue19-field-fact-p0-immediate-review-packet.csv,P0IMMEDIATE-4b91ef63b5227898,P0TRIAGE-e6163388fdfcdf43,P0TRIAGEPACK-c6483cddbdf87281,data/working/issue19-major-line-pdf-evidence-anchors.csv,data/working/issue19-page-manifest.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_crop_evidence_index,逐专业招生明细,逐专业招生明细×P0字段×即时复核裁图证据,false,false,false,false,false,false,false,243,243,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,专业计划数,M-27ba8ca4eab4a835,G-d6b66dbedebc6d73,H377,162,right,PDFANCHOR-4fbba1af6d08b33f,page-162,765285f5e35a118ccc456c3fd3d744ff2bde4e4b3343ce9928fb8780b5050d93,162_page-162,c7f0ce186af610771a75560ba1036c91ba660e56638abef18bf5498d3bf32937,PDFANCHOR-4fbba1af6d08b33f,bae6c68e4736013dfa39512cf8ecb0d7c208ec3c3c642f7fbe98b4543f097f31,x=0.524520-0.936034;y=0.629360-0.579924,P0C2-多值坐标候选冲突待人工核页,low,no_b0b1_school_sidecar,R0-无高校官网辅证行,S6-多值坐标冲突核页,true,P0CROP-55b0324c7bdbb3c0,0e4fc4437f3a8428b038d0ea0ee697ff18607f41cccdaf67c94a6af18a9b3fb3,ab9d99b3913150edd4fba601143f6f967f942971a918b3dbd1958d0a1290d01e,342611,848,292,1667,2449,x=0.448000-0.957000;y_bottom_origin=0.544924-0.664360,x=747-1595;y=822-1114,window_and_candidate_coordinates,render_dpi=120;mode=side_context;coord_y_origin=bottom;vertical_margin=0.035;x_margin=0.012,local_crop_generated_hash_recorded,pending_pdf_manual_review,pending_hubei_official_plan_review,pending_school_official_or_charter_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,仅用于定位和复验PDF原页裁图；不提供字段读数，不代表字段事实完成核验。,人工回看裁图和PDF原页，再与湖北官方系统或省招办计划、高校官网或章程做三方闭环。
