高校源字段回接队列ID,来源W0B0高校源桥接账本,来源第一闭环字段级公开状态,来源第一闭环事实进度公开账本,来源第一闭环核验结果看板,来源高校源进度看板,来源高校源最新对齐账本,来源高校源结构化接入候选账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,回接序号,回接泳道,回接批次,回接动作,W0B0高校源桥接ID,第一闭环字段核验状态ID,第一闭环事实进度公开账本ID,第一闭环核验结果ID,第一闭环事实范围缺口公开账本ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,院校代码,院校名称公开,事实域,事实类型,事实粒度,字段名,字段事实状态,字段核验优先级,字段事实闭环等级,字段事实阻断等级,字段事实缺口类型,核验动作层级,候选提示综合桶,PDFOCR与高校辅证关系桶,OCR提示状态,高校辅证证据状态,冲突状态,三方闭环状态,是否有PDFOCR提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,高校源桥接桶,高校源可作double_check提示,高校源进度任务数,高校源最新对齐任务数,结构化接入候选数,最新高校侧证据层级集合,最新证据来源族集合,来源类型桶集合,建议来源形态集合,来源留存状态集合,下一批推进优先级集合,下一批推进动作集合,最新公开证据集合SHA16集合,结构化接入候选来源类型集合,结构化适配器状态集合,候选diff优先级集合,本地公开证据文件集合SHA16集合,next20结构化湖北物理行数合计,live结构化输出记录数合计,C4C6综合结构化官网证据行数合计,C4C6可生成候选diff明细数合计,C4C6计划数一致候选数合计,C4C6官网可补OCR计划数候选数合计,C4C6计划数冲突候选数合计,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
W0B0FIELDLINK-8d910c1ebc8f3b67,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,52,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-928dfdfd692528ac,FIRSTFIELDSTATUS-f43e418a4a9f10a4,FCFACTPROG-8d910c1ebc8f3b67,FIRSTRESULT-9bb5a0770cde9499,FIRSTSCOPE-b0bd625edcb32076,FIRSTDETAIL-0a008f059b306a64,018-left,18,left,A033,中国传媒大学,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,3,3,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b0830e7ae227d08b,,,,,42,0,42,15,9,6,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-75a84779f10d675e,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,53,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-b70cbfade9c609ce,FIRSTFIELDSTATUS-61740be8abd131e9,FCFACTPROG-75a84779f10d675e,FIRSTRESULT-9bb5a0770cde9499,FIRSTSCOPE-5b6f6c1d55978676,FIRSTDETAIL-0a008f059b306a64,018-left,18,left,A033,中国传媒大学,字段事实,字段事实-学费,第一闭环任务×字段,学费,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,3,3,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b0830e7ae227d08b,,,,,42,0,42,15,9,6,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-1bd999b7c9dd282d,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,54,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-b2419852a6add88f,FIRSTFIELDSTATUS-2b66532af14e9c20,FCFACTPROG-1bd999b7c9dd282d,FIRSTRESULT-44737be2e755c649,FIRSTSCOPE-e56423360a12c9d9,FIRSTDETAIL-8bf313b58dad8c1d,018-left,18,left,A033,中国传媒大学,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,3,3,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b0830e7ae227d08b,,,,,42,0,42,15,9,6,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-50d96faecfb1b101,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,55,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-45e63d50b4fd2cc0,FIRSTFIELDSTATUS-ed72566660f16d57,FCFACTPROG-50d96faecfb1b101,FIRSTRESULT-44737be2e755c649,FIRSTSCOPE-177434c3f6ebcd46,FIRSTDETAIL-8bf313b58dad8c1d,018-left,18,left,A033,中国传媒大学,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,3,3,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b0830e7ae227d08b,,,,,42,0,42,15,9,6,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-a8ba51ec095acf5f,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,56,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-2c9b3c2f1fadd7b7,FIRSTFIELDSTATUS-ff012ce931224b51,FCFACTPROG-a8ba51ec095acf5f,FIRSTRESULT-44737be2e755c649,FIRSTSCOPE-5d2473d678a8af05,FIRSTDETAIL-8bf313b58dad8c1d,018-left,18,left,A033,中国传媒大学,字段事实,字段事实-学费,第一闭环任务×字段,学费,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,3,3,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b0830e7ae227d08b,,,,,42,0,42,15,9,6,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-3b84a6fa16dc1b69,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,57,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-80836003979488e4,FIRSTFIELDSTATUS-ac9b613b148586b8,FCFACTPROG-3b84a6fa16dc1b69,FIRSTRESULT-d1494dbd258b6f14,FIRSTSCOPE-155c4e4beafdecac,FIRSTDETAIL-ab6063ed0b37268b,018-left,18,left,A033,中国传媒大学,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,3,3,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b0830e7ae227d08b,,,,,42,0,42,15,9,6,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-3c1c1ff0c4c99f11,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,58,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-21fae612729d0c1c,FIRSTFIELDSTATUS-23f48332ac0a1df2,FCFACTPROG-3c1c1ff0c4c99f11,FIRSTRESULT-d1494dbd258b6f14,FIRSTSCOPE-5cf991aa5235b28c,FIRSTDETAIL-ab6063ed0b37268b,018-left,18,left,A033,中国传媒大学,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,3,3,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b0830e7ae227d08b,,,,,42,0,42,15,9,6,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-5e91ffca08d96aa7,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,59,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-57e47e75eb402549,FIRSTFIELDSTATUS-43bbeed72297a612,FCFACTPROG-5e91ffca08d96aa7,FIRSTRESULT-d1494dbd258b6f14,FIRSTSCOPE-42d93c2821c4e249,FIRSTDETAIL-ab6063ed0b37268b,018-left,18,left,A033,中国传媒大学,字段事实,字段事实-学费,第一闭环任务×字段,学费,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,3,3,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧；P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。；整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,b0830e7ae227d08b,,,,,42,0,42,15,9,6,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-fc46e5f710bd879b,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,60,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-a3cb4d5eff4302f9,FIRSTFIELDSTATUS-4f51c58f35cb0bb8,FCFACTPROG-fc46e5f710bd879b,FIRSTRESULT-abbbb219b66e7054,FIRSTSCOPE-93d32f9619340873,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,K486,西安邮电大学,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,2,2,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,0ce51b79e2541f0f,,,,,50,0,50,10,0,10,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-0c0cb4b1c68636e5,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,61,R2-B2冲突字段核页提示回接,BACKLINK-03-普通冲突提示回接,把高校侧L3线索接到字段事实项，供人工回看PDF原页和湖北官方侧时作提示。,W0B0SCHOOL-9d5f81f8d7843d15,FIRSTFIELDSTATUS-ced15490f31b8f90,FCFACTPROG-0c0cb4b1c68636e5,FIRSTRESULT-abbbb219b66e7054,FIRSTSCOPE-7c3e11d4e7985d60,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,K486,西安邮电大学,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,false,B2-已有高校侧结构化或diff线索，待接入到事实项,true,2,2,0,L3-已有湖北物理结构化或候选diff线索,next20；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,API/JSON,R0-已有公开来源文件或URL留存,P1-官网补缺线索回页,把高校补缺线索作为定位提示，回PDF原页补候选，再核湖北官方侧。,0ce51b79e2541f0f,,,,,50,0,50,10,0,10,0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
