G0冲突字段补证缺口任务公开账本ID,来源G0冲突字段补证闭环结果公开账本,来源G0冲突字段补证闭环结果页列汇总,来源G0冲突字段补证闭环结果摘要,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,缺口任务序号,证据通道序号,证据通道,证据通道类型,证据通道执行层级,证据缺口任务状态,是否当前可并行执行,当前通道状态,当前阻断桶,G0冲突字段补证闭环结果公开账本ID,G0冲突字段补证执行项公开账本ID,G0冲突字段补证执行包公开账本ID,G0冲突字段准出门禁公开账本ID,G0冲突字段复核Overlay公开账本ID,G0冲突动作包闭环工作台ID,高校源字段回接队列ID,W0B0执行预填明细公开审计ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,第一闭环字段核验状态ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,事实域,事实类型,字段名,补证执行优先级,补证执行泳道,回接泳道,回接批次,字段事实状态,字段核验优先级,PDFOCR与高校辅证关系桶,是否有PDFOCR提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,PDF原页记录缺口,湖北官方记录缺口,高校辅证记录缺口,冲突处理缺口,双人复核缺口,三方一致性缺口,字段确认缺口,写回评审缺口,必要证据缺口数,私有字段复核记录证据编号,私有字段复核记录SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,私有核页HTML证据编号,私有核页HTML_SHA256,当前私有页列CSV记录SHA256,下一步缺口处理动作,公开安全策略
G0FIELDGAPTASK-c8be8594dfec91d3,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,379,07,字段确认,字段确认,E5-字段确认,blocked_until_three_way_closure,false,blocked,G6-字段确认未填写,G0FIELDCLOSURE-1e75b1380765df2c,G0FIELDEXECITEM-675a610e5aa04f93,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-9b0de5fd38dd60ee,G0FIELDPUB-1246ed688217fa85,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-43952c91ac28bb8e,W0B0EXEITEM-d6dabf4767a338a6,FIRSTSCOPE-bca01ea43e0a6dc0,FIRSTFACT-3b2a2be68b8dbd72,FIRSTFIELDSTATUS-cd27914947d1b1bf,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,M-428c631bc321e966,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-64868f50ce690943,f4ff6f14edb2844f7f486f54f8c406baf94058c834c65fa1b33fd45662fc3522,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,e83299de73de3ec93dd79ca73b99c8b6745c17557a2bfe483312eec103d3a1fe,三方闭环后在私有材料中填写字段确认；公开层仍不保存字段记录。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-8e70c8328cafe354,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,380,08,写回评审,字段写回评审,E6-写回评审,blocked_until_field_confirmation,false,blocked_until_required_evidence_closed,G7-写回评审建议未填写,G0FIELDCLOSURE-1e75b1380765df2c,G0FIELDEXECITEM-675a610e5aa04f93,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-9b0de5fd38dd60ee,G0FIELDPUB-1246ed688217fa85,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-43952c91ac28bb8e,W0B0EXEITEM-d6dabf4767a338a6,FIRSTSCOPE-bca01ea43e0a6dc0,FIRSTFACT-3b2a2be68b8dbd72,FIRSTFIELDSTATUS-cd27914947d1b1bf,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,M-428c631bc321e966,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-64868f50ce690943,f4ff6f14edb2844f7f486f54f8c406baf94058c834c65fa1b33fd45662fc3522,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,e83299de73de3ec93dd79ca73b99c8b6745c17557a2bfe483312eec103d3a1fe,字段确认完成后进入私有写回评审；通过评审前仍不得写回或推荐。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-2e097c41aff1b399,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,381,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,G0FIELDCLOSURE-5be035cda552c0fc,G0FIELDEXECITEM-2d024fdb10661e5f,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-298103891f91ae81,G0FIELDPUB-59b28dac1ced7cf2,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-0d40ed6f2ba93f38,W0B0EXEITEM-81d86eae49fec9e8,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTFIELDSTATUS-6f952871dbfc9837,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-81d7cf9c56db37eb,deb728eb757ee3118bb12266ff938b63db4b00f54dcfb86397c63ff9aa269908,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,eceb1d15676f960f72c84c9d1c17c5cd3aa0ae85940656a102ee8228c8371568,在本地未公开页列材料中补齐PDF原页记录；未补齐前不得写回字段事实。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-7761c14ee23508ad,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,382,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,pending_primary_evidence_collection,true,pending_hubei_official_plan_review,G1-缺湖北官方记录,G0FIELDCLOSURE-5be035cda552c0fc,G0FIELDEXECITEM-2d024fdb10661e5f,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-298103891f91ae81,G0FIELDPUB-59b28dac1ced7cf2,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-0d40ed6f2ba93f38,W0B0EXEITEM-81d86eae49fec9e8,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTFIELDSTATUS-6f952871dbfc9837,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-81d7cf9c56db37eb,deb728eb757ee3118bb12266ff938b63db4b00f54dcfb86397c63ff9aa269908,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,eceb1d15676f960f72c84c9d1c17c5cd3aa0ae85940656a102ee8228c8371568,补齐湖北官方系统或省招办计划侧记录；高校官网不得替代湖北官方计划。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-2d93f6dc9219fa2f,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,383,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,pending_primary_evidence_collection,true,school_source_seed_present_pending_manual_review,G2b-高校辅证种子待人工核验,G0FIELDCLOSURE-5be035cda552c0fc,G0FIELDEXECITEM-2d024fdb10661e5f,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-298103891f91ae81,G0FIELDPUB-59b28dac1ced7cf2,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-0d40ed6f2ba93f38,W0B0EXEITEM-81d86eae49fec9e8,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTFIELDSTATUS-6f952871dbfc9837,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-81d7cf9c56db37eb,deb728eb757ee3118bb12266ff938b63db4b00f54dcfb86397c63ff9aa269908,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,eceb1d15676f960f72c84c9d1c17c5cd3aa0ae85940656a102ee8228c8371568,把高校侧线索人工核验为证据记录；仅作double check，不替代湖北官方计划。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-8c492d635332acb6,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,384,04,冲突处理,冲突解释和处理,E3-冲突处理,blocked_until_primary_evidence_present,false,pending_conflict_resolution,G3-冲突未处理,G0FIELDCLOSURE-5be035cda552c0fc,G0FIELDEXECITEM-2d024fdb10661e5f,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-298103891f91ae81,G0FIELDPUB-59b28dac1ced7cf2,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-0d40ed6f2ba93f38,W0B0EXEITEM-81d86eae49fec9e8,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTFIELDSTATUS-6f952871dbfc9837,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-81d7cf9c56db37eb,deb728eb757ee3118bb12266ff938b63db4b00f54dcfb86397c63ff9aa269908,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,eceb1d15676f960f72c84c9d1c17c5cd3aa0ae85940656a102ee8228c8371568,在PDF原页、湖北官方侧和高校辅证记录齐备后处理冲突方向。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-63c2f642ad53ef6b,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,385,05,双人复核,双人复核,E3-双人复核,pending_double_review,true,pending_double_review,G4-双人复核未完成,G0FIELDCLOSURE-5be035cda552c0fc,G0FIELDEXECITEM-2d024fdb10661e5f,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-298103891f91ae81,G0FIELDPUB-59b28dac1ced7cf2,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-0d40ed6f2ba93f38,W0B0EXEITEM-81d86eae49fec9e8,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTFIELDSTATUS-6f952871dbfc9837,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-81d7cf9c56db37eb,deb728eb757ee3118bb12266ff938b63db4b00f54dcfb86397c63ff9aa269908,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,eceb1d15676f960f72c84c9d1c17c5cd3aa0ae85940656a102ee8228c8371568,需要双人复核的字段先完成A/B复核和一致性结论；未完成前不得写回。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-c6d86f7e8412a24e,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,386,06,三方一致性闭环,PDF/湖北官方/高校辅证三方闭环,E4-三方一致性闭环,blocked_until_primary_evidence_present,false,blocked_missing_pdf,G5-三方一致性未闭环,G0FIELDCLOSURE-5be035cda552c0fc,G0FIELDEXECITEM-2d024fdb10661e5f,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-298103891f91ae81,G0FIELDPUB-59b28dac1ced7cf2,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-0d40ed6f2ba93f38,W0B0EXEITEM-81d86eae49fec9e8,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTFIELDSTATUS-6f952871dbfc9837,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-81d7cf9c56db37eb,deb728eb757ee3118bb12266ff938b63db4b00f54dcfb86397c63ff9aa269908,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,eceb1d15676f960f72c84c9d1c17c5cd3aa0ae85940656a102ee8228c8371568,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后再做三方一致性闭环。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-fe66199d6e8320d8,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,387,07,字段确认,字段确认,E5-字段确认,blocked_until_three_way_closure,false,blocked,G6-字段确认未填写,G0FIELDCLOSURE-5be035cda552c0fc,G0FIELDEXECITEM-2d024fdb10661e5f,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-298103891f91ae81,G0FIELDPUB-59b28dac1ced7cf2,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-0d40ed6f2ba93f38,W0B0EXEITEM-81d86eae49fec9e8,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTFIELDSTATUS-6f952871dbfc9837,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-81d7cf9c56db37eb,deb728eb757ee3118bb12266ff938b63db4b00f54dcfb86397c63ff9aa269908,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,eceb1d15676f960f72c84c9d1c17c5cd3aa0ae85940656a102ee8228c8371568,三方闭环后在私有材料中填写字段确认；公开层仍不保存字段记录。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPTASK-83f365ed910a4c7e,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口任务,字段事实×证据缺口通道,false,false,false,false,false,false,false,false,false,388,08,写回评审,字段写回评审,E6-写回评审,blocked_until_field_confirmation,false,blocked_until_required_evidence_closed,G7-写回评审建议未填写,G0FIELDCLOSURE-5be035cda552c0fc,G0FIELDEXECITEM-2d024fdb10661e5f,G0FIELDEXECPACKET-135f7eb51adc7a7c,G0FIELDGATE-298103891f91ae81,G0FIELDPUB-59b28dac1ced7cf2,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-0d40ed6f2ba93f38,W0B0EXEITEM-81d86eae49fec9e8,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTFIELDSTATUS-6f952871dbfc9837,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,P0-含双人复核缺口页列,R0-冲突字段双人核页优先,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,true,true,true,true,true,true,true,true,8,G0FIELD-PRIVATE-G0FIELDPRIV-81d7cf9c56db37eb,deb728eb757ee3118bb12266ff938b63db4b00f54dcfb86397c63ff9aa269908,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,FIRST-CLOSURE-REVIEW-HTML-199-left,0015fb47a28280a4de32d77adfa128c2f8e0553efcf7633c4d50ed66f8d2e7c4,eceb1d15676f960f72c84c9d1c17c5cd3aa0ae85940656a102ee8228c8371568,字段确认完成后进入私有写回评审；通过评审前仍不得写回或推荐。,公开层只保存ID、状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
