G0字段W0W1可执行通道项ID,来源G0字段闭环进度表,来源G0字段补证缺口任务,来源G0字段W0W1开核执行清单,来源G0字段W0W1主动工作板,来源第一闭环证据仲裁总视图,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,执行项序号,证据通道序号,证据通道,证据通道类型,证据通道执行层级,当前执行波次,当前证据动作组,通道执行优先级,G0冲突字段补证缺口任务公开账本ID,G0字段闭环进度ID,G0冲突字段W0W1开核执行清单ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,第一闭环字段核验状态ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,事实域,事实类型,字段名,字段事实状态,候选分层桶,闭环准出阶段,证据缺口任务状态,是否当前可并行执行,当前通道状态,当前阻断桶,PDF原页记录状态,湖北官方记录状态,高校辅证人工核验状态,冲突处理状态,双人复核状态,三方一致性闭环状态,字段确认状态,写回评审状态,必要证据缺口数,字段剩余缺口通道数,高校源可DoubleCheck提示,结构化接入候选数,通道回填状态,解除阻断条件,下一步执行动作,来源缺口任务记录SHA256,来源字段进度记录SHA256,来源开核执行包SHA256,公开安全策略
G0-W0W1-ACTION-ITEM-a1b21be9ba97ac5a,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,222,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-799e4207459ee3c0,G0-FIELD-PROGRESS-c81f774fe56ff376,G0W0W1LAUNCH-29ff4429f9287cfa,FIRSTSCOPE-8fe77cda62670b4f,FIRSTFACT-3c96ab669faf89cd,FIRSTFIELDSTATUS-a40a8b7f0c2246da,FIRSTDETAIL-ac9be6f84b5cb492,209-right,209,right,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-专业计划数,专业计划数,K2-OCR候选存在但三方核验未闭环,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,e1baef08b746aff1bbbf357e5a5aa77a0738a9740df33f6c64e17c6d8223bdb6,6e3f4dfbfee433022c89be085f7ca1b69eecba199f842e7ce0de3bdc6512da59,04cde84a63104126ac29d14e3344a6d85edb2c201ae4485153dca6a2c8565c82,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-99a85e12ce1ed320,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,223,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-a28f2e6fe3c6c52f,G0-FIELD-PROGRESS-8dd58c7efb1a4209,G0W0W1LAUNCH-29ff4429f9287cfa,FIRSTSCOPE-8c72fcf8d418015e,FIRSTFACT-135a6613929a3e67,FIRSTFIELDSTATUS-6a7293f5e6aebb3d,FIRSTDETAIL-ac9be6f84b5cb492,209-right,209,right,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-再选科目,再选科目,K1-字段缺口有候选待PDF原页和官方核验,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,fd92c2e43ce65b2ed676e34522ed339d550056c0cf9fad7492eed8c59df65ae0,c1b11a7f352b9311063429ff37ff64386e23bcf2c790a4abc2f23d01decc7cec,04cde84a63104126ac29d14e3344a6d85edb2c201ae4485153dca6a2c8565c82,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-4a6c2d6b7b3b6406,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,224,05,双人复核,双人复核,E3-双人复核,W1-双人复核,A3-冲突字段双人复核,04-双人复核,G0FIELDGAPTASK-a1321fd351c69bcf,G0-FIELD-PROGRESS-5b43ff3b180b1137,G0W0W1LAUNCH-29ff4429f9287cfa,FIRSTSCOPE-c4191607a26270ed,FIRSTFACT-a7df9fee8affdd52,FIRSTFIELDSTATUS-7047f4dd2cb496d9,FIRSTDETAIL-ac9be6f84b5cb492,209-right,209,right,M-e2879b097d059aee,G-e377a7e078e92213,K153,字段事实,字段事实-学费,学费,K2-OCR候选存在但三方核验未闭环,C1-双侧候选一致但仍待核,F3-补PDF原页基础记录,pending_double_review,true,pending_double_review,G4-双人复核未完成,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,完成双人复核记录，冲突字段才能进入三方闭环。,对冲突字段做第二人复核，复核后再三方闭环。,a227f8e47ee1b286a310f5a72f4ced3ff3fbfd4598d52f40039640b6e588029a,fbba471cee122614f4c24a79f30b74f1d789911a00fad77b81d8b1b4a9c3f4d8,04cde84a63104126ac29d14e3344a6d85edb2c201ae4485153dca6a2c8565c82,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-dd213ae0843b8a2f,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,225,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-2038b5cc85b1ba2f,G0-FIELD-PROGRESS-c9cddf4f8fc29a23,G0W0W1LAUNCH-7ddefa0a1f2bc265,FIRSTSCOPE-93d32f9619340873,FIRSTFACT-a878e5f6d03e8d25,FIRSTFIELDSTATUS-4f51c58f35cb0bb8,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,专业计划数,K0-字段缺口无候选需原页重读,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,not_required,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,7,7,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,5a9ee00bf2cbca6df17620087583dba16585ae2dc67978f7321fbd57164d4862,efb11cd401f4bad37db493bffa06078d576f66648f5e4f4a81b06a17200a717a,cb721c09cde03b11dc6940e5a33b5cac6f769173643f338922403912a7f5ac2f,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-36c25c96bceed405,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,226,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-832f21755ddd9036,G0-FIELD-PROGRESS-f702b3dbea77be78,G0W0W1LAUNCH-7ddefa0a1f2bc265,FIRSTSCOPE-7c3e11d4e7985d60,FIRSTFACT-29c95b9ee7f298f4,FIRSTFIELDSTATUS-ced15490f31b8f90,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-再选科目,再选科目,K2-OCR候选存在但三方核验未闭环,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,not_required,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,7,7,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,62251dd7c7bc6e4e4f49159f4b97a5f0ebfd82a5aad55b7515aa9a0f6ed2f592,d5b207c4ea9d3e58aff12458cbf10e1cd80b1b202f9a892aba44ba3c16347640,cb721c09cde03b11dc6940e5a33b5cac6f769173643f338922403912a7f5ac2f,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-e8e11fcb7de03938,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,227,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-134750a7e09e6f28,G0-FIELD-PROGRESS-1b8539d334b35054,G0W0W1LAUNCH-7ddefa0a1f2bc265,FIRSTSCOPE-3061535b96c8d94e,FIRSTFACT-be0e28a817eccbd3,FIRSTFIELDSTATUS-44d3b423cb832981,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-学费,学费,K2-OCR候选存在但三方核验未闭环,C2-仅PDFOCR候选需补辅证,F2-PDFOCR候选需补辅证并核原页,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_pending,pending_conflict_resolution,not_required,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,7,7,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,140bd427925565be6c3ebfb14750c52229efa32e3c1f76d06420c695845258ef,78bc646ff0a0c838fe98538db45bebd43d2a3f22b38451a34120d14f8812260a,cb721c09cde03b11dc6940e5a33b5cac6f769173643f338922403912a7f5ac2f,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-b892baaba4e66505,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,228,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,W0-一手证据与辅证采集,A1-补湖北官方侧记录,02-湖北官方侧优先,G0FIELDGAPTASK-ba7d1912dc6dd02c,G0-FIELD-PROGRESS-c9cddf4f8fc29a23,G0W0W1LAUNCH-da873a8127e246d6,FIRSTSCOPE-93d32f9619340873,FIRSTFACT-a878e5f6d03e8d25,FIRSTFIELDSTATUS-4f51c58f35cb0bb8,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,专业计划数,K0-字段缺口无候选需原页重读,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_primary_evidence_collection,true,pending_hubei_official_plan_review,G1-缺湖北官方记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,not_required,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,7,7,true,0,pending_private_evidence_record,补齐湖北官方系统或省招办计划记录并保留证据编号。,按字段事实回查湖北官方侧记录，保留证据编号。,9e8bb3eca52aee17fb9cfa9f3dc3c75f1bd619ec5b76501362d223efcfbad455,efb11cd401f4bad37db493bffa06078d576f66648f5e4f4a81b06a17200a717a,a44533207a99de5d2c135e33746ff7fb3f87aa620968631c37d83ce030918bd0,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-d7bd707e2a999643,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,229,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,W0-一手证据与辅证采集,A1-补湖北官方侧记录,02-湖北官方侧优先,G0FIELDGAPTASK-b88ded51e7b7e69d,G0-FIELD-PROGRESS-f702b3dbea77be78,G0W0W1LAUNCH-da873a8127e246d6,FIRSTSCOPE-7c3e11d4e7985d60,FIRSTFACT-29c95b9ee7f298f4,FIRSTFIELDSTATUS-ced15490f31b8f90,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-再选科目,再选科目,K2-OCR候选存在但三方核验未闭环,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_primary_evidence_collection,true,pending_hubei_official_plan_review,G1-缺湖北官方记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,not_required,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,7,7,true,0,pending_private_evidence_record,补齐湖北官方系统或省招办计划记录并保留证据编号。,按字段事实回查湖北官方侧记录，保留证据编号。,c23bc1e5149f63ab6134e4d4373e43c83d520fdcfee1d9b2f2b05c1024018e1a,d5b207c4ea9d3e58aff12458cbf10e1cd80b1b202f9a892aba44ba3c16347640,a44533207a99de5d2c135e33746ff7fb3f87aa620968631c37d83ce030918bd0,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-b8966828f82d5d66,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,230,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,W0-一手证据与辅证采集,A1-补湖北官方侧记录,02-湖北官方侧优先,G0FIELDGAPTASK-e70540317397bf60,G0-FIELD-PROGRESS-1b8539d334b35054,G0W0W1LAUNCH-da873a8127e246d6,FIRSTSCOPE-3061535b96c8d94e,FIRSTFACT-be0e28a817eccbd3,FIRSTFIELDSTATUS-44d3b423cb832981,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-学费,学费,K2-OCR候选存在但三方核验未闭环,C2-仅PDFOCR候选需补辅证,F2-PDFOCR候选需补辅证并核原页,pending_primary_evidence_collection,true,pending_hubei_official_plan_review,G1-缺湖北官方记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_pending,pending_conflict_resolution,not_required,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,7,7,true,0,pending_private_evidence_record,补齐湖北官方系统或省招办计划记录并保留证据编号。,按字段事实回查湖北官方侧记录，保留证据编号。,908ebd729aaac00c530286e64c7b6988ffacb34373e8167d7856b057f0a99382,78bc646ff0a0c838fe98538db45bebd43d2a3f22b38451a34120d14f8812260a,a44533207a99de5d2c135e33746ff7fb3f87aa620968631c37d83ce030918bd0,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-0e25340718ee4715,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,231,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,W0-一手证据与辅证采集,A2-核高校辅证线索,03-高校辅证并行,G0FIELDGAPTASK-eec03709ebac2403,G0-FIELD-PROGRESS-c9cddf4f8fc29a23,G0W0W1LAUNCH-2bd38d5789f109f0,FIRSTSCOPE-93d32f9619340873,FIRSTFACT-a878e5f6d03e8d25,FIRSTFIELDSTATUS-4f51c58f35cb0bb8,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-专业计划数,专业计划数,K0-字段缺口无候选需原页重读,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_primary_evidence_collection,true,school_source_seed_present_pending_manual_review,G2b-高校辅证种子待人工核验,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,not_required,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,7,7,true,0,pending_private_evidence_record,核高校辅证线索，仅作为double check，不替代湖北官方计划。,回接高校源线索并标注是否支持或冲突。,5e301d283669e45a1f17523a6d3143f1b861953411e46cedc306efcb96812a55,efb11cd401f4bad37db493bffa06078d576f66648f5e4f4a81b06a17200a717a,06e68d7feadf031e2e822b27de95863e898e25f89f32c19829c4b5dc7d568cbb,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-0f135475f16397b4,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,232,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,W0-一手证据与辅证采集,A2-核高校辅证线索,03-高校辅证并行,G0FIELDGAPTASK-abc248157bccc657,G0-FIELD-PROGRESS-f702b3dbea77be78,G0W0W1LAUNCH-2bd38d5789f109f0,FIRSTSCOPE-7c3e11d4e7985d60,FIRSTFACT-29c95b9ee7f298f4,FIRSTFIELDSTATUS-ced15490f31b8f90,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-再选科目,再选科目,K2-OCR候选存在但三方核验未闭环,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_primary_evidence_collection,true,school_source_seed_present_pending_manual_review,G2b-高校辅证种子待人工核验,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,not_required,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,7,7,true,0,pending_private_evidence_record,核高校辅证线索，仅作为double check，不替代湖北官方计划。,回接高校源线索并标注是否支持或冲突。,a6ee9c4943ed0acf5df8271ca71d5d5b63c5d5ad19f3350f636dbc085f564ce7,d5b207c4ea9d3e58aff12458cbf10e1cd80b1b202f9a892aba44ba3c16347640,06e68d7feadf031e2e822b27de95863e898e25f89f32c19829c4b5dc7d568cbb,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-44e608a3bd38a878,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,233,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,W0-一手证据与辅证采集,A2-核高校辅证线索,03-高校辅证并行,G0FIELDGAPTASK-8994adcf4f59692e,G0-FIELD-PROGRESS-1b8539d334b35054,G0W0W1LAUNCH-2bd38d5789f109f0,FIRSTSCOPE-3061535b96c8d94e,FIRSTFACT-be0e28a817eccbd3,FIRSTFIELDSTATUS-44d3b423cb832981,FIRSTDETAIL-1ee8dfd8190933ae,226-left,226,left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-学费,学费,K2-OCR候选存在但三方核验未闭环,C2-仅PDFOCR候选需补辅证,F2-PDFOCR候选需补辅证并核原页,pending_primary_evidence_collection,true,school_source_pending,G2a-缺高校辅证线索,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_pending,pending_conflict_resolution,not_required,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,7,7,true,0,pending_private_evidence_record,核高校辅证线索，仅作为double check，不替代湖北官方计划。,回接高校源线索并标注是否支持或冲突。,ebf49e445f1b155e1fa1b47ad51b2b1c8f9f167332805f1cf7e55dd32e947857,78bc646ff0a0c838fe98538db45bebd43d2a3f22b38451a34120d14f8812260a,06e68d7feadf031e2e822b27de95863e898e25f89f32c19829c4b5dc7d568cbb,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
