W0B0执行预填明细公开审计ID,来源W0B0最小人工复核明细,来源第一闭环下一步动作矩阵,来源第一闭环字段确认公开账本,来源第一闭环PDFOCR候选公开审计,来源第一闭环机器坐标候选公开审计,来源W0B0私有预填材料,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行预填明细序号,W0B0执行预填包公开审计ID,W0B0最小人工复核包ID,W0B0最小人工复核明细ID,第一闭环事实核验包明细ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,稳定基座第一闭环明细任务ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,事实域,事实类型,事实粒度,字段名,最小复核类型,复核优先级,页列主阻断,核验动作层级,第一闭环下一步动作ID,第一闭环字段确认公开账本ID,第一闭环PDFOCR候选公开审计ID,第一闭环机器坐标候选公开审计ID,PDFOCR提示状态,PDFOCR审阅桶,PDFOCR与高校辅证关系桶,机器坐标提示状态,机器坐标审阅桶,机器坐标关系桶,候选提示综合桶,高校辅证线索状态,湖北官方侧状态,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,私有预填记录状态,私有预填记录证据编号,私有预填记录SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,三方字段一致性状态,字段事实写回状态,最小执行动作,公开安全策略
W0B0EXEITEM-80e25a65b26a229e,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,67,W0B0EXEPKT-a1a7068fe66eda46,W0B0MANPKT-e770bdb780cfee87,W0B0MANITEM-8caa29a49e065ad9,FIRSTFACTITEM-a7bf3bc8bd3bb897,FIRSTSCOPE-3061535b96c8d94e,FIRSTFACT-be0e28a817eccbd3,FIRSTDETAIL-1ee8dfd8190933ae,226,left,226-left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-c134d40ce4c46786,FIRSTFCONF-32621c8f76a61f55,FIRSTPDFOCR-32621c8f76a61f55,FIRSTMCOORD-32621c8f76a61f55,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-80e25a65b26a229e,a0b9fbfb9ddd49f9281d60b51a59ee91a8f56d7b9ba62a130223558bcd9be4e6,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-20d4d420a69b1ad0,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,68,W0B0EXEPKT-a1a7068fe66eda46,W0B0MANPKT-e770bdb780cfee87,W0B0MANITEM-9493d5e1eb9fe0a3,FIRSTFACTITEM-cc3cae1019e0ae44,FIRSTSCOPE-a870c7954cb5d0fd,,FIRSTDETAIL-890f406b7b9b56e5,226,left,226-left,M-fa76362af83034d1,G-052b32c1ecd65258,K485,专业名归属,专业名归属事实,第一闭环任务×专业名归属,学费；再选科目,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,FIRSTNEXT-9b344847cb21f38a,FIRSTFCONF-2feb8c8064d10c18,FIRSTPDFOCR-2feb8c8064d10c18,FIRSTMCOORD-2feb8c8064d10c18,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H2-已有PDFOCR候选,page_side_has_school_side_evidence,pending_hubei_official_review,true,false,false,false,false,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-20d4d420a69b1ad0,c3895381bc80ab4c96218623321fb89a1612356f577f47ab18408cd19a86d6f6,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核专业行归属、专业组内位置和上下文，再对字段候选做三方闭环。,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-7fb2d3c5b6ae05a1,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,69,W0B0EXEPKT-2b5fe344227b909d,W0B0MANPKT-2c87c6c25ede47d4,W0B0MANITEM-8692d5308340ae11,FIRSTFACTITEM-f6d8d5e58ae61eba,FIRSTSCOPE-4d3f826a09ab178d,,,169,right,169-right,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×1；N1-高校补缺线索回PDF原页×10；N3-无稳定候选人工看图×10；N4-PDFOCR候选人工确认×1,,,,,page_side_review,,,,,,,page_side_has_school_side_evidence,pending_hubei_official_plan_review,true,false,true,false,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-7fb2d3c5b6ae05a1,93d2e76a56a012ec8104ddc3893d200bcf6fca4ec3c0e171d8c7bc53412e200c,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核专业组标题、起止、跨页延续和左右栏边界，再处理同页字段事实。,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-641480ae80392804,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,70,W0B0EXEPKT-2b5fe344227b909d,W0B0MANPKT-2c87c6c25ede47d4,W0B0MANITEM-56968f7e1119fa2c,FIRSTFACTITEM-ed41e72f55621ce1,FIRSTSCOPE-62ccfce4b25095f3,FIRSTFACT-89426344d3897f44,FIRSTDETAIL-8991edc6731114ee,169,right,169-right,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-865b747e2a938aa9,FIRSTFCONF-3a0ca42b8585f070,FIRSTPDFOCR-3a0ca42b8585f070,FIRSTMCOORD-3a0ca42b8585f070,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-641480ae80392804,b5e6beb094454767749732dfa0764b805bee943c6bb2722220a8bd64c4cdf411,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-52b31695325b9be3,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,71,W0B0EXEPKT-2b5fe344227b909d,W0B0MANPKT-2c87c6c25ede47d4,W0B0MANITEM-c20078c9e0f8aeef,FIRSTFACTITEM-a2b63968dd63bb2e,FIRSTSCOPE-44d036899a25b9d5,FIRSTFACT-dab747cd5c54ef66,FIRSTDETAIL-8991edc6731114ee,169,right,169-right,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-865b747e2a938aa9,FIRSTFCONF-3a0ca42b8585f070,FIRSTPDFOCR-3a0ca42b8585f070,FIRSTMCOORD-3a0ca42b8585f070,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-52b31695325b9be3,c48343c9673897660e040216cac4125a4cd943cc2caef4a117b259553f80c0fc,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-e012463563c88907,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,72,W0B0EXEPKT-2b5fe344227b909d,W0B0MANPKT-2c87c6c25ede47d4,W0B0MANITEM-e40cf4d84ea5c53b,FIRSTFACTITEM-ba75c116e4e11d15,FIRSTSCOPE-961c7be64f24396e,,FIRSTDETAIL-391717603ff99852,169,right,169-right,M-b0e700912fffe743,G-69a8112ee16cf2ba,H450,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数；学费,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,FIRSTNEXT-f12585142025080e,FIRSTFCONF-8d1cde127fe0e238,FIRSTPDFOCR-8d1cde127fe0e238,FIRSTMCOORD-8d1cde127fe0e238,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H2-已有PDFOCR候选,page_side_has_school_side_evidence,pending_hubei_official_review,true,false,false,false,false,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-e012463563c88907,9558da399ddaca7b54e41a860c3223eec49f7f0f2c8018c4ae08e1e4123374e0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核专业行归属、专业组内位置和上下文，再对字段候选做三方闭环。,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-306cf63b7838e48c,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,73,W0B0EXEPKT-bd34d6c9078ebb28,W0B0MANPKT-914c772cbb04c08d,W0B0MANITEM-68c04fdfab40b2e3,FIRSTFACTITEM-edabb9a92f3ec0d9,FIRSTSCOPE-b4e239653f6071e2,,,37,left,037-left,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×1；N3-无稳定候选人工看图×2；N4-PDFOCR候选人工确认×2,,,,,page_side_review,,,,,,,page_side_has_school_side_evidence,pending_hubei_official_plan_review,true,false,true,false,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-306cf63b7838e48c,b3f7a8c5870c07abc3040e69ccf9b08cf1c44d096368285146433105536d9cc3,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核专业组标题、起止、跨页延续和左右栏边界，再处理同页字段事实。,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-c69d7674b2b593fd,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,74,W0B0EXEPKT-bd34d6c9078ebb28,W0B0MANPKT-914c772cbb04c08d,W0B0MANITEM-bdb4e7378b8654e0,FIRSTFACTITEM-60d7011e5135e381,FIRSTSCOPE-9305cdd26a137920,FIRSTFACT-6c73d8a2503294c3,FIRSTDETAIL-a19646da8920400b,37,left,037-left,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-a4df618add4d4e23,FIRSTFCONF-b932d453a42ac0b0,FIRSTPDFOCR-b932d453a42ac0b0,FIRSTMCOORD-b932d453a42ac0b0,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-c69d7674b2b593fd,39095e9d75f4f611bcb3263b5049d89bdba409aee8926402af80b49ceef22920,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-fd07995c8b0049d4,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,75,W0B0EXEPKT-bd34d6c9078ebb28,W0B0MANPKT-914c772cbb04c08d,W0B0MANITEM-87a5af7bd506f635,FIRSTFACTITEM-e459fa519c47921b,FIRSTSCOPE-5aeca1ef4693b9c9,FIRSTFACT-a2360e132a041b40,FIRSTDETAIL-a19646da8920400b,37,left,037-left,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-a4df618add4d4e23,FIRSTFCONF-b932d453a42ac0b0,FIRSTPDFOCR-b932d453a42ac0b0,FIRSTMCOORD-b932d453a42ac0b0,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-fd07995c8b0049d4,4fb1ac9e66efe9cf9fcbf3fad3914555399d9552d3ed52656ce58335a8e0683b,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-e170e3f008079577,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,76,W0B0EXEPKT-bd34d6c9078ebb28,W0B0MANPKT-914c772cbb04c08d,W0B0MANITEM-72e4ed6483365010,FIRSTFACTITEM-0f8d4ba8f0a828f8,FIRSTSCOPE-14ebf17b1d34aaf4,FIRSTFACT-72af22d721ed39ee,FIRSTDETAIL-a19646da8920400b,37,left,037-left,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-a4df618add4d4e23,FIRSTFCONF-b932d453a42ac0b0,FIRSTPDFOCR-b932d453a42ac0b0,FIRSTMCOORD-b932d453a42ac0b0,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-e170e3f008079577,13b146bcca1bbc9e4f2c0ddcd9c06a5ae33278417a5d5ce4fb6579b01e5ae9a0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-f1a279a7f75d37c5,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,77,W0B0EXEPKT-bd34d6c9078ebb28,W0B0MANPKT-914c772cbb04c08d,W0B0MANITEM-5fa440160bdab1ee,FIRSTFACTITEM-1cff0fd1f4f8de54,FIRSTSCOPE-73d3cb85d749542e,,FIRSTDETAIL-f6c5e0b8b2a20f9b,37,left,037-left,M-f7fc1e53365bb4e8,G-9fca3ce8b2adbf9c,A135,专业名归属,专业名归属事实,第一闭环任务×专业名归属,专业计划数,M2-核专业名归属,P2,B0-PDFOCR与高校辅证冲突,N4-PDFOCR候选人工确认,FIRSTNEXT-7d87bcaa00b64343,FIRSTFCONF-7cfe17b640c6e147,FIRSTPDFOCR-7cfe17b640c6e147,FIRSTMCOORD-7cfe17b640c6e147,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H2-已有PDFOCR候选,page_side_has_school_side_evidence,pending_hubei_official_review,true,false,false,false,false,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-f1a279a7f75d37c5,b02bf6e289faa8abeba3c7c0d68f181512879e6782e6610f08e8f30724681399,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核专业行归属、专业组内位置和上下文，再对字段候选做三方闭环。,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
