第一闭环字段核验状态ID,来源第一闭环下一步动作矩阵,来源字段事实核验任务,来源高校源E0人工回页队列,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段状态序号,第一闭环下一步动作ID,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,字段映射状态,字段事实核验任务ID,字段事实状态,字段核验优先级,字段PDF核验状态,字段湖北官方核验状态,字段事实闭环等级,字段事实阻断等级,字段事实缺口类型,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,核验动作层级,执行泳道,同校高校源可用性,同校高校源最高证据层级,同校E0人工回页任务数,同校E0风险桶分布,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,当前阻断原因,下一步核验动作,公开安全策略
FIRSTFIELDSTATUS-f34f56e3495ea863,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,308,FIRSTNEXT-9b344847cb21f38a,FIRSTDETAIL-890f406b7b9b56e5,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-fa76362af83034d1,G-052b32c1ecd65258,K485,自动官网辅证任务,再选科目,M1-已映射字段事实核验任务,FIELDVERIFY-df52d5c03f78f79c,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,N4-PDFOCR候选人工确认,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-a52177d7ab208b14,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,309,FIRSTNEXT-9b344847cb21f38a,FIRSTDETAIL-890f406b7b9b56e5,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-fa76362af83034d1,G-052b32c1ecd65258,K485,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-b6a71d84acaad8ed,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,N4-PDFOCR候选人工确认,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-eeae6dc66b5bf322,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,310,FIRSTNEXT-b5741e7c50b9646d,FIRSTDETAIL-9492c8564a765ada,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-216cedcbd6540689,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-8c79d1392e839774,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N3-无稳定候选人工看图,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-39e525647d4cd990,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,311,FIRSTNEXT-d22ae2c4dc9cd330,FIRSTDETAIL-a0ac8bdfbadc9df6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-59f2fe4937c929af,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-3125b6158a7a385d,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-876b9a242ea20e7f,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,312,FIRSTNEXT-d22ae2c4dc9cd330,FIRSTDETAIL-a0ac8bdfbadc9df6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-59f2fe4937c929af,G-01338c1d774310d5,K486,自动官网辅证任务,再选科目,M1-已映射字段事实核验任务,FIELDVERIFY-e04ac55af91a4df2,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-e5f577c0f6cd82f5,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,313,FIRSTNEXT-d22ae2c4dc9cd330,FIRSTDETAIL-a0ac8bdfbadc9df6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-59f2fe4937c929af,G-01338c1d774310d5,K486,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-4ac9ed322506f3ef,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-462f8c9f5c667a7a,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,314,FIRSTNEXT-4f19c9a334777cab,FIRSTDETAIL-b32e99b3f89bcaa4,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-a83566d233468121,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-a41558ce15c1aeda,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N2-机器坐标辅助核PDF原页,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-574d3ede52a35f5c,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,315,FIRSTNEXT-4e0e561ed026d398,FIRSTDETAIL-b47bcb8a4b82264a,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-188931cfb2409b2a,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-d8c5f25af479eefe,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N3-无稳定候选人工看图,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-de654d8e2b47547b,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,316,FIRSTNEXT-68d99b5c4571917a,FIRSTDETAIL-bb340f79f9405382,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-4a6209dd341f05a5,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-ff03a717129b85c3,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N3-无稳定候选人工看图,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-bd90ba75e4ba6b8e,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,317,FIRSTNEXT-824a79cb338a8df0,FIRSTDETAIL-bb5d3b024be0552c,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b54865ae837a800d,G-01338c1d774310d5,K486,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-5fc2c1497e25d30c,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N2-机器坐标辅助核PDF原页,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-fdc34178fb16280c,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,318,FIRSTNEXT-b460ea548e3faae5,FIRSTDETAIL-be264c75f53789f6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b54865ae837a800d,G-01338c1d774310d5,K486,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-5fc2c1497e25d30c,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-1475a7c29e74c583,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,319,FIRSTNEXT-b460ea548e3faae5,FIRSTDETAIL-be264c75f53789f6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b54865ae837a800d,G-01338c1d774310d5,K486,自动官网辅证任务,再选科目,M1-已映射字段事实核验任务,FIELDVERIFY-73e0a6b2ec62ceeb,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-02748af4a8422f6f,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,320,FIRSTNEXT-b460ea548e3faae5,FIRSTDETAIL-be264c75f53789f6,FIRSTPAGE-b55961124bc8610b,226,left,226-left,M-b54865ae837a800d,G-01338c1d774310d5,K486,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-eab9aac8ee96df82,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E1-计划数补缺或偏大优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,1,M1-OCR补缺线索先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
