G0冲突字段准出门禁公开账本ID,来源G0冲突字段复核Overlay公开账本,来源G0冲突字段复核Overlay页列汇总,来源G0冲突字段复核Overlay摘要,来源私有G0字段复核Overlay,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,准出门禁序号,G0冲突字段复核Overlay公开账本ID,G0冲突动作包闭环工作台ID,高校源字段回接队列ID,W0B0执行预填明细公开审计ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,第一闭环字段核验状态ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,事实域,事实类型,字段名,回接泳道,回接批次,字段事实状态,字段核验优先级,PDFOCR与高校辅证关系桶,是否有PDFOCR提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,高校源桥接桶,结构化接入候选数,私有字段复核记录证据编号,私有字段复核记录SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,PDF原页记录缺口,湖北官方记录缺口,高校辅证记录缺口,冲突处理缺口,双人复核缺口,三方一致性缺口,字段确认缺口,写回评审缺口,必要缺口数,准出门禁状态,主缺口桶,准出阻断等级,字段写回评审状态,G0字段Overlay状态,下一步字段准出动作,公开安全策略
G0FIELDGATE-6e162661a3774687,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,35,G0FIELDPUB-f5d50e167f60da49,FCG0PKGCLOSE-cf4c8fcc685e9e63,W0B0FIELDLINK-2b4d4d769b0d5c50,W0B0EXEITEM-93936895b03c865e,FIRSTSCOPE-90ad130d5aea1acb,FIRSTFACT-60c24f6d95100847,FIRSTFIELDSTATUS-6a9ae54b4fbdb862,FIRSTDETAIL-58197f021c0a83a3,137-right,137,right,M-b0f0f795c8848022,G-995f78a388a7f2b5,H002,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-1ebf03da79cc7c60,ee49da79231e32d0f91d335b48f71fde6e7feeb25c81958972368d4302e54fc5,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-2b6a7257967b7fcf,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,36,G0FIELDPUB-e802363555c5aa8a,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-106d88d291c3ca83,W0B0EXEITEM-86e4b7c6ede48265,FIRSTSCOPE-09d6b2c4d1dfbdec,FIRSTFACT-c80477584fc0afdd,FIRSTFIELDSTATUS-230a5ce111f30dfe,FIRSTDETAIL-393dba8354b77b5e,199-left,199,left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-598be63e1f8d88fb,a7f697058350a55fdffc43324a97d09978418f822ff2ba79d8f88e070fee9b79,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-2947baf25ade63ce,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,37,G0FIELDPUB-c986317913877faf,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-e8f6ee6ea40d2e48,W0B0EXEITEM-7a690e3ec4446429,FIRSTSCOPE-8aaded492b996a3f,FIRSTFACT-3e2e6b8ef1e6ce58,FIRSTFIELDSTATUS-6dcb8d1197b8ec65,FIRSTDETAIL-393dba8354b77b5e,199-left,199,left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-410a435ae06c412a,7f1d69d5847b42a5556effde7e3d07f441f435507c3303ffeffeadac63295759,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-2df7b1d36a03fec8,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,38,G0FIELDPUB-6ca6f1db3363dd3a,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-fbbcc9db15ded5de,W0B0EXEITEM-abe912e323b80577,FIRSTSCOPE-a5ff732e2aa5fe22,FIRSTFACT-bc024cb5a14f1c31,FIRSTFIELDSTATUS-eee55c771e96f951,FIRSTDETAIL-393dba8354b77b5e,199-left,199,left,M-c0e205bf9e212204,G-37268c0379be16ef,H945,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-02ab9a1c4ebbf47f,d2672f06bc9825d382f8152d5e97290bd0fa480c8a834b1508f83d05d06358d3,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-142ae11c415afe76,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,39,G0FIELDPUB-4ea6794d6153b89f,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-a60306cc03ca80ed,W0B0EXEITEM-b47d2413045f5565,FIRSTSCOPE-7bd0e1129369f4c6,FIRSTFACT-4fab93fc4e1d210d,FIRSTFIELDSTATUS-90625ad99898446f,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,M-428c631bc321e966,G-37268c0379be16ef,H945,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-231a3de82e0f3a1d,36399e1e7175bf73efbd996d2a3f2874c05bd7758bc79d5b9d7f3d7df3bbe70d,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-9b0de5fd38dd60ee,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,40,G0FIELDPUB-1246ed688217fa85,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-43952c91ac28bb8e,W0B0EXEITEM-d6dabf4767a338a6,FIRSTSCOPE-bca01ea43e0a6dc0,FIRSTFACT-3b2a2be68b8dbd72,FIRSTFIELDSTATUS-cd27914947d1b1bf,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,M-428c631bc321e966,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-64868f50ce690943,f4ff6f14edb2844f7f486f54f8c406baf94058c834c65fa1b33fd45662fc3522,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-4bebfeacfa7de9ea,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,41,G0FIELDPUB-d1a9486255f70881,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-9b68bd4a0eb9d051,W0B0EXEITEM-481bd35df69ef12d,FIRSTSCOPE-1ced7154f176f51e,FIRSTFACT-1202e21cc7042e5f,FIRSTFIELDSTATUS-48e61f299a5f202a,FIRSTDETAIL-93e1c6f08abff549,199-left,199,left,M-428c631bc321e966,G-37268c0379be16ef,H945,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-de083ba290e73b54,d58d38d6f23b4fefbb5190ed584b9603caec208ebc42f2cf03ff50c49ae9f8ae,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-aa495669962a4e55,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,42,G0FIELDPUB-e2a55d693cd4556e,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-e9dc8894338847ed,W0B0EXEITEM-63543f17c2c32045,FIRSTSCOPE-49c68bfa70be3bbe,FIRSTFACT-c544e9b949fc7794,FIRSTFIELDSTATUS-4ae016f340f233eb,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-c62d68df59118077,ec0a4aa22ede8beaa26aeece8250c763bd14a13164a3426b29869107022330bb,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-298103891f91ae81,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,43,G0FIELDPUB-59b28dac1ced7cf2,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-0d40ed6f2ba93f38,W0B0EXEITEM-81d86eae49fec9e8,FIRSTSCOPE-fba377634987d37a,FIRSTFACT-cddda2e25089d237,FIRSTFIELDSTATUS-6f952871dbfc9837,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,再选科目,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-81d7cf9c56db37eb,deb728eb757ee3118bb12266ff938b63db4b00f54dcfb86397c63ff9aa269908,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-7e877ceb22c99f42,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,44,G0FIELDPUB-7ae2c4e41cd259e6,FCG0PKGCLOSE-3e0705cada80b614,W0B0FIELDLINK-3c59c1bf6040e7f5,W0B0EXEITEM-7556ca5d9fb724d5,FIRSTSCOPE-dd75500b48f35225,FIRSTFACT-7dcc19d9d7875933,FIRSTFIELDSTATUS-daffa7406e09e953,FIRSTDETAIL-a54f685382d6b1c6,199-left,199,left,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-2d562f066348d30b,75e081b173bde6c8639a0d257cce7ac4dc53fdcbaa77eb36ceaf9288b3979389,G0FIELD-PRIVATE-PAGE-199-left,3fdbf22229820387aa1a6615cae143f8774d378c03abf5b1726569a6c0b2173b,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-631e528b1b5daef5,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,45,G0FIELDPUB-caf9a018a273c508,FCG0PKGCLOSE-3dfe377fdbbdd383,W0B0FIELDLINK-df6ec798d0ad20fd,W0B0EXEITEM-a598198d44f65b5a,FIRSTSCOPE-506e3102ec1b2df3,FIRSTFACT-46936b86730c7aca,FIRSTFIELDSTATUS-9c11c4c11b86cb97,FIRSTDETAIL-1c3252c859c2d2ea,209-right,209,right,M-0aea883663b5fb39,G-e377a7e078e92213,K153,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-e5352ed524ebf49e,04db7e64c235d641892d0362e09af1d92dec4517100bf072913bb495e5d66aeb,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-2ac6a1aa09cffec7,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,46,G0FIELDPUB-5bc0e2f6aabf47af,FCG0PKGCLOSE-3dfe377fdbbdd383,W0B0FIELDLINK-2e830dfe049de129,W0B0EXEITEM-0445e603ece3a935,FIRSTSCOPE-95edeee345346a72,FIRSTFACT-dd5539e4054ed8f6,FIRSTFIELDSTATUS-1bb978b2f69d126a,FIRSTDETAIL-1c3252c859c2d2ea,209-right,209,right,M-0aea883663b5fb39,G-e377a7e078e92213,K153,字段事实,字段事实-再选科目,再选科目,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-17a2db1aacd1ea5b,02c63bb6bcaa03972b6e0b074b0326e674969e9dcd3396ffa53fbb51548d4612,G0FIELD-PRIVATE-PAGE-209-right,e65eaa808feab67cf1ce973f5c6383a08e556864136dc81731dc8a46a01ff8f3,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
