官方不可得抽样执行明细ID,来源官方不可得抽样门禁ID,来源稳定基座自动交叉核验任务ID,来源逐专业证据路由ID,来源招生明细总工作台ID,来源湖北官方活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,执行类别,执行优先级,风险等级,抽样策略,样本选择原因,样本序号,样本最低明细数,是否100%人工核验,是否抽样核验,是否低风险样本,院校代码,院校名称OCR,专业行ID,专业组出现ID,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,专业组内专业序号,专业代号OCR,专业名称及备注短摘,必核字段,字段差异标记,官网辅证自动动作,OCR专业计划数候选,OCR学费候选,OCR再选科目候选,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,最佳官网来源文件,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,疑似OCR把学费读入计划数,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方一致性状态,字段事实写回状态,是否需要双人复核,升级触发器,升级范围,当前用途边界,下一步
SAMPLINGEXEC-d5f710eabeedee91,SAMPLINGGATE-b77969c6261629c4,STABLEAUTO-57af507255d8e535,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,2,5,false,true,false,C150,武汉商学院,M-ee113f80b04b7f51,G-43eaec6deac85123,C15003,80,left,080-left,3,23,大数据管理与应用（大一在马影河校区就读，大二起在后官湖校区就读）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,66,4000,,大数据管理与应用,,66,4000,仅物理,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-55cd1c61fce7ebc4,SAMPLINGGATE-b77969c6261629c4,STABLEAUTO-73e9b7c01f25badd,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,3,5,false,true,false,C150,武汉商学院,M-646c0e8a29041886,G-7d8f349bcbb71f76,C15005,80,right,080-right,3,48,车辆工程（大一在马影河校区就读，大二起在后官湖校区就读）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,36,4000,,车辆工程,,36,4000,物理和化学,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-5ecb144c05b29d3c,SAMPLINGGATE-b77969c6261629c4,STABLEAUTO-1fba5688b4d18427,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,4,5,false,true,false,C150,武汉商学院,M-cf3311ed977c8f49,G-f240080cc7acc676,C15006,80,right,080-right,2,51,食品质量与安全（大一在马影河校区就读，大二起在后官湖校区就读）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,77,4000,,食品质量与安全,,77,4000,物理和化学,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-9e7ee3e347ce532e,SAMPLINGGATE-b77969c6261629c4,STABLEAUTO-3ab4b4f464194539,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,5,5,false,true,false,C150,武汉商学院,M-107af033d1050347,G-887faa839014956a,C15004,80,right,080-right,2,13,物联网工程（智能系统方向：大一在三影河校区就读，大二起在后官湖校区,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,60,5200,,物联网工程(智能系统方向),,60,5200,物理和化学,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-87450697b0bd1f43,SAMPLINGGATE-589b236990ea6672,STABLEAUTO-2dd4d3b92df3cdc8,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,1,false,true,false,F902,江苏理工学院,M-17f719aa9334991c,G-158e8a85ddd262f3,F90202,135,right,135-right,13,13,资源循环科学与工程,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,5800,要求,资源循环科学与工程,,2,5800,,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-9b25897586891798,SAMPLINGGATE-850aecc87643658e,STABLEAUTO-c15f885a9537eb6c,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,3,false,true,false,H001,杭州电子科技大学,M-5f6e3b49d6187d94,G-d202caf3a5b24060,H00104,137,left,137-left,5,17,智能车辆工程（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,3,6000,,智能车辆工程,,3,,"物理,化学(2门科目考生均须选考方可报考)",data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-e47d9cc3fe5bab6d,SAMPLINGGATE-850aecc87643658e,STABLEAUTO-8cf64beb2466413b,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,2,3,false,true,false,H001,杭州电子科技大学,M-f29a255bb6281c25,G-d202caf3a5b24060,H00104,137,left,137-left,4,16,机械设计制造及其自动化（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,6900,,机械设计制造及其自动化,,2,,"物理,化学(2门科目考生均须选考方可报考)",data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-4e1e6f5aa820a6af,SAMPLINGGATE-850aecc87643658e,STABLEAUTO-3167a2521fc8cbe4,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,3,3,false,true,false,H001,杭州电子科技大学,M-11e1f50543f8c02d,G-d202caf3a5b24060,H00104,137,left,137-left,7,19,光电信息科学与工程（办学地点：第学年在绍兴校区，第二学年起在下沙校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,6000,,光电信息科学与工程,,2,,"物理,化学(2门科目考生均须选考方可报考)",data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-0d651c3d837de017,SAMPLINGGATE-a67a4d7e8616f8f8,STABLEAUTO-020f9f8276467ff7,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,2,false,true,false,H002,浙江工业大学,M-198b77287fc7a7ac,G-995f78a388a7f2b5,H00204,137,right,137-right,2,06,智能建造（办学地点：朝晖校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,3,6900,,智能建造,,3,,,data/external/issue19-b0-b1-official-sources/zjut-2026-hubei-physics-plan-extracted.csv,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-02319043e1c3d040,SAMPLINGGATE-a67a4d7e8616f8f8,STABLEAUTO-bec2f9a28afa4068,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,2,2,false,true,false,H002,浙江工业大学,M-413ddf9391dfce49,G-995f78a388a7f2b5,H00204,137,right,137-right,5,09,机器人工程（办学地点：朝晖校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,6000,,机器人工程,,2,,,data/external/issue19-b0-b1-official-sources/zjut-2026-hubei-physics-plan-extracted.csv,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-7e108b65ccbb007d,SAMPLINGGATE-3025dceb87091fd1,STABLEAUTO-437d9da8dff70c86,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,2,false,true,false,H450,山东工商学院,M-c8e830f39a1d46bb,G-69a8112ee16cf2ba,H45004,169,right,169-right,7,45,电子信息工程,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,6600,,电子信息工程,,2,,,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-ad63defdf6b6e327,SAMPLINGGATE-3025dceb87091fd1,STABLEAUTO-f89e5847c408f0dc,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,2,2,false,true,false,H450,山东工商学院,M-86ef54f0445df8fe,G-69a8112ee16cf2ba,H45004,169,right,169-right,5,43,自动化,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,3,6325,,自动化,,3,,,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-1a79acbc6a6d0a32,SAMPLINGGATE-5b073c486276941a,STABLEAUTO-6bacf4f3cc59e327,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,1,false,true,false,H945,南宁学院,M-68b3c87f68237d40,G-37268c0379be16ef,H94505,199,left,199-left,2,23,数据科学与大数据技术,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,,,数据科学与大数据技术,,2,22500,物理+化学,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-2ba83fea7ce378f5,SAMPLINGGATE-5b3ac5984f21c87e,STABLEAUTO-c30406d35acd1166,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,4,false,true,false,K153,成都信息工程大学,M-38fceae625805a27,G-e377a7e078e92213,K15306,209,right,209-right,4,16,通信工程（办学地点：航空港校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,6240,,通信工程,,2,6240,物理+化学,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
SAMPLINGEXEC-455152c0cd2f72a0,SAMPLINGGATE-5b3ac5984f21c87e,STABLEAUTO-f93a138cc23bb02b,,,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_execution_detail,逐专业招生明细,官方不可得抽样门禁×逐专业招生明细,false,false,false,false,false,false,false,H1-C2强辅证抽样核验,10-强辅证抽样验收,R1-low,强辅证分层抽检,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,2,4,false,true,false,K153,成都信息工程大学,M-117fada549583ed3,G-e377a7e078e92213,K15306,209,right,209-right,10,22,电气工程及其自动化（办学地点：航空港校区）,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,C2-强辅证抽检并等待湖北官方闭环,2,6240,,电气工程及其自动化,,2,6240,物理+化学,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,strong_support,has_reusable_2026_hubei_plan_source,matched,match,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,逐专业执行明细只用于人工核页、抽检和升级派单；不得作为志愿推荐或字段事实写回依据。,C2-强辅证抽检并等待湖北官方闭环；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
