稳定基座第一闭环任务复核公开账本ID,来源第一闭环明细包,来源第一闭环页列包,来源第一闭环复核公开账本,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,第一闭环批次,第一闭环纳入原因,第一闭环页列优先级,任务级复核状态,任务级阻断原因,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,是否需要双人复核,字段名,官网辅证自动动作,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,最佳官网来源文件是否存在,最佳官网来源文件SHA256,自动辅证是否可作为核页提示,自动辅证是否可替代湖北官方计划,P0字段即时复核任务ID,P0即时字段确认公开账本ID,执行批次,人工核验泳道,人工核验方式,人工最小动作,裁图证据编号,裁图文件SHA256,裁图bbox归一化,私有第一闭环页列CSV证据编号,私有第一闭环页列CSV_SHA256,私有第一闭环页列HTML证据编号,私有第一闭环页列HTML_SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,官方公开计划页可定稿,数智平台可定稿,公开安全策略,下一步
FIRSTTASKREVIEW-0114e7b4d9da4f7d,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-5c49755070b48e70,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,80,right,080-right,M-f68c394eeefc5273,G-43eaec6deac85123,C150,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q2-官网未匹配或高校辅证页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,true,再选科目,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-9058b91ecc8fae08,P0FCONF-3ced2ac913322b5d,EXEC-03-高校辅证线索三方核验,M2-裁图OCR未稳定补读人工看图,双人复核,按高校辅证线索核PDF原页、湖北官方侧和再选科目一致性,P0CROP-bba9cca64ff60516,f42f73f8b039112a09646001ef9845f249b279aaf43722419f578538f4504c71,x=0.448000-0.957000;y_bottom_origin=0.661155-0.758477,first-closure-080-right-csv,294c64716871cf6627b2a5ee531d809b9b7a372d2766779a7f1d4703b3eef2d6,first-closure-080-right-html,46f5aaa70395380f6139226e5f9d2847a28e645ba0bb9e2438ba96ee91bd98be,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-bdffd3556188384b,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-deb2ed30ccd3ce6f,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,80,right,080-right,M-f86b6ae14e4edb59,G-43eaec6deac85123,C150,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q2-官网未匹配或高校辅证页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,true,再选科目,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-544ed77c38c9cc7d,P0FCONF-a6dd8e4a5a8625f3,EXEC-03-高校辅证线索三方核验,M2-裁图OCR未稳定补读人工看图,双人复核,按高校辅证线索核PDF原页、湖北官方侧和再选科目一致性,P0CROP-9145f299d8547ec4,f08c98485f3107c7c0a9a1e7700d35298abb231ba7fbc26aacd3b370df7758a8,x=0.448000-0.957000;y_bottom_origin=0.746632-0.849950,first-closure-080-right-csv,294c64716871cf6627b2a5ee531d809b9b7a372d2766779a7f1d4703b3eef2d6,first-closure-080-right-html,46f5aaa70395380f6139226e5f9d2847a28e645ba0bb9e2438ba96ee91bd98be,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-7679be6e6d044af2,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-4b301da384283fec,FIRSTPAGE-cfa201a8f79e7d0e,FIRSTREVIEW-cfa201a8f79e7d0e,82,right,082-right,M-3a229bd5e4d033ee,G-a0f94f54d9c97a68,C202,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-32efe7cccefa6324,P0FCONF-7bbd3e76d1ac4fc4,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,重点核专业计划数是否误读为学费或串列，并核湖北官方侧,P0CROP-1d766ea4d60a33f1,47dff10c9735b7e81099e79be496f9052017866fb828f93e119fe394b1ee9976,x=0.448000-0.957000;y_bottom_origin=0.723706-0.834419,first-closure-082-right-csv,6cfcb6d8c10392641877c77493617d826e8bda87040f13ee4932dc805659ae60,first-closure-082-right-html,da79f363ec517c799fef01c0cf80bd3f7fcc93f4d78f8c0c021880db859575cd,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-56e487ee8ce05cbe,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-0775ff576577408b,FIRSTPAGE-cfa201a8f79e7d0e,FIRSTREVIEW-cfa201a8f79e7d0e,82,right,082-right,M-8609461d123ec08d,G-a0f94f54d9c97a68,C202,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-b90fb70b2e670b4d,P0FCONF-f35b7d3fbbba8fcb,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,重点核专业计划数是否误读为学费或串列，并核湖北官方侧,P0CROP-841f551a2ee1dc65,72b81b9c9d64de89a268cf3350defa1b9aec1a6a15cda0369fb89d6ad5b1bac6,x=0.448000-0.957000;y_bottom_origin=0.736803-0.834419,first-closure-082-right-csv,6cfcb6d8c10392641877c77493617d826e8bda87040f13ee4932dc805659ae60,first-closure-082-right-html,da79f363ec517c799fef01c0cf80bd3f7fcc93f4d78f8c0c021880db859575cd,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-bac86513d5816620,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-8fc637e34e459ece,FIRSTPAGE-b07fea137a292b98,FIRSTREVIEW-b07fea137a292b98,93,left,093-left,M-5f2c58c2cd393f06,G-a6db479a7a076023,F008,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,学费,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-2921c66321f93e57,P0FCONF-1bd761f17292de21,EXEC-01-冲突异常立即核页,M2-裁图OCR未稳定补读人工看图,双人复核,双人核PDF原页与湖北官方侧的学费，确认异常来源,P0CROP-f5b4d2a649b96cf4,2fe82260a3ce1cb5a40f9d6285ed25ffbc984a5d03fd345eeab846451e0e0cf1,x=0.043000-0.735769;y_bottom_origin=0.289012-0.447791,first-closure-093-left-csv,7cb54a1a4f5b8f95638be97026e645bd265dccb4961200367ccf222bb137decf,first-closure-093-left-html,ffa617e7ea4b20e16bc2475df033099504639a67708e128e4e84cdad596bba31,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-8e78552dd1bc2112,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-7ba82baf885195e0,FIRSTPAGE-26bbbf78aa76ddbe,FIRSTREVIEW-26bbbf78aa76ddbe,102,left,102-left,M-231d946380e05257,G-0ef5fc009c6c31e7,F197,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-02-计划数偏大重点核页,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,专业计划数,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-de61509697dec162,P0FCONF-0d9f51186c9bf0b9,EXEC-02-计划数偏大重点核页,M1-计划数偏大重点核页,双人复核,重点核专业计划数是否误读为学费或串列，并核湖北官方侧,P0CROP-bf18491204e0c647,116bd64d4651233889790f44a6e9200db59729e210327875ed11c0d8f1441f88,x=0.043000-0.552000;y_bottom_origin=0.088460-0.279082,first-closure-102-left-csv,1c76961761a019588012d5827ce98d5d322559b56daa557e745de341fa31a14b,first-closure-102-left-html,0da510ab3b9f8c96760796c35005441fa04210ed1ca61c5945a2ce7a7f31f25f,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-9b01d37d8e5203c5,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-f0c16ae7f65a6b84,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,109,left,109-left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,F305,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-374d38f5eca26eb8,P0FCONF-2821c4c35a49cd97,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,P0CROP-7b28e8b2b8f7e2df,e1227e4b9236efea49dfa31d07461c00ad03da7ce323050fb759bb8d25981772,x=0.043000-0.552000;y_bottom_origin=0.446992-0.543537,first-closure-109-left-csv,83b62e3e4c1213ca52d3ad72cc882a55d2c08d1923e3c00773e5eaefd4fb9d7e,first-closure-109-left-html,229c11845f67b247fd4d5f8cfecab9acee48b2713c965786ef24a9939364e4d1,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-6ec0619c9d3b0681,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-0343054865ae6f8f,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,109,left,109-left,M-68e8615d3ab753b9,G-3ed22abc87c8dac2,F305,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,true,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-cc008642ed510973,P0FCONF-7dceafdedc6c57db,EXEC-03-高校辅证线索三方核验,M0-冲突优先双人核页,双人复核,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,P0CROP-1bbd4dcbefc44885,750bf506a72f9e047eae1d793862b1b797936de08249ee4a4e54d08daf708991,x=0.043000-0.552000;y_bottom_origin=0.421396-0.543537,first-closure-109-left-csv,83b62e3e4c1213ca52d3ad72cc882a55d2c08d1923e3c00773e5eaefd4fb9d7e,first-closure-109-left-html,229c11845f67b247fd4d5f8cfecab9acee48b2713c965786ef24a9939364e4d1,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-8d4ac049af379e0c,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-9fb134ed7e2c215d,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,109,left,109-left,M-6eb339aae881b3aa,G-3ed22abc87c8dac2,F305,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-a23f08abc69f55c3,P0FCONF-81c7bda2a5eb5ef0,EXEC-03-高校辅证线索三方核验,M3-多源一致快速三方核验,三方线索优先核验,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,P0CROP-442afea894268b53,bd025ae430faee9410c5879553c2d697ba68b876b013332e11d190e232908547,x=0.043000-0.552000;y_bottom_origin=0.434401-0.543537,first-closure-109-left-csv,83b62e3e4c1213ca52d3ad72cc882a55d2c08d1923e3c00773e5eaefd4fb9d7e,first-closure-109-left-html,229c11845f67b247fd4d5f8cfecab9acee48b2713c965786ef24a9939364e4d1,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-b3111d535ae5d63b,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-2038c10c7b1108c6,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,109,left,109-left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,true,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-ca378b3b65001d45,P0FCONF-4ca80cee9085420d,EXEC-03-高校辅证线索三方核验,M0-冲突优先双人核页,双人复核,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,P0CROP-1d5aab758e4dcd19,8da48755ac863f017a8f01b861abaeede2d66d148d96b6440989b559271efef0,x=0.043000-0.552000;y_bottom_origin=0.408278-0.543537,first-closure-109-left-csv,83b62e3e4c1213ca52d3ad72cc882a55d2c08d1923e3c00773e5eaefd4fb9d7e,first-closure-109-left-html,229c11845f67b247fd4d5f8cfecab9acee48b2713c965786ef24a9939364e4d1,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-5c2626fc4acf879b,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-b6403975e8cab9e3,FIRSTPAGE-15ba87f70c7f53a2,FIRSTREVIEW-15ba87f70c7f53a2,137,left,137-left,M-07561f2ddca7868c,G-d202caf3a5b24060,H001,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-03-高校辅证线索三方核验,Q1-补缺或计划数偏大页列先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,true,专业计划数,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-bf09d0c7e494c9f5,P0FCONF-69112db3260abaf7,EXEC-03-高校辅证线索三方核验,M2-裁图OCR未稳定补读人工看图,双人复核,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,P0CROP-d00984d735ca86ea,50e5a26c35f1bbf5eab98855de51638f747bd23c938ef2fa40a27c5f31eb6a74,x=0.043000-0.695083;y_bottom_origin=0.179634-0.447602,first-closure-137-left-csv,d17c66c311ca685ff268e28837b64a8559873953d059f89b2d5e5b9e54281eec,first-closure-137-left-html,444a0fc3836224749c5281e641b283632cad61a6a0a173e85cf4fd5e8fa3d104,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-c68811d34cdf57d7,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-7c954b0742d262ad,FIRSTPAGE-a766473a37caa4de,FIRSTREVIEW-a766473a37caa4de,141,left,141-left,M-ab056be9f534d089,G-13ade75559db9581,H023,P0人工字段任务,FIRST-MANUAL-EXEC01-EXEC03,EXEC-01-冲突异常立即核页,Q0-冲突页列第一批先核,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,true,学费,,,,,,,,,not_applicable_no_best_school_source,,false,false,P0IMMEDIATE-3f80ea2c5da38e77,P0FCONF-6d703948b0c7ff5b,EXEC-01-冲突异常立即核页,M2-裁图OCR未稳定补读人工看图,双人复核,双人核PDF原页与湖北官方侧的学费，确认异常来源,P0CROP-1d114d34397007fe,49b9bb999c317fc7732f6cf59d49d3f9b297182471400dd40be951ec63cd6793,x=0.043000-0.729345;y_bottom_origin=0.055117-0.174431,first-closure-141-left-csv,6a02e5d4aad83cbf33eb0bb41eed5c934ae6135e87d2e678c25063e78409239d,first-closure-141-left-html,45820c8f8ba3399f4016a10cc434d0ce350e89a4ef185b963f220a321501a102,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
