高校官网辅证自动执行批次ID,来源高校官网辅证状态快照,来源高校官网辅证状态快照摘要,来源C4C6高校源刷新执行包,来源C4C6结构化候选diff公开账本,来源C4C6高校官网补源尝试账本,来源高校官网live补源账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行批次序号,执行批次分层,自动化下一步桶,自动执行泳道,自动执行动作,人工最小核验动作桶,人工最小核验动作,结构化输出状态桶,候选diff状态桶,补源状态桶,闭环阻断状态桶,高校官网辅证状态快照ID,机会队列ID,执行建议序号,院校代码,院校名称公开,机会优先级,机会类型,自动收益分,官网辅证自动动作,高校侧刷新批次,高校侧刷新任务类型,闭环优先级,官网证据强度,官网来源状态,来源质量判断,来源文件类型集合,公开来源文件数量,公开来源URL数量,候选官网URL数量,候选官网URL集合SHA256,种子官网URL数量,种子官网URL集合SHA256,本地公开来源文件集合SHA256,涉及招生明细数,涉及专业组数,涉及PDF页数,计划数冲突行数,官网补缺候选行数,强辅证抽检行数,部分来源待结构化行数,继续补源行数,仅章程规则行数,官网未匹配行数,字段辅证行数,C4C6执行包数量,C4C6需补结构化明细数,C4C6需继续补源明细数,C4C6综合结构化官网证据行数,C4C6专业名匹配明细数,C4C6未匹配明细数,C4C6无结构化官网源明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,C4C6可生成候选diff明细数,最新自动探针状态,是否已有live补源记录,live补源记录数,live结构化线索记录数,live补源状态桶,学校任务总数,学校P0任务数,学校P1任务数,学校P2任务数,学校P3任务数,学校可复用官网源任务数,学校部分来源待跟进任务数,学校仍需搜索计划网源任务数,学校仅章程规则任务数,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源刷新状态,字段事实写回状态,快照结论桶,建议下一步动作,完成条件,公开安全策略
SCHOOLSRCEXEC-8ec6e68a6f69b671,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,61,B3-自动补结构化,A3-补结构化或解析公开来源,A3-补结构化或解析公开来源,复用已有公开来源，补湖北物理普通本科计划结构化和包级diff。,M4-人工补计划网源,人工必要时补找招生网计划入口或附件。,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-20c3f694b05d8e7d,SCHOOLOPP-db890764515e9d59,61,K151,成都理工大学,P1-高收益自动补源,O4-有入口但缺结构化源,109,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,has_partial_source_needs_followup,Q3-已有自动探针边界记录,部分来源待结构化,0,1,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,1,59dd89f0e1b646bb768a95904048284233c96a399edc36b4c473c3676edf3c4a,d976912cba672733af581eda39b0f3f39176bcf6f101003829f92828891b2bac,3,1,1,0,0,0,0,3,0,0,0,1,0,3,0,0,0,3,0,0,0,0,http_412_precondition_failed,false,0,0,L0-暂无live补源记录,2,0,2,0,0,0,2,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S2-已有入口或部分来源，先补结构化和匹配规则,补结构化、专业名匹配规则或公开附件解析；再回PDF原页和湖北官方侧核验。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-7a2ed766eabeefc4,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,62,B3-自动补结构化,A3-补结构化或解析公开来源,A3-补结构化或解析公开来源,复用已有公开来源，补湖北物理普通本科计划结构化和包级diff。,M4-人工补计划网源,人工必要时补找招生网计划入口或附件。,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-28927fa79ac43a73,SCHOOLOPP-4bfb40f910be7a2c,62,K488,西安医学院,P1-高收益自动补源,O5-已有来源补结构化,96,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,Q2-有入口或本地种子可复跑,部分来源待结构化,0,1,0,,1,2945da9c6713567b1523fa25f39ddcf95ff50475ead8bbb66ea7e9734a440e15,dfaa64b0f3ac9667ad2267d89883a1ea792a48b2553a236da0486e8e9a4bd351,3,2,1,0,0,0,3,0,0,0,0,1,3,0,5,3,0,0,0,3,0,3,no_live_probe_record,false,0,0,L0-暂无live补源记录,2,1,1,0,0,1,1,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S2-已有入口或部分来源，先补结构化和匹配规则,补结构化、专业名匹配规则或公开附件解析；再回PDF原页和湖北官方侧核验。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-15191b88e2992f54,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,63,B5-只核规则限制,A5-章程规则核验,A5-章程规则核验,核体检、语种、单科、收费、校区、调剂和录取规则限制。,M2-人工分层抽检,人工按学校、页面和来源类型抽检高校侧线索。,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-adfdd0df2c477d30,SCHOOLOPP-5d7dfb896433ba71,63,C150,武汉商学院,P2-常规自动补源或抽检,O7-强辅证抽检,126,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,Q6-来源质量待补充,HTML,2,0,0,,0,,c72ff8cfd50991d88432eb5dbb4378c2bb24fc16bd8962a07a8d956bad1ced60,14,4,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,3,1,1,1,0,3,0,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-45f01373056962e7,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,64,B5-只核规则限制,A5-章程规则核验,A5-章程规则核验,核体检、语种、单科、收费、校区、调剂和录取规则限制。,M2-人工分层抽检,人工按学校、页面和来源类型抽检高校侧线索。,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-ee0fccc1482d2f1b,SCHOOLOPP-47639baeaf058b06,64,K153,成都信息工程大学,P2-常规自动补源或抽检,O7-强辅证抽检,117,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,Q6-来源质量待补充,HTML,1,1,0,,1,c9aef6168133f7deb5c8a911eb763ec8a55ae6599e81da1d130fa831bfca8e8b,7a1d17a34323bb81dc6e7016fe5a411e41cd0c2f197c8f08288902b45d979530,13,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,5,3,1,1,0,3,2,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-893271231b2b65b2,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,65,B5-只核规则限制,A5-章程规则核验,A5-章程规则核验,核体检、语种、单科、收费、校区、调剂和录取规则限制。,M2-人工分层抽检,人工按学校、页面和来源类型抽检高校侧线索。,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-ecbe37c48666e2d1,SCHOOLOPP-ce1858f888433265,65,H001,杭州电子科技大学,P2-常规自动补源或抽检,O7-强辅证抽检,81,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,Q6-来源质量待补充,XLS/XLSX,1,1,0,,1,49a27a0db6f55284970daee361d741f98a49e9d7a07c8178a35d71324bd61e13,e6dbabb8d3fc65602ae309f34091180ea343e3afb87ff26dae119a7102972408,9,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,3,2,0,1,0,2,1,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-ccf21a0e32797e67,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,66,B5-只核规则限制,A5-章程规则核验,A5-章程规则核验,核体检、语种、单科、收费、校区、调剂和录取规则限制。,M2-人工分层抽检,人工按学校、页面和来源类型抽检高校侧线索。,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-f3adf702904bd0fc,SCHOOLOPP-0746e141befffe8a,66,C108,江汉大学,P2-常规自动补源或抽检,O7-强辅证抽检,63,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,Q6-来源质量待补充,API/JSON,1,1,0,,1,64007f21740966e877fb893e51748445f79e9d88ce56f97bc6479134346dbd49,3c45313048550594cb84edf58034979e2ed73672a9edbe583baac2aa3311d123,7,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,3,2,0,1,0,1,2,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-e38acf3514f49875,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,67,B5-只核规则限制,A5-章程规则核验,A5-章程规则核验,核体检、语种、单科、收费、校区、调剂和录取规则限制。,M2-人工分层抽检,人工按学校、页面和来源类型抽检高校侧线索。,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-1785bc4137affc53,SCHOOLOPP-107aec7dbf683a33,67,K753,喀什大学,P2-常规自动补源或抽检,O7-强辅证抽检,54,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,Q6-来源质量待补充,XLS/XLSX,1,1,0,,1,562d34e39aeff1826d0657cf1c58baf959cb985c78eb98b7e6c93a9b73c65c8a,438cdaa2e82dc8287302859f20abffd6d2c98c05169409961d1437c2fd7f0358,6,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,3,2,0,1,0,1,2,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-fb49df1cf778ca73,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,68,B5-只核规则限制,A5-章程规则核验,A5-章程规则核验,核体检、语种、单科、收费、校区、调剂和录取规则限制。,M2-人工分层抽检,人工按学校、页面和来源类型抽检高校侧线索。,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-4f4a2b1add32aa2e,SCHOOLOPP-ac2ba219c109f68e,68,H002,浙江工业大学,P2-常规自动补源或抽检,O7-强辅证抽检,45,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,Q6-来源质量待补充,结构化CSV,1,0,0,,0,,a74a61b69f9c67aafbabcdab575fe06f31f47f7592f0022ba1a1050b52b9f37e,5,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,3,2,0,1,0,2,0,1,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-df869de0a7f2d3c3,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,69,B7-低收益留存,A7-留存观察,A7-留存观察,保留边界记录，若进入最终候选讨论再升级核验。,M0-人工核冲突来源,人工优先核计划数冲突、专业组边界和同页上下文。,T1-已有结构化源可生成diff,D3-已有结构化源但本任务无diff,S4-部分来源待跟进,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-6b6924a9cfda7620,SCHOOLOPP-040534d0e8a85dfc,69,A032,北京语言大学,P2-常规自动补源或抽检,O6-继续搜索高校官网计划源,41,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,has_partial_source_needs_followup,Q3-已有自动探针边界记录,部分来源待结构化,0,1,1,a45671d1fd5eb280f883e7adc1d8a8d0341f63bb451d3b5066b9133d5fbd842b,1,a45671d1fd5eb280f883e7adc1d8a8d0341f63bb451d3b5066b9133d5fbd842b,f5f00e0c0d68026da0eab5671bf25ea873ed9b382e5898c9b3741da51b4b0585,1,1,1,0,0,0,0,1,0,0,0,1,0,1,14,0,1,0,0,0,0,0,structured_source_retained_parser_or_match_rule_needed,false,0,0,L0-暂无live补源记录,2,1,0,1,0,0,2,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S2-已有入口或部分来源，先补结构化和匹配规则,补结构化、专业名匹配规则或公开附件解析；再回PDF原页和湖北官方侧核验。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-bd2e0ee2f8a8e674,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,70,B5-只核规则限制,A5-章程规则核验,A5-章程规则核验,核体检、语种、单科、收费、校区、调剂和录取规则限制。,M2-人工分层抽检,人工按学校、页面和来源类型抽检高校侧线索。,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-56bfcb26fd328eb7,SCHOOLOPP-87a2a204f13197ea,70,H450,山东工商学院,P2-常规自动补源或抽检,O7-强辅证抽检,36,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,Q6-来源质量待补充,结构化CSV,1,1,0,,1,55cf82bd0d9890ceccd4634f950b25ea6c07f0ceaab55da717f22ebc68f5d4e2,84b2c39c53ef879056ecbf7347a4d77e1bc2f736921eecb17b850fd9192f5e5c,4,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,5,4,0,1,0,3,2,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
SCHOOLSRCEXEC-60d696f22f156c55,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-status-snapshot-summary.json,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-school-source-live-20260629-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_auto_execution_batches_public_ledger,高校×高校侧辅证自动执行批次,公开任务级执行批次；逐专业字段仍留在原工作台和私有核验材料,false,false,false,false,false,false,false,false,71,B5-只核规则限制,A5-章程规则核验,A5-章程规则核验,核体检、语种、单科、收费、校区、调剂和录取规则限制。,M2-人工分层抽检,人工按学校、页面和来源类型抽检高校侧线索。,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,G0-PDF原页和湖北官方侧未闭环，禁止写回,SCHOOLSRCSTATUS-2c38b5c5a3436c3a,SCHOOLOPP-e61f012abf94b08b,71,A197,西北民族大学,P2-常规自动补源或抽检,O7-强辅证抽检,27,C2-强辅证抽检并等待湖北官方闭环,S3-强辅证分层抽检,强辅证分层抽检,03-P1强辅证抽检,strong_support,has_reusable_2026_hubei_plan_source,Q6-来源质量待补充,API/JSON,1,1,0,,1,868d347a6c0793850ae8665451557b9c013a200c34b9ed84867fa5d2f7900f69,fcecd71a32e23dae3116c5c6149e9d48046165c24f698e43fd2f0a4c0e75d234,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_live_probe_record,false,0,0,L0-暂无live补源记录,3,2,0,1,0,3,0,0,0,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,S1-已有高校侧结构化线索，可生成diff但不得写回,复用已有高校结构化来源生成差异线索；字段事实仍等待PDF原页和湖北官方侧确认。,高校官网侧线索完成结构化或补源后，仍必须回到第19期PDF原页和湖北官方系统或省招办计划核验；需要章程限制的学校还需核录取规则、体检、语种、单科、收费、校区和调剂范围。,公开层只保存学校级任务、执行桶、来源数量、集合SHA、状态桶和门禁；不保存逐专业字段内容、OCR原文、人工核验内容、私有路径、URL正文或登录信息。
