来源期号,来源PDF_SHA256,数据阶段,最终可用,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,来源页码,版面列,专业组标题行号,专业组标题y,OCR专业行数,再选科目OCR候选,人数OCR候选,学费OCR候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,备注
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H022,浙江水利水电学院,H02202,02,HO2202浙江水利水电学院第 02组,141,left,35,0.446221,2,,2；14,50000,high_fee_or_coop;priority_2_computer;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H023,浙江财经大学,H02302,02,HO2302/浙江财经大学第02组,141,left,44,0.354472,3,不限,,6000；5300,,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H023,浙江财经大学,H02303,03,HO2303/浙江财经大学第03组,141,left,52,0.271802,3,,2；3,5300,priority_2_computer,missing_subject_candidate;plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H023,浙江财经大学,H02304,04,HO2304浙江财经大学第04组,141,left,57,0.210569,3,化学；不限,1,6000；5300,priority_2_computer,tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H023,浙江财经大学,H02305,05,HO2305浙江财经大学第05组,141,left,63,0.138081,2,,1；20,28800,high_fee_or_coop;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H024,衢州学院,H02401,01,HO2401 衢州学院第01组,141,left,68,0.090116,5,化学；I；再选；科目；要求,20；5；招生计划；人数；2,5500；6325；U；N；年；学费；4800,priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H025,宁波大学,H02502,02,HO2502 宁波大学第02组,141,right,150,0.780488,1,地理,2；33；5,37000,high_fee_or_coop;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H026,浙江传媒学院,H02604,04,HO2604/浙江传媒学院第 04组,141,right,157,0.710569,4,不限,2；1,10300；9000,,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H026,浙江传媒学院,H02605,05,HO2605 浙江传媒学院第05组,141,right,163,0.626423,8,,12,4800；5500,,missing_subject_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H026,浙江传媒学院,H02606,06,HO2606 浙江传媒学院第 06组,141,right,172,0.489826,7,,2；1；4,5500；6300,priority_1_digital_media;priority_2_computer,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H026,浙江传媒学院,H02607,07,HO2607 浙江传媒学院第 07组,141,right,181,0.345930,1,化学,4,58000,tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H026,浙江传媒学院,H02608,08,HO2608浙江传媒学院第 08组,141,right,185,0.309593,1,不限；化学,3,28000,high_fee_or_coop;tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H026,浙江传媒学院,H02609,09,HO2609 浙江传媒学院第 09组,141,right,191,0.252846,1,,3；12,28800,high_fee_or_coop;priority_1_digital_media;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F030,浙大城市学院,F03002,02,FO3002 浙大城市学院第 02组,141,right,197,0.194715,5,化学,12；2；4；30,6300；4800；5500,priority_2_computer;rejected_medical,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H031,浙大宁波理工学院,H03101,01,HO3101 浙大宁波理工学院第 01组,141,right,205,0.104472,13,［化学；19期；U；要求,2；資高；部考；N；人数；4；8；5,5500；年；学費；（元）；6325；4800,priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H061,浙江树人学院,H06102,02,HO6102 浙江树人学院第 02组,142,left,33,0.636628,1,不限,5；3,31000,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H061,浙江树人学院,H06103,03,HO6103 浙江树人学院第03组,142,left,36,0.610465,1,化学,3；34；10,33000,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H062,浙江越秀外国语学院,H06202,02,HO6202 浙江越秀外国语学院第02 组,142,left,40,0.571020,5,不限,2；10,33800,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H062,浙江越秀外国语学院,H06203,03,THO6203 浙江越秀外国语学院第 03组,142,left,48,0.484012,3,化学,4；2；10,33800；33000,priority_1_digital_media;priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H062,浙江越秀外国语学院,H06204,04,HO6204 浙江越秀外国语学院第04组,142,left,53,0.431686,3,不限,4；2,33800,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H062,浙江越秀外国语学院,H06205,05,HO6205/浙江越秀外国语学院第05组,142,left,58,0.370612,1,不限,4；6,48000,high_fee_or_coop;priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H063,宁波财经学院,H06302,02,HO6302 宁波财经学院第 02组,142,left,63,0.321221,3,不限,2；3,33000,tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H065,浙江工业大学之江学院,H06502,02,HO6502 浙江工业大学之江学院第 02组,142,left,72,0.226744,8,「化学；再选；科目；要求,3；10；2；人数,27750；学费；（元）；5,priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H071,浙江农林大学暨阳学院,H07101,01,H07101 浙江农林大学暨阳学院第01 组,142,right,174,0.795058,2,,10,2；27750；3,priority_2_computer;tuition_over_15000,missing_subject_candidate;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H075,湖州学院,H07501,01,HO7501 湖州学院第 01组,142,right,180,0.723673,4,,15,2；5500,priority_2_computer,missing_subject_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H077,温州理工学院,H07701,01,HO7701 温州理工学院第01组,142,right,186,0.633721,7,,,2；6300；3；5500,priority_2_computer,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H079,嘉兴南湖学院,H07902,02,H07902 嘉兴南湖学院第02组,142,right,196,0.486919,6,化学,,5500,priority_2_computer,missing_plan_count_candidate,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H084,上海财经大学浙江学院,H08402,02,HO8402 上海财经大学浙江学院第 02组,142,right,204,0.396735,4,「不限；不限,2；33；13,24750；22000；18000,tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H085,宁波诺丁汉大学,H08503,03,HO8503 宁波诺丁汉大学第03组,142,right,211,0.318314,6,再选；要求；化学,2；3；人数；20,11万；年；学费；元）,high_fee_or_coop;language_or_single_subject;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H085,宁波诺丁汉大学,H08504,04,H08504宁波诺丁汉大学第04组,143,left,6,0.818293,3,,2；4；14；26；12,11万,high_fee_or_coop;language_or_single_subject;priority_2_computer,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H086,温州肯恩大学,H08602,02,H08602/温州肯恩大学第02组,143,left,32,0.540650,7,不限,2；14,88000,high_fee_or_coop;language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H086,温州肯恩大学,H08603,03,H08603温州肯恩大学第03组,143,left,53,0.295058,4,化学；不限,5；2；6；78；30,88000,high_fee_or_coop;language_or_single_subject;priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H116,安徽大学,H11602,02,HI1602/安徽大学第02组,143,left,69,0.104472,6,再科要；选目球；化学,6；招生计划；X；人数；4；3；33,5000；N；年；5500,language_or_single_subject;priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H116,安徽大学,H11603,03,H11603|安徽大学第03组,143,right,134,0.723837,11,,4；5；3；2；15,5400；6480,priority_2_computer,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H116,安徽大学,H11604,04,HI1604/安徽大学第04组,143,right,150,0.508537,3,,5；50,60000,high_fee_or_coop;language_or_single_subject;priority_1_digital_media;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F117,安徽工业大学,F11702,02,FI1702安徽工业大学第02组,143,right,167,0.321138,26,U；X；要求,2；資亮；部考；N；选目；人数；3；100；8,5720；5200；年；学炎；（）,priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H118,安徽理工大学,H11801,01,H11801安徽理工大学第01组,144,left,36,0.563953,2,不限,4；11,4900,priority_2_computer,plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H118,安徽理工大学,H11802,02,H11802安徽理工大学第02组,144,left,39,0.524709,4,不限,2；81,4900,,plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H118,安徽理工大学,H11803,03,H11803 安徽理工大学第03组,144,left,44,0.460756,31,化学,2；3；人数,5980；5200；5720；6325；年；学费；4；5500；3；40,priority_2_computer;rejected_medical,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H119,安徽工程大学,H11901,01,H11901 安徽工程大学第 01组,144,right,169,0.758721,14,［化学,40；95,2；5200；5720；1；3；5980；6；5；8；5200/；4,body_or_exam_limit,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H120,安徽农业大学,H12002,02,HI2002/安徽农业大学第 02组,144,right,192,0.491279,1,不限,93,2；5200,,tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H120,安徽农业大学,H12003,03,H12003 安徽农业大学第03组,144,right,195,0.465116,29,化学,,5980；4；5200；2；5；6；5720,priority_2_computer;rejected_medical,missing_plan_count_candidate;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H121,安徽医科大学,H12101,01,HI2101 安徽医科大学第 01组,144,right,227,0.065306,3,「化学；再选；科目；要求；【化学,人数；2；10,年；学费；元C）；6050；5500,body_or_exam_limit;rejected_medical,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H122,蚌埠医科大学,H12201,01,H12201|蚌埠医科大学第01组,145,left,16,0.736919,2,,5；50；9,6050,body_or_exam_limit;rejected_medical,missing_subject_candidate;plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H124,安徽中医药大学,H12404,04,H12404/安徽中医药大学第 04 组,145,left,22,0.675872,4,不限,3；2,6325；6050,body_or_exam_limit;rejected_medical,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H124,安徽中医药大学,H12405,05,H12405安徽中医药大学第 05组,145,left,33,0.529070,4,,2,4900,body_or_exam_limit,missing_subject_candidate,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H124,安徽中医药大学,H12406,06,H12406 安徽中医药大学第06组,145,left,43,0.424390,2,不限；化学,,5200,body_or_exam_limit,missing_plan_count_candidate,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H124,安徽中医药大学,H12407,07,H12407 安徹中医药大学第07组,145,left,48,0.375000,1,,4；3,6325,body_or_exam_limit;rejected_medical,missing_subject_candidate;plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H124,安徽中医药大学,H12408,08,H12408 安徽中医药大学第08组,145,left,53,0.329942,3,化学,9,5500,body_or_exam_limit;rejected_medical,,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H124,安徽中医药大学,H12409,09,H12409 安徽中医药大学第09组,145,left,61,0.216570,6,丹辺；科E；要求,2；3；1；招生计划；X；人数；11,6325；5980；6050；5200；5500；N；年；学費；（元）,body_or_exam_limit;rejected_medical,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,T124,安徽中医药大学,T12410,10,T12410安徽中医药大学第 10组,145,right,139,0.821138,6,化学,2；4,5200,body_or_exam_limit;priority_2_computer;rejected_medical,plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H124,安徽中医药大学,H12411,11,HI2411 安徹中医药大学第 11组,145,right,154,0.658430,1,,8；14；4,6050,body_or_exam_limit;priority_3_teacher;rejected_medical,missing_subject_candidate;plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H125,安徽师范大学,H12503,03,H12503 安徽师范大学第03组,145,right,159,0.610465,2,不限；化学,2；8,5390；5200,priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H125,安徽师范大学,H12504,04,HI2504 安徽师范大学第04 组,145,right,163,0.571138,4,地理,2,5200,priority_3_teacher,,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H125,安徽师范大学,H12505,05,H12505|安徽师范大学第05组,145,right,169,0.507267,1,化学,2；20,5720,priority_3_teacher,plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F127,安庆师范大学,F12702,02,F12702/安庆师范大学第02组,145,right,173,0.457724,2,,10；8；4,5720；5200,priority_3_teacher,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H128,淮北师范大学,H12803,03,TH12803 淮北师范大学第 03 组,145,right,178,0.396748,3,不限；化和,1；4,5200；5390；4900,priority_3_teacher,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,F112,4淮北师范大学,F11280,80,FI12804淮北师范大学第 04组,145,right,185,0.321138,4,生；化学,1,5720；5200,priority_2_computer;priority_3_teacher,tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H130,院西学院,H13001,01,HI3001 院西学院第01组,145,right,193,0.213663,1,,15,4900,priority_2_computer,missing_subject_candidate,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H131,滁州学院,H13101,01,H13101滁州学院第01组,145,right,197,0.175872,5,［化学；不限,3；43；26,4900；5390,,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H132,安徽财经大学,H13202,02,H13202安徽财经大学第02组,145,right,205,0.084146,6,×；U；再科要,3；謝孝；N；人数；5；8；2；17,4900；5635；資高；年；学费；（元）,,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H132,安徽财经大学,H13203,03,H13203/安徽财经大学第03组,146,left,25,0.729651,6,化学,2；4；16,5980；5720；5200,priority_2_computer,plan_count_not_plain_number;tuition_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_ocr_draft,false,H133,宿州学院,H13301,01,H13301| 宿州学院第01组,146,left,35,0.595918,5,化学,3；57；14,4900,priority_3_teacher,plan_count_not_plain_number,否,否,needs_manual_pdf_review,第19期全量OCR自动切组初稿；必须回看原PDF页确认。
