第一闭环事实准入任务汇总ID,来源第一闭环事实准入门禁账本,来源第一闭环核验结果看板,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,任务汇总序号,稳定基座第一闭环明细任务ID,第一闭环核验结果ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,字段名,执行泳道,第一闭环页列优先级,核验动作层级,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,准入阻断等级分布,事实类型分布,W0B0命中事实数,高校源double_check事实数,PDF湖北官方先行事实数,B0冲突事实数,需要双人复核事实数,需要人工看图事实数,结构化接入候选事实数,PDF待核事实数,湖北官方待核事实数,任务级复核状态,任务级阻断原因,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,自动辅证是否可作为核页提示,自动辅证是否可替代湖北官方计划,官方公开计划页可定稿,数智平台可定稿,事实集合SHA16,证据集合SHA16,任务准入动作,公开安全策略
FCFACTGATETASK-9df50c10d050ef6c,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,171,FIRSTDETAIL-d4cdf918277c76bf,FIRSTRESULT-8415db734a78deda,FIRSTTASKREVIEW-a62f1b9a38f0fcec,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-9807e5b6e5757591,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,0,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,c2aee51f6c17429c,54a1d042c90b7383,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-8c3c069736f7c121,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,172,FIRSTDETAIL-d5c9c69ee717f2f3,FIRSTRESULT-e80215d7402f7d0f,FIRSTTASKREVIEW-dc096c71e7385e25,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-c3ff06ecc81ab136,G-01338c1d774310d5,K486,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,3,3,0,0,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,3,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,38dd0281ad22c4d1,9ed8a37cfc39253d,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-ef418b278a8685a4,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,173,FIRSTDETAIL-d5d208cd0ff1bb9a,FIRSTRESULT-263aa29fbb3aa9dc,FIRSTTASKREVIEW-ce3e4c77cb60a4f3,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-896f6185282057cc,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,0,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,8d2623fd2e100c2f,40d9d0c47fd7242f,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-4613e3ba9aa07b09,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,174,FIRSTDETAIL-d6b8d280a7b804f7,FIRSTRESULT-3f730b27ee678ea4,FIRSTTASKREVIEW-71bd14ab785eaaa1,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-0e83de1e95002dfd,G-43eaec6deac85123,C150,专业计划数；学费,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N4-PDFOCR候选人工确认,3,2,1,0,G2-结构事实PDF湖北官方先行×1；G6-常规PDF湖北官方闭环待完成×2,专业名归属事实×1；字段事实-专业计划数×1；字段事实-学费×1,0,0,0,0,0,2,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,false,false,false,b6fe2f0620eda43f,075ddd1061189759,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-c9e9cc2d30cbd365,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,175,FIRSTDETAIL-d82fb416df4cb6df,FIRSTRESULT-e15a47f51b8f142d,FIRSTTASKREVIEW-1fb655226588041c,FIRSTPAGE-e942d34407576c0d,209-right,209,right,M-4d07d36dc438349c,G-e377a7e078e92213,K153,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N3-无稳定候选人工看图,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,0,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,c4b943191b6b4724,3a3306a7895deb87,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-87daced850334ff0,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,176,FIRSTDETAIL-d865ed334f79ac8b,FIRSTRESULT-e8e6ad7bb390313d,FIRSTTASKREVIEW-010dadbeb632e8af,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,专业计划数；学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N1-高校补缺线索回PDF原页,2,2,0,0,G1-B0同页伴生事实阻断×2,字段事实-专业计划数×1；字段事实-学费×1,0,0,0,2,0,2,0,2,2,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,881c3f9a1cf13a37,079e2df0e2b229a0,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-7b591c79c6e0de54,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,177,FIRSTDETAIL-d98431b572fa7397,FIRSTRESULT-32cba5caacd30d01,FIRSTTASKREVIEW-0a166ae6af261bfc,FIRSTPAGE-38a317f5bf72d0ce,038-right,38,right,M-6c6bbe1c67c63c2d,G-18a4afd29f398c8c,A141,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G3-双人复核待完成×1,字段事实-专业计划数×1,0,0,0,0,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,false,false,false,false,false,0d9a7c3f6e0a0f88,18e57b0107c6916c,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-e828f266fe322c3a,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,178,FIRSTDETAIL-d9c74451cbf525d6,FIRSTRESULT-0be481e4bfc4d62d,FIRSTTASKREVIEW-ed115d82591deeba,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-b55b42a0731954d9,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,0,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,cf8e812e6fb23c9f,fc7b23940001828a,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-76918316d7c0d403,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,179,FIRSTDETAIL-db3c8109cbb01ac9,FIRSTRESULT-6005908fd3b0e0b9,FIRSTTASKREVIEW-b61710f93ae4f551,FIRSTPAGE-e942d34407576c0d,209-right,209,right,M-8281eec06d651680,G-e377a7e078e92213,K153,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N5-多源一致仍待湖北官方侧,3,3,0,0,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,3,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,e4d67d7beec64c4a,41cbe5fa1353abe7,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-8f308a26d82f172d,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,180,FIRSTDETAIL-dc40f34e14e25f2f,FIRSTRESULT-e097aa1a7b1a6ac7,FIRSTTASKREVIEW-098a38993221b6d2,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-da1f5a87edef49c2,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,0,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,eecbb7c47384df99,fe9d7596db602c48,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-8e2f06378654be36,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,181,FIRSTDETAIL-de77fb66cba08767,FIRSTRESULT-7325612e7f1eafcc,FIRSTTASKREVIEW-9ad257e07e2ebe91,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-13e7d081c377eb5c,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N3-无稳定候选人工看图,2,1,1,0,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,0,0,0,0,2,2,0,2,2,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,c4d381971e852343,4f5753d791ab4dd2,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-e26c9e819cbb2450,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,182,FIRSTDETAIL-deb2ed30ccd3ce6f,FIRSTRESULT-5126f2bc1ed32078,FIRSTTASKREVIEW-bdffd3556188384b,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-f86b6ae14e4edb59,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N3-无稳定候选人工看图,2,1,1,0,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,0,0,0,0,2,2,0,2,2,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,6d1c6449e084c279,5843567e81b0c2e5,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-a1fbd760c6cf805e,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,183,FIRSTDETAIL-dfce72ebf9d9b7b4,FIRSTRESULT-de2df3b3eaa99aba,FIRSTTASKREVIEW-8a569046ecb9973f,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-552d949cc667dec8,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N3-无稳定候选人工看图,2,1,1,0,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,0,0,0,0,2,2,0,2,2,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,bcd6f75e6a2158b7,2b032cb7abf5141e,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-0ffd3424a9635ec8,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,184,FIRSTDETAIL-e3f2baf339214a72,FIRSTRESULT-bd1ba3d2dbf69970,FIRSTTASKREVIEW-61942d5c0b5ffe00,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-59f2fe4937c929af,G-01338c1d774310d5,K486,专业计划数,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,1a0e71de63278ff9,6f80c1893bc73bc1,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-128a8dae5cf5d62c,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,185,FIRSTDETAIL-e5c797c090e5d43d,FIRSTRESULT-57be154751db40d5,FIRSTTASKREVIEW-4d1c36e77bf5975d,FIRSTPAGE-4c0f16a37d308b85,056-left,56,left,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N1-高校补缺线索回PDF原页,3,3,0,0,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,3,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,b73f8e8a485290f4,b997c4b381dd512e,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-7d540c2f599229fb,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,186,FIRSTDETAIL-e6fbb1e8eb1cf347,FIRSTRESULT-a4767ebe266bbec7,FIRSTTASKREVIEW-d1d631457398657a,FIRSTPAGE-4c0f16a37d308b85,056-left,56,left,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N3-无稳定候选人工看图,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,2f38f67ffa3dcc17,6460a155d9141aa5,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-98121f0687c203ef,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,187,FIRSTDETAIL-e796394270d8dbd9,FIRSTRESULT-6291b8c942eb5989,FIRSTTASKREVIEW-46b577fd956249e1,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-cdfe659d6ddbb7d7,G-69a8112ee16cf2ba,H450,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N3-无稳定候选人工看图,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,1,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,8455700f397e1052,c92a1ed3bf20e16a,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-92a0f1c21c3d9767,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,188,FIRSTDETAIL-ea384950294b8432,FIRSTRESULT-56fc83999ae002b5,FIRSTTASKREVIEW-8d63cf4d4a663fcb,FIRSTPAGE-4c0f16a37d308b85,056-left,56,left,M-928c8c7935f8e9d2,G-399026bbf2fbbc18,A195,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,N2-机器坐标辅助核PDF原页,1,1,0,0,G1-B0同页伴生事实阻断×1,字段事实-专业计划数×1,0,0,0,1,0,1,0,1,1,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,399175664a7302c8,950ac0478ef0bcfc,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-d9852d46970c85db,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,189,FIRSTDETAIL-eb9ea199817a9465,FIRSTRESULT-3f1841da5949fc58,FIRSTTASKREVIEW-fd6e19767574188c,FIRSTPAGE-b55961124bc8610b,226-left,226,left,M-b23da168ecf3a69d,G-01338c1d774310d5,K486,专业计划数；学费；再选科目,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,N1-高校补缺线索回PDF原页,3,3,0,0,G1-B0同页伴生事实阻断×3,字段事实-专业计划数×1；字段事实-再选科目×1；字段事实-学费×1,0,0,0,3,0,3,0,3,3,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,false,false,false,8396507c3a2b70ff,9ed8a37cfc39253d,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCFACTGATETASK-cfc2d1b495b7b9db,data/working/issue19-first-closure-fact-gate-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_gate,第一闭环事实准入任务汇总,稳定基座第一闭环明细任务ID×事实范围缺口,false,false,false,false,false,false,false,false,false,190,FIRSTDETAIL-ebc96c1f44ce2d9a,FIRSTRESULT-c84caff3edfffe52,FIRSTTASKREVIEW-d57e8642d74df91d,FIRSTPAGE-6bd94b5fb0abfec4,080-right,80,right,M-e16a5921623c531f,G-43eaec6deac85123,C150,再选科目,E2-官网未匹配专业名归属核验,Q2-官网未匹配或高校辅证页列先核,N3-无稳定候选人工看图,2,1,1,0,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业名归属事实×1；字段事实-再选科目×1,0,0,0,0,2,2,0,2,2,T0-待PDF原页湖北官方和必要高校辅证核验,P0字段任务尚未写入私有人工记录，禁止字段事实写回,true,true,true,false,false,false,false,0ded8bc17f28ccb3,349a0d8f4e268a78,任务内事实仍需PDF原页和湖北官方侧闭环；不得据高校源或OCR直接写回。,not_final；fact_gate_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
