第一闭环字段事实公开账本ID,来源第一闭环字段确认公开账本,来源第一闭环证据状态账本,来源第一闭环下一步动作矩阵,来源P0Top3字段公开账本,来源B0冲突页列核验状态,来源私有字段确认工作台,来源P0Top3私有字段核验表,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段事实序号,稳定基座第一闭环明细任务ID,第一闭环字段确认公开账本ID,第一闭环证据状态公开账本ID,第一闭环下一步动作ID,P0Top3字段公开账本ID,B0冲突页列核验状态ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,字段候选关系桶,PDF提示字段状态,机器坐标字段状态,高校辅证字段状态,冲突类型桶,核验动作层级,人工最小核验动作,PDF原页记录状态,湖北官方记录状态,高校辅证记录状态,双人复核状态,三方一致性状态,字段事实闭环状态,字段写回评估门禁,完成证据组合,字段事实值集合SHA256,私有字段记录状态SHA256,是否P0Top3重点字段,是否B0冲突页列字段,是否需要双人复核,是否需要人工看图,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTFACT-4bbb410b09cf8ef1,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,317,FIRSTDETAIL-dfce72ebf9d9b7b4,FIRSTFCONF-8a569046ecb9973f,FIRSTEVID-1d0b03ef4bd739ec,FIRSTNEXT-d571e16d92b56ae6,,,80,right,080-right,M-552d949cc667dec8,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-a3d97b80ee400b8f,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,318,FIRSTDETAIL-ebc96c1f44ce2d9a,FIRSTFCONF-d57e8642d74df91d,FIRSTEVID-e52cd0152447c550,FIRSTNEXT-a0dd3789eb549c74,,,80,right,080-right,M-e16a5921623c531f,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-9ac817de8262bfa1,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,319,FIRSTDETAIL-fcb9481c7c03fe42,FIRSTFCONF-344c8218d22295dd,FIRSTEVID-b2089b0fd8aab65d,FIRSTNEXT-f1d7d679a8c0ad79,,,80,right,080-right,M-608ab460a72422a3,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-4089532c5eead54a,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,320,FIRSTDETAIL-0179bfd42b7b1ca7,FIRSTFCONF-53a6733773f89dca,FIRSTEVID-1fe26f18946c7e8d,FIRSTNEXT-741af958da48a1e2,,,70,right,070-right,M-ec0d83fb4e950a93,G-facec610841ca140,C108,自动官网辅证任务,学费,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-53801dcd872513f8,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,321,FIRSTDETAIL-41a7cf56d34c7bb6,FIRSTFCONF-ad503cf41eec9ef7,FIRSTEVID-bf5c1a569a4dfda5,FIRSTNEXT-1fed206402586403,,,70,right,070-right,M-6e01e1645d19ebfd,G-facec610841ca140,C108,自动官网辅证任务,专业计划数,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-ab945e136d68d88b,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,322,FIRSTDETAIL-41a7cf56d34c7bb6,FIRSTFCONF-ad503cf41eec9ef7,FIRSTEVID-bf5c1a569a4dfda5,FIRSTNEXT-1fed206402586403,,,70,right,070-right,M-6e01e1645d19ebfd,G-facec610841ca140,C108,自动官网辅证任务,学费,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-517957564cb34667,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,323,FIRSTDETAIL-4643d67c0c0e950d,FIRSTFCONF-4d6c79d984f94054,FIRSTEVID-c2bdd6a96f13a2c3,FIRSTNEXT-e35053a1ae25be44,,,70,right,070-right,M-f9c56d652fbb33cd,G-facec610841ca140,C108,自动官网辅证任务,专业计划数,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-4ab009786dd9728d,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,324,FIRSTDETAIL-4643d67c0c0e950d,FIRSTFCONF-4d6c79d984f94054,FIRSTEVID-c2bdd6a96f13a2c3,FIRSTNEXT-e35053a1ae25be44,,,70,right,070-right,M-f9c56d652fbb33cd,G-facec610841ca140,C108,自动官网辅证任务,学费,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-ad21f1ca0ffbff7a,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,325,FIRSTDETAIL-71febc53a57d7ba0,FIRSTFCONF-81b901bca70f4cb6,FIRSTEVID-c74a0d3b5bf17c09,FIRSTNEXT-69d80f7923485946,,,70,right,070-right,M-d5bfdfacbf80256f,G-facec610841ca140,C108,自动官网辅证任务,专业计划数,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-29df4707efcea2db,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,326,FIRSTDETAIL-71febc53a57d7ba0,FIRSTFCONF-81b901bca70f4cb6,FIRSTEVID-c74a0d3b5bf17c09,FIRSTNEXT-69d80f7923485946,,,70,right,070-right,M-d5bfdfacbf80256f,G-facec610841ca140,C108,自动官网辅证任务,学费,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-cba9c2693b09858c,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,327,FIRSTDETAIL-8b5219caa414373a,FIRSTFCONF-978f8bda22437f2d,FIRSTEVID-85b72b8d74982be7,FIRSTNEXT-e52240e7e0e45e7c,,,70,right,070-right,M-916f5239ec5a0593,G-facec610841ca140,C108,自动官网辅证任务,专业计划数,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-d2a7bdf09ea0a1e7,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,328,FIRSTDETAIL-8b5219caa414373a,FIRSTFCONF-978f8bda22437f2d,FIRSTEVID-85b72b8d74982be7,FIRSTNEXT-e52240e7e0e45e7c,,,70,right,070-right,M-916f5239ec5a0593,G-facec610841ca140,C108,自动官网辅证任务,学费,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-63bda8eedafd882c,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,329,FIRSTDETAIL-9ccbf3429e4a8193,FIRSTFCONF-61e05efe753970b6,FIRSTEVID-eb1a30cf3247205a,FIRSTNEXT-d8ac6cb273cbded5,,,70,right,070-right,M-0892ad4e5c518719,G-facec610841ca140,C108,自动官网辅证任务,学费,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-2c108ea134519f60,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,330,FIRSTDETAIL-a0265b0156170fad,FIRSTFCONF-f6591057dccbad4b,FIRSTEVID-37931fc62a67a528,FIRSTNEXT-e5221dad24d97b62,,,70,right,070-right,M-97356b83d76caabd,G-facec610841ca140,C108,自动官网辅证任务,专业计划数,R3-仅PDFOCR候选待人工核页,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C4-常规待闭环,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,false,false,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
