全量字段页列核验队列ID,来源字段事实核验任务队列,来源页级保真复核队列,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,页列执行总序,来源页码,版面列,页码版面键,页列核验优先级桶,页列核验优先级数值,页列首要动作,包内字段任务数,包内专业行数,包内专业组数,包内院校代码数,包内字段名分布,包内字段核验优先级分布,包内字段事实阻断等级分布,包内Q0无候选阻断任务数,包内Q1有候选待人工核验任务数,包内Q2OCR齐全待三方闭环任务数,包内专业计划数字段任务数,包内学费字段任务数,包内再选科目字段任务数,包内PDF原页核验待完成任务数,包内湖北官方核验待完成任务数,包内高校官网辅证线索任务数,包内源证据P0任务数,包内源证据P1任务数,页面复核优先级,页面阻断等级,页级保真队列ID,私有页图证据编号,私有页图SHA256,私有识别材料证据编号,私有识别材料SHA256,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,页面专业明细数,页面结构异常数,页面高严重结构异常数,字段任务ID集合SHA256,专业行ID集合SHA256,专业组出现ID集合SHA256,院校代码集合SHA256,下钻筛选键,PDF原页核页状态,湖北官方系统或省招办计划核验状态,字段事实写回状态,公开安全策略,下一步
FIELDPSIDE-1a3cd7b8d6fb0cd6,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,431,51,left,051-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,42,14,6,2,专业计划数:14；再选科目:14；学费:14,P0-字段无候选原页重读:22；P1-字段有候选回看原页和官方:14；P3-OCR齐全字段三方闭环:6,Q0-字段缺口无候选阻断:6；Q1-字段缺口有候选待人工核验:36,6,36,0,14,14,14,42,42,0,0,9,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-4b2ebaf64c327324,page-051,0a988a496e3fe86aff54316ab3d134d3ac2ca05b6ef335a4f8e30ff2cd639d2f,051_page-051,db049621daf4827861b9532941dcccf6f2c3ed85f3951f944737ecb9984a4a1d,0.6538,101,68,40,28,23,ac285b6477b8b7ea33ebf3efe9d521a5528a7afdd56b40b4577b34756c7ecd9a,faa02cb4894062416edf5afade3db5d43b447d6ee09251c7799be48e4fa7a965,de857301e18f5b36e7595a1fce365b0aa5267976028abcfc5bae0da2a1e07b99,ee942c07118e1760f0562e4fc2769d7cd5765668afddbf19010c53883a323466,来源页码=51；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-95debafece48784d,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,432,137,right,137-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,60,20,9,3,专业计划数:20；再选科目:20；学费:20,P0-字段无候选原页重读:5；P1-字段有候选回看原页和官方:10；P3-OCR齐全字段三方闭环:45,Q0-字段缺口无候选阻断:6；Q1-字段缺口有候选待人工核验:30；Q2-OCR字段齐全但PDF和官方未闭环:24,6,30,24,20,20,20,60,60,42,0,27,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-30a4812600df85cc,page-137,35edae1167745f43f2b7b2907fa17a4150c9e60938893ca1d78a41a4a3895e40,137_page-137,cdf690a0ad7024134f4106f13b158ff7680097db5b3441bd4debf41df886a7e4,0.7255,87,66,38,7,5,1ba2f94b4285f0630719cd3b9f2b3da4f6db31aef19e40c811c18fd030c9815c,412272a1037c86c3ec6e1e084cc326312cd48cf5c22a41aac4a3507671325689,3e7e9e15e68de5fd9d58d500d2ec5560f8c8b7790e8dd38a986dadca80e41852,88bcd889585cae4d412e467898933a68e496d2ea50b0a8db52de3d591e02e341,来源页码=137；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-13f795f4ca775ce3,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,433,187,right,187-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,63,21,13,8,专业计划数:21；再选科目:21；学费:21,P0-字段无候选原页重读:2；P1-字段有候选回看原页和官方:9；P3-OCR齐全字段三方闭环:52,Q0-字段缺口无候选阻断:6；Q1-字段缺口有候选待人工核验:27；Q2-OCR字段齐全但PDF和官方未闭环:30,6,27,30,21,21,21,63,63,15,0,15,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-984988c2e46f70df,page-187,f43ed7a2639a2f26d7292eac69b6c0ef87df5c4019514915de2e721fcd6e420f,187_page-187,6ea9db850d1a3e1719974c9ecb3e161add9c032260f82b6715a48e43e9814eda,0.6787,126,48,48,10,7,4ae5aac17cf6ba5be872f80a911b7023d50926c449f2f5e53eae3e4ff7d7a73a,3feddeb024a723568a764ff3aa162e2f4346fea042ea5e8f87e9aba191e29c38,68a5550d624b5a9fc3a44e2cf84d2af1d9e1eeee832ae38fb666523beab71e19,518a1d2e8ae2d2c2b9dcc144ea7cc81e8cdd8dff56e0e75188e9ac4740956a48,来源页码=187；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-f985394a402b1bf9,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,434,58,right,058-right,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,129,43,4,3,专业计划数:43；再选科目:43；学费:43,P0-字段无候选原页重读:11；P1-字段有候选回看原页和官方:38；P3-OCR齐全字段三方闭环:80,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:114；Q2-OCR字段齐全但PDF和官方未闭环:12,3,114,12,43,43,43,129,129,0,0,87,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-3eaa1d967a2e936b,page-058,d93207ab39cefd92901391b5787c6037b38de310a716420c0ff14c2569c566cf,058_page-058,fcbba5d84bd39ce4a62056bcc9bdceac61052f5f5d87326117afa72be7a07c81,0.7395,60,91,84,20,3,db74b968e4836102b3b0b1c54b104b6f3e7448a159cc94c563eac1296af8d583,4f0e2ff792a7963793469a8102fcb4584e3e8b189ec7874012707246574f73e5,ffe8df8230969388332a92f49ea5858742b204bf27725e96e81f6f6e6ad95661,60d81d6632e1e060457beb62dea82b0709945a2aa8e37b2f007465d68aabfc92,来源页码=58；版面列=right,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-e5b29ed1d7ec8f5a,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,435,133,left,133-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,120,40,5,3,专业计划数:40；再选科目:40；学费:40,P0-字段无候选原页重读:12；P1-字段有候选回看原页和官方:41；P3-OCR齐全字段三方闭环:67,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:111；Q2-OCR字段齐全但PDF和官方未闭环:6,3,111,6,40,40,40,120,120,0,0,84,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-695da81f6f8f099a,page-133,935a338861e0471ab69fd6faff0024e7e37ea5d1117e8c78874ae8cf7d8e612b,133_page-133,1208dd982f84cbe4aec317b91f4b905389eeb15e8f787f0fb68cb1700f76ae01,0.7000,71,65,61,22,13,7ff3a3bf1edfe095ceebfdc388184c56128eb51e58ad6ef1925ad646a2e2a520,c6fa76a84bf213c20751e77cd24398a652ccd8081b559838ec25de2e74724296,8cf973ecb17b78962580a55d6e04aea78b3abc074d0f098519a193ffb1fd1ed3,be77ab58bfc2872d93436c85a8234617f04c573e55846524f7483291a7dfd21e,来源页码=133；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-acef15e990cdd131,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,436,237,left,237-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,126,42,6,3,专业计划数:42；再选科目:42；学费:42,P0-字段无候选原页重读:2；P1-字段有候选回看原页和官方:35；P3-OCR齐全字段三方闭环:89,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:105；Q2-OCR字段齐全但PDF和官方未闭环:18,3,105,18,42,42,42,126,126,0,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-3ccf8e9be2e90641,page-237,0539ab55154aa4ab8e24431569fad911cbb77c2c1ef6ded0bfe2bee086890ec4,237_page-237,0bd2db6f7ec01b9b33b0e5e9478285f0b4bb6c0e48c186bb57841b5067f0ee31,0.7619,74,62,86,19,7,40aea0c3cda3d6fb307c8fbe288759e2a81bb6c2ad8b96e20bf7290678806b1e,3cf6118051f8a3899228194a369a53da95a9c867d45fc776b95ca1a183f78f99,f3a8654e855b8b10b4b53debcea76b4bb2cf9fc4dc7ce9e6b229b07942580f6b,451dfbf98cc096bf77d30bd8d757442f547c4cde0d66dec4f04c34393a346227,来源页码=237；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-927ebe9a819b45c1,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,437,98,left,098-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,105,35,4,3,专业计划数:35；再选科目:35；学费:35,P0-字段无候选原页重读:35；P1-字段有候选回看原页和官方:34；P3-OCR齐全字段三方闭环:36,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:102,3,102,0,35,35,35,105,105,0,0,75,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-2b7ae792e3ad138e,page-098,72386e23e2d260342fd6bd64984b79fb247fbcad32c40007eda124804725e939,098_page-098,fb1d0bf7d3431977b3be31fa5567d8d9fc7d1fe10b07201b87d16ae85b7e9edd,0.7293,63,98,78,36,27,3aecdcee54372ecc231ba54e7075c0bdfeebc8b0e0fe2a54c5bdd9ce9361b1f4,64b8f4b7e7f3b2d97be48f3f5d41317f44b01100911f6cd615849f26f558ee26,a9e9083f4ead38c3ac29c465148824cf49af43c316cfd345a142722158f57b84,526c28a7836fe16e36450fea68a6290fc4690215ec777764cdc01e1babe25bbe,来源页码=98；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-82dfc62094835183,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,438,210,left,210-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,117,39,7,3,专业计划数:39；再选科目:39；学费:39,P0-字段无候选原页重读:5；P1-字段有候选回看原页和官方:32；P3-OCR齐全字段三方闭环:80,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:96；Q2-OCR字段齐全但PDF和官方未闭环:18,3,96,18,39,39,39,117,117,3,0,42,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-8a888266cd02d416,page-210,7b2c1cc26868ef83cfb5c7aa8a3f3090dc9e110de3a066d053afed7b8f610057,210_page-210,3d0c9d12a1bbf4b2ecc882fdb7bc6552a944c9cc3665583b3009f08d724c4359,0.7082,95,69,72,14,5,772be14d40bd1321ecadf0580b4d552967d69258e7740eeb8b2363aaba24ab88,16659524dbd1116ca7489a1de82a448bbc38405d9a48038f3c6e43b097ed2f3f,1c064ef648cb37ba3a43fc0fa963ff73d4e537f2a99e43df459b67ded2d29e19,262214ade549f183bda9f587dde83bbbbfa5712d17fa223d286724d50562d877,来源页码=210；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-b59d3fc440c09eb3,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,439,70,left,070-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,108,36,8,1,专业计划数:36；再选科目:36；学费:36,P0-字段无候选原页重读:5；P1-字段有候选回看原页和官方:28；P3-OCR齐全字段三方闭环:75,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:84；Q2-OCR字段齐全但PDF和官方未闭环:21,3,84,21,36,36,36,108,108,108,0,78,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-9250cabf06aca051,page-070,31a8fa321c47651c5e47aa7518b6066580a4f8430352effc2afdbc7ed7a7d909,070_page-070,8c63d3c1beb34f1581118eee112ddd7131a1353c7836c8f4d885bf507efde235,0.7264,62,94,67,21,15,28a3da389f8ecd139cc0e395832a42001e413a13039ea476451e78ab3504b300,5aa24ef772eff043841cbfec1594829c3efaf594c32d622ace3887a3e6f427bf,1d43dae45637bd6735fc8e72889f9b1dee0e658890de08e2a2b3c1657f6e8c8b,9fd3efd1c6e4aa5c82c747354bfb07a3881316e296fa575535ef53faf586d1e9,来源页码=70；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-78c5d2d68005b23d,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,440,103,left,103-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,105,35,6,2,专业计划数:35；再选科目:35；学费:35,P0-字段无候选原页重读:6；P1-字段有候选回看原页和官方:28；P3-OCR齐全字段三方闭环:71,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:84；Q2-OCR字段齐全但PDF和官方未闭环:18,3,84,18,35,35,35,105,105,0,0,78,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-e1ca8006ecf08d57,page-103,4ed437a97d0ce2f98b569896154fbee8a4662b40261fa79eadfb4c9a6aa9d245,103_page-103,d87b055f4857cf629b1e09976437fae4373c853b91dec5a39fe8fd73b776fcc3,0.7126,72,79,58,16,6,85cf236d6d7d4d3c1588f7f011e04fd64cd0a0dca9c183d8b2ebb037fd457c7a,040ca6bbac68f97651e56764ae58cddace53e8ed156e06530afa291b09a24d89,c224f0393194641be1ba06ab80fdcbaa1137edc714f2a81ffe1251b79d42ee19,53ecbf803b31cdde665afb9afc5ea0e18145def6f1c6b7f96ad08fb2683aecbc,来源页码=103；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-f625dd8adca77454,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,441,152,left,152-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,90,30,3,1,专业计划数:30；再选科目:30；学费:30,P0-字段无候选原页重读:14；P1-字段有候选回看原页和官方:27；P3-OCR齐全字段三方闭环:49,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:81；Q2-OCR字段齐全但PDF和官方未闭环:6,3,81,6,30,30,30,90,90,0,0,36,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-9a2c59c5e66e1a9d,page-152,505a653637413fba62e8692b36d65e59f40edf33d663b5a6f27ba794f96f9b3f,152_page-152,b09553b1d0295cd537d8b567a4f9cf7e2d5ff5e52701b3576da23c43a397317b,0.6983,88,51,46,11,4,5c577f640703788913802fd273980e486ee3627ed737c67f9706b93ae1cf05d7,83b8586c0e61d18976ea91518757648362a27f81fceeab784a471def05118ca4,097c3140910ccfee3033c4e38e3103c9bd2f208ceeadf9c4d5b9599e7bc336db,a3bfd51d92789426eb2a31b696fcd3e66c853588174246a694081fc64f7ec3ca,来源页码=152；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-51d698844b6751d3,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,442,127,left,127-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,99,33,10,5,专业计划数:33；再选科目:33；学费:33,P0-字段无候选原页重读:6；P1-字段有候选回看原页和官方:23；P3-OCR齐全字段三方闭环:70,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:69；Q2-OCR字段齐全但PDF和官方未闭环:27,3,69,27,33,33,33,99,99,0,0,24,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-eb4387aeb8045c5f,page-127,6007f2c18bbd61feef217d03f7338be0c870d6d39a657cbbaa4c4f02031a7b86,127_page-127,745beca8097c13a118993790b00fef968fc512e1685b3960cc0c8781915ec0cd,0.7245,79,91,64,21,13,d7d5c6813aa1afe3249a84d2153c241f44ab70ef1d62654b071f452f9c137d48,bc829704a7020d3085e6b51df62990b7d683a58822396793a8084ebf061038ec,b2bdad34ccac065f918386539b7c20e86c3dd6a277f0b5d9890c46d484c064bb,cc36f904d46bf8eeb4d444c350fc57411e22412b844aab013aa42be343f429ff,来源页码=127；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-23729110efbb9fcf,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,443,35,left,035-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,72,24,4,2,专业计划数:24；再选科目:24；学费:24,P0-字段无候选原页重读:7；P1-字段有候选回看原页和官方:22；P3-OCR齐全字段三方闭环:43,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:63；Q2-OCR字段齐全但PDF和官方未闭环:6,3,63,6,24,24,24,72,72,0,0,36,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-b001bc0fbe0a95da,page-035,f27c0c392aa7d05fd2f2bff2603193099e3e45b81dcbf9bffd8919ca1edb1c43,035_page-035,6289e8b51d3e91c82cd5f941e66cac290a280c4386bfc8fbe1cc99e36c1b21ec,0.7062,64,70,37,7,3,b641568a58a4f83434ed57be84012628e081c2366185a7c6115e5278c692eafa,5a0cad9e5594c3ae521ea327df2c994b9cf0359aef7848dab9d5c1597592528e,6dc425d26c52438fdae3e6ee9adc367c021ede1ef60e8fa648bb8b1cb7c6efd6,2db931660d4e0cc9f3f412936696939a0267d11912b26665c718f10afd09772e,来源页码=35；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
FIELDPSIDE-de2e505c9d825676,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-page-fidelity-review-queue.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_field_fact_page_side_verification_queue,PDF页码×版面列,PDF页码×版面列×全量字段事实核验任务,false,false,false,false,false,false,false,444,118,left,118-left,V0-Q0无候选阻断页列先核,0,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。,87,29,10,3,专业计划数:29；再选科目:29；学费:29,P0-字段无候选原页重读:8；P1-字段有候选回看原页和官方:20；P3-OCR齐全字段三方闭环:59,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:60；Q2-OCR字段齐全但PDF和官方未闭环:24,3,60,24,29,29,29,87,87,0,0,33,P0-必须优先核页,F0-本页存在阻断级专业行,PAGEFID-862f5c6ce5cb2f7c,page-118,40171c5f4c46c13b515b5b36eaa0d8820aa2189aeaf83fabd8d1c7f4f7808434,118_page-118,e5d7b49372fb1d8f1799dccd345e1468d762408b8f82476a3d22b279dec1a6da,0.7260,94,55,52,20,13,96e1ccd2f8ba256db3acbba9bce9ebb1e75250b30b944b20fbe485e5a1aad91d,7cb9e93e65cac430e65fa0e2190efa4854ca6f3594039af0f8f3b2d33b8042b4,bca556e02fcfe6e3b132a776c9730e767ac630eca4820ec45299b1ef18bc4182,1436b620004f39bece22623b413d1cfb9b1eea055cc777500160e0c0f78ed987,来源页码=118；版面列=left,pending_manual_pdf_review,pending_hubei_official_review,blocked_until_pdf_and_hubei_official_fields_verified,只公开页列执行顺序、任务数量、状态、证据编号、SHA和任务集合哈希；不公开字段候选值、人工确认值、私有识别材料、图片路径、院校名、专业名、专业代号或专业组代码。,先按页列重读无候选字段，优先补专业计划数、再选科目和学费缺口。 完成后仍需湖北官方系统或省招办计划核验。
