第一闭环证据状态公开账本ID,来源第一闭环字段确认公开账本,来源第一闭环任务复核公开账本,来源第一闭环PDFOCR候选公开审计,来源第一闭环字段状态看板,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,证据状态总序,稳定基座第一闭环明细任务ID,第一闭环字段确认公开账本ID,稳定基座第一闭环任务复核公开账本ID,第一闭环PDFOCR候选公开审计ID,第一闭环字段状态看板ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,第一闭环页列优先级,执行泳道,人工核验泳道,人工核验方式,人工核验动作,必须完成证据步骤,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,PDFOCR提示审阅桶,PDFOCR与高校辅证关系桶,候选提示综合桶,官网辅证自动动作,官网证据强度,官网来源状态,计划数核验状态,页列主阻断,页列建议下一步动作,公开安全策略,下一步
FIRSTEVID-d4bf28782cf5af7d,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,174,FIRSTDETAIL-604e240ec07de804,FIRSTFCONF-8581fa88d971efbc,FIRSTTASKREVIEW-8581fa88d971efbc,FIRSTPDFOCR-8581fa88d971efbc,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-0f6a13ef21ff0adb,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-3d5e0ef34a7df671,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,175,FIRSTDETAIL-7518c4efaa62ae79,FIRSTFCONF-b681b3e9737c1108,FIRSTTASKREVIEW-b681b3e9737c1108,FIRSTPDFOCR-b681b3e9737c1108,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-acb482f3064a0583,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C2-强辅证抽检并等待湖北官方闭环,strong_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-1ebae0d2f96a00b4,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,176,FIRSTDETAIL-8ee09d8ece93b910,FIRSTFCONF-6fb9e8a1852dd1fa,FIRSTTASKREVIEW-6fb9e8a1852dd1fa,FIRSTPDFOCR-6fb9e8a1852dd1fa,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-5def93e8f6b082ed,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-67b2457033205e22,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,177,FIRSTDETAIL-958577f341a0c19f,FIRSTFCONF-699a88cdc7f90c3b,FIRSTTASKREVIEW-699a88cdc7f90c3b,FIRSTPDFOCR-699a88cdc7f90c3b,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-f06016c6a1718579,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-68fb800390834672,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,178,FIRSTDETAIL-b5355e6637ae2f8d,FIRSTFCONF-b6495bf7933281f7,FIRSTTASKREVIEW-b6495bf7933281f7,FIRSTPDFOCR-b6495bf7933281f7,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-e307bfb7c77d59c7,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-a7802afbd3f5b710,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,179,FIRSTDETAIL-bc52d0bfe89b62ce,FIRSTFCONF-4a4d6cbac02b53f1,FIRSTTASKREVIEW-4a4d6cbac02b53f1,FIRSTPDFOCR-4a4d6cbac02b53f1,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-25748538eda5066c,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-11d8f26641cd5f03,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,180,FIRSTDETAIL-c0a2392a807864d8,FIRSTFCONF-35786eefe6eb2ab1,FIRSTTASKREVIEW-35786eefe6eb2ab1,FIRSTPDFOCR-35786eefe6eb2ab1,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-a961ae6bda479290,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-e18ae23fda8df136,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,181,FIRSTDETAIL-cd888bce9d393364,FIRSTFCONF-8c162790dddbe184,FIRSTTASKREVIEW-8c162790dddbe184,FIRSTPDFOCR-8c162790dddbe184,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-ee8edcf5d811b7c5,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-13199aba1d3a10f2,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,182,FIRSTDETAIL-de77fb66cba08767,FIRSTFCONF-9ad257e07e2ebe91,FIRSTTASKREVIEW-9ad257e07e2ebe91,FIRSTPDFOCR-9ad257e07e2ebe91,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-13e7d081c377eb5c,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-8059b1aa1a8fc1fa,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,183,FIRSTDETAIL-deb2ed30ccd3ce6f,FIRSTFCONF-bdffd3556188384b,FIRSTTASKREVIEW-bdffd3556188384b,FIRSTPDFOCR-bdffd3556188384b,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-f86b6ae14e4edb59,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-1d0b03ef4bd739ec,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,184,FIRSTDETAIL-dfce72ebf9d9b7b4,FIRSTFCONF-8a569046ecb9973f,FIRSTTASKREVIEW-8a569046ecb9973f,FIRSTPDFOCR-8a569046ecb9973f,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-552d949cc667dec8,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
FIRSTEVID-e52cd0152447c550,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-field-status-dashboard.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_evidence_status_report,第一闭环明细任务,专业行ID×字段或高校辅证任务×公开证据状态,false,false,false,false,false,false,false,false,185,FIRSTDETAIL-ebc96c1f44ce2d9a,FIRSTFCONF-d57e8642d74df91d,FIRSTTASKREVIEW-d57e8642d74df91d,FIRSTPDFOCR-d57e8642d74df91d,FIRSTFSTATUS-6bd94b5fb0abfec4,FIRSTPAGE-6bd94b5fb0abfec4,80,right,080-right,M-e16a5921623c531f,G-43eaec6deac85123,C150,P0人工字段任务,再选科目,Q2-官网未匹配或高校辅证页列先核,E2-官网未匹配专业名归属核验,F4-无候选人工看图,人工看图,直接回看PDF原页和页列上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照；双人复核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,H4-无候选需人工看图,C3-字段辅证补充结构化后核原页,field_support,has_reusable_2026_hubei_plan_source,,B1-缺PDFOCR候选需人工看图,先人工看PDF原页补字段读数；再回连湖北官方侧和高校辅证记录。,公开层只保存证据状态桶、计数、ID和SHA；不公开字段值、OCR原文、学校专业明细、人工记录或私有路径,按页列先核PDF原页，再核湖北官方侧；有高校辅证线索的任务只作double check，不替代湖北官方计划
