页级保真队列ID,来源页级manifest,来源底座按页审计,来源全量逐专业保真总账,来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,PDF页码,页码范围角色,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,OCR识别行数,OCR平均置信度,OCR_QC_P0数,OCR_QC_P1数,疑似招生计划行数,页面复核优先级,页面阻断等级,页面审计状态,页面专业组数,页面专业明细数,页面院校数,页面结构异常数,页面高严重结构异常数,高风险保真行数,低风险行数,F0阻断行数,F1高优先行数,F2待补证行数,F3低风险非最终行数,P0结构串行行数,P1计划数保真行数,P2家庭费用行数,P3选科限制行数,P4调剂风险行数,P5偏好或普通待核行数,P6暂未触发机器高风险行数,空专业名行数,高严重结构异常专业行数,结构异常专业行数,计划数字段风险行数,学费字段风险行数,再选科目字段风险行数,家庭底线风险行数,偏好专业行数,候选池V1专业明细数,样本学校专业明细数,涉及院校数,涉及专业组数,风险字段Top,风险规则Top,必须核验字段,是否可进入最终页级结论,可进入下一阶段,下一步
PAGEFID-9b4d00efd0538667,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,195,招生计划明细页,page-195,68d33ecb8c6e831634a737e6be19a8b90c64d1e9ad89513575a01e10ea77db5d,195_page-195,b1a06454249896e9ca152e75b97e135ea193b792ee3ed5f704569c1e6d52c647,273,0.7169,107,47,10,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,22,54,4,21,17,52,2,20,16,16,2,17,9,8,18,0,0,2,0,17,19,20,20,45,13,7,0,0,4,23,再选科目字段:45；计划数字段:20；学费字段:20；结构异常:19；调剂风险:16；家庭底线:13；组内字段风险:10；特殊限制:9,missing_subject_candidate:45；missing_tuition_candidate:20；tuition_not_verified_numeric:20；high_structure_anomaly:17；plan_count_number_ge_1000:15；plan_count_value_ge_1000:15；group_has_plan_count_untrusted:10；special_requirement_pending:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-a451904aeb257f5b,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,196,招生计划明细页,page-196,e3e9e6e7f3202f0774d20a14ee2ca061e96e2f8055584d44c0199e62a55491c4,196_page-196,90be5c2cd3ed5a2e9e0efaaf1840e113966afc2863118accdd2fa91ed2fb6949,296,0.6834,120,53,17,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,21,51,5,34,31,51,0,34,17,0,0,31,20,0,0,0,0,0,0,31,31,51,0,47,15,8,0,0,5,22,组内字段风险:51；计划数字段:51；再选科目字段:47；结构异常:31；调剂风险:26；特殊限制:17；家庭底线:15；偏好专业:8,missing_plan_count_candidate:51；plan_count_not_verified_numeric:51；group_has_plan_count_untrusted:51；missing_subject_candidate:47；high_structure_anomaly:31；tuition_number_le_500:27；special_requirement_pending:17；group_has_special_requirement_pending:11,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-27029e1dc876def5,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,197,招生计划明细页,page-197,94bfef70c2ddfc66a7080675715fcb7ecf6a8ff706d7ff3b1658a18755eca5ba,197_page-197,ea6d4fa38dc3b57a01617cc80a21d8d218a1badd882af202301712e4c32002d2,285,0.6986,112,51,11,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,20,52,11,34,27,52,0,24,24,4,0,23,9,9,11,0,0,0,0,23,26,22,25,42,6,8,0,0,11,20,再选科目字段:42；结构异常:26；学费字段:25；调剂风险:24；计划数字段:22；组内字段风险:12；特殊限制:12；偏好专业:8,missing_subject_candidate:42；missing_tuition_candidate:25；tuition_not_verified_numeric:25；high_structure_anomaly:23；plan_count_number_ge_1000:20；plan_count_value_ge_1000:20；group_has_special_requirement_pending:20；group_has_plan_count_untrusted:12,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-ca82f7599e461b55,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,198,招生计划明细页,page-198,c5ba06fb4f1a70c8fcc4e2f9c5b51d8da318697323699788458ba7f4d00759a1,198_page-198,24ff2604673403b1679cbe40a58a954aabf276f3f2dd2f02c95ef7befe935f32,295,0.7020,93,77,20,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,18,51,9,36,24,51,0,24,27,0,0,23,28,0,0,0,0,0,0,23,30,51,1,40,14,14,0,0,9,19,组内字段风险:51；计划数字段:51；再选科目字段:40；结构异常:30；调剂风险:21；家庭底线:14；偏好专业:14；费用底线:12,missing_plan_count_candidate:51；plan_count_not_verified_numeric:51；group_has_plan_count_untrusted:51；missing_subject_candidate:40；high_structure_anomaly:23；group_has_high_fee_or_over_budget:20；tuition_number_le_500:17；preference_major_candidate:14,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-87af83ab2ef0ff9c,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,199,招生计划明细页,page-199,04a13d07b958a2165704e51511b21dd8118c1335395644eb673a1f635a140903,199_page-199,2ae6fc4cdede1ac2acb60fa71836d17c1e43d420f4e29bff25a05f11f53a114c,320,0.7253,81,134,13,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,13,78,8,64,50,78,0,49,29,0,0,42,10,23,3,0,0,0,0,42,49,41,44,69,31,7,0,0,8,14,再选科目字段:69；结构异常:49；学费字段:44；计划数字段:41；调剂风险:37；组内字段风险:35；家庭底线:31；费用底线:24,missing_subject_candidate:69；missing_tuition_candidate:44；tuition_not_verified_numeric:44；high_structure_anomaly:42；plan_count_number_ge_1000:38；group_has_high_fee_or_over_budget:37；group_has_plan_count_untrusted:35；plan_count_value_ge_1000:33,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-ea5c63a9c05c3910,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,200,招生计划明细页,page-200,392f83c5cf8acbc8af4c223a862cadcd67c3e2f11a253c9148130af25098468e,200_page-200,22387df51668c43097f2c70af1eb2ccbf2128ad3d3d4b5ec8fda7aa317737465,294,0.7109,108,57,17,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,12,67,4,38,28,67,0,29,38,0,0,28,39,0,0,0,0,0,0,28,33,56,2,54,17,8,0,0,4,13,组内字段风险:67；调剂风险:62；计划数字段:56；再选科目字段:54；结构异常:33；家庭底线:17；费用底线:15；OCR置信度:9,group_has_plan_count_untrusted:67；missing_plan_count_candidate:56；plan_count_not_verified_numeric:56；missing_subject_candidate:54；group_has_rejected_medical_or_nursing:40；high_structure_anomaly:28；tuition_number_le_500:24；tuition_over_15000_numeric:15,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-f7061777519f2825,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,201,招生计划明细页,page-201,5080967614c8c5a15dd268c0fbc4c993925ad68ead3b3fe859f0fc00bcee24de,201_page-201,79dceb89c9f7dbee23c935b56b009412a551b264cd733d6bd024060283936ade,291,0.7052,123,34,14,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,16,55,3,13,4,55,0,9,32,14,0,3,15,7,27,0,3,0,0,3,10,3,4,44,10,7,0,0,3,16,再选科目字段:44；调剂风险:38；特殊限制:31；组内字段风险:15；结构异常:10；家庭底线:10；OCR置信度:8；偏好专业:7,missing_subject_candidate:44；group_has_special_requirement_pending:34；special_requirement_pending:31；family_machine_pending_special:23；group_has_plan_count_untrusted:15；group_has_rejected_medical_or_nursing:10；low_ocr_confidence:8；medical_or_nursing_rejected:7,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-528b8a03b7bb3600,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,202,招生计划明细页,page-202,8a86b55099c1a07dfe92174ad0da9ae235ea8247a2cf57d210b1219e941f0901,202_page-202,bdc4d28ca8d651654f948ace33057437c0ee396f2e1791638b08ce6651c8866b,273,0.6546,89,90,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,17,57,7,40,32,57,0,30,27,0,0,23,34,0,0,0,0,0,0,23,29,55,12,42,34,4,0,0,7,17,组内字段风险:57；计划数字段:55；调剂风险:54；再选科目字段:42；家庭底线:34；费用底线:30；结构异常:29；特殊限制:19,group_has_plan_count_untrusted:57；missing_plan_count_candidate:55；plan_count_not_verified_numeric:55；missing_subject_candidate:42；group_has_high_fee_or_over_budget:32；tuition_over_15000_numeric:30；high_structure_anomaly:23；family_machine_reject_fee:23,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-a70372d1cf6a7fd3,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,203,招生计划明细页,page-203,62abf84f997dd8d51f25912cfb7752b969f07939b2d27f34b671af787ab4360d,203_page-203,167814f487d74179c0c69df1c9eae23ce7f31bffbc266da491e9143a5cdf6488,270,0.7593,63,64,14,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,6,57,3,8,2,56,1,5,31,20,1,2,29,3,20,1,1,1,0,2,8,12,5,54,6,9,0,0,3,7,再选科目字段:54；组内字段风险:30；计划数字段:12；调剂风险:11；偏好专业:9；结构异常:8；特殊限制:7；家庭底线:6,missing_subject_candidate:54；group_has_plan_count_untrusted:30；missing_plan_count_candidate:11；plan_count_not_verified_numeric:11；preference_major_candidate:9；special_requirement_pending:7；group_has_special_requirement_pending:7；structure_anomaly:6,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-ec0ae0e96e2de4b9,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,204,招生计划明细页,page-204,34ff7b9ea977a2fc9a1143f8c51421ef9d20a5013a5714927d4716877e556305,204_page-204,2021a2456595d2277deb56a769cb4d812998597be46aea2d248dc8ac2667cf28,277,0.6899,120,33,13,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,13,64,4,27,13,64,0,27,34,3,0,12,46,0,5,0,1,0,0,12,22,53,2,50,15,7,0,0,4,14,组内字段风险:57；计划数字段:53；调剂风险:52；再选科目字段:50；特殊限制:27；结构异常:22；家庭底线:15；OCR置信度:11,group_has_plan_count_untrusted:57；missing_plan_count_candidate:53；plan_count_not_verified_numeric:53；missing_subject_candidate:50；group_has_special_requirement_pending:38；special_requirement_pending:27；group_has_rejected_medical_or_nursing:19；medical_or_nursing_rejected:15,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-63a3d87f0c54c877,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,205,招生计划明细页,page-205,b89e9405dbd6efc5b626a92bd1110b77f8195e746d404c9168660d2296be3481,205_page-205,7fe4f48f35c55a64d1999d37f6328acdc90b400b660b6fabeef66680ad6153ed,283,0.6788,88,73,17,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,22,58,6,11,5,55,3,5,35,15,3,5,27,2,19,0,2,3,0,5,10,19,2,48,5,8,0,0,7,23,再选科目字段:48；组内字段风险:29；调剂风险:20；计划数字段:19；特殊限制:13；结构异常:10；偏好专业:8；家庭底线:5,missing_subject_candidate:48；group_has_plan_count_untrusted:29；missing_plan_count_candidate:19；plan_count_not_verified_numeric:19；group_has_special_requirement_pending:15；special_requirement_pending:13；family_machine_pending_special:11；preference_major_candidate:8,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-2cf7aa01952076bc,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,206,招生计划明细页,page-206,766cfa83e86f9530eda8b09db072e3145ea2d11a401462a676b9a75093304dbb,206_page-206,b0e9022b572e4670c85e8f98930e46207eb7002dda05942cbddcfbfe15e0e79c,266,0.6944,94,62,8,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,10,47,4,16,12,47,0,12,23,12,0,11,23,0,12,1,0,0,0,11,13,30,0,37,11,9,0,0,4,11,再选科目字段:37；组内字段风险:34；调剂风险:31；计划数字段:30；结构异常:13；家庭底线:11；偏好专业:9；特殊限制:9,missing_subject_candidate:37；group_has_plan_count_untrusted:34；missing_plan_count_candidate:30；plan_count_not_verified_numeric:30；group_has_special_requirement_pending:20；high_structure_anomaly:11；group_has_rejected_medical_or_nursing:10；tuition_number_le_500:9,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-2f1bdcd399aff882,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,207,招生计划明细页,page-207,3901fdfcc108c9f04fc64bdbf04b3a022806ef01457c934d498767f8e023e73d,207_page-207,4b7570ab77ae68d3308d3c1d9ef4b9e753133d56b6b7ae075bad3d045a42ec29,260,0.6981,89,95,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,16,57,9,15,7,57,0,7,45,5,0,7,35,8,6,1,0,0,0,7,13,25,1,50,25,1,0,0,9,15,调剂风险:51；再选科目字段:50；组内字段风险:38；计划数字段:25；家庭底线:25；费用底线:25；结构异常:13；特殊限制:11,missing_subject_candidate:50；group_has_plan_count_untrusted:38；group_has_high_fee_or_over_budget:26；missing_plan_count_candidate:25；plan_count_not_verified_numeric:25；tuition_over_15000_numeric:25；family_machine_reject_fee:25；group_has_special_requirement_pending:25,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-e8863c0a16fd3160,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,208,招生计划明细页,page-208,d2a33acfeb7b0318967e259b6f020566eb2719e02abe2841792bda2ea0e88370,208_page-208,c1876766c537b983206cbf900a3a9bd856ed3832b52166dd365c0cd544ec0bdb,291,0.7385,85,58,16,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,11,83,2,19,7,83,0,7,71,5,0,7,66,1,8,0,1,0,0,7,17,50,0,71,1,7,0,0,2,12,组内字段风险:72；再选科目字段:71；调剂风险:68；计划数字段:50；结构异常:17；特殊限制:17；OCR置信度:10；偏好专业:7,group_has_plan_count_untrusted:72；missing_subject_candidate:71；group_has_special_requirement_pending:67；missing_plan_count_candidate:50；plan_count_not_verified_numeric:50；special_requirement_pending:17；family_machine_pending_special:16；low_ocr_confidence:10,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-188baa6cbba3da0d,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,209,招生计划明细页,page-209,337319545a8e1edf5715aaa7b029ef8d17fe80c292f94c3f2029acb31192c0c6,209_page-209,520d92ba4334d4b40d89fb3db44c45f283e2cfeba5ac01c717626e097c981217,287,0.6997,98,64,15,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,11,56,3,8,3,54,2,4,46,4,2,2,32,3,17,0,0,2,0,2,6,11,1,51,8,11,0,0,3,11,再选科目字段:51；组内字段风险:33；调剂风险:21；计划数字段:11；偏好专业:11；家庭底线:8；结构异常:6；特殊限制:6,missing_subject_candidate:51；group_has_plan_count_untrusted:33；group_has_rejected_medical_or_nursing:15；missing_plan_count_candidate:11；plan_count_not_verified_numeric:11；preference_major_candidate:11；tuition_over_15000_numeric:6；special_requirement_pending:6,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-8a888266cd02d416,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,210,招生计划明细页,page-210,7b2c1cc26868ef83cfb5c7aa8a3f3090dc9e110de3a066d053afed7b8f610057,210_page-210,3d0c9d12a1bbf4b2ecc882fdb7bc6552a944c9cc3665583b3009f08d724c4359,304,0.7082,95,69,17,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,16,72,4,14,5,66,6,6,40,20,6,5,36,3,20,0,2,6,0,5,10,6,1,55,7,4,0,25,5,17,再选科目字段:55；组内字段风险:37；调剂风险:16；结构异常:10；OCR置信度:7；家庭底线:7；计划数字段:6；费用底线:5,missing_subject_candidate:55；group_has_plan_count_untrusted:37；group_has_rejected_medical_or_nursing:10；low_ocr_confidence:7；missing_plan_count_candidate:6；plan_count_not_verified_numeric:6；group_has_high_fee_or_over_budget:6；high_structure_anomaly:5,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-1d654db8cfd304c8,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,211,招生计划明细页,page-211,a236562fc7814f070548aa41f696b6b7babb19473ef7ab84b5e84ad6e313ea9a,211_page-211,d4859e28b808160eae58d4b2d2fae945b01101ab2fe13819286b1e9a5abc4f4d,255,0.6816,113,39,19,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,16,54,4,7,5,54,0,19,35,0,0,4,46,4,0,0,0,0,0,4,6,22,3,48,20,8,0,0,4,16,调剂风险:54；再选科目字段:48；组内字段风险:47；特殊限制:28；计划数字段:22；家庭底线:20；偏好专业:8；结构异常:6,missing_subject_candidate:48；group_has_plan_count_untrusted:47；group_has_high_fee_or_over_budget:34；group_has_special_requirement_pending:34；special_requirement_pending:28；missing_plan_count_candidate:22；plan_count_not_verified_numeric:22；group_has_rejected_medical_or_nursing:20,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
PAGEFID-d39ab9fbce655828,data/working/issue19-page-manifest.csv,data/working/issue19-foundation-page-audit.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_fidelity_review_queue,false,pending_page_fidelity_review,212,招生计划明细页,page-212,6b397ca4565e0facde1cc76657acc9eb4ca7729ef4047f7e00f7ececc8acd7f3,212_page-212,e967e3e6ade64e93a4ee586a15efbb263587f44f48a537a1794a274fda4202cd,262,0.6760,100,58,14,P0-必须优先核页,F0-本页存在阻断级专业行,有结构化记录待核页,27,52,15,20,14,47,5,16,28,3,5,14,26,1,3,0,3,5,0,14,20,24,0,33,8,11,3,5,15,28,再选科目字段:33；组内字段风险:33；计划数字段:24；结构异常:20；调剂风险:18；偏好专业:11；家庭底线:8；特殊限制:8,missing_subject_candidate:33；group_has_plan_count_untrusted:33；missing_plan_count_candidate:24；plan_count_not_verified_numeric:24；high_structure_anomaly:14；major_text_embeds_other_school_marker:14；preference_major_candidate:11；group_has_special_requirement_pending:10,PDF原页；页内专业组边界；院校代码；专业组代码；专业代号；专业名称及备注；计划数；学费；再选科目；校区/特殊限制；湖北官方系统；高校官网/章程,false,false,按页回看第19期原PDF，对照全量逐专业保真总账逐行核专业组边界、专业字段、计划数、学费、选科和备注；再接湖北官方系统和高校官网/章程。
