P0即时字段确认公开账本ID,来源P0字段即时复核包,来源P0裁图证据索引,来源P0即时三方闭环公开账本,来源P0即时裁图OCR公开审计,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,字段确认公开账本总序,人工核验优先级数值,人工核验泳道,人工核验方式,人工核验动作,必须完成证据步骤,公开升级阻断原因,字段名,专业行ID,专业组出现ID,院校代码,来源页码,版面列,P0字段即时复核任务ID,P0即时复核裁图证据索引ID,P0即时三方闭环公开账本ID,P0即时裁图OCR公开审计ID,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图bbox归一化,裁图bbox像素,执行批次,即时复核阶段,语义多源优先桶,裁图OCR三方辅助桶,裁图OCR候选状态,裁图OCR候选置信等级,裁图OCR平均置信度区间,裁图OCR目标行定位状态,裁图OCR与机器候选关系,裁图OCR与高校辅证关系,机器候选状态,机器候选置信等级,机器候选与高校辅证关系,高校官网辅证覆盖状态,高校官网证据强度,高校官网证据匹配状态,高校官网来源状态,高校官网是否可替代湖北官方计划,是否有机器规范候选,是否有高校字段线索,是否裁图OCR有可比候选,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,是否高校补缺线索,是否需要双人复核,PDF原页私有记录状态,湖北官方私有记录状态,高校辅证私有记录状态,双人复核公开状态,三方字段一致性公开状态,字段事实写回评估状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,私有字段确认工作台状态,公开安全策略,下一步
P0FCONF-2b9cfaf7c4e1ac3d,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,288,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-84cc7db394fae9a6,G-7675e3bd5697d15e,K001,200,right,P0IMMEDIATE-839e1c4b9887a318,P0CROPINDEX-d16c7a28bf13b260,P0CLOSURE-2b9cfaf7c4e1ac3d,P0CROPOCRAUDIT-6e689555b111ccf2,P0CROP-596ac9a6f69d0b4f,a407013a34752708e543ba38819481869085d39337218b343ec5de5a58402f88,be67bbd15196a610e4eb1bdb6d91f88c6079b7e64314f8c86a86f588b9af62fa,x=0.448000-0.957000;y_bottom_origin=0.451919-0.746755,x=747-1595;y=620-1342,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O4-目标行单一候选,high,C3-中高置信,target_y=0.833533;distance=0.026054,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-7ea477a39b6afb0d,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,289,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-1183b632693d5a5e,G-d2c32a2887ae3b29,K005,202,left,P0IMMEDIATE-48f004ba4515687a,P0CROPINDEX-71d8b2a947ed9e89,P0CLOSURE-7ea477a39b6afb0d,P0CROPOCRAUDIT-eb945b58b2438467,P0CROP-01d01eb2e1654edb,5b843aa825aef615055305dc3fcf1d53d3eddf3b71443700ee9b3641030c66d9,2c4726fd20ed4ef4aaba9f36ce3f67978355c82334274d6af85421ee3156abdf,x=0.043000-0.552000;y_bottom_origin=0.118709-0.517558,x=72-920;y=1182-2158,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O4-目标行单一候选,high,C2-中置信,target_y=0.181585;distance=0.031995,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-d1046953738f7915,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,290,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-c47755a9d4253adc,G-5e2a64c9e474a0f3,K037,202,right,P0IMMEDIATE-38147d923870c9d2,P0CROPINDEX-5cf17f6ebf549624,P0CLOSURE-d1046953738f7915,P0CROPOCRAUDIT-2a45513acef32431,P0CROP-13d2580a5f55573e,edda9a4e05d68d816fc46df8af1463f0b74199eb9c0a6f077e019eaeb3125a90,da6345a2a82b6b46813da835a9d11bdbcb93e55e4e1b640c200473db9ee1f076,x=0.448000-0.957000;y_bottom_origin=0.185663-0.354592,x=747-1595;y=1581-1994,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O4-目标行单一候选,high,C2-中置信,target_y=0.341590;distance=0.017919,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-a1d46cfa29bf9694,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,291,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-877ecdeaad42c0af,G-6f0fc345e48bd4ef,K038,202,right,P0IMMEDIATE-b762262739498752,P0CROPINDEX-5c11da128e621547,P0CLOSURE-a1d46cfa29bf9694,P0CROPOCRAUDIT-9926236b43a3cc19,P0CROP-9df1bbe5360b5adf,54f99dfcf62d56f002435cd991419b6881f513030ba6b3576a3b35e142033456,3313faeebc451fcc09eba6dd429d570717a8b5bf5c8de0d0c38967407f10c1c8,x=0.448000-0.957000;y_bottom_origin=0.101561-0.222500,x=747-1595;y=1904-2200,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C3-中高置信,target_y=0.512295;distance=0.066349,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-391fa437d1e1a6f4,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,292,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-f5e42ca01ef4b70f,G-57c51c5bf67d0db0,K069,204,left,P0IMMEDIATE-436c84480a4f44e2,P0CROPINDEX-28f7233651504638,P0CLOSURE-391fa437d1e1a6f4,P0CROPOCRAUDIT-fb2f8460c4ae433f,P0CROP-606b20920b21564d,2b6e01046cc1b526f48e77343486dd0a396b4dde00a96c5f568149f376a731d6,c2be80755649c96696bb2479d0cd5e21c7c0110696d1354499ee6ce28191d189,x=0.043000-0.552000;y_bottom_origin=0.543488-0.702151,x=72-920;y=729-1118,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C2-中置信,target_y=0.348846;distance=0.048846,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-c729b9f2cb4e940b,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,293,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-30e9fa66b8c2f18f,G-c40940373e6f9f53,K071,204,right,P0IMMEDIATE-7a2213482bb1c880,P0CROPINDEX-f880bb19d80a7339,P0CLOSURE-c729b9f2cb4e940b,P0CROPOCRAUDIT-cacfae79369bf1e6,P0CROP-9ed2b5de7768c328,3a5632f27b81276c0d07a247c2db27174128d33e1103885ba4e355ad216d46e5,be3ee438fe02a2f571c6215e7af6b11947bb15c815ac02b86dcdcdb42dacf321,x=0.448000-0.957000;y_bottom_origin=0.318017-0.440523,x=747-1595;y=1370-1670,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C3-中高置信,target_y=0.512603;distance=0.052603,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-5b4b9c5c8ccc435d,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,294,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-32a41457ea2572ba,G-35dd213a0c0147d5,K082,206,right,P0IMMEDIATE-65f502e4c76fc746,P0CROPINDEX-8af3b40bc9e013e3,P0CLOSURE-5b4b9c5c8ccc435d,P0CROPOCRAUDIT-eb544a147ec218d0,P0CROP-97069f47bf00dc76,3a87a659f9042e4408ad3c5c1bbe7adfb2e7a4684068debc8d8b6989104962fc,96bdcf6f42cb43d5f15ecdab31c91976f9c33c3471812a4c416c87712909954f,x=0.448000-0.957000;y_bottom_origin=0.153954-0.274826,x=747-1595;y=1776-2072,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C3-中高置信,target_y=0.506006;distance=0.060060,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-94e5c29387daac73,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,295,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-8cc27b0931918ff5,G-851bc07497cca27c,K082,206,right,P0IMMEDIATE-3564eb5a87bed9db,P0CROPINDEX-7d97f216c29db06d,P0CLOSURE-94e5c29387daac73,P0CROPOCRAUDIT-07e741e9a79804b5,P0CROP-7343646d8ea3cdfd,aa83cc86e7467ee7c9c906cf35ba6a2f66f1e52003a7437233dbd966dd60e4ba,07826a7b6a7b55eaed88ff177a131e6eaa2902b5d5f74016f37a90939893799d,x=0.448000-0.957000;y_bottom_origin=0.226597-0.369302,x=747-1595;y=1545-1894,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O2-候选距目标行偏远需人工确认,low,C3-中高置信,target_y=0.428815;distance=0.051672,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-b7b5259f0e4e157a,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,296,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-8de45decc72faf49,G-d845c029b1af46a3,K116,207,left,P0IMMEDIATE-d093328405e7c101,P0CROPINDEX-1c0afd0ee125f83b,P0CLOSURE-b7b5259f0e4e157a,P0CROPOCRAUDIT-47563c75d9e12535,P0CROP-18d5d1fcaaf0ad67,9d30b23b59632d4e31da8629f786880400503c93cbfe0a384cbe33beeabf0494,fd53dbe31d747eea5c2d6efb3198bdb61e7406c6bd28030053785aea8c0b6dfe,x=0.043000-0.552000;y_bottom_origin=0.000000-0.391098,x=72-920;y=1497-2459,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A0-裁图OCR提示冲突优先人工核页,O3-目标行附近多值候选冲突,low,C2-中置信,target_y=0.187679;distance=0.004727,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-155bd790dc7b8c28,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,297,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-179731fd10f82ec3,G-4b0e83f1ec8abdb5,K360,220,right,P0IMMEDIATE-893ab1ee6f69d8de,P0CROPINDEX-59dff0f0d901a06c,P0CLOSURE-155bd790dc7b8c28,P0CROPOCRAUDIT-c4687e9759be6c91,P0CROP-83ee211047fb818e,7c8a65b06ccb8fe54803138493be06e63cda8525eacadeefd6e0cc2bd3878f04,2f1c4d6aabe88e8049dbbf4d2151347e753148324f8ccc3b5f852a7d205bbe15,x=0.448000-0.957000;y_bottom_origin=0.268528-0.424388,x=747-1595;y=1410-1791,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A2-裁图OCR有候选但需人工确认,O4-目标行单一候选,high,C3-中高置信,target_y=0.366053;distance=0.017885,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-60aad4327e0192f6,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,298,60,M5-多值或双人复核常规核页,双人复核,核PDF原页，必要时对照裁图OCR候选位置,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-3796f9a71840c0d6,G-dc846d32012c9239,K439,222,right,P0IMMEDIATE-b633b8ec76f47777,P0CROPINDEX-1906a03ad3d4332f,P0CLOSURE-60aad4327e0192f6,P0CROPOCRAUDIT-ed8e902373115968,P0CROP-f8ef228c481c470f,df45bb7cefd6fe51db31f824e9f04ce48df4628746557b497c52d884e7018be2,41627aa893fdf212a17e229cb6789e37f5c0982432748825aa8a4847a448e3c4,x=0.448000-0.957000;y_bottom_origin=0.046395-0.809204,x=747-1595;y=467-2335,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A0-裁图OCR提示冲突优先人工核页,O3-目标行附近多值候选冲突,low,C3-中高置信,target_y=0.927468;distance=0.001311,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,true,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
