专业代号顺序风险ID,来源专业行原页证据锚点表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,机器能否自动修复,风险规则ID,风险类型,风险等级,专业行ID,相邻前一专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,相邻前一专业序号,专业代号OCR,相邻前一专业代号OCR,专业代号解析值,相邻前一专业代号解析值,专业代号解析差,专业名称及备注短摘,专业起始行号,相邻前一专业起始行号,专业起始y,相邻前一专业起始y,证据摘要,不得进入原因,下一步
CODERISK-22f0b0ee394f6be6,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-b1ad715178efa6c1,M-f491fc0e0cf5e626,G-025b8b335ad9e8ec,F465,沈阳理工大学,F46502,113,right,11,10,12,1,12,1,11,,136,70,0.834224,0.075191,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-9fd1a6e117aae0d2,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-4340eb0dfa552509,M-6bd723816b603055,G-53bc5169cf7c9709,F469,沈阳化工大学,F46903,114,left,9,8,1,10,1,10,-9,,31,30,0.610465,0.623547,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-b36723f87201c5a6,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-70826fea8d675172,M-4340eb0dfa552509,G-53bc5169cf7c9709,F469,沈阳化工大学,F46903,114,left,10,9,12,1,12,1,11,,32,31,0.596950,0.610465,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-8aa6835e9f43ec00,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-240047722a5c23cc,M-aa6c45678074b592,G-47b53485bc2982ac,F470,大连交通大学,F47009,114,right,3,2,02,19,2,19,-17,,143,138,0.693099,0.741224,相邻专业代号解析差 -17 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-bb25f942c640a25e,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-9cd36c4227397911,M-18a7d5919ead6503,G-6fb47d61ca815d3c,F526,辽宁对外经贸学院,F52602,117,left,4,3,01,05,1,5,-4,,47,43,0.328455,0.373547,相邻专业代号解析差 -4 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-2526c562a1873b70,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-305dc8b8904d6f75,M-9cd36c4227397911,G-6fb47d61ca815d3c,F526,辽宁对外经贸学院,F52602,117,left,5,4,01,01,1,1,0,,48,47,0.315407,0.328455,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-7928b17345102363,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-2dbdd6744cd848cd,M-e8d78ae1df441ef1,G-6fb47d61ca815d3c,F526,辽宁对外经贸学院,F52602,117,left,7,6,02,02,2,2,0,,51,49,0.280488,0.302265,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-ce19da71f72b8a3e,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-ac14e58ca0e133dc,M-4af01a630a5c29f6,G-00512d7c36c094a6,F535,大连医科大学中山学院,F53501,117,right,2,1,A0,01,100,1,99,,130,73,0.912602,0.053659,相邻专业代号解析差 99 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-07ba2d8178715f82,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-85e362595c8b3b3b,M-e091e09873c3bb88,G-d76f819bb9631446,F547,大连东软信息学院,F54703,118,left,2,1,06,0,6,0,6,,26,25,0.763081,0.776163,相邻专业代号解析差 6 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-26ac1017f07ff5b8,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-d5a4f4cb0a8abeb5,M-d7e9fb30eb91abdc,G-059b47816c7db51f,F582,长春工业大学,F58202,119,left,4,3,1,10,1,10,-9,,30,29,0.511628,0.524709,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-d0577fdbdd6756eb,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-3a858a63f0217108,M-d5a4f4cb0a8abeb5,G-059b47816c7db51f,F582,长春工业大学,F58202,119,left,5,4,12,1,12,1,11,,31,30,0.500000,0.511628,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-477dca490cfe67f6,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-fe4e0dae3daf6265,M-60f656ef0d4092fd,G-30d1416d72ea0545,F583,吉林建筑大学,F58303,119,right,4,3,1,10,1,10,-9,,200,199,0.338618,0.351626,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-dce0a0f02012085c,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-460936e59330df43,M-fe4e0dae3daf6265,G-30d1416d72ea0545,F583,吉林建筑大学,F58303,119,right,5,4,12,1,12,1,11,,201,200,0.315407,0.338618,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-9b2bb9976d9535d5,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-08022ad828cdcb6d,M-5c10afe515b0d7b4,G-f0c78c9f5e3ad64c,F584,吉林化工大学,F58402,120,left,14,13,23,24,23,24,-1,,69,68,0.069767,0.082849,相邻专业代号解析差 -1 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-d200fa52ec72144e,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-3e9f417705fa7314,M-1c40d705e393ec96,G-75923c3e4f4a7f21,F600,长春大学,F60009,122,right,3,2,1,10,1,10,-9,,172,171,0.435918,0.448980,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-086d96a38b8e3eae,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-bb8e617ec6927394,M-9917499d04aae7b4,G-7a75c432e1cf119d,F600,长春大学,F60018,123,left,2,1,01,26,1,26,-25,,20,14,0.716570,0.776016,相邻专业代号解析差 -25 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-56fb4ea670b48155,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-3808401bd037bbfc,M-031300bc819e2ac6,G-6c6ce1b442e36fab,F699,哈尔滨商业大学,F69902,127,left,6,5,1,10,1,10,-9,,12,11,0.742683,0.755691,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-d6ea062c2538d9da,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-3306d4513abbe8ca,M-3808401bd037bbfc,G-6c6ce1b442e36fab,F699,哈尔滨商业大学,F69902,127,left,7,6,12,1,12,1,11,,13,12,0.729651,0.742683,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-a2018e4f81868f17,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-ba3dc4bba25b79ef,M-1c5eab8139b20397,G-770ebf727018c9be,F704,黑龙江工程学院,F70404,127,right,2,1,03,10,3,10,-7,,174,168,0.655523,0.706395,相邻专业代号解析差 -7 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-3459a7143a327a4b,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-e68b7917097268a0,M-e8836fb5ebfe472f,G-94e796ec3dad5d5f,F743,哈尔滨远东理工学院,F74302,128,left,3,2,03,03,3,3,0,,15,226,0.822674,0.113004,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-7fe035cbc3a1ccdf,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-379149e4c5dfb29a,M-68652ea58c5a508f,G-c85b2ec089082fc5,F831,上海建桥学院,F83104,130,right,3,2,02,19,2,19,-17,,197,191,0.414244,0.479933,相邻专业代号解析差 -17 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-2efc8a3e309e5cd8,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-36e9662ba5e7b572,M-379149e4c5dfb29a,G-c85b2ec089082fc5,F831,上海建桥学院,F83104,130,right,4,3,12,02,12,2,10,,198,197,0.399592,0.414244,相邻专业代号解析差 10 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-aa4522d3a6ce14e5,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-7c85a7bcc3f80743,M-a2199e3cc7dca38d,G-c85b2ec089082fc5,F831,上海建桥学院,F83104,130,right,17,16,01,24,1,24,-23,,219,215,0.136628,0.184490,相邻专业代号解析差 -23 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-5f9d3ae78f48e3be,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-db11594d368c959d,M-5fd821f187a01f46,G-3485c972c4637578,F876,南通大学,F87606,133,left,2,1,12,1,12,1,11,,68,66,0.120640,0.155523,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-4d8e67f3e7ca6d15,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-1c3f68f1fb7ef554,M-d9e70b648fde5988,G-fd5f1fe1d4190749,F877,盐城工学院,F87701,133,right,3,2,01,KA,1,210,-209,,157,151,0.816667,0.912602,相邻专业代号解析差 -209 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-15a5f7f558f6b768,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-0b590e4298c5c934,M-d87659efea2def81,G-ab702b7f7248c1ff,F882,江苏师范大学,F88204,134,left,2,1,1,06,1,6,-5,,13,212,0.832653,0.081301,相邻专业代号解析差 -5 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-e1f42807a20937ce,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-07fbecd113ad914d,M-0b590e4298c5c934,G-ab702b7f7248c1ff,F882,江苏师范大学,F88204,134,left,3,2,07,1,7,1,6,,20,13,0.796327,0.832653,相邻专业代号解析差 6 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-b99ceb260414142a,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-2a039956ee3b5d43,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,right,11,10,GA,12,170,12,158,,145,75,0.912602,0.059302,相邻专业代号解析差 158 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-84b2ca938cc1a61e,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-2d83c1ada1a7794e,M-2a039956ee3b5d43,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,right,12,11,KA,GA,210,170,40,,146,145,0.912602,0.912602,相邻专业代号解析差 40 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-98fde29661cdea7d,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-17f719aa9334991c,M-2d83c1ada1a7794e,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,right,13,12,13,KA,13,210,-197,,157,146,0.818293,0.912602,相邻专业代号解析差 -197 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-190634eaa4bf7301,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-183a67c72e47e3ce,M-41d0758df1d5809b,G-21e29317cd275626,F966,西交利物浦大学,F96603,137,left,2,1,H0,03,170,3,167,,26,18,0.639431,0.713663,相邻专业代号解析差 167 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-fe440b10f675ca06,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-3abb31f7a7e7a3c0,M-d0327d737d40c633,G-d6fb37853c612dd7,H003,浙江理工大学,H00304,138,left,5,4,A0,08,100,8,92,,7,216,0.912653,0.073984,相邻专业代号解析差 92 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-38e2262e0cd3c8ce,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-ca45b036aa14122a,M-3abb31f7a7e7a3c0,G-d6fb37853c612dd7,H003,浙江理工大学,H00304,138,left,6,5,09,A0,9,100,-91,,17,7,0.816735,0.912653,相邻专业代号解析差 -91 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-c425c24261a31c41,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-183ea8a527cc436b,M-45eca2e8e0edccca,G-cdab908ea9648bf4,H007,浙江中医药大学,H00702,138,right,2,1,03,32,3,32,-29,,142,139,0.617551,0.649709,相邻专业代号解析差 -29 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
