官方不可得抽样门禁ID,来源类型,来源账本ID,来源逐专业证据路由ID,来源高校侧辅证刷新账本,来源湖北官方活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许写回字段事实,院校代码,院校名称OCR,专业行ID,专业组出现ID,院校专业组代码OCR规范化,页码版面键,来源文件类型集合,官网辅证自动动作,风险等级,抽样分层,抽样策略,是否纳入抽样或100%核验,样本选择原因,样本最低明细数,涉及招生明细数,必核字段,字段差异标记,升级触发器,升级范围,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方一致性状态,字段事实写回状态,当前用途边界,下一步
SAMPLINGGATE-0ca33c35d713863f,高校侧辅证刷新任务,SCHOOLREFRESH-908474412ebd1043,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K151,成都理工大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,50,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-0cf8616768975687,高校侧辅证刷新任务,SCHOOLREFRESH-65cb7196dfff9b14,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K153,成都信息工程大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,9,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-192f00e5fca2fa51,高校侧辅证刷新任务,SCHOOLREFRESH-cc23b5f044f2b56b,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K345,云南大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,35,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-2dcc06fedc834934,高校侧辅证刷新任务,SCHOOLREFRESH-64e029988f599939,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K465,西安建筑科技大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,18,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-9a42bf7d191bcb52,高校侧辅证刷新任务,SCHOOLREFRESH-d381226df23a1543,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K485,西安财经大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,6,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-2d838099f210df17,高校侧辅证刷新任务,SCHOOLREFRESH-cc1e5840b849f800,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K486,西安邮电大学,,,,,未留存来源文件,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,6,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-70ab71184417dbdd,高校侧辅证刷新任务,SCHOOLREFRESH-ac9b4296809abf93,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K488,西安医学院,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,3,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-f5d63c976fe30289,高校侧辅证刷新任务,SCHOOLREFRESH-702f7a623570f934,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K753,喀什大学,,,,,部分来源待结构化,C4-已有部分来源需补结构化或补湖北行,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,先自动复跑高校来源并产出字段级 diff，异常再人工升级。,0,17,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。
SAMPLINGGATE-3cd69b32c9eae379,高校侧辅证刷新任务,SCHOOLREFRESH-e59ed6f2ed9f3857,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,C150,武汉商学院,,,,,HTML,C3-字段辅证补充结构化后核原页,R2-medium,S2-高校官网来源结构化刷新,自动结构化刷新后人工抽检,false,字段辅证需补结构化，再回原页和湖北官方侧确认。,0,19,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,复跑或补结构化现有高校来源文件，只输出diff和任务桶；字段事实仍回PDF原页和湖北官方侧。
SAMPLINGGATE-4e856ae3c901d90a,高校侧辅证刷新任务,SCHOOLREFRESH-c3f6793c172441bb,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A135,山东大学,,,,,API/JSON,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,2,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-19f9e146b089598c,高校侧辅证刷新任务,SCHOOLREFRESH-f0dfc2c8c8c4dc05,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A197,西北民族大学,,,,,API/JSON,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,3,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-20be6ae79133715f,高校侧辅证刷新任务,SCHOOLREFRESH-ac78f020c96be75e,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,C108,江汉大学,,,,,API/JSON,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,3,7,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-b77969c6261629c4,高校侧辅证刷新任务,SCHOOLREFRESH-535f671e2c6594d4,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,C150,武汉商学院,,,,,HTML,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,5,14,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-589b236990ea6672,高校侧辅证刷新任务,SCHOOLREFRESH-ae3464b388afaa97,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,F902,江苏理工学院,,,,,结构化CSV,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,2,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-850aecc87643658e,高校侧辅证刷新任务,SCHOOLREFRESH-b1921dd6085e6f9e,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H001,杭州电子科技大学,,,,,XLS/XLSX,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,3,9,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-3025dceb87091fd1,高校侧辅证刷新任务,SCHOOLREFRESH-bce6bc1c1c26b0bd,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H450,山东工商学院,,,,,结构化CSV,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,2,4,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-5b073c486276941a,高校侧辅证刷新任务,SCHOOLREFRESH-dc4b5af0b3f13fc4,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,H945,南宁学院,,,,,HTML,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,1,1,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-5b3ac5984f21c87e,高校侧辅证刷新任务,SCHOOLREFRESH-ee88a1db8ec65a42,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K153,成都信息工程大学,,,,,HTML,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,5,13,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-bc8e45acfc4d6c85,高校侧辅证刷新任务,SCHOOLREFRESH-8cb4015db6ddcf35,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,K753,喀什大学,,,,,XLS/XLSX,C2-强辅证抽检并等待湖北官方闭环,R1-low,S3-强辅证分层抽检,强辅证分层抽检,true,强辅证一致但湖北官方侧未闭环，只能抽检后作为机器筛选线索。,2,6,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,按学校、页列、专业组分层抽检；抽检失败即升级同页列、同校或同组100%核验，并回湖北官方侧确认。
SAMPLINGGATE-24450fce6eacf8dc,高校侧辅证刷新任务,SCHOOLREFRESH-16eabaacfe2d39b3,,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_official_unavailable_sampling_gates,高校侧任务或低风险抽检专业明细,高校×动作 或 逐专业抽检样本,false,false,false,false,false,false,false,A022,北京林业大学,,,,,部分来源待结构化,C6-继续搜索高校官网2026湖北计划源,R2-medium,S4-继续补高校官网计划源,自动补源后重新分层,false,先继续搜索高校官网 2026 湖北计划源，不能用空源判断字段事实。,0,8,专业名；专业计划数；学费；再选科目；校区/学制/备注；特殊限制,官网计划源待补强,计划数冲突；关键限定词缺失；物理/历史未拆；非2026湖北物理普通本科来源；同组家庭不可接受专业；抽检失败,同页列100%；同一学校出现2个失败则同校100%；同一专业组失败则整组100%,pending_manual_pdf_review,pending_hubei_official_review,pending_school_evidence_refresh_or_review,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,只用于官方不可得时的double-check、抽样和升级派单；不能作为最终志愿依据。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。
