稳定基座自动交叉核验任务ID,来源稳定基座逐专业筛选视图,来源逐专业证据路由表,来源B0B1高校官网证据旁挂表,来源B0B1公开官网差异账,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注短摘,OCR专业计划数候选,OCR学费候选,OCR再选科目候选,稳定筛选机器线索等级,稳定筛选下一步,人工核验优先级,人工核验强度,自动官网核验可执行性,官网证据强度,官网证据说明,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,官网辅证自动动作,闭环优先级,人工升级原因,PDF原页核页状态,湖北官方系统核验状态,官网辅证状态,字段写回状态,公开安全策略,下一步
STABLEAUTO-f33e57fe869f9a3e,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-2cef7b4c570cdd77,G-4e3a660da05071d9,F002,北方工业大学,F00203,92,left,1,24,储能科学与工程（学习地点为北方工資高計孝院校专业组及业代号大延庆创新港校区）,,4600,,M4-字段缺口先补,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,,pending_original_pdf_and_hubei_official_review,仅章程或规则线索,false,,,,,,,,,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-be9a63fa2a937596,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-3191b7241c05595a,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,6,08,新能源科学与工程,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-c043bed562017e84,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-32dae31b9b942d0e,G-4e3a660da05071d9,F002,北方工业大学,F00203,92,right,2,25,储能科学与工程（普英班：学习地点北方工大延庆创新港校区）,,4600,,M5-结构归属先核,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,,pending_original_pdf_and_hubei_official_review,仅章程或规则线索,false,,,,,,,,,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-e250a01e16f8be26,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-353643789d20a150,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,5,07,机械电子工程（智能制造与新能源汽,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-57b48333b5a8c0df,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-3bf1af9d6488e197,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,16,18,计算机科学与技术（创新实验班）,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-ee8fcc7baecf7b7a,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-4299f216b028700e,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,14,16,自动化（创新实验班）,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-b99a279e7d1d08bb,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-56e6b7ef12ffaebd,G-7d06d8ce808f49d7,F002,北方工业大学,F00204,92,right,1,27,智能建造,,4600,［化学,M4-字段缺口先补,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,,pending_original_pdf_and_hubei_official_review,仅章程或规则线索,false,,,,,,,,,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-a3d1c88e7cc62fb8,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-5727198817aa408a,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,17,19,信息安全,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-be9335410b01a086,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-5d037b9dfe428232,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,8,10,电气工程及其自动化（菁英班）,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-7daea8e2e8c56f56,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-5e8d52de848bbcf6,G-38a7d486f4f9728b,F002,北方工业大学,F00201,92,left,1,01,建筑学（学制：五年）,1,4600,不限,M3-常规留存但不可定案,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,,pending_original_pdf_and_hubei_official_review,仅章程或规则线索,false,,,,,,,,,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-434b32d56f48a23c,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-6006a74990378692,G-4e3a660da05071d9,F002,北方工业大学,F00203,92,right,3,26,低空技术与工程（学习地点为北方工大延庆创新港校区）,,2,,M5-结构归属先核,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,,pending_original_pdf_and_hubei_official_review,仅章程或规则线索,false,,,,,,,,,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-a572e6ebf6a5c38a,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-78d1eed55955291b,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,4,06,机械设计制造及其自动化（创新实验,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-e6b170222b53ca32,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-78da82305eddc24c,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,7,09,电气工程及其自动化,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-58ef7c4862a15203,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-7fd7ca1792e0ee0a,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,21,23,智慧交通,,4600,化学,M4-字段缺口先补,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-53f6e99b84fbd15b,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-81c799c1ee801803,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,9,11,电子信息工程,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-3c43acaf5e09b13b,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-81e62f0f6c25e43d,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,13,15,百动化（智能机器人与智能工业控制）,,4600,,M4-字段缺口先补,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
STABLEAUTO-350305c31eb9457f,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-major-evidence-level-routing.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_auto_official_crosscheck_workbench,逐专业招生明细×高校官网辅证,false,false,false,false,false,false,false,M-a2a9f230ffc49c99,G-8159b57638ce2359,F002,北方工业大学,F00202,92,left,3,05,统计学,,4600,,M5-结构归属先核,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,A3-仅章程规则辅证不可核计划数,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,charter_or_rules_only_no_plan,no_school_source,not_covered,仅章程或规则线索,false,,,,,,,no_retained_official_plan_for_school,0,C5-仅章程规则核特殊要求不能核计划数,06-P2规则核验,只有章程规则不能核计划数,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,blocked_until_pdf_hubei_official_review,公开表只保存OCR候选、官网辅证、状态和来源文件相对路径；不保存私有OCR原文、截图路径、登录态或人工确认值。,C5-仅章程规则核特殊要求不能核计划数；必须回到PDF原页和湖北官方系统/省招办计划核验，高校官网不得替代湖北官方计划。
