事实证据通道工作台ID,来源事实准出门禁账本,来源准出执行叠加表,来源第一闭环核验结果看板,来源第一闭环字段级公开状态,来源高校官网辅证进度看板,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,事实工作台序号,来源准出序号,来源执行顺序,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,核验动作层级,第一闭环页列优先级,事实核验动作组,事实通道优先级,事实准出门禁ID,第一闭环事实范围缺口公开账本ID,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,第一闭环核验结果ID,第一闭环字段核验状态ID,专业行ID,专业组出现ID,院校代码,事实域,事实类型,事实粒度,字段类别,字段事实状态,字段核验优先级,字段事实闭环等级,字段事实阻断等级,PDF原页通道状态,OCR提示通道状态,机器坐标通道状态,高校官网辅证通道状态,湖北官方侧通道状态,冲突处理通道状态,双人复核通道状态,三方闭环通道状态,字段写回评审状态,专业名归属通道状态,专业组边界通道状态,同校高校源进度任务数,同校高校源最高证据层级分布,同校高校源下一批优先级分布,同校高校源留存状态分布,同校高校源候选diff数,同校高校源冲突候选数,同校高校源补缺候选数,是否仍需PDF原页,是否仍需湖北官方侧,是否仍需高校辅证,是否仍需冲突处理,是否仍需双人复核,是否仍需三方闭环,是否仍需专业名归属,是否仍需专业组边界,是否可进入私有写回评审,完成证据要求,当前阻断原因,下一步最小核验动作,公开安全策略
FCFACTCHANNEL-3cfb656d029a229b,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,345,370,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-370,FCFACTRESGATE-3cfb656d029a229b,FIRSTSCOPE-8b93d1ee9c001ab5,FIRSTDETAIL-604e240ec07de804,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-7321172e3094a91d,,M-0f6a13ef21ff0adb,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-aaa521bcae1cb4f0,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,346,371,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-371,FCFACTRESGATE-aaa521bcae1cb4f0,FIRSTSCOPE-a91915b9efb5bf0d,FIRSTDETAIL-7518c4efaa62ae79,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-38d264271309059a,,M-acb482f3064a0583,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-47ae62afddf64ab5,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,347,372,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-372,FCFACTRESGATE-47ae62afddf64ab5,FIRSTSCOPE-39ba4691d762d303,FIRSTDETAIL-8ee09d8ece93b910,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-24d36ac6e17f43cd,,M-5def93e8f6b082ed,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-c5956208d5e8c834,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,348,373,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-373,FCFACTRESGATE-c5956208d5e8c834,FIRSTSCOPE-26abdd196a1e187d,FIRSTDETAIL-958577f341a0c19f,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-51aa9fc8f98b58c3,,M-f06016c6a1718579,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-c6f7c61e17a1f93f,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,349,374,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-374,FCFACTRESGATE-c6f7c61e17a1f93f,FIRSTSCOPE-e93deda4b116edcc,FIRSTDETAIL-b5355e6637ae2f8d,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-452655cd2e8a614d,,M-e307bfb7c77d59c7,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-37079c4bafbbd013,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,350,375,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-375,FCFACTRESGATE-37079c4bafbbd013,FIRSTSCOPE-98e67f717f6782be,FIRSTDETAIL-bc52d0bfe89b62ce,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-72e33061dc3c0987,,M-25748538eda5066c,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-5f8288ae19834cb5,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,351,376,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-376,FCFACTRESGATE-5f8288ae19834cb5,FIRSTSCOPE-67b88a2c15e4dec9,FIRSTDETAIL-c0a2392a807864d8,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-baeb547a1d2ef513,,M-a961ae6bda479290,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-9852249ec15a13be,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,352,377,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-377,FCFACTRESGATE-9852249ec15a13be,FIRSTSCOPE-c167983f153b8f74,FIRSTDETAIL-cd888bce9d393364,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-00b106db4d74dc04,,M-ee8edcf5d811b7c5,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-84ff688895e08687,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,353,378,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-378,FCFACTRESGATE-84ff688895e08687,FIRSTSCOPE-d63b03c7e1141217,FIRSTDETAIL-de77fb66cba08767,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-7325612e7f1eafcc,,M-13e7d081c377eb5c,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-8a4df6a494f7beb0,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,354,379,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-379,FCFACTRESGATE-8a4df6a494f7beb0,FIRSTSCOPE-17f6a907ed511ab6,FIRSTDETAIL-deb2ed30ccd3ce6f,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-5126f2bc1ed32078,,M-f86b6ae14e4edb59,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
FCFACTCHANNEL-df91cc290afe8f6d,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_evidence_channel_workbench_v1,第一闭环事实范围×证据通道工作台,事实范围×PDF/OCR/机器坐标/高校官网/湖北官方/冲突/复核通道,false,false,false,false,false,false,false,false,false,355,380,30,080-right,80,right,R1-专业名归属事实先闭环,E2-官网未匹配专业名归属核验,N3-无稳定候选人工看图,Q2-官网未匹配或高校辅证页列先核,A1-专业名归属事实先核,01-030-380,FCFACTRESGATE-df91cc290afe8f6d,FIRSTSCOPE-ed14848c1da42149,FIRSTDETAIL-dfce72ebf9d9b7b4,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTRESULT-de2df3b3eaa99aba,,M-552d949cc667dec8,G-43eaec6deac85123,C150,专业名归属,专业名归属事实,第一闭环任务×专业名归属,再选科目,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,not_applicable_non_field_fact,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,blocked_pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_pdf_hubei_closure,not_applicable,3,L0-暂无可复用高校侧计划源×3,P2-专业名匹配和组边界确认×1；P4-继续搜索高校官网计划网源×2,R0-已有公开来源文件或URL留存×2；R3-暂无公开留存源×1,0,0,0,true,true,false,false,true,true,true,false,false,PDF原页；湖北官方侧；双人复核；三方闭环；专业名归属,结构事实仍缺PDF原页与湖北官方侧闭环,先核专业名、限定词和备注归属，确认该事实属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_channel_workbench_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation
