页列底座核页进度公开账本ID,来源页列底座批次执行包表,来源页列底座核验批次表,来源私有批次任务CSV,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,字段Q0无候选阻断任务数,字段Q1有候选待人工核验任务数,字段Q2待三方闭环任务数,结构风险事件数,官方查询键碰撞行数,教育部未匹配校名专业行数,官网辅证线索行数,官网计划数冲突行数,OCR行数,OCR低置信度行数,私有页图证据编号,私有页图SHA256,私有批次审阅HTML证据编号,私有批次审阅HTML_SHA256,私有批次审阅任务CSV_SHA256,私有任务CSV_SHA256匹配状态,PDF原页核页记录状态,湖北官方核验记录状态,结构和官方消歧记录状态,高校辅证记录状态,高校辅证是否需要记录,一审记录状态,二审记录状态,双人复核记录状态,私有记录必填项数,私有记录已填项数,私有记录未填项数,私有记录填写进度,页列私有记录进度桶,页列私有记录进度状态,PDF原页核页是否完成,湖北官方核验是否完成,结构和官方消歧是否完成,高校辅证是否完成,页列是否满足升级条件,字段事实写回状态,公开安全策略,下一步
PSFOUNDATIONPROG-a9f0e9d1a4120942,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,8,408,PSFOUNDATIONBATCHROW-31819aff35d737fa,24,right,024-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,11,33,33,0,0,5,0,0,0,0,118,60,page-024,8fe0cfc3cb4cf971815cfeac0f548ca31d5c7169b0d76082621187b92047b46c,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-e8aa7711ea88bce0,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,9,409,PSFOUNDATIONBATCHROW-9dd19e202acbf405,60,left,060-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,23,69,33,24,12,2,0,0,0,0,141,65,page-060,1087dc457c4251a98cc3b4e1702385734c5993326d3c869335d31bba619850a3,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-43acd59d697aa234,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,10,410,PSFOUNDATIONBATCHROW-56eb259a23a04244,18,left,018-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,26,78,24,51,3,4,0,0,15,1,150,78,page-018,2e91f8dd3ddf578f1c137e511205ccfa4349e914cc6897563e39219ad2331f1c,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,true,S0-未记录,S0-未记录,D0-未记录,4,0,4,0/4,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-c2bf88fca2347bbb,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,11,411,PSFOUNDATIONBATCHROW-01d474b35243b9bb,227,right,227-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,15,87,0,16,0,0,12,0,120,73,page-227,527bd0c6047c030fc6660a63c71e0889a63c373e94b02c2266d8e5a5ecac2b5c,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,true,S0-未记录,S0-未记录,D0-未记录,4,0,4,0/4,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-effe0af26021d9a3,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,12,412,PSFOUNDATIONBATCHROW-a3732614641eaee7,64,right,064-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,19,57,12,33,12,0,0,2,0,0,129,69,page-064,731c1798c7bc551819d8cf4915084e293fbbee51beb85ec4c121d0305790c1b4,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-35fc4e5b74115ce9,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,13,413,PSFOUNDATIONBATCHROW-8ade59c7876560c9,65,left,065-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,9,63,15,4,0,0,0,0,141,72,page-065,139dcf2ed6c5a3abd0b6723dafed7b063f78f0aac1c80d7f737973ff7eccb68c,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-8889225e677da265,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,14,414,PSFOUNDATIONBATCHROW-ccb452e6f4805ecf,27,left,027-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,20,60,6,39,15,2,0,0,0,0,129,74,page-027,cb8c7f583909c69fcc07cb7cae4ead068a01d40823b227f4840cd7d6bed8bb35,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-7ebba63d1983fc0a,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,15,415,PSFOUNDATIONBATCHROW-cf2ec39ddb720c04,40,right,040-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,6,90,6,0,0,0,0,0,151,74,page-040,27fd7f973876c95cf16623bbf2c84b18765c51396d5ee89cb552d54b2f9907f9,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-c179ce9379b1fcde,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,16,416,PSFOUNDATIONBATCHROW-cbf5ed51e405934a,13,left,013-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,13,39,3,30,6,0,0,0,0,0,130,74,page-013,8bbcadfd223ab0799c308ff1c04cd8920d72e4f4ddfc7ba7e9e2da597edaffb9,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-219f9531de61dff8,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,17,417,PSFOUNDATIONBATCHROW-d178ee6f6fbfffd0,52,right,052-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,26,78,78,0,0,6,0,0,0,0,128,75,page-052,608665d74fec605bcd50883cc9fc6a7eb5c365a7b0e6c4f25c44237a2b2609eb,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-94485f4c9e70c99e,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,18,418,PSFOUNDATIONBATCHROW-3c22729c03a3e38c,203,left,203-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,27,81,60,12,9,36,0,0,0,0,143,62,page-203,62abf84f997dd8d51f25912cfb7752b969f07939b2d27f34b671af787ab4360d,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-c3ffbd10d021c1da,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,19,419,PSFOUNDATIONBATCHROW-f636d70560e80b7f,87,left,087-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,46,138,51,69,18,24,0,0,0,0,179,89,page-087,b8e7004d8fb19a315c720ca0a283814d13388120231a6eda56c09df2aba18ed6,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-f89e29c9c6480529,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,20,420,PSFOUNDATIONBATCHROW-1116517cc02d0b11,151,left,151-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,38,114,36,72,6,12,0,0,0,0,145,89,page-151,cd61276d65fa72a1d5bc3a83887e1e48e62bfa3a1acc627b6ff343e516716cf0,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-d5ff4abb1d45c436,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,21,421,PSFOUNDATIONBATCHROW-78790f3f1bceae88,46,right,046-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,23,69,30,39,0,0,0,0,0,0,130,81,page-046,ae363b5ad1c3d6378a43d11b38f521e02e9c9b29af958347519f178863488778,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-e9bd22aa6c92c985,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,22,422,PSFOUNDATIONBATCHROW-19514cc1d8e6da06,128,right,128-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,21,63,24,33,6,0,0,0,0,0,130,72,page-128,3f3d39572e56bf30f1bd81302503d7ce0fc2e3e126a59492580f24971c9be3c5,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-20b21dd90bd38cbd,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,23,423,PSFOUNDATIONBATCHROW-d9e3a3f77d46cb6e,18,right,018-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,15,45,21,24,0,3,0,0,0,0,103,64,page-018,2e91f8dd3ddf578f1c137e511205ccfa4349e914cc6897563e39219ad2331f1c,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-820f9de3ada52ba6,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,17,PSFOUNDATIONBATCH-223da4493222f13e,第17批-页列底座核验,24,424,PSFOUNDATIONBATCHROW-44902e8ce86b27de,86,right,086-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,40,120,18,99,3,0,0,0,0,0,174,96,page-086,4f2feddbc663c1cda10d9eb73d6dc557234f45c0363c34f256533d11d9dfb70c,ps-foundation-batch-17-html,f6a53db7179660cea6398026fda94249d974c2d6d11f7bb0039cdce95834ef5f,943fe6b0002450f85033a70e2800c556e29ed535ed6a6cdb36bf35049605348e,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
