页列底座字段线索公开审计ID,来源页列底座公开核页进度账本,来源字段事实核验任务队列,来源私有字段线索模板,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座核页进度公开账本ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,字段任务回链数,字段任务缺失数,专业行覆盖数,字段名任务分布,字段核验优先级分布,字段事实状态分布,字段事实阻断等级分布,字段线索状态分布,三字段OCR完整状态分布,字段线索非空任务数,字段线索缺失任务数,字段线索多值或冲突任务数,字段PDF待核任务数,湖北官方待核任务数,高校官网线索任务数,私有字段线索模板批次证据编号,私有字段线索模板CSV_SHA256,私有字段线索模板页列记录数,私有字段线索模板批次记录数,私有字段线索材料状态,PDF原页人工确认完成字段数,湖北官方字段完成字段数,高校辅证字段完成字段数,三方一致性可评估字段数,字段事实写回复查可进入字段数,页列是否满足字段复查条件,字段事实写回状态,公开安全策略,下一步
PSFIELDCLUE-0578f0f01299e19a,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,9,434,PSFOUNDATIONBATCHROW-bd0e9aad00d6d7a5,PSFOUNDATIONPROG-0578f0f01299e19a,29,left,029-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,21,63,63,0,21,专业计划数:21；再选科目:21；学费:21,P0:18；P1:22；P3:23,K0:18；K1:22；K2:23,Q0:6；Q1:51；Q2:6,C0-无单独线索状态:23；C1-缺线索:18；C2-冲突或疑似线索:15；C4-组级线索:7,T0-三字段线索齐全:6；T1-缺1项:27；T2-缺2项:24；T3-缺3项:6,45,18,15,63,63,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,63,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-067bb00bf25628a0,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,10,435,PSFOUNDATIONBATCHROW-0426de2b9c2f78bb,PSFOUNDATIONPROG-067bb00bf25628a0,15,left,015-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,66,0,22,专业计划数:22；再选科目:22；学费:22,P0:7；P1:20；P3:39,K0:7；K1:20；K2:39,Q0:3；Q1:57；Q2:6,C0-无单独线索状态:39；C1-缺线索:7；C2-冲突或疑似线索:1；C4-组级线索:17；C5-OCR线索:2,T0-三字段线索齐全:6；T1-缺1项:48；T2-缺2项:12,59,7,1,66,66,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,66,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-93149a1658fdf3e2,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,11,436,PSFOUNDATIONBATCHROW-81fd00c760aabe73,PSFOUNDATIONPROG-93149a1658fdf3e2,83,right,083-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,0,29,专业计划数:29；再选科目:29；学费:29,P0:2；P1:33；P3:52,K0:2；K1:33；K2:52,Q1:81；Q2:6,C0-无单独线索状态:52；C1-缺线索:2；C2-冲突或疑似线索:2；C4-组级线索:27；C5-OCR线索:4,T0-三字段线索齐全:6；T1-缺1项:75；T2-缺2项:6,85,2,2,87,87,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,87,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-506df00a8de482e5,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,12,437,PSFOUNDATIONBATCHROW-db5472ee353c56f6,PSFOUNDATIONPROG-506df00a8de482e5,137,left,137-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,18,54,54,0,18,专业计划数:18；再选科目:18；学费:18,P0:5；P1:15；P3:34,K0:5；K1:15；K2:34,Q1:45；Q2:9,C0-无单独线索状态:34；C1-缺线索:5；C2-冲突或疑似线索:3；C4-组级线索:12,T0-三字段线索齐全:9；T1-缺1项:39；T2-缺2项:6,49,5,3,54,54,45,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,54,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-6e3798a62c53ac35,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,13,438,PSFOUNDATIONBATCHROW-e15399f573e6eca9,PSFOUNDATIONPROG-6e3798a62c53ac35,13,right,013-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,18,54,54,0,18,专业计划数:18；再选科目:18；学费:18,P0:27；P1:5；P3:22,K0:27；K1:5；K2:22,Q0:39；Q1:15,C0-无单独线索状态:22；C1-缺线索:27；C4-组级线索:5,T1-缺1项:15；T2-缺2项:36；T3-缺3项:3,27,27,0,54,54,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,54,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-eca915a3ab04b04b,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,14,439,PSFOUNDATIONBATCHROW-fd7731bd8c0f8bfb,PSFOUNDATIONPROG-eca915a3ab04b04b,44,right,044-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,20,60,60,0,20,专业计划数:20；再选科目:20；学费:20,P0:29；P1:7；P3:24,K0:29；K1:7；K2:24,Q0:39；Q1:21,C0-无单独线索状态:24；C1-缺线索:29；C4-组级线索:7,T1-缺1项:12；T2-缺2项:48,31,29,0,60,60,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,60,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-70de7fc712c11a29,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,15,440,PSFOUNDATIONBATCHROW-7cc4ef303f4f26a1,PSFOUNDATIONPROG-70de7fc712c11a29,63,right,063-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,12,36,36,0,12,专业计划数:12；再选科目:12；学费:12,P0:16；P1:3；P3:17,K0:16；K1:3；K2:17,Q0:27；Q1:9,C0-无单独线索状态:17；C1-缺线索:16；C4-组级线索:2；C5-OCR线索:1,T1-缺1项:21；T2-缺2项:12；T3-缺3项:3,20,16,0,36,36,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,36,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-c7209a8ca1c16f7d,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,16,441,PSFOUNDATIONBATCHROW-b91ba6507d7c2d2e,PSFOUNDATIONPROG-c7209a8ca1c16f7d,62,left,062-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,12,36,36,0,12,专业计划数:12；再选科目:12；学费:12,P0:22；P1:3；P3:11,K0:22；K1:3；K2:11,Q0:21；Q1:9；Q2:6,C0-无单独线索状态:11；C1-缺线索:22；C4-组级线索:3,T0-三字段线索齐全:6；T1-缺1项:6；T2-缺2项:3；T3-缺3项:21,14,22,0,36,36,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,36,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-23591c10c77f550a,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,17,442,PSFOUNDATIONBATCHROW-b933e4f4a35b6968,PSFOUNDATIONPROG-23591c10c77f550a,56,right,056-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,30,90,90,0,30,专业计划数:30；再选科目:30；学费:30,P0:30；P1:24；P3:36,K0:30；K1:24；K2:36,Q0:18；Q1:72,C0-无单独线索状态:36；C1-缺线索:30；C2-冲突或疑似线索:5；C4-组级线索:19,T1-缺1项:18；T2-缺2项:72,60,30,5,90,90,90,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,90,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-3d84f431c89de494,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,18,443,PSFOUNDATIONBATCHROW-977330bfb5d3df9a,PSFOUNDATIONPROG-3d84f431c89de494,32,left,032-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,19,57,57,0,19,专业计划数:19；再选科目:19；学费:19,P0:21；P1:14；P3:22,K0:21；K1:14；K2:22,Q0:15；Q1:42,C0-无单独线索状态:22；C1-缺线索:21；C4-组级线索:14,T1-缺1项:9；T2-缺2项:48,36,21,0,57,57,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,57,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-983a9c296ac5c4c7,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,19,444,PSFOUNDATIONBATCHROW-47848db24fee52bd,PSFOUNDATIONPROG-983a9c296ac5c4c7,56,left,056-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,0,25,专业计划数:25；再选科目:25；学费:25,P0:25；P1:20；P3:30,K0:25；K1:20；K2:30,Q0:15；Q1:60,C0-无单独线索状态:30；C1-缺线索:25；C2-冲突或疑似线索:4；C4-组级线索:16,T1-缺1项:15；T2-缺2项:60,50,25,4,75,75,72,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,75,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-55bca17ef4722086,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,20,445,PSFOUNDATIONBATCHROW-6ecac340ee7532e8,PSFOUNDATIONPROG-55bca17ef4722086,11,right,011-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,10,30,30,0,10,专业计划数:10；再选科目:10；学费:10,P0:4；P1:4；P3:22,K0:4；K1:4；K2:22,Q0:12；Q1:12；Q2:6,C0-无单独线索状态:22；C1-缺线索:4；C4-组级线索:4,T0-三字段线索齐全:6；T1-缺1项:24,26,4,0,30,30,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,30,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-18131bc6b180249d,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,21,446,PSFOUNDATIONBATCHROW-1a6496d97a21a50b,PSFOUNDATIONPROG-18131bc6b180249d,124,left,124-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,27,81,81,0,27,专业计划数:27；再选科目:27；学费:27,P0:20；P1:21；P3:40,K0:20；K1:21；K2:40,Q0:12；Q1:60；Q2:9,C0-无单独线索状态:40；C1-缺线索:20；C2-冲突或疑似线索:4；C4-组级线索:16；C5-OCR线索:1,T0-三字段线索齐全:9；T1-缺1项:24；T2-缺2项:48,61,20,4,81,81,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,81,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-e39d706a572a7596,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,22,447,PSFOUNDATIONBATCHROW-e373e6f6f7f0f906,PSFOUNDATIONPROG-e39d706a572a7596,26,right,026-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,14,42,42,0,14,专业计划数:14；再选科目:14；学费:14,P0:14；P1:11；P3:17,K0:14；K1:11；K2:17,Q0:9；Q1:33,C0-无单独线索状态:17；C1-缺线索:14；C4-组级线索:10；C5-OCR线索:1,T1-缺1项:12；T2-缺2项:30,28,14,0,42,42,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,42,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-0f58920737148ec5,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,23,448,PSFOUNDATIONBATCHROW-1e8242b83f6e5833,PSFOUNDATIONPROG-0f58920737148ec5,83,left,083-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,31,93,93,0,31,专业计划数:31；再选科目:31；学费:31,P0:16；P1:20；P3:57,K0:16；K1:20；K2:57,Q0:36；Q1:51；Q2:6,C0-无单独线索状态:57；C1-缺线索:16；C2-冲突或疑似线索:17；C5-OCR线索:3,T0-三字段线索齐全:6；T1-缺1项:78；T2-缺2项:9,77,16,17,93,93,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,93,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-661f193980597e87,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,24,449,PSFOUNDATIONBATCHROW-b99b9c7228bc23f0,PSFOUNDATIONPROG-661f193980597e87,35,right,035-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,13,39,39,0,13,专业计划数:13；再选科目:13；学费:13,P0:11；P1:4；P3:24,K0:11；K1:4；K2:24,Q0:24；Q1:12；Q2:3,C0-无单独线索状态:24；C1-缺线索:11；C4-组级线索:4,T0-三字段线索齐全:3；T1-缺1项:30；T2-缺2项:3；T3-缺3项:3,28,11,0,39,39,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,39,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-134a847912ef05f8,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,18,PSFOUNDATIONBATCH-341f848e275d481c,第18批-页列底座核验,25,450,PSFOUNDATIONBATCHROW-36213bcb52e122a5,PSFOUNDATIONPROG-134a847912ef05f8,25,left,025-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,66,0,22,专业计划数:22；再选科目:22；学费:22,P0:9；P1:5；P3:52,K0:9；K1:5；K2:52,Q0:21；Q1:15；Q2:30,C0-无单独线索状态:52；C1-缺线索:9；C4-组级线索:5,T0-三字段线索齐全:30；T1-缺1项:30；T2-缺2项:6,57,9,0,66,66,0,ps-field-clue-batch-18-csv,8cd0af2dce2cfcd4202e248af93786364087d9bc5623542d9f312478f499d413,66,1581,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
