页列底座全批次公开审计ID,来源页列底座字段线索公开审计,来源私有字段线索模板,来源私有人工复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座字段线索公开审计ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,批次字段任务数,批次专业行覆盖数,批次字段名分布,批次阻断等级分布,批次字段状态分布,批次规范线索非空任务数,批次OCR线索非空任务数,批次多值线索任务数,批次疑似错位线索任务数,批次需PDF原页核验任务数,批次需湖北官方核验任务数,批次需高校辅证任务数,批次可自动写入正式Overlay任务数,批次建议动作分布,批次页列状态,私有批次明细证据编号,私有批次明细CSV_SHA256,私有批次页列记录数,私有批次总记录数,公开安全策略,下一步
PSALLBATCHPUB-1eebc94aa46c29fa,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,12,362,PSFOUNDATIONBATCHROW-95546a2982892b41,PSFIELDCLUE-231f605388a488f7,72,left,072-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,42,126,126,42,专业计划数:42；再选科目:42；学费:42,Q0-字段缺口无候选阻断:30；Q1-字段缺口有候选待人工核验:66；Q2-OCR字段齐全但PDF和官方未闭环:30,K0-字段缺口无候选需原页重读:10；K1-字段缺口有候选待PDF原页和官方核验:22；K2-OCR候选存在但三方核验未闭环:94,22,95,0,0,126,126,0,0,A1-无线索先人工读PDF原页:30；A2-带线索核PDF原页再核湖北官方:66；A3-OCR齐全但仍需PDF和湖北官方闭环:30,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,126,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-a441e3f53193afb6,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,13,363,PSFOUNDATIONBATCHROW-d12338debe288748,PSFIELDCLUE-8f2bd7f5651860f1,55,left,055-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,84,28,专业计划数:28；再选科目:28；学费:28,Q0-字段缺口无候选阻断:27；Q1-字段缺口有候选待人工核验:48；Q2-OCR字段齐全但PDF和官方未闭环:9,K0-字段缺口无候选需原页重读:26；K1-字段缺口有候选待PDF原页和官方核验:25；K2-OCR候选存在但三方核验未闭环:33,25,46,0,0,84,84,0,0,A1-无线索先人工读PDF原页:27；A2-带线索核PDF原页再核湖北官方:48；A3-OCR齐全但仍需PDF和湖北官方闭环:9,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,84,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-6228752cec3a93a3,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,14,364,PSFOUNDATIONBATCHROW-87661f454641ef6e,PSFIELDCLUE-8dfad3d973f2b01f,79,right,079-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,41,123,123,41,专业计划数:41；再选科目:41；学费:41,Q0-字段缺口无候选阻断:21；Q1-字段缺口有候选待人工核验:78；Q2-OCR字段齐全但PDF和官方未闭环:24,K0-字段缺口无候选需原页重读:7；K1-字段缺口有候选待PDF原页和官方核验:26；K2-OCR候选存在但三方核验未闭环:90,26,90,0,0,123,123,0,0,A1-无线索先人工读PDF原页:21；A2-带线索核PDF原页再核湖北官方:78；A3-OCR齐全但仍需PDF和湖北官方闭环:24,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,123,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-b62e9e9db80773a4,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,15,365,PSFOUNDATIONBATCHROW-1253bb15bf2ffd22,PSFIELDCLUE-0d3071b6377285fd,206,right,206-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,13,39,39,13,专业计划数:13；再选科目:13；学费:13,Q0-字段缺口无候选阻断:21；Q1-字段缺口有候选待人工核验:18,K0-字段缺口无候选需原页重读:13；K1-字段缺口有候选待PDF原页和官方核验:6；K2-OCR候选存在但三方核验未闭环:20,6,20,1,0,39,39,0,0,A1-无线索先人工读PDF原页:21；A2-带线索核PDF原页再核湖北官方:18,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,39,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-9d9d072f1278bc2b,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,16,366,PSFOUNDATIONBATCHROW-2ea2f626a0966e73,PSFIELDCLUE-c339d812015e80f7,39,left,039-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,19,57,57,19,专业计划数:19；再选科目:19；学费:19,Q0-字段缺口无候选阻断:12；Q1-字段缺口有候选待人工核验:42；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:4；K1-字段缺口有候选待PDF原页和官方核验:15；K2-OCR候选存在但三方核验未闭环:38,15,40,0,0,57,57,0,0,A1-无线索先人工读PDF原页:12；A2-带线索核PDF原页再核湖北官方:42；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,57,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-c673ba84c62c38b2,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,17,367,PSFOUNDATIONBATCHROW-33a91f70d2d78415,PSFIELDCLUE-12b1484a022aa0b1,99,left,099-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,21,63,63,21,专业计划数:21；再选科目:21；学费:21,Q0-字段缺口无候选阻断:9；Q1-字段缺口有候选待人工核验:42；Q2-OCR字段齐全但PDF和官方未闭环:12,K0-字段缺口无候选需原页重读:12；K1-字段缺口有候选待PDF原页和官方核验:17；K2-OCR候选存在但三方核验未闭环:34,17,39,0,0,63,63,0,0,A1-无线索先人工读PDF原页:9；A2-带线索核PDF原页再核湖北官方:42；A3-OCR齐全但仍需PDF和湖北官方闭环:12,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,63,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-c5e7858204f30dd2,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,18,368,PSFOUNDATIONBATCHROW-bee1190b64823ca2,PSFIELDCLUE-8b404a7c1eb433a6,53,left,053-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,15,45,45,15,专业计划数:15；再选科目:15；学费:15,Q0-字段缺口无候选阻断:9；Q1-字段缺口有候选待人工核验:36,K0-字段缺口无候选需原页重读:15；K1-字段缺口有候选待PDF原页和官方核验:13；K2-OCR候选存在但三方核验未闭环:17,13,23,0,0,45,45,0,0,A1-无线索先人工读PDF原页:9；A2-带线索核PDF原页再核湖北官方:36,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,45,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-7e9701b6c4651711,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,19,369,PSFOUNDATIONBATCHROW-399069bd08341f9c,PSFIELDCLUE-5f13a38da072acc2,70,left,070-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,36,108,108,36,专业计划数:36；再选科目:36；学费:36,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:84；Q2-OCR字段齐全但PDF和官方未闭环:21,K0-字段缺口无候选需原页重读:5；K1-字段缺口有候选待PDF原页和官方核验:28；K2-OCR候选存在但三方核验未闭环:75,28,75,7,0,108,108,108,0,A1-无线索先人工读PDF原页:3；A2-带线索核PDF原页再核湖北官方:84；A3-OCR齐全但仍需PDF和湖北官方闭环:21,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,108,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-65aeccbbcdad7084,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,20,370,PSFOUNDATIONBATCHROW-a87f96aace1bb515,PSFIELDCLUE-3d0df334b9e4e0fa,35,left,035-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,24,72,72,24,专业计划数:24；再选科目:24；学费:24,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:63；Q2-OCR字段齐全但PDF和官方未闭环:6,K0-字段缺口无候选需原页重读:7；K1-字段缺口有候选待PDF原页和官方核验:22；K2-OCR候选存在但三方核验未闭环:43,22,45,2,0,72,72,0,0,A1-无线索先人工读PDF原页:3；A2-带线索核PDF原页再核湖北官方:63；A3-OCR齐全但仍需PDF和湖北官方闭环:6,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,72,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-d62354a966a89b09,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,21,371,PSFOUNDATIONBATCHROW-4519f5ef0c492784,PSFIELDCLUE-b5404bd3b366160e,203,right,203-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,30,90,90,30,专业计划数:30；再选科目:30；学费:30,Q0-字段缺口无候选阻断:90,K0-字段缺口无候选需原页重读:43；K2-OCR候选存在但三方核验未闭环:47,0,47,0,0,90,90,0,0,A1-无线索先人工读PDF原页:90,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,90,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-1c53a1f472a7f38e,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,22,372,PSFOUNDATIONBATCHROW-8e97917e9b8c031d,PSFIELDCLUE-ef976cadd555184c,33,right,033-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,26,78,78,26,专业计划数:26；再选科目:26；学费:26,Q0-字段缺口无候选阻断:72；Q1-字段缺口有候选待人工核验:3；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:26；K1-字段缺口有候选待PDF原页和官方核验:1；K2-OCR候选存在但三方核验未闭环:51,1,51,0,0,78,78,0,0,A1-无线索先人工读PDF原页:72；A2-带线索核PDF原页再核湖北官方:3；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,78,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-86338c6e2a0b6407,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,23,373,PSFOUNDATIONBATCHROW-c2ec75b1a17cf361,PSFIELDCLUE-d00227a59aa57d32,100,right,100-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,66,22,专业计划数:22；再选科目:22；学费:22,Q0-字段缺口无候选阻断:54；Q1-字段缺口有候选待人工核验:12,K0-字段缺口无候选需原页重读:29；K1-字段缺口有候选待PDF原页和官方核验:4；K2-OCR候选存在但三方核验未闭环:33,4,33,0,0,66,66,0,0,A1-无线索先人工读PDF原页:54；A2-带线索核PDF原页再核湖北官方:12,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,66,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-84764aeafc6ee26c,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,24,374,PSFOUNDATIONBATCHROW-3de8dc8b89482ec2,PSFIELDCLUE-3647d2fa5f8670da,42,right,042-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,25,专业计划数:25；再选科目:25；学费:25,Q0-字段缺口无候选阻断:51；Q1-字段缺口有候选待人工核验:18；Q2-OCR字段齐全但PDF和官方未闭环:6,K0-字段缺口无候选需原页重读:30；K1-字段缺口有候选待PDF原页和官方核验:6；K2-OCR候选存在但三方核验未闭环:39,6,39,0,0,75,75,0,0,A1-无线索先人工读PDF原页:51；A2-带线索核PDF原页再核湖北官方:18；A3-OCR齐全但仍需PDF和湖北官方闭环:6,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,75,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-b7aeaccd90120404,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,15,PSFOUNDATIONBATCH-d6059232cf5a1403,第15批-页列底座核验,25,375,PSFOUNDATIONBATCHROW-4a52b690559b5823,PSFIELDCLUE-7302fca4b3f1eebe,41,left,041-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,29,专业计划数:29；再选科目:29；学费:29,Q0-字段缺口无候选阻断:42；Q1-字段缺口有候选待人工核验:18；Q2-OCR字段齐全但PDF和官方未闭环:27,K0-字段缺口无候选需原页重读:14；K1-字段缺口有候选待PDF原页和官方核验:6；K2-OCR候选存在但三方核验未闭环:67,6,67,0,0,87,87,0,0,A1-无线索先人工读PDF原页:42；A2-带线索核PDF原页再核湖北官方:18；A3-OCR齐全但仍需PDF和湖北官方闭环:27,S0-批次已生成但未事实核准,batch-15-review-detail,fbe66cc4ae27beea8aaae8c15cf148c55db73aa8a56fecbdcdc441cd7c42a56a,87,2061,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-ccfa7a1b077936c1,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,1,376,PSFOUNDATIONBATCHROW-23caa02c88ac0d61,PSFIELDCLUE-699ac98f967a94ce,70,right,070-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,31,93,93,31,专业计划数:31；再选科目:31；学费:31,Q0-字段缺口无候选阻断:36；Q1-字段缺口有候选待人工核验:54；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:29；K1-字段缺口有候选待PDF原页和官方核验:18；K2-OCR候选存在但三方核验未闭环:46,18,46,6,0,93,93,33,0,A1-无线索先人工读PDF原页:36；A2-带线索核PDF原页再核湖北官方:54；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-16-review-detail,fce3bec9eae781e624b0cd79037f3173d5aa2a1a9af4733eb2540396cabafb4e,93,2181,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-939882b37e750205,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,2,377,PSFOUNDATIONBATCHROW-52928e4662ca8ede,PSFIELDCLUE-2337bab1568f5b6d,90,left,090-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,48,144,144,48,专业计划数:48；再选科目:48；学费:48,Q0-字段缺口无候选阻断:36；Q1-字段缺口有候选待人工核验:93；Q2-OCR字段齐全但PDF和官方未闭环:15,K0-字段缺口无候选需原页重读:15；K1-字段缺口有候选待PDF原页和官方核验:40；K2-OCR候选存在但三方核验未闭环:89,40,100,9,0,144,144,0,0,A1-无线索先人工读PDF原页:36；A2-带线索核PDF原页再核湖北官方:93；A3-OCR齐全但仍需PDF和湖北官方闭环:15,S0-批次已生成但未事实核准,batch-16-review-detail,fce3bec9eae781e624b0cd79037f3173d5aa2a1a9af4733eb2540396cabafb4e,144,2181,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-e161e79d3a017318,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,16,PSFOUNDATIONBATCH-d6dea4e285579ad8,第16批-页列底座核验,3,378,PSFOUNDATIONBATCHROW-03ba4cda0ac6c519,PSFIELDCLUE-73c5fff07761caf1,21,left,021-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,23,69,69,23,专业计划数:23；再选科目:23；学费:23,Q0-字段缺口无候选阻断:33；Q1-字段缺口有候选待人工核验:30；Q2-OCR字段齐全但PDF和官方未闭环:6,K0-字段缺口无候选需原页重读:13；K1-字段缺口有候选待PDF原页和官方核验:10；K2-OCR候选存在但三方核验未闭环:46,10,47,1,0,69,69,0,0,A1-无线索先人工读PDF原页:33；A2-带线索核PDF原页再核湖北官方:30；A3-OCR齐全但仍需PDF和湖北官方闭环:6,S0-批次已生成但未事实核准,batch-16-review-detail,fce3bec9eae781e624b0cd79037f3173d5aa2a1a9af4733eb2540396cabafb4e,69,2181,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
