稳定基座最小人工闭环任务ID,来源P0即时字段确认公开账本,来源P0页列执行进度公开账本,来源稳定基座逐专业筛选视图,来源自动交叉核验工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,P0即时字段确认公开账本ID,P0字段即时复核任务ID,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,字段名,专业组内专业序号,专业代号OCR,专业名称及备注短摘,人工核验泳道,人工核验方式,执行批次,页列执行进度桶,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图bbox归一化,是否需要双人复核,是否有高校字段线索,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,高校官网证据强度,高校官网证据匹配状态,高校官网来源状态,同专业官网辅证自动动作,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,最小人工闭环阶段,人工必做步骤,人工工作量压缩方式,公开安全策略,下一步
STABLEMANUAL-b7b5259f0e4e157a,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-b7b5259f0e4e157a,P0IMMEDIATE-d093328405e7c101,M-8de45decc72faf49,G-d845c029b1af46a3,K116,重庆外语外事学院,K11602,207,left,207-left,专业计划数,11,22,中国语言文学类（汉语言文学、汉语因际教育；办学地点：綦江校区）K117 宣庆对外经贸学院（民办）（重庆）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-18d5d1fcaaf0ad67,9d30b23b59632d4e31da8629f786880400503c93cbfe0a384cbe33beeabf0494,fd53dbe31d747eea5c2d6efb3198bdb61e7406c6bd28030053785aea8c0b6dfe,x=0.043000-0.552000;y_bottom_origin=0.000000-0.391098,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-72bada00be01ec46,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-72bada00be01ec46,P0IMMEDIATE-bbbeae8a00ffa71a,M-cbde0d2ec6386376,G-6136bd50c31efd53,K346,昆明理工大学,K34613,218,right,218-right,专业计划数,1,41,电气工程及其自动化（中外合作办学）（合作院校为英语语种国寒，非英语语种考生慎重报考；办学地点：呈贡校区）K347 云南农业大学（公办）（云南）,M2-裁图OCR未稳定补读人工看图,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-d1ddb945906d005c,f4a4c877369672c09ce5d1c8e2c8a71276c79919cc93145c6773c2b16487be50,9a0e143d4907b84ab83fca868fdf1639ec8d2d35f685cfe4ee167af7dbf0581a,x=0.448000-0.957000;y_bottom_origin=0.358820-0.500116,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-155bd790dc7b8c28,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-155bd790dc7b8c28,P0IMMEDIATE-893ab1ee6f69d8de,M-179731fd10f82ec3,G-4b0e83f1ec8abdb5,K360,云南民族大学,K36002,220,right,220-right,专业计划数,3,05,环境科学（办学地点：雨花校区）K361 玉溪师范学院（公办）（云南）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-83ee211047fb818e,7c8a65b06ccb8fe54803138493be06e63cda8525eacadeefd6e0cc2bd3878f04,2f1c4d6aabe88e8049dbbf4d2151347e753148324f8ccc3b5f852a7d205bbe15,x=0.448000-0.957000;y_bottom_origin=0.268528-0.424388,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-f1156c5127cd3df0,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-f1156c5127cd3df0,P0IMMEDIATE-3ef8c7fbc0293407,M-3081b93a65d3e3ef,G-ee5d1e06ed846436,K461,西北大学,K46109,222,right,222-right,专业计划数,1,21,电子信息科学与技术（中外合作办学）（办学地点：长安校区）K462 西安理工大学（公办）（陕西）46202/西安理工大学第 02组,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-b29ce3f8a29c57ce,b720fac2894f97d92105ebeecc81d59a4da699748991b0a0cef733962337b1e5,8b3478ae690832c460088ed1f1f1ede329c8752e57e600e9f6d41a051c333a80,x=0.448000-0.957000;y_bottom_origin=0.371860-0.505930,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-60aad4327e0192f6,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-60aad4327e0192f6,P0IMMEDIATE-b633b8ec76f47777,M-3796f9a71840c0d6,G-dc846d32012c9239,K439,西藏民族大学,K43909,222,right,222-right,专业计划数,3,10,金融学（开源证卷智能金融实验班；办学地点：太白校区）【46106 西北大学第 06组二1 床医学（办学地点：太白校区：学制：,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-f8ef228c481c470f,df45bb7cefd6fe51db31f824e9f04ce48df4628746557b497c52d884e7018be2,41627aa893fdf212a17e229cb6789e37f5c0982432748825aa8a4847a448e3c4,x=0.448000-0.957000;y_bottom_origin=0.046395-0.809204,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-92c5fd49766c2c5e,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-92c5fd49766c2c5e,P0IMMEDIATE-832bb4aa1d5295d1,M-8c533eb550339a6c,G-ee5d1e06ed846436,K461,西北大学,K46109,222,right,222-right,专业计划数,5,09,工业工程（授管理学学士学位：办学地点：曲江校区）46203 西安理工大学第03组,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-9ddbc93eb3357e93,f64aaeac3533b9bad4a312e37f8726e00926c32c2060f576a32336dc9a430ffe,14d80c39d23e17d88cf523ed52dca7cf26dff0b34b5c08dc334331a10825380b,x=0.448000-0.957000;y_bottom_origin=0.277387-0.505930,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-24cf617d5ff3c4aa,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-24cf617d5ff3c4aa,P0IMMEDIATE-fea0a73f90b121bb,M-f4dc30f74c89a90d,G-f068cd5220488c1a,K468,陕西科技大学,K46811,224,right,224-right,专业计划数,1,19,计算机科学与技术（中外合作办学）（中英双学位；办学地点：未央大学K469 西安工程大学（公办）（陕西）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-3d96203ab0c33654,7ce508baf803af05d9a534ff0b7997167d17bff478f7f662c9c55caa5d8ab19d,13713de0fa5f81b425d3fa7ea707d91a9c5f153b18cd31025c9f8707af150d84,x=0.448000-0.957000;y_bottom_origin=0.530407-0.660000,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-0810391f407de23d,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-0810391f407de23d,P0IMMEDIATE-280faddee223c0f4,M-fa76362af83034d1,G-052b32c1ecd65258,K485,西安财经大学,K48504,226,left,226-left,专业计划数,1,15,金融学（中外合作办学）（仅招收有此志愿考生：办学地点：长安校区）K486 西安邮电大学（公办）（陕西）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-ade6df89342a4741,023b3f43ddef870016f3ec7cca0876332accf31d5856ab3eaf013d18b0ffbee5,586ec8f1aa9948f6c29c6328e73235d1936223f8c18e4d246e5feb0c7e5a6aca,x=0.043000-0.552000;y_bottom_origin=0.549155-0.671628,true,false,false,false,false,unmatched,unmatched,has_partial_source_needs_followup,C7-官网源未匹配专业需人工确认专业名,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-0156426b3cc99f44,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-0156426b3cc99f44,P0IMMEDIATE-40f87e9dccd0b360,M-5b2f7737194b68ff,G-55fdbd492879e663,K489,陕西学前师范学院,K48905,226,right,226-right,专业计划数,2,12,数据计算及应用（办学地点：长安校K519 西安培华学院（民办）（陕西）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-0e2ee6da6bf92dd1,d021ff6d20268a2c43cefa9c376734b0e5c9573eb10736ffddfde87dea8b25f4,7663ff9999e1d663db3eb10292bfea84ba9f7e7b9e8d2a14bdbd07ca726fb91a,x=0.448000-0.957000;y_bottom_origin=0.072295-0.218140,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-4715b8228fee83f5,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-4715b8228fee83f5,P0IMMEDIATE-aa301cdd81005b82,M-df0a1e1f46c48947,G-935d37c9c17b0a96,K487,西安航空学院,K48704,226,right,226-right,专业计划数,2,06,直动化（中外合作办学）（属于高收费项自：办学地点：阎良校区）K488 西安医学院（公办）（陕西）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-cd589a77d6e4b8fb,ce96b29b34f0218e8a98dc4d3e094a8b591bd85b41359ba270e0ac312731fe16,4f39e82426453601532c9ac9df8fa8bf491eb1f855edaf7a8a0d5c0dacdfedf6,x=0.448000-0.957000;y_bottom_origin=0.540398-0.696337,true,false,false,false,false,needs_source,no_school_source,needs_official_plan_source_search,C6-继续搜索高校官网2026湖北计划源,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-2acf7cfac090f145,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-2acf7cfac090f145,P0IMMEDIATE-e9d84a7b18e5256f,M-b34a6924c12cbf3c,G-dc16d63e2c1fe532,K524,西安思源学院,K52404,227,right,227-right,专业计划数,2,GA,OKA。再造科貝䕫求K525陕西国际商贸学院（民办）（陕西）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-7ded2d0aa186481f,89470688c2f0b78b18bcede1551488ce6dc189b3c91acf348d172f0827ac6b54,a34238eead74a72fa53ff66470a7c512829b5c54f367599be2d4de21764d49a7,x=0.448000-0.957000;y_bottom_origin=0.768252-0.950337,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-978b5ecab8451dc8,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-978b5ecab8451dc8,P0IMMEDIATE-37d25a0b9b31a908,M-9142fbbe8a759d25,G-cca2772a307ce395,K571,兰州理工大学,K57103,228,left,228-left,专业计划数,1,31,软件工程（一、学年，三、四年级学费14000元/学年；办学地点：彭家坪校区）K572兰州交通大学（公办）（甘肃）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-32dcd61539fbef7c,bbfb7cffd73221182e87b7e65e378ba8e927abe226c19923c6bb25e5a6219dd1,a2776d6773ebe7c850e2ff9329f82c7d31892731df78949fc92e8de9a2564a99,x=0.043000-0.552000;y_bottom_origin=0.000000-0.164360,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-074f3aa3927e2814,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-074f3aa3927e2814,P0IMMEDIATE-f78f959f533791a3,M-d04fd6c1c27215da,G-cf13e3354da2e17c,K571,兰州理工大学,K57102,228,left,228-left,专业计划数,22,27,应用物理学（办学地点：彭家坪校区）,M5-多值或双人复核常规核页,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-f767307f10e070a3,699177d051af8a16e44f9c758e2a55e98fbedb8b14670f880ab79f481d104de4,34b26c8c0cc789b99be1a2ee1315e58073e3e2175933316106f9ce700ef45962,x=0.043000-0.552000;y_bottom_origin=0.155407-0.683163,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
STABLEMANUAL-5f1dc361f1f48f89,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-page-execution-progress-public-ledger.csv,data/working/issue19-stable-foundation-major-screening-view.csv,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_minimal_manual_closure_workbench,逐专业招生明细,逐专业招生明细×P0字段×最小人工闭环,false,false,false,false,false,false,false,P0FCONF-5f1dc361f1f48f89,P0IMMEDIATE-d7b23d2112f509f4,M-2081e34c8c57f010,G-839351c9a9f1c483,K574,甘肃中医药大学,K57402,229,left,229-left,学费,3,04,中医康复学（不招色盲色弱考生；办学地点：和平校区：学制：五年）05（针灸推拿学（不招色盲色弱考生；办学地点：和平校区：学制：五年）,M2-裁图OCR未稳定补读人工看图,双人复核,EXEC-04-多值坐标冲突核页,R0-未开始PDF和湖北官方核验,P0CROP-baf0e44f55efccf6,ed479a74c586910f4db7e1885d83336c5ec5b22d889558d527215b05983fa2c9,30ce5c133ad6aaceecdd9467625aa6e46f069005c419e6182c8082f34c16c0cf,x=0.043000-0.692942;y_bottom_origin=0.678414-0.853293,true,false,false,false,false,,,,,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,H0-P0即时字段核页,PDF原页逐字段读数；湖北官方系统或省招办计划逐字段核验；双人复核,按PDF页码×版面列集中核页，同一页列内字段一起完成；只公开状态不公开人工读数。,公开表保存任务ID、证据SHA、bbox和状态；不保存图片路径、OCR原文、人工读数、登录态或个人信息。,先完成PDF原页读数，再等湖北官方系统/省招办计划字段核验；字段一致前不得写回主表。
