第一闭环事实动作包准出门禁ID,来源第一闭环事实动作包,来源第一闭环事实准出门禁账本,来源第一闭环事实证据通道工作台,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,是否可以自动闭环,准出门禁序号,事实动作包ID,事实动作包序号,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,第一闭环页列优先级,事实核验动作组,动作组排序,包执行优先级,动作包事实数,动作包字段事实数,动作包专业名归属事实数,动作包专业组边界事实数,专业计划数字段事实数,学费字段事实数,再选科目字段事实数,待人工判定字段事实数,涉及任务数,涉及字段状态数,涉及专业行数,涉及专业组出现数,涉及院校代码数,PDF原页待补事实数,湖北官方侧待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,专业名归属待闭环事实数,专业组边界待闭环事实数,可进入私有写回评审事实数,动作包准出状态,动作包主缺口桶,动作包准出阻断等级,事实准出状态分布,事实准出阻断等级分布,PDF原页通道状态分布,OCR提示通道状态分布,机器坐标通道状态分布,高校官网辅证通道状态分布,湖北官方侧通道状态分布,冲突处理通道状态分布,双人复核通道状态分布,三方闭环通道状态分布,专业名归属通道状态分布,专业组边界通道状态分布,事实集合SHA16,任务集合SHA16,字段状态集合SHA16,院校代码集合SHA16,准出完成条件,下一步动作包准出动作,公开安全策略
FCFACTPACKGATE-902234bf119e9656,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,38,FCFACTPACK-03d2aadf614e846c,38,038-right,38,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,022-03,2,2,0,0,2,0,0,0,2,2,2,1,1,2,2,0,0,2,2,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×2,G3-双人复核待完成×2,P1-有机器坐标提示，仍待PDF原页人工核验×2,O4-无PDFOCR但有机器坐标提示×2,M1-有机器坐标提示可辅助定位×2,S0-无高校字段线索，本任务高校辅证不适用×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,blocked_pending_double_review×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,dbc1c435786c6327,5076c550f887ad56,81a30bf91e57e4b7,b3fab222db08be81,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-8291f80dd1beaa49,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,39,FCFACTPACK-8a8dce0fdab0a0b0,39,082-right,82,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,023-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,6e8ee9a7ea6928f5,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-49ca3df0b56ffd26,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,40,FCFACTPACK-ee4fb4a73a5dc478,40,082-right,82,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,023-03,2,2,0,0,2,0,0,0,2,2,2,1,1,2,2,0,0,2,2,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×2,G3-双人复核待完成×2,P1-有机器坐标提示，仍待PDF原页人工核验×2,O4-无PDFOCR但有机器坐标提示×2,M1-有机器坐标提示可辅助定位×2,S0-无高校字段线索，本任务高校辅证不适用×2,pending_hubei_official_review×2,C4-无可比候选，需人工看图或随页列闭环×2,blocked_pending_double_review×2,pending_private_three_way_field_confirmation×2,not_applicable×2,not_applicable×2,a45d82620d6abc96,e3ac0d0fd3ef2f0f,6275ca1b508bb2d1,1ce846951063accf,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×2,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-e85fe53fd4f069be,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,41,FCFACTPACK-d6f6d5b9a8602c1e,41,137-left,137,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,024-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,fd8d4939e4e376fb,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-d188732d17937eef,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,42,FCFACTPACK-6308253f47ec94f1,42,137-left,137,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,024-03,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,P3-无稳定OCR提示，需人工看PDF原页×1,O5-无公开OCR候选提示×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,873ebffb49cf35e6,086a7c581b4db735,d9b269074a7de68e,573261a7e560eca8,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-ca22115675456f05,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,43,FCFACTPACK-8f741edef82a5657,43,137-left,137,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A6-高校辅证提示回接,6,024-06,3,3,0,0,1,1,1,0,1,3,1,1,1,3,3,3,0,0,3,0,0,0,blocked_missing_required_evidence,G4-高校辅证待补,R4-高校辅证回接阻断,blocked_regular_pdf_hubei×3,G6-常规PDF湖北官方闭环待完成×3,P2-有PDFOCR提示，仍待PDF原页人工确认×3,O2-高校有线索但PDFOCR缺候选×3,M0-无机器坐标提示×3,S1-有高校辅证线索或自动官网任务，待私有辅证记录×3,pending_hubei_official_review×3,C1-高校补缺线索，PDF原页缺候选需人工看图×3,not_required_or_task_level_pending×3,pending_private_three_way_field_confirmation×3,not_applicable×3,not_applicable×3,c96278d78272fcb7,d179c62534e95ca5,0497ae10c7af5fa7,573261a7e560eca8,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×3,先把高校官网辅证接入核验材料，但不得替代湖北官方计划定稿。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-f5e19470fd7422e4,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,44,FCFACTPACK-1f56fb3a7857fd96,44,014-left,14,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,025-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,c7ee78aec3144f57,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-e678ed4e20c5d890,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,45,FCFACTPACK-1f472a32d4428e81,45,014-left,14,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,025-03,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,d53a00eb3e3b6bd5,7e850f28b678a878,97a08fcdfd8ac2e5,1f064950c2205f57,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-ed1c711fdd6c435f,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,46,FCFACTPACK-dff426f5608f6351,46,032-right,32,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,026-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,5ff1a6a0dff6a5a5,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-c51a28b899496033,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,47,FCFACTPACK-c895447a85bd63b5,47,032-right,32,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,026-03,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,4bf8f8cae95d5915,9e605a53a1548ab0,26aa65f1bf3465bf,c2b4dc8516cfc3e8,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-63ae9e4daf89c19e,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,48,FCFACTPACK-6c89b8c4128ed0a6,48,033-right,33,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,027-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,d369b873bc830f09,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-ab96d43c7b190980,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,49,FCFACTPACK-117cb3fdbccb5be3,49,033-right,33,right,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,027-03,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,0f30aa756dc64c48,6495b02e5c41ed42,82fc9ddbf572349e,f4d03d1f4f7f755d,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-c41c64097cda5aab,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,50,FCFACTPACK-b6f43758f0566044,50,102-left,102,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A2-专业组边界事实随页先核,2,028-02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,blocked_missing_required_evidence,G3-专业组边界待闭环,R1-结构事实阻断,blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,d122170d7e30e265,,,,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先核页列和专业组边界，再继续组内字段闭环。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
FCFACTPACKGATE-b3e0d6a4e87f38f5,data/working/issue19-first-closure-fact-action-packets-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packet_resolution_gate_v1,第一闭环事实动作包×动作包准出门禁,页列动作包×PDF原页×湖北官方侧×高校辅证×冲突/复核/三方闭环,false,false,false,false,false,false,false,false,false,false,51,FCFACTPACK-6503afec9e8c0223,51,102-left,102,left,R2-双人复核事实先闭环,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,A3-双人复核事实先核,3,028-03,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,blocked_missing_required_evidence,G1-双人复核待完成,R2-双人复核阻断,blocked_double_review_pdf_hubei×1,G3-双人复核待完成×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,057986f113e52e78,8ae05f0f2e1cac11,e94ce83ae1d72201,761de3869be98128,PDF原页、湖北官方侧、必要高校辅证、冲突处理、双人复核、三方闭环均完成后，仅可进入私有写回评审；仍不得直接用于推荐。×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和三方闭环状态。,not_final；action_packet_gate_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation；hubei_official_required
