未匹配校名解析ID,来源教育部学校属性逐专业核验表,来源教育部未匹配学校支持清单,来源三年投档线索旁挂表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注短摘,涉及同校名专业明细数,涉及同校名专业组数,同校名来源页码集合,原未匹配疑似风险类型,历史同代码校名候选,历史候选命中年份,教育部相似校名候选,最高教育部相似度,OCR规则修正候选,候选综合等级,机器能否自动替换校名,不得进入原因,下一步核验动作
UNMATCHEDSCHOOL-f70be226a80eb2e8,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-5e4727e33eddbd53,G-491733d18a6f60e7,A517,陆军军医大学,A51703,64,left,3,09,预防医学（仅招收普通高中应届毕业生，政治面貌须为共青团员或中共党员：学制：五年）,4,2,64,特殊院校或校名OCR待核,陆军军医大学,2023；2024；2025,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-cc797771011595e9,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-ebd1a91c7b18f213,G-be91f9d4c0229736,A517,陆军军医大学,A51704,64,left,1,10,医学影像技术（仅招收普通高中应届毕业告，政治面貌须为共青团员或中共党员）工1生物医学工程（仅招收普通高中应届資高計学院校专业组及专业代号毕业告，政治面貌须为共青团员或中A712 香港珠海学院（香港高校）（香港）,4,2,64,特殊院校或校名OCR待核,陆军军医大学,2023；2024；2025,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-1b0674d61da55f01,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-9a758ec0c225868e,G-3fe53b9753926834,A712,香港珠海学院,A71202,64,right,1,03,商学院（学费币种：港元：英语单科成续100分或以上，包含会计及银行、丁管理学、财务金融学、金融及资计管理学4个专业，入校后根据个人心愿选择专业，学校提供两个学期校内宿舍，往后学期，学校视情况决定是否提供宿位，2026/27学年宿期为9个貝，...,2,1,64,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-bb8e6465a510343a,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-f3b269252be10c0a,G-3fe53b9753926834,A712,香港珠海学院,A71202,64,right,2,04,理工学院（学费币种：港元；英语单科成绩 100分或以上，包含资讯科学、建筑学2个专业，入校后根据个人意愿选择专业，学校提供两个学期格肉宿魚，往后学期，学校视情况决定是否提供宿位，2026/27学年宿期为9个月，住宿费港币 17496-213...,2,1,64,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-65d7a8d74aaa43f4,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-406d9b7134a1be12,G-09135a6a26e4ac19,C113,网络空间安全学院,C11301,71,right,1,01,计算机科学与技术（软件安全方向；办学地点：网安基地校区）,3,1,71,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-76fb3f63a0fef4e8,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-bc1763f5dacd9b91,G-09135a6a26e4ac19,C113,网络空间安全学院,C11301,71,right,2,02,数据科学与大数据技术（网络传播安全方向：办学地点：网安基地校区）,3,1,71,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-391b41880038ee44,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-099c974c4918f386,G-09135a6a26e4ac19,C113,网络空间安全学院,C11301,71,right,3,03,人工智能（开发与安全方向：办学地点：网安基地校区）C115湖北医药学院（公办）（湖北）,3,1,71,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-20eb43b50645f7fe,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-dda9ef480fe1aa8a,G-ec15b96eb21abf94,C137,湖北,C13709,78,right,1,31,汉语言文学（师范类）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-1c5d77cbeff16621,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-1218cf4ced30dee7,G-ec15b96eb21abf94,C137,湖北,C13709,78,right,2,32,汉语国际教育（师范类）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-953cf78fa15d61a4,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-07fc9615ecc6a11b,G-7bc9b7039e15c8d2,C137,湖北,C13710,78,right,1,33,日语（外语语种：不限）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-a15fd566ddc1b407,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-2ba9df56dad34f6a,G-7bc9b7039e15c8d2,C137,湖北,C13710,78,right,2,34,商务英语（外语语种：英语）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-23c95a24836e7a3a,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-6553b63b0a980268,G-7bc9b7039e15c8d2,C137,湖北,C13710,78,right,3,35,英语（师范类；外语语种：英语）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-bfd644875217141f,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-1cea7e0953e15c6c,G-7bc9b7039e15c8d2,C137,湖北,C13710,78,right,4,36,小学教育（师范类）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-f67c880a02816d54,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-fa806b94162fc878,G-7bc9b7039e15c8d2,C137,湖北,C13710,78,right,5,37,学前教育（师范类）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-8566b9510047f737,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-a1e11bcd78f10e33,G-7bc9b7039e15c8d2,C137,湖北,C13710,78,right,6,38,应用心理学,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
