高校源缺口优先级ID,来源高校源最新证据对齐账本,来源高校官网辅证状态快照,来源高校官网辅证自动执行批次,来源C4C6结构化候选diff账本,来源C4C6补源尝试账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,缺口优先级序号,高校源最新对齐ID,高校官网辅证状态快照ID,高校官网辅证自动执行批次ID,院校代码,任务学校键SHA16,原自动执行泳道,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,最新高校侧证据层级,相对原自动账本推进状态,缺口主类,缺口子类,执行优先级,执行优先级分,自动推进泳道,人工核验泳道,是否需要自动补结构化,是否需要继续补源,是否需要回PDF原页,是否需要湖北官方侧核验,是否只核章程规则,是否已有可用于提示的高校侧线索,涉及招生明细数,涉及专业组数,next20任务数,C4C6结构化diff包数,C4C6可生成候选diff明细数,C4C6计划数冲突候选数,C4C6官网可补OCR计划数候选数,C4C6补源尝试记录数,最新公开证据集合SHA16,缺口原因桶,最小自动动作,最小人工动作,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SCHOOLGAP-c3d27c6e36038758,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,39,SOURCESYNC-b3a2513018631ae4,SCHOOLSRCSTATUS-08826474952dfe89,SCHOOLSRCEXEC-6af80b9ea22fe3f5,K345,b1a915249459a0b4,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,G3-已有公开来源待结构化,A3-T0-需补结构化或补湖北行,E1-自动补结构化或补源,720,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,false,35,8,0,2,0,0,0,1,277c47bb75834fc6,entry_200_api_403_forbidden,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-8830353c7b4a2278,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,40,SOURCESYNC-f72e746ab92dab4b,SCHOOLSRCSTATUS-e4d44c1c612b6b7f,SCHOOLSRCEXEC-4395dc4ff0374cfe,A022,416cea89fb96214e,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,G3-已有公开来源待结构化,A3-T0-需补结构化或补湖北行,E1-自动补结构化或补源,720,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,false,28,10,0,2,0,0,0,1,aecd638ca1dc5beb,entry_timeout_api_timeout_previous_forbidden,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-028a6d1271e22bb3,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,41,SOURCESYNC-04cdd250bf46fd54,SCHOOLSRCSTATUS-a3a41fc1b4f74399,SCHOOLSRCEXEC-17a16d51d2783fa3,H439,cbf23f7673148a9c,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,G3-已有公开来源待结构化,A3-T0-需补结构化或补湖北行,E1-自动补结构化或补源,720,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,false,14,2,0,2,0,0,0,1,af3d27b510eca556,tls_handshake_failure_entry_and_api,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-c1b4bed9b01d36eb,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,42,SOURCESYNC-9bf40076c882a17d,SCHOOLSRCSTATUS-15c60e808d0bd8ff,SCHOOLSRCEXEC-c0afa9acbfabf5b6,K345,c3742600195790cf,A3-补结构化或解析公开来源,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,G3-已有公开来源待结构化,A3-T2-有公开来源待解析,E1-自动补结构化或补源,720,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,false,11,1,0,2,0,0,0,1,277c47bb75834fc6,entry_200_api_403_forbidden,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-82706c67d78112e6,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,43,SOURCESYNC-9cb701a74dfd97c9,SCHOOLSRCSTATUS-6ac71d9c4262099c,SCHOOLSRCEXEC-97a94bd61aa81fea,A022,d4ee1913f07ab9ba,A3-补结构化或解析公开来源,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,G3-已有公开来源待结构化,A3-T2-有公开来源待解析,E1-自动补结构化或补源,720,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,false,8,1,0,2,0,0,0,1,aecd638ca1dc5beb,entry_timeout_api_timeout_previous_forbidden,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-a004434657e418a7,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,44,SOURCESYNC-f0f68a0e7b2a6db3,SCHOOLSRCSTATUS-9baf0fc2a5bfeb83,SCHOOLSRCEXEC-89c8ce7ad80fd02a,C150,607d5fdcbcc598f0,A3-补结构化或解析公开来源,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L0-暂无可复用高校侧计划源,P0-A3公开来源不足仍需补源,G3-已有公开来源待结构化,A3-T2-有公开来源待解析,E1-自动补结构化或补源,720,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,false,19,2,0,0,0,0,0,0,,暂无公开结构化湖北物理计划源线索。,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-68cc17162c5a640a,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,45,SOURCESYNC-50d12ae74118e5f1,SCHOOLSRCSTATUS-a9efbcec3e357db5,SCHOOLSRCEXEC-e8e2d37cab86fb0b,H439,c474f0c7f63ac2c8,A3-补结构化或解析公开来源,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,G3-已有公开来源待结构化,A3-T2-有公开来源待解析,E1-自动补结构化或补源,720,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,false,5,1,0,2,0,0,0,1,af3d27b510eca556,tls_handshake_failure_entry_and_api,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-8b24f8d9d79aa16b,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,46,SOURCESYNC-0d8369403ab6558b,SCHOOLSRCSTATUS-20c3f694b05d8e7d,SCHOOLSRCEXEC-8ec6e68a6f69b671,K151,1b2486341b7bf1a1,A3-补结构化或解析公开来源,T2-有公开来源待解析,D4-无结构化官网源,S4-部分来源待跟进,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,G3-已有公开来源待结构化,A3-T2-有公开来源待解析,E1-自动补结构化或补源,720,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,false,3,1,0,2,0,0,0,1,dbc2a757ab0d2a1d,http_412_precondition_failed,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-42c9e5e354241e36,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,47,SOURCESYNC-755145526bb8e1b9,SCHOOLSRCSTATUS-3e584e5e14163457,SCHOOLSRCEXEC-5a30040c91c4a46e,A195,ff7aad62c2893b89,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,G3-已有公开来源待结构化,A3-L3已有线索待回页,E1-自动补结构化或补源,700,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,true,46,9,0,1,42,0,42,0,a6f868f919d65205,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-d4ab4dfe433e04e3,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,48,SOURCESYNC-7aea4b5b32ff4e50,SCHOOLSRCSTATUS-0f4102eb6a1d8ed5,SCHOOLSRCEXEC-47777aea9c0297d1,F099,1ae59e7d46aef978,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,G3-已有公开来源待结构化,A3-L3已有线索待回页,E1-自动补结构化或补源,700,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,true,12,4,0,1,12,0,12,0,12dd7663c4d171b1,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-c77dae14f470d56f,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,49,SOURCESYNC-a9ac4e0a779209be,SCHOOLSRCSTATUS-2d36ccc2040c1872,SCHOOLSRCEXEC-7134c3285f13c34a,A135,7c04cd13689dce4f,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,G3-已有公开来源待结构化,A3-L3已有线索待回页,E1-自动补结构化或补源,700,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,true,13,3,0,1,10,0,7,0,56a73fe94c5eb95a,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-af5cc58c4caa9787,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,50,SOURCESYNC-d1cbe7186c8e3c2c,SCHOOLSRCSTATUS-6a05d3a33939cc26,SCHOOLSRCEXEC-005c21dcd52c25b2,F305,c57b94b8ff5bbf5b,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,G3-已有公开来源待结构化,A3-L3已有线索待回页,E1-自动补结构化或补源,700,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,true,8,3,0,1,7,0,7,0,5850f74ee5007c42,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-71a5402e290788fd,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,51,SOURCESYNC-7c5f1b00048d4063,SCHOOLSRCSTATUS-a9ab8663a8e1a0c2,SCHOOLSRCEXEC-30d4a29db400241f,K153,a119a66aff4a423d,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,G3-已有公开来源待结构化,A3-L3已有线索待回页,E1-自动补结构化或补源,700,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,true,9,5,0,1,6,0,4,0,b83a3fb30ad54207,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-47295be1e489e9e8,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,52,SOURCESYNC-9b750700e0d79983,SCHOOLSRCSTATUS-07408924360569a2,SCHOOLSRCEXEC-a7155a27626f3618,A033,078538133c4c980c,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D1-可生成diff且有OCR补缺线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P3-A3已有diff或湖北物理结构化线索,G3-已有公开来源待结构化,A3-L3已有线索待回页,E1-自动补结构化或补源,700,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,true,10,6,1,1,5,0,2,0,b0830e7ae227d08b,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
